Protein.Group,PP_0368_log2_FC,PP_0437_log2_FC,PP_0528_log2_FC,PP_0751_log2_FC,PP_0812_log2_FC,PP_0813_log2_FC,PP_0814_log2_FC,PP_0815_log2_FC,PP_1317_log2_FC,PP_1506_log2_FC,PP_2136_log2_FC,PP_4120_log2_FC,PP_4189_log2_FC,PP_4191_log2_FC,PP_4192_log2_FC
PP_1025,,0.3381965887684944,,,-0.18568831886616258,-0.14485878633377428,-0.49041110038379954,,0.12978781237924938,-0.8999793982805793,,-0.29014457918124864,-0.7554590680790249,-0.16556142973033433,
PP_1985,,,0.08472510123208096,0.38386510245297,-0.17546072918362599,-0.1698134528723002,,,,,,0.3366504220638432,,,
PP_1986,,,,0.40239328660178064,-0.11268743239341028,,,-0.3027730202343867,-0.3030226221523905,,,0.38767539016092695,,,
PP_1988,,,,,-0.23899945891048363,,-0.10428975307713814,-0.28275786464417724,-0.2690793341100967,,,0.27325689000661746,,,-0.626327910726271
PP_3511,,,0.28379072428264845,,0.25578243306785,0.22093261769807646,0.34100270032694585,,0.17111015876014524,,,,,,
PP_4678,,-0.2567623559882938,-0.3514991344570194,,-0.5364818789886017,-0.47066462876767245,-0.8076556422999793,-0.8939092343233557,-0.3289349208753733,-1.2478651586184495,,-0.38129538022266785,,-0.4826564257480293,-0.2253911440357217
PP_4679,,,,-1.0077001944854886,-1.7362039389030808,-1.3756877169072357,-1.4786864305059144,-1.479584965962292,-0.519083871811201,-1.8211470234864073,,-0.8605701902520112,-1.4785688867403866,-1.5782572847697556,-1.6707805706025045
PP_4680,,,,-0.4439360683394181,-1.0033125440910209,-1.0466367001516974,-1.0960355002526736,-0.8077309842013087,,-2.072436035347223,,-0.9475075830903709,-1.2168624415818485,-1.0326000073544037,-0.894622705925517
PP_5128,,,,,-0.20058193008419878,,-0.14776351210416117,-0.31112986568161877,0.3735271834991561,,,,,-0.2713066319308167,
PP_5149,,0.29695208679971286,,0.25829018343275706,,0.24764690709251164,,,0.7065762804218656,,,,0.36294428807345225,,
