Strain,PP_0001,PP_0168,PP_0226,PP_0338,PP_0368,PP_0437,PP_0528,PP_0582,PP_0597,PP_0654,PP_0658,PP_0691,PP_0751,PP_0774,PP_0812,PP_0813,PP_0897,PP_0944,PP_0999,PP_1023,PP_1031,PP_1240,PP_1251,PP_1317,PP_1318,PP_1319,PP_1444,PP_1457,PP_1506,PP_1607,PP_1610,PP_1620,PP_1664,PP_1755,PP_1769,PP_1770,PP_1777,PP_2095,PP_2112,PP_2136,PP_2137,PP_2213,PP_2339,PP_2471,PP_2925,PP_3071,PP_3122,PP_3123,PP_3365,PP_3578,PP_3754,PP_3755,PP_4011,PP_4012,PP_4116,PP_4119,PP_4120,PP_4121,PP_4122,PP_4123,PP_4129,PP_4130,PP_4174,PP_4175,PP_4185,PP_4186,PP_4187,PP_4188,PP_4189,PP_4190,PP_4191,PP_4192,PP_4193,PP_4194,PP_4266,PP_4487,PP_4549,PP_4550,PP_4635,PP_4636,PP_4651,PP_4667,PP_4678,PP_4679,PP_4702,PP_4862,PP_4894,PP_5064,PP_5128,PP_5186,PP_5203,PP_5288,PP_5335,PP_5416,PP_5417,PP_5419,Isoprenol mean,dCas9,Target,CV[%],Target:Control,Target:Library_mean,Target:Library_Q1,to_keep
IY1452,0.6663561197195177,0.9725441168963541,0.5986290402748362,0.8423242914336878,0.9334965034041043,0.6209336321170762,1.0810679505920273,1.2995392543661468,0.47856350184416807,4.41304965563572,0.8632728580413771,0.9330194970184293,1.1307823008787374,0.9738967056873131,0.8779584295202968,1.0163441181766193,0.7644511243729206,1.3213421399253642,0.6720761111576654,0.7992808387345803,0.7741220922844314,0.7843331933621457,0.8285667185866712,1.426997047847972,1.2899805330476322,1.1650732293018078,1.2595290261781449,1.150137544596857,1.0765105982484044,0.8355463890672374,1.0277398548901344,0.9835034167440239,2.7406093103302296,0.9135838505327748,0.762545655708653,0.8207681375081469,0.766125132503086,0.8283903552087758,0.9208042566111188,1.061309261642944,1.0040955570953511,0.08315907313340234,0.8942747867223441,0.8996342537807366,1.4519312597063994,1.0598796994789081,0.5234390439959777,0.4858490536818787,0.9115214674464549,0.6698588645805735,1.0186886927468335,0.699866484254549,1.160642622240739,0.7586220310737516,0.42889622779391495,0.7632691774128919,0.8951869394757597,0.7818988859795221,0.6477437043788811,0.8439869895850882,1.6839064872052867,0.8720013169924221,0.7103182140799762,0.9031059734723819,0.5904810166613168,0.7408310719289096,0.829803945907144,0.9661378437504945,0.7885958779930947,0.8496613532318089,0.8309379520185511,1.1474273385985827,1.1813965958132704,1.0491526153998874,0.6702190404033277,0.7440100576654795,0.6573588368874872,0.5292667381297915,0.8613647590918683,0.6823578185764158,1.6996244935563352,0.7640742230969881,0.7305917162905079,0.6771736974559465,0.907720569676437,0.8771714457045179,0.6260289886291346,2.0755478611706533,0.844317784925175,0.7742079915001177,0.9377313948369768,0.7089804369657665,0.9471563643202112,0.915954956090467,0.9372657586345206,0.6006235405991663,193.20940777777776,0.025597602132506222,PP_1607,20.218015865140522,0.8355463890672374,0.8952681487113648,0.950705689884663,True
IY1586,0.9180485018552851,1.3053303171041082,1.2970284456789638,0.8762753226515758,0.8347091978008249,1.1516052387713518,1.1596948412839867,1.0465090923409985,0.8025595277360451,5.248359906977429,0.9447633970954311,1.015077274312669,1.0041430632793629,1.0762083802711548,0.8355121021520832,0.8789841070505774,0.9560207819676331,1.8785267838197246,0.9044198724051533,0.995872211755788,0.8824741996626374,0.9644331421554245,1.0107481154882865,1.1798878157613963,1.3701241311220835,1.2176894880677114,1.273055286154743,0.6705834332942651,0.7897416547980071,0.7629326569688307,0.8549005985943637,0.8347293361554126,0.5142692627741605,0.9372960431326781,0.958637386722487,0.9302532896253094,0.9309154805373359,0.8563835235898477,0.8960223590723387,0.984946770378251,1.1284067113027854,0.11822565971258847,0.8807896396637044,1.0107947498209702,1.5301983802993118,1.6448988605652202,0.7311915980295126,1.4295084870573709,0.7271255279399057,1.0019416336082663,0.8150026869749999,0.44189200286011315,0.9718785464855325,0.8086668013870177,0.2765671227026481,0.9747785109062637,1.0384479279902066,0.9454734376298247,0.830376288069847,0.7035003040413047,1.5355266282841338,0.6105591215053005,0.9970830179010455,0.863749662965918,0.7433919591903927,0.9034117538463441,0.8675217857737069,0.8917471818710189,0.8516070058982993,0.8246507221400527,0.7412832397890367,1.1843979496318735,0.4894620320787753,0.8210726493151195,0.8789617337981158,0.6083670973835108,0.051374849576102936,0.6183841815449537,0.8173035820322522,0.6840977939686713,0.7100970325722381,1.1302099978141447,0.781543343016792,0.697298245754325,0.12076083140119113,0.8006864269424826,0.481147378228355,1.05969908966702,0.902668907809591,0.869313384857394,0.571421375865097,1.0159101045696397,1.197939974209387,0.9920700677171826,1.0468747563326373,0.34617657324346185,201.78788999999998,0.6547542947213033,PP_4549,1.2587987920130748,0.051374849576102936,0.0736555480519856,0.08812039587015885,True
IY1587,0.628591396810977,0.6379503196305405,0.6305537414375172,0.7669558038740316,0.7083633297581499,0.8408608677712642,0.9225743011114336,0.5824282959565358,0.9203022524765349,1.7773115111046944,0.9504319099860156,1.092419802395796,0.8147706244471092,1.3114773182950714,0.6682359207346922,0.845569744530124,0.8799875227624484,1.777311511104694,0.32732970589951077,0.8134508112783827,0.759971449714512,0.8309849812832271,0.7164733805643392,0.7747279651184055,0.6941795493944619,0.6531744982700094,0.7026537454040168,0.7461492696862845,0.9438381242821108,0.7915930406622036,0.7785546816974153,0.7543745824471344,3.2205155073217724,0.6028606563299767,0.9999606082135276,0.9318645863846023,1.1454757085842573,0.9397624549615151,0.44024383259551264,1.0501207173355764,1.0498050307684113,0.39262514992762143,0.7644125359690656,0.8306340905384091,0.4762321211351102,0.13361050120603346,0.3391556964566073,0.10545782676230904,0.6173960786165255,0.8635480767923798,0.7840021532873281,0.22927725522617212,0.6475753794289089,0.807743960620848,1.4813401960220098,0.7752897289602488,0.860672590659764,0.8231495864689418,0.6000816272798625,0.6041920301757568,1.2525477348197724,0.023409801518237332,0.6682309655272064,0.77214304868441,0.7403826446018359,0.9197569871748489,0.7196315775264521,1.1244166183707525,1.0068747634727242,0.6914208166496131,0.6614966681012434,0.8190485068307428,0.3947824740724468,0.9012256232412054,0.5995038490598383,1.0418084134485317,0.49939269926493446,0.5850655596776276,0.7173028668310121,0.27821499974958624,1.348914405329558,0.3240237822651518,0.9105762735547489,0.7045915960452301,0.14057020808232615,0.7433812343897225,0.3723514307107181,0.8404111646522754,1.063971688516825,0.36547120781795916,0.15203006306033304,2.051108967438854,0.9825136809549383,0.9045955066518516,0.9957290637397725,0.16247006886789364,102.96837666666666,0.47475176017416804,PP_4550,8.41010854472527,0.5850655596776276,0.23231439298954823,0.750752828086095,True
IY1588,0.7027310940153275,1.6281670029570046,2.243600782792677,1.1751922624687614,0.032586579661855825,0.9947643103155527,1.0601184115788511,0.8769547733231525,0.7654573826175866,3.819998066969014,1.0136646949166401,1.032927789485078,1.0240330832278783,1.037605844492023,0.9600731649530326,0.8855940417711374,0.9356466879721362,1.4694967947327353,1.277287552259139,1.0562162936344972,0.8382330580468017,0.9589268404628126,1.1982640871515944,1.4703325756309542,1.9975637254416936,1.5138876466081914,0.9036876615900505,1.1970843894857255,0.9192308389061946,0.9071495457089749,1.0414409517462937,1.0441126113701624,1.2706470961180165,1.1438119177707098,1.210637799436541,1.000187018748692,1.2146448050568293,0.998430195048318,1.0419558579351833,3.326212170817002,3.199305497205792,0.0924832318065497,0.9061161016298414,1.1534819613545821,1.6980835331264388,0.3862686062464877,0.28041691382989925,0.2926362620451525,0.7423335614906653,0.8956200811803682,0.6280799135650806,0.2773588205123107,0.9366649015075398,1.0590648716842912,0.17351035280390623,1.5430003188164696,1.2092341006404201,1.0743383700823033,0.8967779658213519,1.0985200148192218,1.373063747793969,1.0548176564239495,0.9182689096999672,0.7647591084226214,0.35355508561390064,0.4476682656895303,0.9735174347232771,0.9902147786118785,0.9771125566490131,0.9187272436521624,0.9067670993120917,1.088657787962858,0.8472839570649596,0.8823210961771187,1.0657634146668908,0.5750129460396972,0.8593607676017029,0.4837373523341477,0.8985692029950855,0.6065620251131899,1.502489337865974,0.5555779973547629,0.891319321486724,1.0195325300426312,1.2593785566875586,1.20599970529414,0.9915708977176475,1.18532123017075,1.0299594234981837,0.832927842601806,0.6059541239945808,1.2883112888904191,1.0326281461692615,0.9502900592040165,1.0028990301850513,0.854963671510733,236.68053333333333,0.9445849040110836,PP_0368,4.072284419232663,0.032586579661855825,0.03823371650945764,0.04757951144080374,True
IY1589,0.9589523070608049,0.7302861216797852,0.7381799205847502,0.8171584556785204,3.959528016621892,0.9202686443760572,1.2515008914056196,0.3153538259022394,0.6826606998382804,0.9623192910407335,0.8958237336937517,0.9917714814109573,0.8708718034857327,1.0393721331940593,0.9419098932753819,0.9655480779207147,0.9004559337347177,0.9623192910407333,0.5969043859744857,0.8318394223358389,0.7752127254879925,0.813695720875311,0.413936595274725,1.2235560191525037,0.9873981161975496,0.9084608161465387,0.7810659451583736,0.8199445607909501,0.7700627782923545,0.4276684020461903,0.9231074287488902,0.8531304741319022,4.640096898318215,0.8616808984301135,0.7796691048187077,0.8843958843678671,0.9479091293530905,1.017950820576642,0.6325903080930056,0.03612694458244256,0.021279207349292294,0.06056385994460184,0.8601448587886803,0.7994196231548464,0.9535721551022084,0.23323281155886103,0.4221818897606943,0.714376599788809,1.561087905471891,0.5821241330769785,0.6104360456429964,0.14705587696295894,0.7472516980194919,0.9418948712261246,0.2722120814481634,0.8968651684346766,1.0730546936135228,0.8804193305039498,0.565384338065915,1.015923913208674,0.33643060444453016,0.2722819132646647,0.786415483949127,1.0184781618123802,0.7003070459997013,0.9450418909377469,0.8411042015166394,0.9968767548793528,0.8426188628525529,0.768438262523684,0.7534018568646377,1.1054461705439087,0.915892081450156,0.9529324543738239,0.7146486152034783,1.2074998979167997,1.042882122726591,5.4329290476790675,1.1762995857411005,0.809402882643032,0.4182131089116711,0.6197920999918357,0.9218478171335053,0.784152045446952,3.860161551553617,0.9067423784687993,0.6859759408485463,0.8643562791942117,0.9716580566702478,0.6949170830006898,0.9778006347734207,0.7185276297580382,0.9241340501004974,0.9252282393851473,0.9871943069894143,0.7117925289744248,234.13326666666669,0.7068176557476069,PP_2136,0.7463204450352121,0.03612694458244256,0.03451007634938641,0.04018546533719765,True
IY1590,0.9580167169946021,0.39859130081455874,0.3218895427600644,0.7016793130070434,0.8012347866964897,1.3538624118484828,0.8214888660995352,2.350583677937905,0.46897806537450354,1.0746198168235814,1.1567100937805757,0.7575498686104831,0.8981360974500308,0.08239033067887462,1.009501992283085,0.8958462582414847,0.8544509768781076,14.590309848429348,0.5727952992551771,1.0080337290068864,0.9674924572289902,1.0194119813747076,1.4622412462972545,1.5182260256999742,1.0669273888079553,1.2202839124699467,1.6354451922179722,1.6200065691452206,1.986858855640848,1.2476943350427305,1.370800527869809,1.614680826966896,3.3879938814897153,0.6129748241532612,0.7675582005287757,0.7976668753669206,1.042882683251592,0.9245373851342237,0.3943364114072678,0.9363267168510282,0.9480948582160685,0.06763152800294657,0.8367537839083353,0.7320317914028864,0.6700331378405654,0.23614398372958856,0.46733075867509116,0.5296785797954054,0.8367362428253426,0.7534354105119121,0.4553701149329526,0.42842568871010595,0.40852480100129246,0.7097158960137288,1.3643566184802676,0.8176639286919277,0.9462899544934563,0.8030756103748681,0.6435910736097935,0.9045218972057812,0.06993937874302027,0.8743208888949076,1.0561377206161582,0.9540747079542342,0.6740287224967733,0.9094118653528657,0.8328689317576096,0.8545645108834147,0.8936646295975129,0.9662467586671721,0.9061293423928398,0.9607641747326795,0.972442673623155,1.0140954544940888,0.7938490615470362,1.020532249976352,0.788802048720512,0.7642865439774628,1.1577628352163563,0.6497896678894768,1.229979945489969,0.7952571856863936,0.7349505870616756,0.8191131398677868,0.11925601522432898,0.7431199819676685,0.7701514966210103,0.9696610236840882,0.9175343464195596,0.640437346496988,1.1998438042204154,1.2690643874451915,1.226833430554042,1.0679762906525367,1.0697277709904323,0.8798670318474997,142.32782,0.49173663059484857,PP_0774,4.816558377735057,0.08239033067887462,0.07399142432561427,0.09237697751431975,True
IY1591,0.9485009601444747,0.9760099574695774,1.2974290290886579,0.9469041909579827,1.1480245103758344,1.0361704718491713,1.8809058261096858,2.0266705311221718,0.8902892506240004,2.027407510670987,0.9763671381458273,1.224623745688956,1.2621085978983617,1.0971040676708175,1.125704971890855,0.9643637510509163,0.9413414087476507,1.464508057443738,0.9610612944944998,1.069288007145022,0.8942678517453518,0.9635291391453661,0.8948473373387088,1.2201887472245099,1.078164082713749,1.2409721031687238,1.1895097653433793,1.0290670879171149,1.059764055368306,1.0257889401489257,0.9985813297893645,1.168682609706738,1.3652939805165858,1.348070371566304,0.8820087875076069,1.0897037110510457,0.7364673162536124,1.0072947999824111,1.3252908653390802,1.1007878519878826,1.154593812628365,1.3323838988204506,1.0243050168629155,1.0796892369268194,1.7905192073579024,1.5795617345237458,0.813920055524526,0.7202823668901089,1.031613784297332,0.896487670564824,1.0878155298355219,1.3368425784867035,1.5285647150263897,0.8689440032233077,0.49190210132132134,0.9560091774931913,1.1304439599521499,1.088404899861484,1.089382770725577,0.9601236192102189,0.09531443781161698,0.35394440937214194,0.797693977623316,1.0154038179126077,0.8192819369112528,0.9215630986976185,0.9185081604259121,0.994083948214386,0.9340349900869364,0.8324993960049883,0.9447565687091632,1.076252150767563,0.9938174689968564,1.1094014331850195,0.7199261209911153,0.8908629313674651,1.0017819683677327,0.48209513128520065,0.9050318183763028,1.0356117047349702,1.332098741043095,1.0778399789919877,0.9416310554039206,0.8829059615041702,0.1410009023684653,1.1407588563852542,1.014740818288313,1.7487731458178581,0.8998266630213195,1.4784917358761251,1.0024271175918182,0.912741858765556,1.2497183004223287,0.9801885494730049,1.008425000664497,0.7922692043819882,215.7895133333333,0.03437266304849924,PP_0362,5.27009354154244,,,,False
IY1592,0.9096827508310916,3.5325156955550843,2.38738557990477,1.278333260452645,1.3151270854228845,0.03552165588300396,2.3480049499906985,6.45362907838835,0.4923873096586566,3.5548384927321277,0.6207904663509959,0.9724812424117778,1.0486655316873654,0.979833075120398,0.8146593246423008,0.7379393949878358,0.8612590289245978,1.0635453511118445,1.1664235420563225,0.9882332283099391,0.6860298445959357,0.8289348269333897,2.292829780475968,1.4579749846077636,1.7452564153431933,1.4152403886266767,1.5199239397465847,1.156365015688318,0.9052973005117856,1.1261524139798327,0.9413654752395585,1.0195977141867356,4.355950999928978,2.146015519429286,0.7156544773406431,0.9376732653426872,0.778497046280326,1.0754009424690112,1.5523514460290453,1.2886210775349174,1.2458871635894635,0.0669345531043123,0.8861975861138015,0.779547408091973,2.8665670158526577,1.9745171717323053,0.41842669064801385,0.5558253718907746,0.8772265386427284,1.0363501318311277,1.3965568446284389,0.928201887866963,1.664897911071544,0.9009210094140229,0.2968357137602674,0.9125317325445882,1.1405332576856357,0.8780221924325723,0.5568902917241633,1.0557606906037162,0.4587802866795894,0.8699025821005698,0.9025669931405531,0.9011065147509262,0.7891042419280855,1.068318114989972,1.0883193220866245,1.0292751298780083,0.9963738157470036,0.913722657796758,0.8181641957376286,1.0619252649161808,0.8713171893405884,1.2893002306180852,0.5405110757131921,0.3843086700362,1.0285278439681709,0.6021029201674688,1.1345168212400287,0.8066543362537316,1.1659351131008207,0.32530998051130533,0.6966508618079491,0.9372125047627252,0.1407466892535254,1.9307743990190442,0.7399102611496599,1.4389578447482065,0.8781319370612047,1.174676954702311,0.5593531464824978,1.654582105854691,1.0593738358173574,0.7859203252811028,0.7659261272388224,0.7170546809125354,225.59135333333333,0.8536456653075981,PP_0437,9.84375867762669,0.03552165588300396,0.03886455584875425,0.051477229803223355,True
IY1593,1.0359513044792843,1.1792681908509965,0.8223727001295457,1.0272338633993152,1.059666232471406,0.6953194373223246,1.1584015668331369,0.5484994215941873,0.8847445642638064,1.673775712137388,0.9279724934327159,0.9595026320974306,0.9759552952619209,0.6486028726043681,1.0018468551861022,0.9752217687946741,0.9681126680507252,1.673775712137388,0.8842034780326458,1.1205729142406937,0.8740921222683581,0.9746897128053397,0.8749688762271636,1.3506732792388993,1.3035317109936282,1.10331501769748,1.1905320392555419,0.8416133414178396,0.9280350923982037,0.8801287354135159,0.9695924213350864,1.0269212758323054,0.7995189645893546,0.9017072883929677,0.7687626067514696,0.9301746196107074,0.8269250562586987,0.9989875484256933,0.7850735712677621,0.8430961714882512,0.9743343710841287,0.24841639028588944,0.9599492923357781,0.8460955548739088,1.4358485062290154,1.1442212379135228,0.5723639646893163,0.7847108605839375,0.8822446215090016,0.8896391410298844,0.7866322705617116,0.5486885932427309,0.9752410153889736,0.9693456762172352,0.34475949888289614,0.8429112801902834,1.2043141376677493,0.9135541271986028,0.8557714219116757,1.0722337467316,0.6623381867628481,0.4694846895177123,0.8901928453237652,0.9078248485225217,0.7382686203677357,0.9881269394096127,0.9059060145996874,1.0066046803153814,0.895850291131724,0.8284391693029334,0.8322258313855007,1.2939918958936873,0.9073122756962602,0.973221768313992,0.8040363844463263,0.7961774234327931,0.7129828303616664,1.6943339328483364,0.8912906368878707,0.8654675160696547,0.8693399295613254,0.9821763285558086,0.9120536984811308,0.855406337791217,0.3590144772841814,1.0179119722137475,0.69898952489193,1.2347624414972265,0.9639521212049473,0.6163172083850813,0.6980469178198715,1.056809517921166,1.066538746811905,1.0513322955123832,0.9219365359981321,0.6368778967915761,191.70777666666666,0.7305908606851347,PP_2589,2.0816078452221043,,,,False
IY1594,0.8462273715365994,1.4477809509646427,0.8443639433136498,1.050650471218644,0.9620798453390099,1.0948651765684123,1.064843211636078,0.45094369358581576,1.1487075739984778,6.442294520426156,1.0048678012918733,0.9285463253471077,1.2118471003384517,1.091480480990203,0.9196808503648312,0.9889870673911482,0.9711674956520335,1.3760791208707837,2.872042429385258,1.0013773443925833,0.9058248854442926,1.0098402013076186,0.9637853722584948,2.514705450653777,3.109169553462786,2.413993973305102,1.8226066796337363,0.7485084748455861,0.9602895939839614,0.8178698942493807,0.9157499732877853,0.6506031754006681,0.37671818209063446,0.9170729686399367,1.026435533216393,0.8977375121979009,0.9669130285874131,0.9215649408331837,1.370286478001639,1.2629019877877348,1.1561707828030452,0.0866039618295268,1.118577594309459,1.2385830076143103,1.077486916852373,2.092755925330279,0.5334808601438032,0.5741768488007185,0.6429875743168089,0.937168765716962,0.6434868227723372,0.5692160860119503,1.39294204714633,0.9291383863342664,0.33322933236018365,1.1452396549564523,1.3088666873157997,1.0847815868984676,1.1308587339967346,1.0566952089243795,4.355164783222268,1.0908730399897861,1.0402948152496725,0.8720816294188026,0.7573743456440895,0.9076157440150441,0.94488476214404,0.924402469596671,0.9503903213577987,1.0509970519786658,0.8246147341200435,1.3268574175062244,0.8989889127895218,0.9511667038070897,0.9801087760955222,0.7163007337190456,0.6095823397192396,0.4529855886166812,0.8731860724754418,0.5516142218461608,3.5137479194005987,0.9042705712055724,0.763591632353854,0.7931975786176904,0.10738420514580775,0.8184202023838942,0.5879019288761745,1.7283132462700934,0.9631610345351239,0.9416166563168348,0.9542505439339829,0.9599557468746327,0.9241004281306232,1.0544970596966212,1.065052399279283,0.5330926037740781,225.80073333333334,0.9052349568454149,PP_3744,13.498230524012943,,,,False
