Sample Group,Source Plate Type,Source Well,Source Plate Name,Destination Plate Name,Destination Well,Transfer Volume
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A1,1000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A1,1000.0
AQ,384PP_AQ_SP2,B9,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A1,1000.0
AQ,384PP_AQ_SP2,B14,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A1,1000.0
AQ,384PP_AQ_SP2,B15,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A1,500.0
AQ,384PP_AQ_SP2,B17,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A1,500.0
AQ,384PP_AQ_SP2,A16,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A1,1000.0
AQ,384PP_AQ_SP2,B9,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A10,1000.0
AQ,384PP_AQ_SP2,B14,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A10,1000.0
AQ,384PP_AQ_SP2,B17,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A10,500.0
AQ,384PP_AQ_SP2,B15,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A10,500.0
AQ,384PP_AQ_SP2,B7,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A10,1000.0
AQ,384PP_AQ_SP2,A10,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A10,1000.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A10,1000.0
AQ,384PP_AQ_SP2,B3,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A11,1000.0
AQ,384PP_AQ_SP2,B14,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A11,1000.0
AQ,384PP_AQ_SP2,B9,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A11,1000.0
AQ,384PP_AQ_SP2,B15,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A11,500.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A11,1000.0
AQ,384PP_AQ_SP2,A10,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A11,1000.0
AQ,384PP_AQ_SP2,B17,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A11,500.0
AQ,384PP_AQ_SP2,A21,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A12,1000.0
AQ,384PP_AQ_SP2,B8,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A12,1000.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A12,1000.0
AQ,384PP_AQ_SP2,B14,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A12,1000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A12,1000.0
AQ,384PP_AQ_SP2,B17,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A12,500.0
AQ,384PP_AQ_SP2,B15,Parts_Library_DBTL6,CRISPRi_Assemblies_DBTL6,A12,500.0
