,Line Name,rep,is_control,line_name_norep,number_of_grna,isoprenol,dCas9,dCas9_normtocontrol,target_1,target_2,target_3,target_4,target_1_value,target_2_value,target_3_value,target_4_value,target_1_control,target_2_control,target_3_control,target_4_control,target_1_norm,target_2_norm,target_3_norm,target_4_norm,has_missing_control,above_dcas9_thresh,target_1_belowthresh,target_2_belowthresh,target_3_belowthresh,target_4_belowthresh,all_targets_belowthresh,all_reps_belowthresh,all_reps_above_dcas9_thresh,to_keep,to_keep_improved
0,PP_0226_PP_0897_PP_5288-R1,1,False,PP_0226_PP_0897_PP_5288,3,173.9811,4446120.7,0.5137394341484054,PP_0226,PP_0897,PP_5288,,27960.8,6282533.6,153784.4,,76630.90916666666,24226069.599999998,1502583.085,1502583.085,0.36487626604021217,0.25932946217573816,0.1023466865394668,,False,True,True,True,True,False,True,True,True,True,True
1,PP_1319_PP_1457_PP_4192-R1,1,False,PP_1319_PP_1457_PP_4192,3,268.6526,6229968.25,0.7198590815398986,PP_1319,PP_1457,PP_4192,,136089.7,4577157.6,579972.9,,1179417.5316666667,7211755.847499999,2780583.3799999994,2780583.3799999994,0.11538721135312274,0.6346800552859398,0.20857957512498695,,False,True,True,False,True,False,False,False,True,False,False
2,PP_2213_PP_2471_PP_4266-R1,1,False,PP_2213_PP_2471_PP_4266,3,182.8489,5220820.1,0.6032542400310051,PP_2213,PP_2471,PP_4266,,,285966.0,45899.0,,,2687259.910833333,1571733.8150000002,1571733.8150000002,,0.10641546016712633,0.02920278202451221,,True,True,True,True,True,False,True,True,True,True,True
3,PP_3123_PP_4862_PP_5186-R1,1,False,PP_3123_PP_4862_PP_5186,3,165.8082,5115224.2,0.5910528668396765,PP_3123,PP_4862,PP_5186,,2834.94,239827.18,14174.7,,16192.368333333334,2121745.845,343497.8958333334,343497.8958333334,0.17507877424972113,0.1130329443392877,0.041265754963685786,,False,True,True,True,True,False,True,True,True,True,True
4,PP_2137_PP_4116_PP_4187-R1,1,False,PP_2137_PP_4116_PP_4187,3,222.7008,4544896.34,0.5251527413492751,PP_2137,PP_4116,PP_4187,,71671.56,218939.42,44897365.05,,1816728.0783333334,30507894.783333343,48248688.1825,48248688.1825,0.03945090124095594,0.007176484039783959,0.9305406372951807,,False,True,True,True,False,False,False,False,True,False,False
5,PP_4189_PP_4550_PP_4862-R1,1,False,PP_4189_PP_4550_PP_4862,3,293.9191,2996456.78,0.3462339676490008,PP_4189,PP_4550,PP_4862,,10086669.1,,273934.48,,45739406.29750001,,2121745.845,2121745.845,0.22052470542345692,,0.12910805535240719,,True,True,True,True,True,False,True,True,True,True,True
6,PP_0813_PP_1769_PP_4191-R1,1,False,PP_0813_PP_1769_PP_4191,3,249.9867,271325.88,0.03135110660873829,PP_0813,PP_1769,PP_4191,,5634821.56,2678234.22,30268181.42,,7004041.858333334,3314259.0041666664,32587896.832499996,32587896.832499996,0.8045099778059934,0.8080944237106817,0.9288166577787084,,False,False,False,False,False,False,False,False,False,False,False
7,PP_0368_PP_4191_PP_4192-R1,1,False,PP_0368_PP_4191_PP_4192,3,256.3658,9297268.65,1.0742788731256685,PP_0368,PP_4191,PP_4192,,394928.95,31135267.75,2575709.95,,5177590.258333333,32587896.832499996,2780583.3799999994,2780583.3799999994,0.07627659399357872,0.9554242763819208,0.9263199832547373,,False,True,True,False,False,False,False,False,True,False,False
8,PP_0226_PP_0897_PP_5288-R2,2,False,PP_0226_PP_0897_PP_5288,3,213.605,4473075.02,0.5168539463353226,PP_0226,PP_0897,PP_5288,,12048.08,6169886.58,66264.44,,76630.90916666666,24226069.599999998,1502583.085,1502583.085,0.1572221983403107,0.25467963569294794,0.044100350031559155,,False,True,True,True,True,False,True,True,True,True,True
9,PP_1319_PP_1457_PP_4192-R2,2,False,PP_1319_PP_1457_PP_4192,3,272.1737,5635368.3,0.651154369619309,PP_1319,PP_1457,PP_4192,,54549.18,3716428.82,539971.48,,1179417.5316666667,7211755.847499999,2780583.3799999994,2780583.3799999994,0.046250948909429115,0.515329262191859,0.19419359400759997,,False,True,True,False,True,False,False,False,True,False,False
