Locus,PP_0368_log2_change,PP_0368_log10_p_value,PP_0751_log2_change,PP_0751_log10_p_value,PP_0812_15_log2_change,PP_0812_15_log10_p_value,PP_0812_log2_change,PP_0812_log10_p_value,PP_0813_log2_change,PP_0813_log10_p_value,PP_0814_log2_change,PP_0814_log10_p_value,PP_0815_log2_change,PP_0815_log10_p_value,PP_0751_PP_0812_log2_change,PP_0751_PP_0812_log10_p_value,PP_1317_PP_0812_log2_change,PP_1317_PP_0812_log10_p_value,PP_1317_log2_change,PP_1317_log10_p_value,PP_2136_log2_change,PP_2136_log10_p_value
PP_0001,-0.16392746529812913,0.30673659920151536,0.2038466900478345,0.35614275342953156,-0.227359349678515,0.27802428398646634,0.1171829743271385,0.7252411885484631,0.4653180055982341,0.9148510315310808,-0.14088416364109868,0.32342270799850253,-1.12587410018882,1.5510822351618934,-0.5212252306781971,0.2555913438466548,0.30539616717792806,0.15861239414326672,1.6382258553111237,1.5824680894285503,1.5425359588684777,0.5617005057913574
PP_0002,-0.3548899378033747,,-0.3211090097618157,0.4369990867539888,-0.0908960321908832,0.10444203730488182,-0.12617607865795266,0.1404139533252663,0.1867907854078333,0.4850706207405352,0.47127893636538043,0.5703218444390412,-0.9451974977307803,1.4490658132514325,-0.05932083594812358,,0.04535570058008889,0.0736931567559648,,,,
PP_0003,0.27418087498599564,0.5957698877514024,0.2845858056935011,1.511384239620497,0.27366208646189893,0.4135290920263563,0.02160710677360434,0.03721508244092405,0.11085577066671755,0.21853659703513567,-0.018803586319902095,0.09485700139315727,0.17169470759333674,0.36783977933883777,,,0.17997008510108634,0.4196643302717719,1.3027446844867956,,1.1108885758483524,
PP_0004,-0.5697262732150783,0.7468833126128699,0.18581825617859882,0.27666916325263335,-0.19659319544699216,1.202643551565295,-0.04899602264305856,0.2901567134640002,0.14811769664486368,0.2883971597083079,-3.315622163714406,,-0.4351579115886365,0.2711270672642637,,,0.14947673494822752,0.23284970647158956,2.4794778778654134,,,
PP_0005,-0.34322174874753114,,0.30972477646473723,0.7778041697367984,0.6299843464094195,0.782539536397558,0.7783668228407203,0.6610268867692783,0.6184657159344725,0.5985912720454061,0.49529306731159645,0.40899529209371804,,,0.18868729718226174,0.7045527728528241,,,,,,
PP_0006,0.038944441983929684,0.13605163587800803,-0.12922520265935905,0.5762236966049381,-0.07092317652286888,0.32349960049581183,-0.03453992221883285,0.3397759996748934,0.06692844314331496,0.7574862783817853,-0.18361712181480097,1.1943323872788667,-0.9377561221651372,2.599055346965982,0.2340014180805859,0.40045107721661005,-0.2853275717912594,0.7623719057049031,1.28523744229114,1.7276896165167681,0.8692579831216709,1.966780696743245
PP_0009,-0.1542876439681335,0.39333161980230164,-0.12251778068636016,0.18716174702709223,-0.02890233749339381,0.03596025708641956,-0.16365985805140779,0.8373807200810837,0.008870612445809061,0.039400956610658996,-0.07533378562531785,0.48061140032290484,-0.6403291251036215,2.548001239394436,-0.39225114012631873,0.38204759765900037,0.21512146380020025,0.3319969583018584,-0.5296287659359025,0.8673306103513969,-0.28113605670279906,0.3777248011413284
PP_0010,0.8045971919121162,0.8128517795700202,1.0258437476423388,1.090499593407535,0.6955353972987361,1.8251715433727074,0.4520085058599593,0.23934620894059777,0.1811383343714979,0.14807414966082605,0.07399757515258468,0.195518352990241,1.1575763455303782,0.785540033027952,0.516110258168207,0.4136129830651053,0.05661781210108893,0.02817849505925545,1.9863158859264043,,0.7329323831357043,
PP_0011,0.041441770866037266,0.11385623534950434,-0.004360437883767402,0.02525696009742477,-0.04233049119319159,0.1371968185809648,-0.026289548640106786,0.09107561730456273,-0.1298675567970757,0.4186207208076939,-0.1221025859926672,0.7827880324226274,-0.1626096982543851,1.0089283053349607,0.0735940266290248,0.24058757547350546,-0.24090852736502785,0.5645095203066985,0.4274666324491693,0.3961388156254326,0.6083834169285318,1.187112524982085
PP_0013,-0.15874965356625784,0.8575260019015192,-0.016303158565248062,0.03559574999788594,0.14907662574933658,0.4303875278478327,-0.15261587893590126,0.48817014863155883,0.03814658817348377,0.050528571781839934,0.07733550499073073,0.25009474862239695,0.010579473755316527,0.015673523275302543,0.5417055726640042,0.4052431684682098,-0.004859672349599233,0.009074500910793738,1.1374321833660725,0.6393899316858959,1.2005124441585033,1.3639139914440475
PP_0017,-0.46285543444241894,0.48161160941999653,-0.10138643725643996,0.10410280154659571,-0.08847571167584484,0.05866057293255331,0.29548235856652594,1.4324944307934018,-0.2714829659964679,0.46501459798588096,-0.4071062613689463,0.5812825116413947,0.38453386873155887,0.8612201101387239,0.7297581509481633,0.7185216102809944,0.35014458771904405,0.1961001025992165,1.4772984837699756,0.9997886949835234,1.5239689927595643,0.6826751130630082
PP_0018,-0.14698427311055304,0.3685390647241889,0.20467144224493602,0.7904197487750381,0.10351648714676694,0.21320357644104765,0.05792833592356802,0.15853102709082337,0.21468345901757338,0.971277465315723,0.021674608101324162,0.03190656699837779,-0.02975338854652547,0.17787421520562885,0.26535061905409185,0.2681505274457102,-0.2598608932624387,0.280131698244942,1.0756400481025221,1.4477709566353951,0.5592290730303203,0.4661436905613985
,,,,,,,,,,,,,,,,,,,,,,
PP_0029,,,-0.1362368633338961,0.21905684803397366,,,,,-0.3853426445398511,,,,,,,,,,,,0.026791742557070976,
PP_0046,-0.051536435082246,,0.4123974972173095,,,,,,-0.25538203492265715,,-0.1753521985051594,,-0.2734996738964926,1.1179316924111056,-0.17838727616970085,,-0.26520801789890686,0.4900207668792123,,,0.24071058489781555,
PP_0052,0.436590727878139,0.9327485498595876,0.45497621769140756,1.2676187412610778,-0.38819345169155967,0.2811618058626155,0.42336303917524726,1.45608026458113,0.6470361490570264,0.7649984241115863,0.3973220772726525,1.0864179564741454,0.9721085176994855,2.253333011915919,0.33665135901572957,0.40418208507708847,,,,,-0.6516684665805118,
PP_0058,,,-0.027832523453113704,,,,0.5169069889562331,,-0.3493805950848488,,0.0015668175789715763,,,,0.2360763223211368,,-0.6096908684032618,1.231067163100743,,,,
PP_0059,,,,,,,,,,,,,,,,,,,,,,
PP_0060,0.042312325729221494,0.13588651883737154,0.13190234660673408,1.1993561120549627,0.20606262001526446,0.3043716480281899,-0.18784003200678334,1.69880171557323,0.17947584412476997,1.132594442627604,0.03467686518228801,0.39089101550311706,0.24514561965323442,1.7037181474739584,0.2594994996899689,0.29703456495586833,-0.18599074824482673,0.541362854535835,0.5472660810532908,0.7798038525311045,0.402575563491145,1.8879055235926876
PP_0061,0.04633015719909876,0.13943716581614762,0.017618523795341824,0.11193869106348765,0.2915447651978019,1.0533641343856486,-0.04409057565299397,0.23522347866260282,0.10594846816053252,0.5489802967502357,0.02389872746312885,0.09491221571851492,0.11478048055964499,0.6799721245397619,0.17180531962752027,0.33091978008826745,0.02892103952539277,0.059324381756844756,1.1911068925043895,1.774322850646635,0.657528847125589,1.1136265684851143
PP_0063,,,0.2779443077366939,,,,,,,,,,,,,,,,,,,
PP_0065,-0.24952637272341577,,0.04328758828973128,0.0994318474227599,,,0.7753421356835949,0.3170012596527373,2.3665842446954026,,,,-0.15566576057558779,,,,,,,,,
PP_0067,0.43461266229039935,0.7962680981446605,0.05242400959396219,0.1425088229882667,0.43942914522490634,0.7135031562826132,0.21872658304340933,0.7637933328811476,0.07837956777338317,0.22414209216277814,-0.10080582690141388,0.29859415502152525,-0.3382005291312093,1.102865547059915,-0.18724746942486553,0.7068605708481394,-0.0362259274983234,0.09063603026854751,1.9838220200197103,,1.4997721347479622,
PP_0068,0.44608963306532917,1.2871869243009026,0.1356627156435268,0.5576357055560056,-0.19300623080638912,0.3108110563025809,0.03051089932565574,0.10647521770187111,0.08879563714021657,0.22488572462694847,-0.3934283936608713,1.3571951762610495,-0.29003689373872693,0.6828708504964576,0.2832362436864345,0.760622108545306,-0.07703680083310843,0.04483338307712201,1.0077387542709542,,1.0306400869147312,0.9274034228847403
PP_0070,0.2126062495082311,0.23702031656736194,,,0.0032350078927544587,0.011062285989258912,-0.10688994413626934,,-0.13549262414015587,0.24990405645754238,-0.09763184016074905,,0.024090131891556066,0.048008107193788147,-0.2612366323411941,,,,,,,
PP_0072,0.15415088223466095,0.2959150313090307,0.18843093071748068,0.35473120378517026,0.46828743010848917,0.5029788592859334,-0.4359774424940695,1.762291081134144,0.1276593962597237,1.1143553879046213,0.2787601360690365,0.9516168220935467,0.6364245589648673,2.448857582653499,0.07552951397817728,0.0753646571223761,-0.4844802828536245,0.8819347285981634,1.4281734848980931,1.8217049621413832,1.1323765828221308,1.1980823137300682
PP_0073,-0.06318849599109654,0.11665966450884592,0.16241630529249074,0.6302145934199205,0.28959543605754207,0.3090177570196914,0.13142170023890717,0.42375077046458853,0.17980513188499625,0.4885601487717375,0.13891534068953046,0.20188508828246474,-0.18681405276699434,0.2553488359946653,0.33470901762068317,0.2797583922045355,-0.29467081636731896,0.22532601025522286,0.6959968585036005,,,
PP_0074,-0.04628931934140364,0.06119317572374715,-0.20289152996064147,0.2522658565427972,0.1230121419172599,0.3100907089733987,-0.10588564907179787,0.46042021935892374,-0.4358465831686064,1.3495480518625944,0.14591604237453587,0.22537027332894027,-0.16081245966557187,0.38717898412295376,0.2957815573641706,0.609483901180549,0.20948999759999207,0.13999951217211365,1.006892149113499,,,
PP_0082,-0.1696379561236837,1.1254285834818096,-0.16242790000062515,0.35701429516651073,0.1537426937316307,0.6152531227966138,-0.20485845792027862,0.6797581735715249,-0.08457248767920243,0.33639127348713266,-0.2702836190188566,0.9315777944387303,-0.11619727412872786,0.4586295008165628,-0.05115199458857311,0.0932111756721755,-0.15748259253247004,0.29865995997096645,1.1043867932942057,3.5191950602073985,0.48918661039259714,0.7256165546169691
PP_0083,-0.15852454923437265,1.7765599259055112,-0.027415177595803874,0.31254242775374647,0.1582404786016865,0.5703959598275902,-0.08865026508188685,0.6207341726194123,-0.045087657449268945,0.2709244145925669,-0.2008861615178226,1.0428121068156282,-0.29527358477638344,1.3749617636689377,0.10288652598221779,0.2139073327208478,-0.08569025119476963,0.3195482809850009,0.16647285457667502,0.3677888006854665,0.5005626417841538,1.1744360744213762
PP_0085,,,,,-0.3944416731870632,,-0.17122338049979596,,0.1471420469211534,,-0.36824772878044865,,,,,,,,,,,
PP_0088,0.19492053671808654,0.22418904927990035,0.9567548376769474,1.3519121976381572,0.2885784808687919,0.4343405914840704,0.49123498179875585,0.7306241881741239,1.3693361061220866,1.9399794302529414,1.0959505530978102,2.577855775071553,1.656133828558426,2.914458480125659,0.09421380384173857,0.2247993784261752,-0.6219270588077406,0.7685115640121581,,,1.5334089472473673,
PP_0089,-0.5172700800135952,0.7773438738712712,0.3726267697560252,0.9383538684781514,-0.5746558555164348,0.5074038910370235,-0.3618508080819638,,,,-0.5829381755791208,,,,0.022749661557510834,0.03195554703377611,,,0.8169779066614202,,0.29445273766429236,
PP_0091,0.4892023783821983,1.2211490552082997,,,,,0.2823063934417341,,,,-0.40325169218719625,,0.545537277410379,,,,,,,,,
PP_0096,0.4079545769969533,1.8994570385398288,0.14604234635054036,0.24992745604790534,0.21730535285614613,0.2895289525299777,0.036524694669033034,0.12154818343260157,0.058462802695180054,0.21247942886889548,0.11197385524950557,0.27459668400678466,0.2763550188671512,0.9312201700590701,0.20536923183330075,0.3472026489274802,-0.36833362336578757,0.8421177377247006,0.9496899775155967,1.7918977370432247,0.832073992258003,1.1435366651137215
PP_0100,-0.0990920264019478,0.39113873926137116,-0.1325206365856778,0.2132114992931739,-0.1865685278942786,0.8584508066809827,-0.06158382347056591,0.8749716454242935,-0.043044258207404096,0.38052926580697216,-0.05935031266062888,0.299444522762383,-0.628521891909948,2.8486236912713667,0.08043553069409051,0.250668462644999,-0.10716315129949498,0.485928411160279,0.08136811335135033,0.3452531534935156,1.1028054806708758,4.110897670490258
PP_0111,0.041256641162548936,0.027520907791311694,0.00043684068146962403,0.00042369236629445433,0.2138822015936083,0.2420573691479544,0.24020161021080255,0.21480900381852142,0.1866444857626497,0.6797290932065332,-0.16393838499642732,0.2278640332763342,0.36525267202203066,0.6334020904092146,0.16326944897183435,0.2821812207611826,0.08661072042078417,0.1638100960898123,,,,
PP_0112,-0.49651325233108917,1.1796313329144525,-0.11998879629238039,0.129176764034314,-0.4332570290780197,0.3453559489713487,-0.15002229188327632,0.30000309440553236,0.2277703507620632,0.34219557853401045,0.025782992997077907,0.052976963325942046,-0.1562360804280541,0.6692115170884143,0.3551067569356883,0.3168612269017261,-0.3476395883092483,1.4223265669910456,1.2139072925003591,0.6202186967644274,0.6918299723848045,0.603559136416516
PP_0114,-0.03161888453988462,0.041618391324415444,0.6222030747826829,1.297810344987155,-0.24891016867728843,0.24209530790964567,-0.1281469141112073,0.46851676850673707,0.2382067065709844,0.6833212356887022,0.3936997532886464,0.655874626907624,0.16653085049389876,0.24276591846441178,0.12722112827933635,0.12147619676202379,-0.20908851073754167,0.18731587769010757,,,,
,,,,,,,,,,,,,,,,,,,,,,
PP_0116,0.024208668729962534,0.058438197701966045,0.42993890861103085,0.8417813199492771,0.29540066494091577,0.5061102090759404,0.08593954861611125,0.2420305427762433,-0.1664220359958194,0.6525757163042235,0.17277179402548623,0.534281729627036,0.13545436370773492,0.3635111604077704,0.12027995091859749,0.22530711212821872,-0.5605749191999961,0.5085090367145193,1.3214845481040087,0.9446793992723763,1.0315538703450486,1.2811453444721783
PP_0120,-0.29529818997981827,0.6652372244892993,0.10763450404052918,0.261359115793693,0.04028674642278435,0.10777956016400891,,,0.24009638737528655,1.1790279207958694,,,-0.5344112825059583,,0.325306134979659,,0.06753195095010861,0.10385710269292918,-0.5802275043676304,,,
PP_0121,0.17860453117904657,0.5192269066450311,0.10157731570727481,0.26425504027828095,0.00678385845446425,0.011190044862760633,-0.13997052863298654,0.42950313251363764,0.10066744188348614,0.24515662086200352,-0.1957378265644285,0.5238023063566878,-0.25784950963765707,0.8173714630504058,0.40823802177489393,0.43070881649962767,-0.17775829479707514,0.3431636062388906,1.1647234592489832,,1.2541202580437294,
PP_0122,0.002050989420892569,0.0029104875940833925,0.19351087770817593,0.9299634352258336,-0.2751313879711382,0.12719855288685622,-0.023777178089255065,0.038181856179122925,0.16080290682859447,0.34641134786540423,-0.17199966008154915,0.488154963977434,0.14133723041666596,0.4769543974515018,0.04468306025061847,0.12050889542050008,0.08185001873185405,0.5544063328712509,0.09291211142338807,,,
PP_0123,0.6670797424105455,0.7886328148987974,0.3025908169411765,0.8458780702874633,0.4714054777907465,0.585504003861347,0.02819230063502821,0.04582593175385305,-0.02180213583814516,0.04593970189151713,0.005535090586360418,0.006994356479183125,0.5478234849653165,1.3419924130721494,0.038306596502336025,0.037823733687034865,-0.3945061378987112,0.41125799558941056,2.7292943885438206,,1.116472656576613,0.6145719848485037
PP_0124,0.8799163428745365,1.0499970412291175,0.10085252151228956,0.09146951402288986,0.317847504047976,0.345714140617662,-0.31127267513113077,0.4544935367198739,0.06818597819019875,0.10579975483096102,-0.0027692800660184085,0.004069220858344611,0.3003061929593451,0.5381221407825334,-0.32063775904979896,0.6193668310647341,0.2863567629008089,,,,,
PP_0126,0.25732453197653093,0.3673429306759982,,,-0.1351168508560744,0.12382030034702682,0.1320332316439757,0.2510215831651443,0.5372820786929868,0.6721132417176875,0.7424538159999804,0.8519321201768707,0.16431061924144538,0.2924812030843763,-0.022139713985492724,,,,,,,
PP_0127,0.011893195151960821,0.01719440847189498,0.24705026855692824,0.655771354864169,-1.0173756892418384,0.6009969741627663,0.22828169392623193,0.6719305627569517,-0.0044724739683622925,0.005924572411114109,-0.5546244781902061,0.9682497833897511,-0.4976396260783953,2.0267273106799415,0.6758049288418222,0.657249761720434,-0.36629526837919985,0.3750480487845586,1.886063703823711,0.5714233070134761,,
,,,,,,,,,,,,,,,,,,,,,,
PP_0133,0.12016180178436928,0.13436592781355564,0.3430142062488122,0.7550297689537117,0.4702494937068032,0.9059439603651982,-0.10807681946133052,0.13809220614795303,0.7100865493095083,2.197985030043595,0.13642434592485034,0.15335454627930223,0.20944606182611009,0.34212967410627215,-0.011915439908047271,0.007742692572800443,0.04516653946063548,0.06233651490255183,0.8851209178556838,,,
PP_0139,0.26780580652176883,0.31621908329663434,-0.06503169189028499,0.06277868516528766,0.3013102342985616,,-0.19959253090764562,0.22205603212495176,0.1452835286888916,0.23284692913156527,-0.4311712088784666,1.1344839688644943,1.2493553263346309,4.712490152921635,-0.26030045714408356,0.28473240726504356,-0.275570718948479,,,,,
PP_0140,0.25606813122045974,0.4825829327839039,0.2124600883918387,,-0.4792491958096906,,-0.005326482625086772,0.12004966880986796,0.2063792152165594,0.4945708873114683,-0.2449764733564184,0.7351634866949928,0.5132447833851538,2.340818335985095,-0.08755612554894752,,,,,,,
