Nontarget_abundance,Measurement Type,target_abundance,log2_change,p_value,log10_p_value
,PP_1771,7092487.533333334,,,
,PP_1772,165743662.13333333,,,
,PP_1773,263078.0,,,
,PP_1776,16595469.0,,,
,PP_1777,8772204.066666666,,,
,PP_1779,2007795.5999999999,,,
,PP_1780,28913518.766666666,,,
,PP_1782,381759.2,,,
,PP_1783,7361790.766666667,,,
,PP_1784,31808520.2,,,
,PP_1785,18988205.400000002,,,
,PP_1786,47674823.199999996,,,
,PP_1787,10230943.466666667,,,
,PP_1789,2540910.1333333333,,,
,PP_1790,2177485.6666666665,,,
,PP_1791,4064811.0666666664,,,
,PP_1792,227185.6,,,
,PP_1793,320762.8,,,
,PP_1795,1234376.8,,,
,PP_1799,29504479.066666666,,,
,PP_1800,2776849.8000000003,,,
,PP_1801,963328.1333333333,,,
,PP_1803,398763.0,,,
,PP_1805,237489.05,,,
,PP_1806,274680.6666666667,,,
,PP_1807,1959891.0666666667,,,
,PP_1815,3153632.1999999997,,,
,PP_1816,3919784.133333333,,,
,PP_1820,426419.6666666667,,,
,PP_1821,1844107.1333333335,,,
,PP_1822,1175305.0666666667,,,
,PP_1823,4480511.866666667,,,
,PP_1826,3408121.1333333333,,,
,PP_1827,5073071.8,,,
,PP_1830,8820988.4,,,
,PP_1832,635465.6,,,
,PP_1838,5171047.133333334,,,
,PP_1842,2127384.6333333333,,,
,PP_1843,421734.93333333335,,,
,PP_1845,6204321.066666666,,,
,PP_1858,43357165.0,,,
,PP_1859,10043935.966666667,,,
,PP_1866,4251697.933333334,,,
,PP_1868,13403718.933333332,,,
,PP_1870,381656.3333333333,,,
,PP_1871,1130000.0,,,
,PP_1872,8502081.666666666,,,
,PP_1874,1434012.8,,,
,PP_1876,5168057.733333333,,,
,PP_1877,3797752.1333333333,,,
,PP_1893,14136864.066666668,,,
,PP_1894,243854.4,,,
,PP_1895,3066375.9333333336,,,
,PP_1898,1709189.1333333335,,,
,PP_1899,345842.8,,,
,PP_1901,2127437.6,,,
,PP_1902,3205422.266666667,,,
,PP_1903,280332.6666666667,,,
,PP_1904,890258.2000000001,,,
,PP_1905,117968282.66666667,,,
,PP_1908,6991375.666666667,,,
,PP_1909,403547.3333333333,,,
,PP_1910,1929992.4333333333,,,
,PP_1911,12596266.733333334,,,
,PP_1913,6829299.399999999,,,
,PP_1914,29953885.2,,,
,PP_1915,50670313.800000004,,,
,PP_1916,4151183.9333333336,,,
,PP_1918,1653700.1333333335,,,
,PP_1928,342453.0,,,
,PP_1958,650236.6666666666,,,
,PP_1959,2047599.8,,,
,PP_1961,265877.0,,,
,PP_1964,1006828.3333333334,,,
,PP_1967,928982.4,,,
,PP_1968,763204.3333333334,,,
,PP_1970,2270900.6,,,
,PP_1971,1215527.5999999999,,,
,PP_1972,57875977.833333336,,,
,PP_1974,4064423.733333333,,,
,PP_1977,17734197.466666665,,,
,PP_1980,922457.2666666666,,,
,PP_1982,1168806.0,,,
,PP_1983,461828.6666666667,,,
,PP_1985,11582600.6,,,
,PP_1986,10497605.799999999,,,
,PP_1987,789777.4,,,
,PP_1988,18843335.266666666,,,
,PP_1989,17327118.066666666,,,
,PP_1992,3375618.0,,,
,PP_1993,21683059.133333333,,,
,PP_1995,496982.0,,,
,PP_1996,14773101.100000001,,,
,PP_1997,888837.2666666666,,,
,PP_1998,2932257.466666667,,,
,PP_2000,24998858.8,,,
,PP_2001,10808694.933333334,,,
,PP_2002,1253005.4666666666,,,
,PP_2005,981177.4,,,
,PP_2006,800669.4666666667,,,
,PP_2008,2864958.3333333335,,,
,PP_2012,2284881.8000000003,,,
,PP_2013,737427.6,,,
,PP_2016,333832.3333333333,,,
,PP_2017,34536196.1,,,
,PP_2019,771539.4666666667,,,
,PP_2020,183534.0,,,
,PP_2021,941074.6666666666,,,
,PP_2023,312159.1,,,
,PP_2024,10746121.066666668,,,
,PP_2025,1183541.1333333333,,,
,PP_2032,1153566.1333333333,,,
,PP_2036,783004.4,,,
,PP_2041,401176.0,,,
,PP_2052,692667.0666666667,,,
,PP_2053,1108164.9333333333,,,
,PP_2059,985018.0,,,
,PP_2080,71487882.89999999,,,
,PP_2081,2547430.6666666665,,,
,PP_2082,134888533.23333335,,,
,PP_2084,11462545.6,,,
,PP_2085,1558763.5999999999,,,
,PP_2086,592073.3333333334,,,
,PP_2087,5581694.666666667,,,
,PP_2089,94319804.93333334,,,
,PP_2091,1184435.4666666666,,,
,PP_2093,1291340.6666666667,,,
,PP_2094,4549127.066666666,,,
,PP_2095,11525088.733333334,,,
,PP_2096,9241486.1,,,
,PP_2098,3290476.733333333,,,
,PP_2099,7070000.0,,,
,PP_2102,146549.4,,,
,PP_2103,1160434.6666666667,,,
,PP_2105,8742050.266666668,,,
,PP_2107,112006.0,,,
,PP_2111,1864257.3666666665,,,
,PP_2112,13999305.866666667,,,
,PP_2117,3088864.266666667,,,
,PP_2119,872524.3333333334,,,
,PP_2121,314394.93333333335,,,
,PP_2122,3502630.8666666667,,,
,PP_2123,786682.0,,,
,PP_2125,185088.9,,,
,PP_2128,2195397.8666666667,,,
,PP_2129,2733901.933333333,,,
,PP_2131,13518648.5,,,
,PP_2132,3922294.8000000003,,,
,PP_2136,40640880.53333333,,,
,PP_2137,4121841.6,,,
,PP_2138,1114653.6666666667,,,
,PP_2139,20752441.466666665,,,
,PP_2140,352371.9,,,
,PP_2144,4927489.833333333,,,
,PP_2145,4550501.666666667,,,
,PP_2147,1014411.7666666666,,,
,PP_2148,26183655.53333333,,,
,PP_2149,83893258.0,,,
,PP_2151,25677922.133333337,,,
,PP_2152,6869382.466666666,,,
,PP_2154,832852.9333333332,,,
,PP_2155,1185497.8,,,
,PP_2156,1184920.4000000001,,,
,PP_2160,852399.15,,,
,PP_2161,1277887.3333333333,,,
,PP_2163,4331733.066666666,,,
,PP_2165,402987.0,,,
,PP_2166,956571.6666666666,,,
,PP_2168,14570969.733333334,,,
,PP_2169,2066971.1666666667,,,
,PP_2182,477557.8,,,
,PP_2187,3430375.0666666664,,,
,PP_2189,4889104.033333334,,,
,PP_2201,147263.5,,,
,PP_2206,762454.0,,,
,PP_2209,714257.1333333333,,,
,PP_2214,121683.7,,,
,PP_2215,3389548.266666667,,,
,PP_2216,737879.4,,,
,PP_2217,6490903.266666667,,,
,PP_2223,744824.2666666666,,,
,PP_2225,187561.66666666666,,,
,PP_2230,1528478.5999999999,,,
,PP_2233,8441166.0,,,
,PP_2238,5841157.133333333,,,
,PP_2240,1303355.6666666667,,,
,PP_2247,609014.0,,,
,PP_2249,1109769.0666666667,,,
,PP_2257,1425372.8,,,
,PP_2258,1121676.6666666667,,,
,PP_2265,5238888.8,,,
,PP_2277,929280.7333333334,,,
,PP_2292,2902119.1333333333,,,
,PP_2294,1408839.3333333333,,,
,PP_2299,44322640.5,,,
,PP_2300,10838160.733333334,,,
,PP_2301,18539070.933333334,,,
,PP_2302,23354181.2,,,
,PP_2303,164239638.6,,,
,PP_2304,35979051.6,,,
,PP_2305,2457621.8000000003,,,
,PP_2306,975037.1333333333,,,
,PP_2307,3015079.6666666665,,,
,PP_2308,1829319.2666666666,,,
,PP_2309,1998505.1333333335,,,
,PP_2310,7468256.733333333,,,
,PP_2311,404690.3333333333,,,
,PP_2320,6694597.666666667,,,
,PP_2322,503027601.3999999,,,
,PP_2324,17489659.599999998,,,
,PP_2325,431666.56666666665,,,
,PP_2327,15720014.333333334,,,
,PP_2328,7238112.8,,,
,PP_2330,587946.5333333333,,,
,PP_2331,5187661.133333334,,,
,PP_2332,379405.06666666665,,,
,PP_2334,3667286.3333333335,,,
,PP_2335,11189827.633333333,,,
,PP_2336,9800109.233333334,,,
,PP_2337,1275562.8666666667,,,
,PP_2338,1869596.3333333333,,,
,PP_2339,308479782.9666667,,,
,PP_2345,343535.85,,,
,PP_2354,1957138.0,,,
,PP_2355,360398.9666666666,,,
,PP_2356,3881479.1333333333,,,
,PP_2361,1148315.0,,,
,PP_2364,5801640.433333334,,,
,PP_2370,4602566.600000001,,,
,PP_2371,75725729.86666666,,,
,PP_2375,16445099.933333332,,,
,PP_2376,10150374.633333333,,,
,PP_2378,656065.6,,,
,PP_2379,1810970.1666666667,,,
,PP_2380,10368046.866666667,,,
,PP_2387,104703.6,,,
,PP_2396,6484695.0,,,
,PP_2418,699638.3333333334,,,
,PP_2422,136330.0,,,
,PP_2424,1494725.6666666667,,,
,PP_2436,927994.6,,,
,PP_2439,12239180.9,,,
,PP_2442,4413922.5,,,
,PP_2443,1320000.0,,,
,PP_2447,1115867.0,,,
,PP_2448,177502.0,,,
,PP_2449,1904573.1666666667,,,
,PP_2453,59723717.06666666,,,
,PP_2454,1552879.4666666668,,,
,PP_2457,265412.6,,,
,PP_2459,453021.26666666666,,,
,PP_2462,1188117.4666666666,,,
,PP_2463,43902372.03333333,,,
,PP_2465,35799373.233333334,,,
,PP_2466,26295618.866666663,,,
,PP_2467,5053333.333333333,,,
,PP_2468,42681917.46666667,,,
,PP_2469,12420125.0,,,
,PP_2470,45977307.6,,,
,PP_2471,5586744.333333333,,,
,PP_2472,585556.9333333333,,,
,PP_2474,565554.4,,,
,PP_2476,828402.3666666667,,,
,PP_2488,6316196.066666666,,,
,PP_2528,17211739.53333333,,,
,PP_2533,515831.5,,,
,PP_2536,1172208.2666666666,,,
,PP_2540,796202.7999999999,,,
,PP_2545,3705852.0666666664,,,
,PP_2550,951759.7999999999,,,
,PP_2568,158647.33333333334,,,
,PP_2575,212632.0,,,
,PP_2583,1075024.0,,,
,PP_2628,747376.1333333333,,,
,PP_2648,15587937.666666666,,,
,PP_2656,1487122.9333333333,,,
,PP_2662,1140401.0,,,
,PP_2663,137856.0,,,
,PP_2664,719457.6,,,
,PP_2668,107081.6,,,
,PP_2669,349821.6,,,
,PP_2674,3319422.4,,,
,PP_2677,503597.0,,,
,PP_2679,168821.46666666667,,,
,PP_2680,892222.2000000001,,,
,PP_2685,3395885.6666666665,,,
,PP_2686,278365.13333333336,,,
,PP_2687,7057517.600000001,,,
,PP_2688,15711730.833333334,,,
,PP_2739,101766.0,,,
,PP_2791,224353.46666666667,,,
,PP_2793,220766.53333333333,,,
,PP_2794,135644.76666666666,,,
,PP_2806,200393.46666666665,,,
,PP_2826,469746.93333333335,,,
,PP_2827,2765110.8666666667,,,
,PP_2843,884682.3333333334,,,
,PP_2844,1727942.6666666667,,,
,PP_2845,2854947.7999999993,,,
,PP_2846,1318124.0,,,
,PP_2849,2710261.1,,,
,PP_2853,310614.0,,,
,PP_2865,810629.4666666667,,,
,PP_2867,8887600.866666667,,,
,PP_2876,1749629.8,,,
,PP_2884,306397.0,,,
,PP_2890,2218471.533333333,,,
,PP_2893,1424980.2333333334,,,
,PP_2903,23745422.333333332,,,
,PP_2904,24223529.733333334,,,
,PP_2905,15609233.166666666,,,
,PP_2907,3804820.3333333335,,,
,PP_2913,21594349.3,,,
,PP_2914,106005.0,,,
,PP_2925,2467621.3000000003,,,
,PP_2928,18296539.4,,,
,PP_2929,10655920.799999999,,,
,PP_2930,1182143.6666666667,,,
,PP_2932,2845373.8000000003,,,
,PP_2933,4635043.366666666,,,
,PP_2936,3727616.6,,,
,PP_2942,381403.0,,,
,PP_2947,7735928.2,,,
,PP_2950,445674.1333333333,,,
,PP_2951,198236.0,,,
,PP_3014,269299.0,,,
,PP_3019,2237732.1999999997,,,
,PP_3067,1649937.6666666667,,,
,PP_3071,1041212.2666666666,,,
,PP_3079,15383283.666666666,,,
,PP_3087,1409510.8,,,
,PP_3089,16239864.0,,,
,PP_3091,6088186.2,,,
,PP_3092,536613.7999999999,,,
,PP_3093,307245.2,,,
,PP_3095,5579488.066666666,,,
,PP_3099,5737918.600000001,,,
,PP_3100,284901.26666666666,,,
,PP_3106,3210623.9333333336,,,
,PP_3107,1189652.9333333333,,,
,PP_3108,619252.9333333332,,,
,PP_3120,413272.6666666667,,,
,PP_3122,106478.0,,,
,PP_3123,606267.0,,,
,PP_3126,1673540.3333333333,,,
,PP_3127,7509420.8,,,
,PP_3128,1166704.9333333333,,,
,PP_3129,167308.26666666666,,,
,PP_3131,2390975.0,,,
,PP_3134,788519.2666666666,,,
,PP_3135,2335656.433333333,,,
,PP_3138,258499.66666666666,,,
,PP_3139,1915113.9333333333,,,
,PP_3140,1384474.3333333333,,,
,PP_3145,2726254.1333333333,,,
,PP_3146,3503333.3333333335,,,
,PP_3147,159953.2,,,
,PP_3148,551153.8,,,
,PP_3151,795260.1333333333,,,
,PP_3154,1021102.3333333334,,,
,PP_3155,1860058.0,,,
,PP_3157,4561726.933333334,,,
,PP_3174,2001097.0,,,
,PP_3185,2717587.466666667,,,
,PP_3186,1047993.9333333332,,,
,PP_3187,434231.3333333333,,,
,PP_3189,3547934.0666666664,,,
,PP_3212,164051.0,,,
,PP_3227,787592.6,,,
,PP_3248,2144569.066666667,,,
,PP_3286,442239.93333333335,,,
,PP_3288,165298.0,,,
,PP_3316,8808288.766666668,,,
,PP_3359,320112.26666666666,,,
,PP_3361,2682824.5,,,
,PP_3364,1393834.5999999999,,,
,PP_3376,9343245.200000001,,,
,PP_3377,257464.2,,,
,PP_3378,1853325.5333333332,,,
,PP_3379,1485429.5999999999,,,
,PP_3380,310548.9,,,
,PP_3382,14740904.1,,,
,PP_3383,16603151.133333333,,,
,PP_3384,3926178.6666666665,,,
,PP_3404,3933956.6666666665,,,
,PP_3406,758116.3333333334,,,
,PP_3415,1606571.2,,,
,PP_3416,3365024.733333333,,,
,PP_3417,13706129.733333334,,,
,PP_3421,548879.6666666666,,,
,PP_3431,6087996.8,,,
,PP_3433,3541728.266666667,,,
,PP_3435,555330.0,,,
,PP_3441,437739.26666666666,,,
,PP_3443,92023678.10000001,,,
,PP_3445,685252.6666666666,,,
,PP_3455,257324.2,,,
,PP_3456,150095.0,,,
,PP_3484,232824.66666666666,,,
,PP_3491,570530.5333333333,,,
,PP_3492,12985996.066666668,,,
,PP_3496,3812603.8000000003,,,
,PP_3506,198946.2,,,
,PP_3508,6523678.466666666,,,
,PP_3509,499567.6666666667,,,
,PP_3511,37351969.93333333,,,
,PP_3527,850475.8666666667,,,
,PP_3530,3717675.533333333,,,
,PP_3535,394813.0,,,
,PP_3546,956928.6666666666,,,
,PP_3547,3383063.8666666667,,,
,PP_3549,605227.0666666667,,,
,PP_3550,378497.3333333333,,,
,PP_3557,910614.5666666668,,,
,PP_3558,1100601.4000000001,,,
,PP_3569,2057677.4666666668,,,
,PP_3578,26024737.2,,,
,PP_3582,637839.4666666667,,,
,PP_3585,2564746.6,,,
,PP_3587,21016015.133333333,,,
,PP_3590,29380186.8,,,
,PP_3591,811604.0,,,
,PP_3602,267474.60000000003,,,
,PP_3603,1245177.9000000001,,,
,PP_3611,8150174.466666666,,,
,PP_3620,7598983.966666666,,,
,PP_3623,204442.66666666666,,,
,PP_3627,737087.0,,,
,PP_3649,2539064.8000000003,,,
,PP_3651,858317.6,,,
,PP_3662,20873211.333333332,,,
,PP_3663,469389.6666666667,,,
,PP_3664,599646.85,,,
,PP_3665,455273.5,,,
,PP_3668,30152908.133333337,,,
,PP_3669,687655.1333333333,,,
,PP_3680,5598818.633333333,,,
,PP_3691,8933383.933333334,,,
,PP_3693,11053885.5,,,
,PP_3699,1640545.4666666668,,,
,PP_3705,3271875.466666667,,,
,PP_3706,2400440.533333333,,,
,PP_3707,4225376.466666667,,,
,PP_3720,340936.0,,,
,PP_3721,1512322.0,,,
,PP_3742,3680523.4333333336,,,
,PP_3754,3951282.0,,,
,PP_3755,565385.9333333333,,,
,PP_3757,627649.0,,,
,PP_3758,472485.8,,,
,PP_3761,16661362.266666666,,,
,PP_3765,7252770.866666667,,,
,PP_3766,3265117.1999999997,,,
,PP_3768,3772366.9333333336,,,
,PP_3775,2628260.8000000003,,,
,PP_3778,1387977.8666666665,,,
,PP_3806,929870.2000000001,,,
,PP_3819,4193646.1999999997,,,
,PP_3821,14236481.733333334,,,
,PP_3825,1434729.2666666666,,,
,PP_3827,1456476.1333333335,,,
,PP_3828,184277.66666666666,,,
,PP_3832,2399530.266666667,,,
,PP_3834,3810536.6666666665,,,
,PP_3839,19444252.233333334,,,
,PP_3901,804955.5,,,
,PP_3904,16046666.666666666,,,
,PP_3909,2010963.4666666668,,,
,PP_3922,4487784.899999999,,,
,PP_3923,259831.2666666667,,,
,PP_3924,1238958.8,,,
,PP_3931,724558.0,,,
,PP_3946,335325.7,,,
,PP_3948,1960946.7,,,
,PP_3950,1794068.4000000001,,,
,PP_3957,5629744.266666667,,,
,PP_3958,1376666.6666666667,,,
,PP_3964,486448.4,,,
,PP_3988,5060080.399999999,,,
,PP_3993,1518432.8,,,
,PP_3995,1145599.6666666667,,,
,PP_3997,725001.5,,,
,PP_3998,563839.2,,,
,PP_3999,9032702.4,,,
,PP_4000,20392546.0,,,
,PP_4002,1268198.4000000001,,,
,PP_4003,9970397.666666666,,,
,PP_4004,3306211.1333333333,,,
,PP_4005,350860.8,,,
,PP_4007,3855419.466666667,,,
,PP_4008,11426996.200000001,,,
,PP_4010,9264280.799999999,,,
,PP_4011,32503004.733333334,,,
,PP_4012,148205703.26666668,,,
,PP_4013,772797.6666666666,,,
,PP_4014,3424818.0,,,
,PP_4015,2750483.8000000003,,,
,PP_4016,26271559.3,,,
,PP_4017,1967282.4000000001,,,
,PP_4097,148137.66666666666,,,
,PP_4098,824583.0,,,
,PP_4099,197356.33333333334,,,
,PP_4104,7685634.933333334,,,
,PP_4109,1143887.3333333333,,,
,PP_4111,10682699.433333334,,,
,PP_4114,1480000.0,,,
,PP_4115,361882.4,,,
,PP_4116,12980621.200000001,,,
,PP_4120,6545973.600000001,,,
,PP_4121,38265207.53333333,,,
,PP_4122,1438207.0666666667,,,
,PP_4123,18588354.266666666,,,
,PP_4124,67299617.39999999,,,
,PP_4125,4841648.666666667,,,
,PP_4126,6742373.066666666,,,
,PP_4129,2890000.0,,,
,PP_4130,1740000.0,,,
,PP_4131,671435.3333333334,,,
,PP_4138,12327262.6,,,
,PP_4142,255486.0,,,
,PP_4144,1285116.5999999999,,,
,PP_4146,149948.0,,,
,PP_4147,3434990.466666667,,,
,PP_4148,971712.3333333334,,,
,PP_4150,2080550.4333333333,,,
,PP_4158,1509586.6666666667,,,
,PP_4168,439985.3,,,
,PP_4169,7020465.066666666,,,
,PP_4173,279589.93333333335,,,
,PP_4174,6762404.8,,,
,PP_4175,10354666.4,,,
,PP_4178,20633709.066666666,,,
,PP_4179,171038596.20000002,,,
,PP_4185,60339400.93333334,,,
,PP_4186,129143700.39999999,,,
,PP_4187,67339757.13333334,,,
,PP_4188,55275143.0,,,
,PP_4189,112929614.89999999,,,
,PP_4190,31922024.133333337,,,
,PP_4191,72018651.60000001,,,
,PP_4192,5432581.600000001,,,
,PP_4193,9875531.266666668,,,
,PP_4194,49494659.6,,,
,PP_4197,778996.0,,,
,PP_4198,3503373.766666667,,,
,PP_4199,1386135.4000000001,,,
,PP_4200,5566885.333333333,,,
,PP_4201,27478385.2,,,
,PP_4202,42553500.06666667,,,
,PP_4203,18369823.333333332,,,
,PP_4248,8957624.066666668,,,
,PP_4249,787995.1333333333,,,
,PP_4250,2380562.0,,,
,PP_4251,6070650.399999999,,,
,PP_4253,322512.6,,,
,PP_4255,542044.6,,,
,PP_4256,1377317.5999999999,,,
,PP_4258,1429346.2666666666,,,
,PP_4259,10514269.466666667,,,
,PP_4260,3584100.9333333336,,,
,PP_4261,1356040.5999999999,,,
,PP_4265,1689014.9333333333,,,
,PP_4266,2069159.7,,,
,PP_4268,1643333.3333333333,,,
,PP_4269,3377112.0,,,
,PP_4274,10875889.233333332,,,
,PP_4275,17469932.333333332,,,
,PP_4277,1061687.0666666667,,,
,PP_4278,4181947.466666667,,,
,PP_4279,7584613.566666666,,,
,PP_4281,4735505.0,,,
,PP_4283,4163499.9333333336,,,
,PP_4285,1355260.0,,,
,PP_4286,1231762.6666666667,,,
,PP_4287,1190558.6,,,
,PP_4288,954043.0,,,
,PP_4289,474846.6666666667,,,
,PP_4293,797915.1666666666,,,
,PP_4295,533160.2666666667,,,
,PP_4298,270277.5,,,
,PP_4299,246461.5,,,
,PP_4305,13771853.1,,,
,PP_4306,404257.8,,,
,PP_4308,345083.0,,,
,PP_4310,591978.5333333333,,,
,PP_4313,701592.2,,,
,PP_4315,7744241.266666667,,,
,PP_4316,2295069.8333333335,,,
,PP_4319,1967071.0,,,
,PP_4321,732679.3333333334,,,
,PP_4322,1366631.1333333333,,,
,PP_4323,848951.4666666667,,,
,PP_4332,9114719.200000001,,,
,PP_4334,1721580.7333333334,,,
,PP_4336,2049792.6666666667,,,
,PP_4337,6535723.533333334,,,
,PP_4338,6323736.666666667,,,
,PP_4339,2901811.4333333336,,,
,PP_4340,1777854.9333333333,,,
,PP_4342,4580828.266666667,,,
,PP_4343,1307058.5999999999,,,
,PP_4345,663348.4,,,
,PP_4357,1650225.4666666668,,,
,PP_4358,1176313.5333333334,,,
,PP_4359,346582.3333333333,,,
,PP_4364,1146908.2666666666,,,
,PP_4373,13492855.533333333,,,
,PP_4376,5234216.533333333,,,
,PP_4377,512792.8,,,
,PP_4378,115628449.89999999,,,
,PP_4379,4421604.466666667,,,
,PP_4380,2889467.1999999997,,,
,PP_4381,3029231.233333333,,,
,PP_4383,578034.2,,,
,PP_4385,839566.8666666667,,,
,PP_4388,527011.4,,,
,PP_4392,2230476.6,,,
,PP_4393,4616651.0,,,
,PP_4397,11817549.133333333,,,
,PP_4399,979784.7999999999,,,
,PP_4401,831347.4,,,
,PP_4402,4252639.2,,,
,PP_4403,1179626.3,,,
,PP_4424,2620725.8000000003,,,
,PP_4428,1009898.3333333334,,,
,PP_4447,2107784.6666666665,,,
,PP_4448,16769754.933333332,,,
,PP_4460,644096.0,,,
,PP_4470,1127961.6666666667,,,
,PP_4471,1200353.0,,,
,PP_4473,40148751.1,,,
,PP_4474,84807177.33333333,,,
,PP_4475,3577678.1999999997,,,
,PP_4476,1884087.1333333335,,,
,PP_4477,5465165.133333333,,,
,PP_4478,5056618.100000001,,,
,PP_4479,4965787.600000001,,,
,PP_4480,1242348.1333333333,,,
,PP_4481,20488145.46666667,,,
,PP_4483,2638685.9333333336,,,
,PP_4485,109440.9,,,
,PP_4486,19440883.466666665,,,
,PP_4487,31813779.666666668,,,
,PP_4488,3278583.6666666665,,,
,PP_4491,857554.1333333333,,,
,PP_4493,3442485.5333333337,,,
,PP_4499,2564164.6666666665,,,
,PP_4506,9285374.799999999,,,
,PP_4508,2227712.3333333335,,,
,PP_4513,201840.66666666666,,,
,PP_4515,2093314.0,,,
,PP_4516,1041488.9333333332,,,
,PP_4517,5156666.666666667,,,
,PP_4519,28696520.53333333,,,
,PP_4521,357668.1333333333,,,
,PP_4532,23525054.400000002,,,
,PP_4533,453069.1,,,
,PP_4539,713116.5333333333,,,
,PP_4541,1081087.8,,,
,PP_4542,1390984.6666666667,,,
,PP_4545,10189857.566666666,,,
,PP_4546,12447752.633333333,,,
,PP_4549,5490063.066666666,,,
,PP_4550,675115.7,,,
,PP_4552,920148.2666666666,,,
,PP_4553,229132.33333333334,,,
,PP_4554,5230614.533333333,,,
,PP_4555,2619920.3333333335,,,
,PP_4562,1855482.6666666667,,,
,PP_4563,1897299.8666666665,,,
,PP_4570,5491727.266666667,,,
,PP_4571,11881570.200000001,,,
,PP_4573,3507975.533333333,,,
,PP_4574,122998.0,,,
,PP_4576,560706.1333333333,,,
,PP_4577,944559.7999999999,,,
,PP_4579,439371.0,,,
,PP_4582,341286.4666666667,,,
,PP_4583,5988368.8,,,
,PP_4585,192005.4,,,
,PP_4588,8846962.666666666,,,
,PP_4589,855319.2,,,
,PP_4590,351516.6666666667,,,
,PP_4591,2004929.2,,,
,PP_4592,628668.5,,,
,PP_4594,959795.1333333333,,,
,PP_4601,1036282.0,,,
,PP_4616,180736.0,,,
,PP_4619,117379.4,,,
,PP_4620,4793596.133333333,,,
,PP_4621,318464.5333333334,,,
,PP_4622,511060.8,,,
,PP_4628,2451691.6,,,
,PP_4632,908576.3333333334,,,
,PP_4633,2755850.8333333335,,,
,PP_4635,26739073.2,,,
,PP_4636,209056.43333333335,,,
,PP_4639,4890524.266666667,,,
,PP_4641,10344697.866666667,,,
,PP_4642,3703425.5666666664,,,
,PP_4643,2285000.0,,,
,PP_4644,1579258.6666666667,,,
,PP_4645,1756614.0,,,
,PP_4646,6139075.266666667,,,
,PP_4648,3845484.0,,,
,PP_4651,2982550.3000000003,,,
,PP_4652,800293.0,,,
,PP_4654,3778988.1333333333,,,
,PP_4657,1337481.2,,,
,PP_4658,12560864.666666666,,,
,PP_4659,1002280.0,,,
,PP_4666,3672328.266666667,,,
,PP_4667,7811082.266666667,,,
,PP_4668,457752.73333333334,,,
,PP_4672,1635883.2666666666,,,
,PP_4673,1319536.1666666667,,,
,PP_4674,1541875.4000000001,,,
,PP_4677,201466.46666666667,,,
,PP_4678,60755697.03333333,,,
,PP_4679,10337801.200000001,,,
,PP_4680,23347397.933333334,,,
,PP_4681,132187.0,,,
,PP_4682,2426945.8666666667,,,
,PP_4683,3033601.466666667,,,
,PP_4684,27176757.599999998,,,
,PP_4688,282446.4,,,
,PP_4692,2030010.7333333334,,,
,PP_4693,13122098.4,,,
,PP_4694,616067.2,,,
,PP_4695,560321.4,,,
,PP_4696,6904447.733333333,,,
,PP_4697,8426854.799999999,,,
,PP_4699,2133148.0,,,
,PP_4700,3266755.733333333,,,
,PP_4701,1327155.3333333333,,,
,PP_4704,9527978.833333334,,,
,PP_4707,559348.0,,,
,PP_4708,150518307.26666665,,,
,PP_4709,14480628.6,,,
,PP_4711,3957453.4666666663,,,
,PP_4712,85259153.06666666,,,
,PP_4713,52018575.53333333,,,
,PP_4714,2103064.6,,,
,PP_4715,4354685.066666666,,,
,PP_4716,15862597.533333333,,,
,PP_4717,5526370.733333333,,,
,PP_4718,15245063.533333333,,,
,PP_4719,120932.53333333333,,,
,PP_4720,3371553.3333333335,,,
,PP_4722,7362709.466666666,,,
,PP_4723,132586911.93333334,,,
,PP_4724,23173402.333333332,,,
,PP_4725,30987432.266666666,,,
,PP_4726,33114669.53333333,,,
,PP_4727,492235897.93333334,,,
,PP_4728,36123119.13333333,,,
,PP_4729,978880.0666666668,,,
,PP_4730,8505996.799999999,,,
,PP_4731,2601563.8000000003,,,
,PP_4733,2700737.8333333335,,,
,PP_4738,117982.4,,,
,PP_4740,2732785.1,,,
,PP_4741,5689154.666666667,,,
,PP_4742,1967705.2666666666,,,
,PP_4748,604837.4666666667,,,
,PP_4760,2601964.4,,,
,PP_4762,1281556.6666666667,,,
,PP_4766,6992701.533333334,,,
,PP_4770,4307837.666666667,,,
,PP_4772,1428938.2666666666,,,
,PP_4776,1482439.5333333332,,,
,PP_4779,19328636.133333333,,,
,PP_4782,3351305.8666666667,,,
,PP_4783,2687851.466666667,,,
,PP_4784,12193084.6,,,
,PP_4785,486405.5,,,
,PP_4787,4385600.133333333,,,
,PP_4788,1317134.4666666666,,,
,PP_4789,4504262.3,,,
,PP_4790,5839300.133333333,,,
,PP_4794,59230565.199999996,,,
,PP_4795,12268350.766666666,,,
,PP_4796,411381.9,,,
,PP_4798,15556186.733333334,,,
,PP_4799,1701173.4666666668,,,
,PP_4801,2812178.8000000003,,,
,PP_4802,3265690.266666667,,,
,PP_4803,17420017.833333332,,,
,PP_4805,2724969.3333333335,,,
,PP_4808,417874.60000000003,,,
,PP_4809,4810780.2,,,
,PP_4810,409756.7,,,
,PP_4811,12034877.0,,,
,PP_4817,4044829.766666667,,,
,PP_4818,2370500.3333333335,,,
,PP_4819,4054792.633333333,,,
,PP_4822,31279341.066666663,,,
,PP_4823,9988781.066666666,,,
,PP_4824,538271.4333333333,,,
,PP_4826,2421495.933333333,,,
