Protein.Group,0812_0815-Control_log2_change,0812_0815-Control_log10_p_value
PP_0356,-0.08729701890263016,0.18480268656402474
PP_0359,0.2904671552377191,0.5837159350171703
PP_0366,1.6471545646952692,1.8256930753963023
PP_0368,0.573337245563747,1.2241184812766008
PP_0370,0.0004673499208975614,0.00020473684699408765
PP_0375,0.17307903771069685,0.14103917548790362
PP_0376,,
PP_0377,4.26031907561607,
PP_0378,-1.341473381567925,1.0914208826513374
PP_0379,-1.560922055979099,0.8928851554898272
PP_0382,-1.0240715706081054,0.8657105052280434
PP_0386,,
PP_0387,0.18914765778417666,0.48674802318027355
PP_0389,-0.060094101716936445,0.13788986392260139
PP_0390,-0.5898805972886291,0.4901481478832367
PP_0395,-0.01835875563739485,0.020155060248668737
PP_0396,0.2595813188497653,0.46695527948719284
PP_0397,0.1832824412287133,0.24715681665299938
PP_0398,0.3103650517400356,2.052385365878041
PP_0400,-0.00016192578112416778,0.00011750944375490174
PP_0401,0.19920012784504543,0.2013589550313011
PP_0402,0.707791791261805,
PP_0403,0.5673850540041262,0.7694212156128685
PP_0405,0.3251824042675854,0.3715505244926719
PP_0411,-1.1658895053554201,1.2213662266317697
PP_0412,-0.13463200427669633,0.39699905511966965
PP_0415,-0.11511425157838934,0.38000484856121775
PP_0417,0.09160834656520173,0.6800272684689731
PP_0420,0.21613342700614194,0.2779483766385638
PP_0421,0.39629123521182286,0.7466784733505921
PP_0422,0.0863954117638674,0.0639535477780129
PP_0428,0.22925046333004853,0.3264381543351712
PP_0432,-0.34860239867813014,0.8959052117658176
PP_0436,-0.7425469618426127,1.3735602392287674
PP_0440,0.05228514941561425,0.10270063306466053
PP_0442,-0.3058748786949032,0.6765213509187306
PP_0443,-0.1771995711505411,0.35430566459565255
PP_0444,-0.2135537688359134,0.8562635843213784
PP_0445,-0.23136488973284783,0.5444596426486601
PP_0446,-0.08402024698739918,0.26895567006793525
PP_0447,0.14198609342951604,0.2914048529159624
PP_0448,0.16207274029336718,0.13877109265594198
PP_0449,-0.0338700960804499,0.14794531631302021
PP_0450,-0.07989566566092857,0.2750219111737987
PP_0451,0.03808615527961947,0.1413311138171809
PP_0452,0.013873470952796948,0.08265476314989037
PP_0453,-0.05174313739817215,0.13221353372301772
PP_0454,-0.26741581211196797,0.8179147809117868
PP_0455,-0.29002058735423947,0.6722488055566234
PP_0456,-0.2864536410645359,0.7289351267333132
PP_0457,0.0767105709023906,0.20081066014866883
PP_0458,-0.363370121350799,0.46879586815737107
PP_0459,-0.45828840673214455,0.6644623101643239
PP_0460,-0.32589201727116324,0.37379048029473677
PP_0461,-0.1693523146502364,0.4443115611466241
PP_0462,0.28316985231709163,1.0167825975803757
PP_0463,-0.1752730070905878,0.4988305762556801
PP_0464,-0.7555445974735546,1.3193875121247607
PP_0465,-0.11895832388328591,0.2580739128071391
PP_0466,-0.1424030398596399,0.6371849676479625
PP_0467,-0.11000544201794027,0.3270708990651496
PP_0468,-0.2662145605555868,0.33804643854338257
PP_0469,-0.21889964588264632,0.31237400466473464
PP_0470,-0.2995219559719654,0.9135269428843071
PP_0471,-0.20686569333949423,0.5764800358368751
PP_0473,-0.18496694505280234,0.414969237435611
PP_0474,0.28524953664791713,0.3526181730628364
PP_0476,-0.3956065009935448,0.8195602724688461
PP_0477,0.0059870660828860315,0.016768514138991747
PP_0478,-0.6548445081145419,1.6052300676915958
PP_0479,-0.13922026329432657,0.6565166246528708
PP_0480,-0.35364410958265124,0.876039966136207
PP_0481,1.1580365102404102,1.402134861805286
PP_0482,0.1908562230244241,0.09747440852526838
PP_0483,-0.11963541851329458,0.0893751828289409
PP_0485,-0.4974666117904835,1.1683709764230537
PP_0490,1.3689273281774013,1.4853964469350815
PP_0493,0.8380147103154795,0.6677834362824698
PP_0494,-0.3165846964064921,0.28787925961365934
PP_0500,0.4769528938292785,0.5587447112730214
PP_0501,-0.012124739884612008,0.030729689132077107
PP_0504,-0.7811261845546338,0.9301033565714051
PP_0510,0.796719484412933,0.6102909818028516
PP_0512,-0.2862936908024501,0.4220705221518996
PP_0514,0.019443419645361157,
PP_0515,0.4155608935947361,0.27833678441911697
PP_0516,-0.5708673024942923,0.45630883142876116
PP_0517,0.034169109956388825,0.1482820409895279
PP_0518,0.04882739575118521,0.22807069405291158
PP_0522,0.5183297362817013,0.4054739352593498
PP_0527,-0.08693898243482882,0.18096014461593432
PP_0528,0.26149144416696285,0.09412954915029473
PP_0529,-0.8651795326165326,0.7790344196028605
PP_0538,-0.49604963975059463,3.240034231188936
PP_0541,-0.45457657862576156,1.671114290480784
PP_0542,0.8367189375446402,0.6805818203032954
PP_0543,0.9151481114640367,1.3087202688100732
PP_0544,2.025061727579374,1.0313747757771614
PP_0545,0.12573518613337864,0.20872122107499158
PP_0547,-0.13159037127911669,0.29058566964757737
PP_0550,0.004871999551659695,0.003793166263503515
PP_0558,0.10374409989016185,0.2939082695800803
PP_0559,-0.10679136080593558,0.3838485053711805
PP_0560,-0.893143751836605,1.6976794694243695
PP_0564,0.5505270512328077,1.469054460420573
PP_0567,0.05482011791744785,0.22618696712594066
PP_0570,0.43219411510670963,0.2908966768772201
PP_0576,0.6451802355561826,0.8099947593054977
PP_0578,0.025010548778359586,0.01152786098799867
PP_0581,0.808900043813773,0.39440205453184835
PP_0584,1.924885246426135,1.571303560595544
PP_0591,-0.4011128097856938,1.1677130636111752
PP_0592,0.6949681866478553,0.9442478163726081
PP_0596,0.25377692710982247,0.157224926647455
PP_0597,0.08595900532608974,0.10937159859111285
PP_0599,0.20916735757179622,0.313872108180929
PP_0600,-0.10383087701361342,0.26799303068482255
PP_0602,0.6664299392061027,2.0850473813058974
PP_0603,-0.03490733985731561,0.09839522994680965
PP_0606,0.5396804742772856,0.4830130807373757
PP_0612,0.038209378875196716,0.021714307165046118
PP_0613,,
PP_0614,,
PP_0616,,
PP_0619,1.5997702921787684,0.5367945687865855
PP_0622,0.253446707698544,1.3137655511294029
PP_0624,-0.3752202365376246,0.2199074973896555
PP_0625,0.366527178138727,0.9373522403831379
PP_0626,-0.9440579015370791,0.9473747370133112
PP_0631,,
PP_0640,0.6674501605007467,0.7877281150945095
PP_0657,1.4597991801210868,2.2294605399122056
PP_0658,0.25565316425642204,0.8256228627476808
PP_0671,0.14022246781290176,0.45844695016370496
PP_0674,0.060997864484516474,0.21359202308704103
PP_0675,0.5650161631928814,1.6213745885029707
PP_0680,0.535251339374266,0.9511578408943356
PP_0684,-0.2010708670127383,0.923353145426627
PP_0686,0.1699348773217156,0.20381989490360106
PP_0687,-0.4333770207996674,1.905524824931086
PP_0688,-0.46701495403446097,1.8806514621856172
PP_0689,-0.32104503322131067,0.25571077453836244
PP_0690,0.022437984532908697,0.0707729139181006
PP_0691,0.3150150650344995,0.3251327931724656
PP_0693,-0.6654181663850859,0.9887147818460897
PP_0695,1.1000452451731213,0.2929076778993504
PP_0707,0.22167069204889314,0.8097294171921021
PP_0712,0.25778884356093396,0.36381074071859937
PP_0719,-0.1251059924265503,0.40982137224373
PP_0720,-0.19014853080587726,0.1847629444727379
PP_0721,-0.16242884233178603,0.4345711497587661
PP_0722,0.06792694477989893,0.4374922513952283
PP_0725,0.1888045842247755,0.16322256314438957
PP_0733,0.4471638995302377,0.37662218628940247
PP_0734,0.7568323058218063,
PP_0735,0.03519471879285684,0.025558658066439588
PP_0742,0.37299182460039515,0.1785520813267503
PP_0744,-1.062522004084965,0.8049773948317843
PP_0746,0.009544679746698924,0.016525980315942917
PP_0747,-0.617696835411534,0.298406838932182
PP_0749,-0.91338621708242,0.23964047539094124
PP_0750,0.004312288658731465,0.024807957614485322
PP_0751,0.4047625471011203,1.1537777103016793
PP_0753,0.16916846593218987,0.6431302826574645
PP_0756,-0.5196622106598838,1.8993624324764693
PP_0759,0.47005904590195063,0.5871201665915357
PP_0761,-0.5628815548253546,1.2382532744732697
PP_0762,,
PP_0763,0.23867512277842687,0.6280741420731157
PP_0765,1.7682746108348824,1.3906845410248012
PP_0766,0.7060783249089052,1.2771014928572968
PP_0768,,
PP_0769,,
PP_0772,0.02481285856361667,
PP_0773,-0.4793989811818647,1.2685977949618987
PP_0774,-0.1662760789158702,0.09022862895704438
PP_0776,-0.2309903368692378,0.4950510518797164
PP_0777,0.42273539136178284,0.7008748073059882
PP_0786,-0.15431677182599374,0.7730543093963806
PP_0787,-0.08539628225440668,0.13940087130511444
PP_0790,1.6618263041953965,0.7814728364781308
PP_0792,0.3261889511157911,1.146655549789795
PP_0793,0.46770242962705605,0.546549044619931
PP_0794,0.11090884070948567,0.07236968009374756
PP_0795,0.03572799124172407,0.013591966218193818
PP_0797,0.5492165329226761,0.2963976371846924
PP_0799,0.7414413366498731,2.0184203604897446
PP_0812,,
PP_0813,,
PP_0817,0.24613501363608745,1.896058947909496
PP_0823,-0.09165387782643432,
PP_0824,-0.36108633045182925,0.26693325109609445
PP_0832,0.5121458623066711,0.9287059606902985
PP_0833,0.7640880038971347,0.31268939076579483
PP_0834,0.1999244977643573,0.4881611409873377
PP_0835,0.09814936932709221,0.17333071646726747
PP_0836,0.18480486312569522,0.38279688068471224
PP_0837,-0.05267549472700758,0.12524188294550723
PP_0838,0.18852549725619724,1.0740029641577409
PP_0839,-0.19140696159482998,0.29659248464285404
PP_0840,-0.3315499865795483,0.3819880249723922
PP_0842,-0.19016101687477593,0.616600627183023
PP_0843,0.38918873671998916,0.37172822682734574
PP_0846,0.8610740370817452,0.9345116853879152
PP_0848,0.8420650308750315,1.7688505486065773
PP_0849,-0.24446095527024747,0.9164542882225806
PP_0852,0.5950798113401089,0.4337105224217453
PP_0853,0.14540049962747667,0.29117571631382844
PP_0854,0.01779024607474295,0.02955124501109158
PP_0855,0.39443337863323535,0.2684212391050674
PP_0856,-0.3317153079055159,0.5117814445066777
PP_0857,0.35306606672678365,0.5225670407392936
PP_0858,1.0863741877415043,1.0433198793375371
PP_0859,-0.12009904809838184,0.06690206201229451
PP_0864,0.007150513922087084,0.007406211198398112
PP_0868,2.84566295820477,0.6352548406758677
PP_0870,0.9216811893856404,0.2705426944375609
PP_0872,0.17588731852796533,0.47616059148275297
PP_0879,-0.3128228361550524,0.20687876851080034
PP_0883,,
PP_0885,0.25879520376159815,0.3565045616499664
PP_0886,0.3364094291987369,0.8787779044990196
PP_0888,-0.09628491151328379,0.17291790869839113
PP_0891,0.03733572465234759,0.01815610519710022
PP_0897,-0.20702586954660324,0.533483347253852
PP_0909,0.29424985925833924,0.5784687647243502
PP_0913,0.3992185630296864,0.39801606335998796
PP_0915,0.021311194145706168,0.032754265222135065
PP_0919,2.441463606131162,0.5768946752328953
PP_0920,-0.21269100905322955,0.11716259276321994
PP_0930,0.2846523298837007,0.7184237259805157
PP_0931,0.03964414976326145,0.16225642480374822
PP_0933,-0.1850105768970732,0.24708633766509625
PP_0934,1.0547953998370752,
PP_0937,0.23592644679654481,0.1132015947389055
PP_0938,-0.04422616588138786,0.015747067442888535
PP_0940,0.08301938797151143,0.3750461819720679
PP_0941,0.021535803625280556,0.025476775898918023
PP_0942,0.1114290221938467,0.2337449117044256
PP_0949,0.28213582445654656,0.3994888223430301
PP_0950,0.10514106930538909,0.4307567985287985
PP_0951,0.2688082194563047,0.5277188177953799
PP_0952,-0.13861269379044489,0.22254226450029158
PP_0953,0.309654732334843,0.764347147481852
PP_0954,-0.5184747670359122,0.36414546770442113
PP_0955,2.3066184305867785,0.7752741039138369
PP_0956,-0.8448585669242876,0.7024587563799308
PP_0957,0.21789028496594243,0.7016165580151924
PP_0958,0.6885971554504107,0.9196991542124762
PP_0959,-0.006135049474106985,0.003502732557823213
PP_0960,-0.30674213143849066,0.16508178718371605
PP_0961,0.024750527993236134,0.06537281155502606
PP_0964,-0.18427599348177792,0.10293329313721178
PP_0965,-0.034229359085439344,0.19417042179497562
PP_0966,0.20311789734418315,0.6975287849965512
PP_0967,0.6833602408199718,1.9290606284447596
PP_0973,1.178787099236505,0.5768734107368235
PP_0975,0.08071115207638331,0.23851422788502316
PP_0976,,
PP_0977,-1.3672438676575613,2.1058826470009375
PP_0980,0.24581774699603626,0.7174827972164415
PP_0982,0.3697646763649916,0.9696209421959027
PP_0983,-0.5609510882897227,
PP_0986,0.0974794366645115,0.2586992966812066
PP_0988,-0.043129843660807445,0.02081516868193763
PP_0998,0.5954772935657696,0.30593958085796413
PP_0999,1.0921275361468457,1.8160975119567484
PP_1000,0.43595842870800705,1.4363569584727842
PP_1001,1.1010034423064978,1.0266773933825948
PP_1009,-0.5003869770177369,1.4387412204757521
PP_1010,-0.04300468640815022,0.1518149650773976
PP_1011,0.1449589004516715,0.16939300850280012
PP_1012,-0.13001216832470794,0.3140587900635483
PP_1013,-1.4281976287401579,
PP_1015,-1.0772420001490621,2.6122211530295645
PP_1016,-0.7687500788778602,1.245092306313779
PP_1018,-0.9252590283284532,2.688076360123224
PP_1019,-1.291882947130185,3.1840085745965334
PP_1021,0.6808205501224102,0.6720266028258157
PP_1022,0.17147705603384375,0.514324766147443
PP_1023,0.18055282348068089,0.49321379694530754
PP_1024,0.09020234066729949,0.168981299100489
PP_1025,-0.05114388899396353,0.23030403059980956
PP_1026,-0.06281384750731832,
PP_1027,-0.21416831666967165,0.2649089625209448
PP_1031,-0.001052016271001949,0.003951408542888761
PP_1032,0.05401179512300418,0.16539211971289253
PP_1037,0.4223132970567447,0.5959751947552846
PP_1057,0.669155816774939,0.4719475721834258
PP_1058,,
PP_1060,-0.00020336314856832943,0.00011527584583860252
PP_1063,0.3258112688329543,0.23606731723724922
PP_1066,-1.670946700518797,0.27570094445561066
PP_1068,0.03087364557824245,0.06601943507195551
PP_1070,0.738506177101184,0.9966642693609462
PP_1071,-0.08562417339421223,0.24690117269587633
PP_1074,-0.008859419154757691,0.028116761406076284
PP_1075,0.5459351758069394,0.6628002944938992
PP_1078,0.2855500678296489,0.6859055411858899
PP_1079,0.3173800582122904,0.9336311347058789
PP_1081,0.4750051123216248,0.42685294591325207
PP_1082,0.4676479797156879,1.1307803919319532
PP_1084,0.2503473302910659,0.9654187800938476
PP_1085,0.2883032634077609,0.21387086250492524
PP_1086,0.97979342503513,1.288380113636085
PP_1087,,
PP_1088,0.2548620064400858,0.8032096184756679
PP_1097,0.11070704579872181,0.18715228127504088
PP_1098,0.5838879372152534,1.5369971122891297
PP_1099,0.150286155176972,0.7840862657596224
PP_1100,-0.7636117074903852,0.6728964096282922
PP_1108,0.5067240145189378,0.8641785631279488
PP_1111,3.7469069663339996,
PP_1113,,
PP_1121,0.07209355212753818,0.49897166375465596
PP_1122,-0.45900133290191425,1.1232170340942882
PP_1125,-0.17732603782700493,0.08102879504647842
PP_1129,-0.24366353656158657,
PP_1131,-0.9313824076846177,1.24895717593139
PP_1134,0.20834453310850337,0.23519776799292863
PP_1137,-0.7768625335870198,1.3576299314007383
PP_1138,-0.6473182557116793,0.494865145913326
PP_1141,-0.5894618961421032,1.2384530270940315
PP_1143,0.20747656258109154,
PP_1145,-0.3479805997303636,0.27082936654301254
PP_1146,0.5920140599652426,0.3152402055389054
PP_1157 PP_3365,-0.2366038710090374,0.3170451102012442
PP_1162,-0.1919081032533702,0.13706385258842102
PP_1177,0.15858817581076276,0.1593732431462759
PP_1179,0.04883603042021888,0.3209809816158884
PP_1184,2.385027942403172,
PP_1185,-1.4479512264763077,3.111843053369684
PP_1186,-0.7613171550183229,2.359767223854069
PP_1187,0.45252032136560555,0.36724103109598555
PP_1190,1.1437350652740796,2.057587580038892
PP_1197,-0.6283686375317576,0.5620170910301576
PP_1201,0.976581734144296,1.279691419834565
PP_1205,0.10158481200084729,0.3289084300670985
PP_1206,-0.38008708346127357,1.2523042578072436
PP_1207,-0.4964553629084084,0.3559489759346505
PP_1210,0.3346042315346206,1.662945003906793
PP_1213,0.012417902168187361,0.03173834722715809
PP_1214,0.2192962348392547,0.36855078909629446
PP_1217,,
PP_1219,-0.6483978950935637,1.7996416682904899
PP_1221,0.18669149515690342,0.1834355401319141
PP_1222,-0.12548738087807648,0.8733401850263132
PP_1223,0.31964785572099114,0.23177622076138452
PP_1224,-0.14156614178857888,0.07824704205178853
PP_1230,0.49466376486106983,1.303376201173378
PP_1231,0.0612546833031257,
PP_1232,0.23449149294867724,0.1845073806122631
PP_1235,0.3347744548092382,0.3203416729909818
PP_1236,0.2021155923717837,1.079547932393909
PP_1237,0.2767564079512355,0.9029997015702018
PP_1238,-0.16577227403961112,0.271288920739093
PP_1240,-0.08643394115690488,0.5184109712545151
PP_1246,,
PP_1251,0.9718161275269454,2.0658525829334025
PP_1261,0.8233356829129487,1.7282322027405022
PP_1262,0.7555689387959127,0.26796701148130064
PP_1272,,
PP_1274,0.1675828343947607,0.08458910025661853
PP_1291,1.0036601915750307,3.1626493891955696
PP_1295,0.29118069775358496,0.18343622539120846
PP_1296,0.2628340800500648,0.07280869089899719
PP_1297,0.34758130695500516,0.6728709787966225
PP_1298,0.20400276418060212,0.2557552411279205
PP_1300,0.331923928207553,0.7509133991487701
PP_1301,-0.400254704425721,0.35879646265513915
PP_1302,-0.03912998058041098,0.1236847784875769
PP_1303,0.6880115081193799,1.611251570234091
PP_1304,0.39547010574137564,0.9084666177460838
PP_1309,0.10959385522292764,0.2431838023909929
PP_1311,0.13105904526062587,0.24536540656736233
PP_1312,-0.19222331897339032,0.1809565445747518
PP_1314,-0.0010185743549720034,0.0018246164717101833
PP_1315,-0.25173489173033947,0.7103396037129477
PP_1316,-0.18005365195316006,0.6002188030432548
PP_1317,0.15620878394774804,0.24351482763343216
PP_1318,-0.24540696884314808,0.2538310155425583
PP_1319,0.27631772232168045,0.9404185191960328
PP_1320,0.8531057618385074,1.2687483756725337
PP_1322,0.033031027256959195,0.0644322293931403
PP_1323,-0.018266647744352504,0.007294057232772092
PP_1325,-0.17227124186436793,0.29030768018116265
PP_1326,0.17469661701053796,0.10769210042232133
PP_1329,-0.06539086995865129,0.04118255202948364
PP_1331,-0.10592219674751105,0.121448894598686
PP_1332,0.36437501196903477,1.4777662192248722
PP_1333,0.9758495345377786,1.258588245221251
PP_1335,0.5938131800176314,1.1637043519414525
PP_1337,0.5595912555317721,1.0645939383202958
PP_1338,0.8645215668842812,1.2782439338640075
PP_1339,0.5077079287888319,0.4808315173393064
PP_1341,0.6018874351982183,1.1734503341440958
PP_1342,0.03686317102818065,0.10714286814631567
PP_1343,0.3171521174133715,2.7153952597814657
PP_1345,0.013328135617498344,0.029029417592548415
PP_1346,0.23925038838974938,0.9546281012739448
PP_1347,0.019083267696150583,0.017271519221576773
PP_1348,0.7429559573866088,1.337225153714884
PP_1352,-0.08400698338794887,0.9722525919423995
PP_1355,0.22073702684273,0.10460886014999987
PP_1358,0.20330427130848563,0.5815823042523037
PP_1360,0.13895608660539993,0.4948524146525036
PP_1361,0.0641304525248487,0.9038498912845655
PP_1362,0.3920466627312774,0.7364450334039501
PP_1365,-0.04773038264703683,0.04858646771870925
PP_1366,0.09510987297586421,0.2673855178370565
PP_1367,0.25745105690505066,0.9597895970521346
PP_1371,1.3719742620824418,1.0115455362882348
PP_1372,0.6126654393454641,0.31229023288217495
PP_1373,0.8378337897667243,0.5946177686594496
PP_1375,-0.27708229273556834,0.23010579874982792
PP_1379,-1.6518292079921526,
PP_1380,0.2941786862107633,0.25027089145511383
PP_1384,-0.18281587761907236,0.23793345263487525
PP_1385,0.2693957970522173,0.9157959175927058
PP_1386,0.6657420508843673,1.2465936226611394
PP_1389,3.2575094018419937,
PP_1392,0.6498150443447109,0.37457084240379934
PP_1399,1.4754113343353135,
PP_1403,-0.6018353948156856,1.2413036849344656
PP_1406,0.4576790789016778,1.3135797412382395
PP_1418,-0.06165764162490235,
PP_1423,0.5186898523216672,1.7207639900320986
PP_1426,-0.16943779933619704,0.33149233115514154
PP_1427,0.1583260554548337,0.2621246525567915
PP_1429,0.28321753208979883,1.027359656746091
PP_1430,-0.434141871044443,2.109964228244653
PP_1431,0.227490996001146,0.8183827888274903
PP_1432,0.03673189590440351,0.045577788722761935
PP_1433,0.6664122701192218,1.5664522445224403
PP_1434,-0.16411437991071864,0.20296093884750926
PP_1436,0.4828613696036087,1.74948111927807
PP_1441,-1.0910269545607534,
PP_1443,0.07619363350764043,0.24620541203932242
PP_1444,0.7141066895952924,0.8184933855285602
PP_1457,0.21124074925222824,0.6818714107874193
PP_1459,1.4667461191350435,0.8763124216210296
PP_1461,0.1433150322697371,0.44489060560135424
PP_1462,-0.2836034532416461,0.8106181949032805
PP_1463,0.38981830051238847,0.3978080596812148
PP_1465,-0.36021315131679243,0.9062523136743739
PP_1470,0.47118576910792165,1.3796691227475821
PP_1471,0.32619196068207706,0.9156804099846534
PP_1475,0.6518414277151326,0.4343601589541724
PP_1476,-0.026005162532082435,0.03868657288907863
PP_1478,0.3246890486015907,0.7048717917018554
PP_1481,0.6327748004173043,0.5698644729904253
PP_1486,0.7339965176552026,1.2770032015897337
PP_1488,0.41448509793391647,0.42238471895207114
PP_1494,1.0672970658032233,0.6124315101832969
PP_1496,0.04997868353077469,0.16174279435141842
PP_1497,-1.1122105586206568,
PP_1498,-0.8015131360167519,0.7140291762282658
PP_1499,1.0634549612373843,0.543437323207929
PP_1502,0.38978019418002463,0.5182580826240093
PP_1505,1.642133568182714,1.4982667921070876
PP_1506,-0.16677519314016753,0.7479352098898402
PP_1507,1.0817536985912424,0.6409038329982282
PP_1510,0.16721187055216355,0.04172041234919615
PP_1513,3.9231050283828868,1.0030124418877455
PP_1518,0.05464733287727324,0.060146436373913134
PP_1525,0.2629792676536532,0.17595030921556112
