Protein.Group,Control_log2_FC,Control_log10_pval,PP_0368_log2_FC,PP_0368_log10_pval,PP_0751_log2_FC,PP_0751_log10_pval,PP_0812_15_log2_FC,PP_0812_15_log10_pval,PP_0812_log2_FC,PP_0812_log10_pval,PP_0813_log2_FC,PP_0813_log10_pval,PP_0814_log2_FC,PP_0814_log10_pval,PP_0815_log2_FC,PP_0815_log10_pval,PP_0751_PP_0812_log2_FC,PP_0751_PP_0812_log10_pval,PP_1317_PP_0812_log2_FC,PP_1317_PP_0812_log10_pval,PP_1317_log2_FC,PP_1317_log10_pval,PP_2136_log2_FC,PP_2136_log10_pval
PP_1082,,,,,,,,,,,,,,,1.126182490636827,4.130179544915506,,,,,,,,
PP_1099,,,,,,,,,,,,,,,-1.6144229145766231,5.099913487507976,,,,,,,,
PP_1184,,,,,,,,,,,,,,,1.8195500521051096,2.581599846495623,,,,,,,,
PP_1186,,,,,,,,,,,,,,,-1.6304631371214964,5.440738419703667,,,,,,,,
PP_1187,,,,,,,,,,,,,,,-2.044054371026291,3.915554597030868,,,,,4.605498015783417,1.5156034555168514,,
PP_1197,,,,,,,,,,,,,,,-1.6324243193642185,1.3652859539387165,,,,,,,,
PP_1251,,,,,,,,,,,,,,,1.6652727825246638,3.9272913493591566,,,,,2.2294857662248164,2.0260877459973043,,
PP_1262,,,,,,,,,,,,,,,2.8754645206120926,1.644493898729897,,,,,,,,
PP_1274,,,,,,,,,,,,,,,1.7091551930661475,1.5991372497740581,,,,,,,,
PP_1291,,,,,,,,,,,,,,,1.124008686892199,3.6127935591343743,,,,,,,,
PP_1296,,,,,,,,,,,,,,,-1.1600473976867343,2.720108162172168,,,,,,,,
PP_1302,,,,,,,,,,,,,,,1.369805700815233,1.3745339919372124,,,,,,,,
PP_1321,,,,,,,,,,,,,,,-1.7205424993300482,3.055176197990588,,,,,,,,
PP_1332,,,,,,,,,,,,,,,1.0747479234554491,3.14350103897076,,,,,,,,
PP_1371,,,,,,,,,,,,,,,1.0881610179802803,2.2209114687366087,,,,,,,,
PP_1373,,,,,,,,,,,,,,,-2.4808898344182495,1.9765657816188775,,,,,,,,
PP_1392,,,,,,,,,,,,,,,1.021240255459039,2.075591497432298,,,,,,,,
PP_1444,,,,,,,,,,,,,,,1.3184741342622164,2.2623085185354603,,,,,,,,
PP_1475,,,,,,,,,,,,,,,1.2831133309322118,1.576967668275953,,,,,,,,
PP_1486,,,,,,,,,,,,,,,2.358713244069918,3.902364593200784,,,,,,,,
PP_1488,,,,,,,,,,,,,,,1.2088302093965961,1.9112441874582147,,,-1.460278362723526,1.374583097610472,,,,
PP_1494,,,,,,,,,,,,,,,1.1523031169234608,2.2396814227337285,,,,,,,,
PP_1499,,,,,,,,,,,,,,,1.6689555103266587,1.551120072210648,,,,,,,,
PP_1505,,,,,,,,,,,,,,,1.1573107705782864,1.89560297625097,,,,,,,,
PP_1593,,,,,,,,,,,,,,,-1.023237923812405,3.5405198735243038,,,,,,,1.3011955873234378,1.461122260282503
PP_1604,,,,,,,,,,,,,,,-2.5117538765265848,2.019733108569485,,,,,,,,
PP_1629,,,,,,,,,,,,,,,-1.2207387291925158,4.616115680665776,,,,,,,,
PP_1635,,,,,,,,,,,,,,,1.8659858854013212,2.176674016912485,,,,,,,,
PP_1686,,,,,,,,,,,,,,,1.3463363529814105,1.6251985829257112,,,,,,,1.930071223855521,1.64556106878819
PP_1721,,,,,,,,,,,,,,,1.5685732101045284,1.8961992449752503,,,,,,,,
PP_1730,,,,,,,,,,,,,,,1.2191980362107853,1.730650823761762,,,,,,,,
PP_1816,,,,,,,,,,,,,,,1.4356033926454965,1.666595624112635,,,,,,,3.427521393714165,2.0865243889359837
PP_1839,,,,,,,,,,,,,,,-2.2292694107813857,1.678431064940089,,,,,,,,
PP_1893,,,,,,,,,,,,,,,3.1070255523288464,3.009565953639852,,,,,,,,
PP_1912,,,,,,,,,,,,,,,-1.486452036984789,1.6312232002937224,3.7343645708941935,1.5442462584632943,,,,,,
PP_1971,,,,,,,,,,,,,,,1.2896560886239115,1.53759745823117,,,,,,,,
PP_1980,,,,,,,,,,,,,,,1.8116128105382454,1.5901664222664544,,,,,,,,
PP_2007,,,,,,,,,,,,,,,3.9907235536066192,2.513054992979912,,,,,,,,
PP_2032,,,,,,,,,,,,,,,1.5818216342580769,2.0365757806461704,,,,,,,,
PP_2036,,,,,,,,,,,,,,,-2.4680997700949465,1.7096875755330079,,,,,,,,
PP_2112,,,,,,,,,,,,,,,2.1936869293476513,3.62502069795805,,,,,5.223143102762581,2.8598456240348886,1.8185145334103874,1.8089914006662258
PP_2182,,,,,,,,,,,,,,,-2.107318125945289,2.145543943657136,,,,,,,,
PP_2187,,,,,,,,,,,,,,,1.5501807820755122,1.4733675971854825,,,,,,,,
PP_2214,,,,,,,,,,,,,,,-2.429763673890606,2.4619908892594773,,,,,,,,
PP_2247,,,,,,,,,,,,,,,2.5612294812372265,1.5989272968336836,,,,,,,,
PP_2315,,,,,,,,,,,,,,,1.5033162320267117,1.6483149220990703,,,,,,,,
PP_2325,,,,,,,,,,,,,,,2.5392438617453252,1.3370877789182343,,,,,,,,
PP_2326,,,,,,,,,,,,,,,2.255675726712182,1.3647798227167496,,,,,,,,
PP_2381,,,,,,,,,,,,,,,5.025170282043936,4.441033801125447,,,,,,,,
PP_2453,,,,,,,,,,,,,,,1.7272940064121507,2.349619226061897,,,,,,,,
PP_2454,,,,,,,,,,,,,,,-1.980404306908986,1.716387902266716,,,-2.2027480774678536,1.442536839078804,,,,
PP_2488,,,,,,,,,,,,,,,1.1772957083745208,2.399257690785192,,,,,,,,
PP_2536,,,,,,,,,,,,,,,1.9806734346460493,2.2455119201625786,,,-2.1322213544473083,1.3947655800746075,,,,
PP_2662,,,,,,,,,,,,,,,-7.494761114685985,2.2927535465453395,,,,,,,,
PP_2664,,,,,,,,,,,,,,,-1.524242770401992,2.393947863081907,,,,,,,,
PP_2669,,,,,,,,,,,,,,,-3.999475305046711,1.7758869350923672,,,,,,,,
PP_2674,,,,,,,,,,,,,,,-5.557903281311656,2.963976817542169,,,,,,,1.4549853959460202,1.439631535333392
PP_2680,,,,,,,,,,,,,,,-7.108795628928924,2.9557233043238487,,,,,,,2.1381723615892394,1.59801626475338
PP_2827,,,,,,,,,,,,,,,1.1998460071045207,2.4252646293678164,,,,,,,,
PP_2843,,,,,,,,,,,,,,,1.0000876477243525,3.0499362354620168,,,,,,,,
PP_2845,,,,,,,,,,,,,,,2.5407335616403866,1.6056018127177958,,,,,,,,
PP_2849,,,,,,,,,,,,,,,1.0140923667427124,2.438660829188731,,,,,,,,
PP_2925,,,,,,,,,,,,,,,1.509484106476906,2.2430975869113077,,,,,,,,
PP_2936,,,,,,,,,,,,,,,-1.0474634024231286,2.208945668967384,,,,,,,1.151284583155415,1.7056828900995762
PP_2968,,,,,,,,,,,,,,,1.4764813073458871,1.304634187282402,,,,,,,,
PP_3071,,,,,,,,,,,,,,,3.829544720632263,2.9299181709857556,,,,,,,,
PP_3126,,,,,,,,,,,,,,,1.5630075871623723,1.4476604120281085,,,,,,,,
PP_3145,,,,,,,,,,,,,,,2.1957215488387942,1.873141642891259,,,,,,,,
PP_3155,,,,,,,,,,,,,,,-2.9742951152980885,4.2844474396676535,,,,,,,,
PP_3156,,,,,,,,,,,,,,,2.678323257630597,1.365223226444378,,,,,,,,
PP_3177,,,,,,,,,,,,,,,-1.10938898177934,3.5251366908845494,,,,,,,,
PP_3370,,,,,,,,,,,,,,,1.8557381174062526,1.3446466222154034,,,,,,,,
PP_3376,,,,,,,,,,,,,,,-1.01699324823254,1.966995860530898,,,,,,,,
PP_3380,,,,,,,,,,,,,,,-1.493711867910408,2.2871769333347074,,,,,,,,
PP_3417,,,,,,,,,,,,,,,-1.1345524773667282,1.7279090577115057,,,,,,,,
PP_3431,,,,,,,,,,,,,,,2.0090979270667324,3.049094809395894,,,,,,,1.6556506806822326,1.9993730735987436
PP_3444,,,,,,,,,,,,,,,2.371929920178944,1.9718703975146672,,,,,,,,
PP_3484,,,,,,,,,,,,,,,1.9038806049311177,1.479889029887152,,,,,,,,
PP_3547,,,,,,,,,,,,,,,1.2797175444712958,3.198085093197743,,,,,,,,
PP_3611,,,,,,,,,,,,,,,1.2576117192112846,1.9920353898013226,,,,,,,,
PP_3622,,,,,,,,,,,,,,,2.595505290683524,1.9843967411841927,,,,,,,,
PP_3668,,,,,,,,,,,,,,,1.2301830958563917,2.7215847445459,,,,,,,,
PP_3761,,,,,,,,,,,,,,,1.1648627095442365,4.382325029254175,,,,,,,,
PP_4011,,,,,,,,,,,,,,,1.525629095272733,3.694480026745047,,,,,2.156545759884485,1.6750806822805464,,
PP_4111,,,,,,,,,,,,,,,2.168279078154051,1.486476643443963,,,,,,,,
PP_4116,,,,,,,,,,,,,,,-4.569241587584487,2.724953210007421,,,,,,,2.2617060533070332,1.5314444331422945
PP_4138,,,,,,,,,,,,,,,1.5249573921563309,2.6283149585968695,,,,,4.362250288252954,1.67161004959304,,
PP_4200,,,,,,,,,,,,,,,1.1995515647023485,1.682273281572405,,,,,,,,
PP_4256,,,,,,,,,,,,,,,-2.4868020706431455,2.59327728940721,,,,,,,,
PP_4258,,,,,,,,,,,,,,,-2.8320824053840856,2.588752154227816,,,,,,,,
PP_4323,,,,,,,,,,,,,,,-1.3045961759367166,2.56706760678132,,,,,,,,
PP_4377,,,,,,,,,,,,,,,-3.430268856505707,1.7038055976910584,,,,,,,,
PP_4380,,,,,,,,,,,,,,,1.595320920315455,2.1265600713631656,,,,,,,,
PP_4403,,,,,,,,,,,,,,,-1.8880770652164298,3.399356458590141,,,,,,,3.9399767807147517,3.326786665199367
PP_4487,,,,,,,,,,,,,,,-2.6215269369902825,2.8439408141053892,,,,,,,1.4900726266411521,2.095862172310432
PP_4521,,,,,,,,,,,,,,,2.77431706496305,2.172759912293454,,,,,,,,
PP_4552,,,,,,,,,,,,,,,-1.2736359114344398,1.7034369607487478,,,,,,,2.0155944417244975,2.366215965690968
PP_4593,,,,,,,,,,,,,,,2.1896885982452368,1.4745171673319792,,,,,,,,
PP_4602,,,,,,,,,,,,,,,2.772629210798499,1.941570101144315,,,,,,,,
PP_4657,,,,,,,,,,,,,,,1.7606517466306766,2.1809659615231136,,,,,,,,
PP_4658,,,,,,,,,,,,,,,1.5810943920167537,4.637804514520606,,,,,,,,
PP_4692,,,,,,,,,,,,,,,2.282941210529339,2.1122011962205303,,,,,,,,
PP_4800,,,,,,,,,,,,,,,-1.9707361949789217,2.298909390479047,,,,,,,,
PP_4805,,,,,,,,,,,,,,,1.037320747543153,1.4966988953101088,,,,,,,,
PP_4851,,,,,,,,,,,,,,,1.3051860767181638,2.020639417732471,,,,,,,,
PP_4870,,,,,,,,,,,,,,,-1.3492574185871544,3.069854776908302,,,,,,,,
PP_4911,,,,,,,,,,,,,,,-1.7913944978431928,2.6698603649559662,,,,,,,,
PP_4975,,,,,,,,,,,,,,,1.724743746393557,4.070933725942174,,,,,,,,
PP_4987,,,,,,,,,,,,,,,-2.0284200553529472,1.753543646471622,,,,,,,,
PP_5016,,,,,,,,,,,,,,,-2.3498488148275345,1.3390338254996588,,,,,,,,
PP_5028,,,,,,,,,,,,,,,1.268275375696923,2.006057090861321,,,,,,,,
PP_5041,,,,,,,,,,,,,,,1.0868371865464659,3.909991464162733,,,,,1.6746217360919526,2.0384608020910906,,
PP_5055,,,,,,,,,,,,,,,-1.9303806191316981,5.554589704370024,,,,,,,,
PP_5186,,,,,,,,,,,,,,,1.0802586064522346,3.4854718386872627,,,,,,,,
PP_5192,,,,,,,,,,,,,,,3.129929901435048,3.1376248037398193,,,,,,,,
PP_5196,,,,,,,,,,,,,,,-1.8756672867122666,2.0696490656513973,,,,,,,,
PP_5206,,,,,,,,,,,,,,,1.106011035959685,2.4534779628759096,,,,,,,,
PP_5283,,,,,,,,,,,,,,,1.5285347118550894,1.5441205003754108,,,-1.9964539372671595,1.5767267035843067,,,,
PP_5296,,,,,,,,,,,,,,,-2.280055842745223,2.745906966882353,,,,,,,,
PP_5313,,,,,,,,,,,,,,,-2.0306138609125166,1.8637109466996113,,,,,,,,
PP_5353,,,,,,,,,,,,,,,2.8951528853173394,4.821179921425941,,,,,,,,
PP_1113,,,,,,,,,,,,,,,,,2.0874093219427428,1.3019323099357663,,,,,3.6286586359728794,2.4273062216092534
PP_1658,,,,,,,,,,,,,,,,,1.4929555074514567,1.47652389156582,,,2.9934879900235067,1.3444696486410692,,
PP_2639,,,,,,,,,,,,,,,,,1.5953893588914088,1.3075935182371616,,,,,,
A0A140FWQ8,,,,,,,,,,,,,,,,,,,-1.341614639898455,1.482322990176873,,,,
PP_0626,,,,,,,,,,,,,,,,,,,-1.4199235329035154,1.414330498800983,,,,
PP_0733,,,,,,,,,,,,,,,,,,,-1.6429232045666133,1.5036032745097114,,,,
PP_0813,,,,,,,,,,,,,,,,,,,2.467890335414804,1.702581218619418,,,,
PP_0869,,,,,,,,,,,,,,,,,,,-2.3078001382962787,1.40760510169839,,,,
PP_0871,,,,,,,,,,,,,,,,,,,-2.7325099134969273,1.8865116417256873,,,,
PP_1386,,,,,,,,,,,,,,,,,,,-1.0994419389344023,1.3642683878899808,,,2.411872480354276,1.5535151680398656
PP_4269,,,,,,,,,,,,,,,,,,,-1.9128873537778994,1.9946101487439383,,,,
PP_4286,,,,,,,,,,,,,,,,,,,-1.999270490295159,1.4172735632346816,,,,
PP_4562,,,,,,,,,,,,,,,,,,,-2.0269625145667503,1.7027252226759326,,,,
PP_5084,,,,,,,,,,,,,,,,,,,-1.0106236899841083,1.3083278058269838,,,,
PP_5288,,,,,,,,,,,,,,,,,,,-2.649073211469974,1.6851920928842952,,,,
A0A140FVZ0,,,,,,,,,,,,,,,,,,,,,2.1753421551607968,1.4529822944267994,2.36140507326702,2.0809285549200807
A0A140FW57,,,,,,,,,,,,,,,,,,,,,1.548467562237097,2.0258496565430013,2.7045910072273025,1.8481106466256725
A0A140FWP7,,,,,,,,,,,,,,,,,,,,,1.1694526043109965,1.550592752125932,,
A0A140FWQ9,,,,,,,,,,,,,,,,,,,,,2.2085905619442263,1.7617864799949288,2.166278912579792,1.6855334211642001
PP_0006,,,,,,,,,,,,,,,,,,,,,1.28523744229114,1.7276896165167681,,
PP_0018,,,,,,,,,,,,,,,,,,,,,1.0756400481025221,1.4477709566353951,,
PP_0061,,,,,,,,,,,,,,,,,,,,,1.1911068925043895,1.774322850646635,,
PP_0068,,,,,,,,,,,,,,,,,,,,,2.59270125499211,1.6021495564893669,,
PP_0070,,,,,,,,,,,,,,,,,,,,,2.185142966387927,1.303704489118102,,
PP_0072,,,,,,,,,,,,,,,,,,,,,2.0131359856192494,1.9670774635697743,,
PP_0073,,,,,,,,,,,,,,,,,,,,,1.9168201227594224,1.4425964990363935,,
PP_0082,,,,,,,,,,,,,,,,,,,,,1.1043867932942057,3.5191950602073985,,
PP_0089,,,,,,,,,,,,,,,,,,,,,2.4019404073825763,1.3704452160033116,,
PP_0121,,,,,,,,,,,,,,,,,,,,,2.33964289642968,1.4042268020314204,,
PP_0188,,,,,,,,,,,,,,,,,,,,,2.3416921483503317,1.5088012616597248,1.7603799414705061,1.5072230316729154
PP_0191,,,,,,,,,,,,,,,,,,,,,2.0693997865188827,1.3320606132903519,,
PP_0213,,,,,,,,,,,,,,,,,,,,,1.064909567630874,2.58015078399205,1.1177178855235272,1.5033606082604007
PP_0282,,,,,,,,,,,,,,,,,,,,,1.6019334976151829,1.3783070859988265,,
PP_0289,,,,,,,,,,,,,,,,,,,,,2.604627198042669,1.9460836171098563,,
PP_0290,,,,,,,,,,,,,,,,,,,,,1.343263046955097,2.294762403475978,,
PP_0336,,,,,,,,,,,,,,,,,,,,,1.6875131327045492,1.5409251284865972,,
PP_0344,,,,,,,,,,,,,,,,,,,,,4.27242897699363,1.4774985074099745,,
PP_0356,,,,,,,,,,,,,,,,,,,,,1.1994470215256627,1.3098036570472662,,
PP_0395,,,,,,,,,,,,,,,,,,,,,2.375746602644621,1.4270866720223438,1.981495002116922,1.6074965418905915
PP_0396,,,,,,,,,,,,,,,,,,,,,2.817371458160124,2.581869035178342,2.660413107594891,2.0358698802941637
PP_0403,,,,,,,,,,,,,,,,,,,,,3.495748837130778,1.5090049991611585,,
PP_0415,,,,,,,,,,,,,,,,,,,,,3.4250024184460597,1.8835335348784876,,
PP_0432,,,,,,,,,,,,,,,,,,,,,1.6585353752932217,1.9012842010374535,1.8839645094416748,6.10306176170472
PP_0545,,,,,,,,,,,,,,,,,,,,,2.5228342998877658,2.0647726308095207,,
PP_0602,,,,,,,,,,,,,,,,,,,,,2.2667592686151647,1.3811047814759871,,
PP_0680,,,,,,,,,,,,,,,,,,,,,1.7725933729302061,2.2310418998400334,1.1315159365320153,1.4352487649866053
PP_0712,,,,,,,,,,,,,,,,,,,,,2.6775449982801067,1.4238527139325385,,
PP_0735,,,,,,,,,,,,,,,,,,,,,2.2491628851240066,2.2705630906723453,,
PP_0746,,,,,,,,,,,,,,,,,,,,,3.4731548411222857,2.123411243649566,,
PP_0750,,,,,,,,,,,,,,,,,,,,,2.079899279739117,1.6044284976151562,,
PP_0753,,,,,,,,,,,,,,,,,,,,,1.0269777922639598,3.179300822692392,,
PP_0787,,,,,,,,,,,,,,,,,,,,,2.55451270102021,1.4492204877611334,3.540697774070875,1.4304854980395842
PP_0836,,,,,,,,,,,,,,,,,,,,,2.904625808058311,1.5659111575605191,,
PP_0837,,,,,,,,,,,,,,,,,,,,,1.507858002270964,1.9263450242351585,3.342277936154922,3.2688432105225034
PP_0853,,,,,,,,,,,,,,,,,,,,,2.141996478151369,1.3945136304730394,1.655836865128697,1.6185276158904183
PP_0855,,,,,,,,,,,,,,,,,,,,,4.964157920741118,2.008310434180049,,
PP_0856,,,,,,,,,,,,,,,,,,,,,1.4758705981440379,2.23727308108521,1.248934902396112,2.0307651709577774
PP_0857,,,,,,,,,,,,,,,,,,,,,2.1947785437278644,1.515841025967417,2.4180989655397807,1.4199642454513373
PP_0864,,,,,,,,,,,,,,,,,,,,,2.273430006405424,1.5866185860900635,2.6120545710129006,1.3212902868098504
PP_0930,,,,,,,,,,,,,,,,,,,,,1.6379618950837131,1.5672642335050029,1.445377400536001,1.9044909741990679
PP_0931,,,,,,,,,,,,,,,,,,,,,1.4915486026854161,1.632687347857616,,
PP_0942,,,,,,,,,,,,,,,,,,,,,2.6622315416177935,1.6370276722339465,1.793889491825107,1.952119791819009
PP_0952,,,,,,,,,,,,,,,,,,,,,3.1979120157720238,1.532441062475048,,
PP_0956,,,,,,,,,,,,,,,,,,,,,3.084632687453479,1.7641505923567289,2.9730377841771296,1.749250657421049
PP_0960,,,,,,,,,,,,,,,,,,,,,2.9794590428292764,1.6613762107235313,,
PP_0965,,,,,,,,,,,,,,,,,,,,,1.452561577065021,1.4474801748120574,2.1254138079253897,1.7604544336697532
PP_1079,,,,,,,,,,,,,,,,,,,,,2.4413351008398627,1.4371546627437326,2.3802063990141074,1.3294409897478014
PP_1085,,,,,,,,,,,,,,,,,,,,,3.4436984712655616,1.6283213662271594,1.9646214368495147,1.4437206224064714
PP_1121,,,,,,,,,,,,,,,,,,,,,2.754625537998927,2.6561609292733244,,
PP_1138,,,,,,,,,,,,,,,,,,,,,2.331829333727079,1.8905571749345664,4.6990438371318985,2.7076160992584297
PP_1219,,,,,,,,,,,,,,,,,,,,,1.936154231740667,1.419583174753411,,
PP_1222,,,,,,,,,,,,,,,,,,,,,1.85527390025046,1.7267858711921402,1.386195797035925,1.6379311063075828
PP_1238,,,,,,,,,,,,,,,,,,,,,1.9406771263584806,1.4739367668672343,1.367853419862034,1.4934615827166093
PP_1295,,,,,,,,,,,,,,,,,,,,,2.2633283549202106,1.4858690577519207,5.263874931499872,1.893647015813952
PP_1300,,,,,,,,,,,,,,,,,,,,,5.091721878485701,2.2170149414630633,,
PP_1303,,,,,,,,,,,,,,,,,,,,,1.0583173851683334,1.77317262429167,,
PP_1311,,,,,,,,,,,,,,,,,,,,,1.1410118828966866,2.026753645870593,,
PP_1319,,,,,,,,,,,,,,,,,,,,,2.8385778819332588,1.6183162728708245,,
PP_1341,,,,,,,,,,,,,,,,,,,,,1.8739054024030117,1.6122893940096938,1.3697957077941514,1.5005005653549228
PP_1342,,,,,,,,,,,,,,,,,,,,,1.383127626842842,1.4991440096637987,2.066529851939898,1.8444136739728638
PP_1347,,,,,,,,,,,,,,,,,,,,,2.856813426484979,2.714010802322683,,
PP_1352,,,,,,,,,,,,,,,,,,,,,1.5553855943527573,1.713177620465897,1.1772688992296367,1.4326438503196106
PP_1375,,,,,,,,,,,,,,,,,,,,,3.68722401676903,1.5789185220473079,,
PP_1403,,,,,,,,,,,,,,,,,,,,,4.173237183254995,1.5178580156880965,,
PP_1429,,,,,,,,,,,,,,,,,,,,,3.3350930880006944,1.3940861023607694,,
PP_1431,,,,,,,,,,,,,,,,,,,,,1.4285189017178055,1.5363116821309701,1.5188324380268166,1.5679508323111606
PP_1432,,,,,,,,,,,,,,,,,,,,,1.6187854615982329,1.3899839792358,,
PP_1433,,,,,,,,,,,,,,,,,,,,,3.5476229412769857,1.4226253868260796,,
PP_1436,,,,,,,,,,,,,,,,,,,,,3.6920340163593157,1.6264212436108152,,
PP_1457,,,,,,,,,,,,,,,,,,,,,1.2874756123588913,1.8154342758186213,,
PP_1461,,,,,,,,,,,,,,,,,,,,,1.3253474457037429,1.5916270151790513,,
PP_1476,,,,,,,,,,,,,,,,,,,,,1.0240270367651927,1.4276466813379933,,
PP_1478,,,,,,,,,,,,,,,,,,,,,1.9830077696781863,1.3788850356467441,1.3120676195261225,1.7072763996654161
PP_1522,,,,,,,,,,,,,,,,,,,,,3.42043459335386,2.702060822726833,1.9797958944342642,1.413355892065831
PP_1597,,,,,,,,,,,,,,,,,,,,,2.5684186436187577,1.6397903483066307,,
PP_1599,,,,,,,,,,,,,,,,,,,,,1.8108326438998534,1.689339441374022,,
PP_1607,,,,,,,,,,,,,,,,,,,,,1.2821574262866178,1.6144645843677419,,
PP_1616,,,,,,,,,,,,,,,,,,,,,2.350278516282551,1.4704807483542737,,
PP_1626,,,,,,,,,,,,,,,,,,,,,3.2719994622894357,1.887310681978508,,
PP_1646,,,,,,,,,,,,,,,,,,,,,3.395255544849815,2.3168147269962267,,
PP_1654,,,,,,,,,,,,,,,,,,,,,2.0166590554535833,1.4517474758896787,,
PP_1665,,,,,,,,,,,,,,,,,,,,,1.4487414868579116,1.4398314928857896,1.0499266360055304,1.393123672210627
PP_1702,,,,,,,,,,,,,,,,,,,,,1.4313701512065753,1.4815476439276571,,
PP_1714,,,,,,,,,,,,,,,,,,,,,1.3724602968315094,2.0134018089240837,,
PP_1719,,,,,,,,,,,,,,,,,,,,,2.509964979151797,1.7434694013261436,1.274576825292648,1.6791851186962512
PP_1765,,,,,,,,,,,,,,,,,,,,,2.428106034688495,1.3706927069390629,,
PP_1767,,,,,,,,,,,,,,,,,,,,,1.2501169395488734,1.6199812903671043,1.0383709497257978,1.7504453338358812
PP_1768,,,,,,,,,,,,,,,,,,,,,1.5814366157573136,1.724466456986983,1.630675542778895,1.5340229347898935
PP_1771,,,,,,,,,,,,,,,,,,,,,5.394177124798708,1.8611765871934294,3.0239940366985945,1.677569805085568
PP_1823,,,,,,,,,,,,,,,,,,,,,1.7233233370788825,1.4739356674723831,1.1619551770203584,1.491580682354472
PP_1830,,,,,,,,,,,,,,,,,,,,,2.7297873328526157,1.5062270906513344,,
PP_1895,,,,,,,,,,,,,,,,,,,,,2.6152878265417234,1.6735635275863585,,
PP_1916,,,,,,,,,,,,,,,,,,,,,3.364671784108287,1.3961125606563365,2.360994681472572,2.2679634421094548
PP_1977,,,,,,,,,,,,,,,,,,,,,1.2308069034734037,1.3151746860647682,,
PP_1986,,,,,,,,,,,,,,,,,,,,,1.4082013005638188,1.8209114958969712,1.3753252762903727,1.539719338230757
PP_2087,,,,,,,,,,,,,,,,,,,,,2.975150019791252,1.9118508154551785,3.586820118287614,2.5058797952540535
PP_2095,,,,,,,,,,,,,,,,,,,,,2.2711114883897907,2.0029099245821977,1.859679165465544,1.5981466474593877
PP_2105,,,,,,,,,,,,,,,,,,,,,2.141068574415571,1.674668109370246,1.326231031692767,2.365650227954207
PP_2132,,,,,,,,,,,,,,,,,,,,,3.1575736700341306,3.062599023610717,2.710977846398791,2.4511044408079803
PP_2136,,,,,,,,,,,,,,,,,,,,,1.6017783049390726,1.5937726907166507,,
PP_2137,,,,,,,,,,,,,,,,,,,,,1.4266953498877843,1.4901903265304848,1.7561848701037899,1.366947149545829
PP_2148,,,,,,,,,,,,,,,,,,,,,2.7706320194960252,1.4207219138689797,,
PP_2152,,,,,,,,,,,,,,,,,,,,,2.459712512292796,1.3765888031328322,1.7256779215078868,1.3312594045156558
PP_2166,,,,,,,,,,,,,,,,,,,,,3.0136584993487796,1.7291849355028839,,
PP_2300,,,,,,,,,,,,,,,,,,,,,2.1233053088794582,1.7082117810602926,1.474016485285195,1.7752600069072448
PP_2324,,,,,,,,,,,,,,,,,,,,,1.4742917360295134,1.5114358556866399,,
PP_2327,,,,,,,,,,,,,,,,,,,,,1.3005728577188005,1.4161279454901423,,
PP_2331,,,,,,,,,,,,,,,,,,,,,3.227153351440802,1.9583534868036554,2.070195980114158,1.8301368396367488
PP_2335,,,,,,,,,,,,,,,,,,,,,1.9627738108179673,2.050219000808843,,
PP_2396,,,,,,,,,,,,,,,,,,,,,3.2045406504450886,1.3394705738253152,,
PP_2663,,,,,,,,,,,,,,,,,,,,,2.838185534984319,1.535093323876431,,
PP_2687,,,,,,,,,,,,,,,,,,,,,1.9435229912266077,2.3144963315850977,,
PP_2688,,,,,,,,,,,,,,,,,,,,,1.6567766530513632,1.3687726537726814,,
PP_3384,,,,,,,,,,,,,,,,,,,,,3.4798495803244323,1.811497716521867,,
PP_3492,,,,,,,,,,,,,,,,,,,,,4.165693446766695,1.5991851210724182,1.7997389771251229,1.6553630526090788
PP_3578,,,,,,,,,,,,,,,,,,,,,2.1932404660266873,1.8208392081474676,1.7144320462471654,1.6353736558101049
PP_3662,,,,,,,,,,,,,,,,,,,,,1.719786174841346,1.4659175940813642,1.4257817230884415,1.5940886629712256
PP_3768,,,,,,,,,,,,,,,,,,,,,2.569943279215669,1.6631622582031373,2.1429402026147826,1.5115565004667837
PP_3909,,,,,,,,,,,,,,,,,,,,,2.7533243363060693,1.4590334543929064,2.3648028603304287,1.4854955695323526
PP_4003,,,,,,,,,,,,,,,,,,,,,4.478703904517694,1.5719068965613672,3.468509845981145,1.9507992962210563
PP_4008,,,,,,,,,,,,,,,,,,,,,1.3043651032364902,1.3843008882727872,,
PP_4015,,,,,,,,,,,,,,,,,,,,,2.1721981188226773,1.4122202565226254,2.935944175350173,1.4449709645668618
PP_4104,,,,,,,,,,,,,,,,,,,,,2.115059623211057,1.5561563069043014,2.135918888572055,1.4768282784807343
PP_4122,,,,,,,,,,,,,,,,,,,,,2.433323094487178,1.563889846244158,,
PP_4123,,,,,,,,,,,,,,,,,,,,,1.0259817452888693,1.5828806007581186,,
PP_4266,,,,,,,,,,,,,,,,,,,,,3.4772692807216754,1.3363252603560056,2.1078184076023043,1.9239561393712625
PP_4275,,,,,,,,,,,,,,,,,,,,,2.693923414402426,1.8047721869784952,1.549856174328508,1.5874394019041416
PP_4285,,,,,,,,,,,,,,,,,,,,,2.9032911295046455,1.7713796012280112,2.358539923184658,1.3520780861786321
PP_4338,,,,,,,,,,,,,,,,,,,,,3.3396533263173396,1.4838959858038183,,
PP_4448,,,,,,,,,,,,,,,,,,,,,2.2767795461645135,1.3747719925966129,3.4644878119303995,1.8577036771680207
