Protein.Group,PP_0368_log2_FC,PP_0437_log2_FC,PP_0528_log2_FC,PP_0751_log2_FC,PP_0812_log2_FC,PP_0813_log2_FC,PP_0814_log2_FC,PP_0815_log2_FC,PP_1317_log2_FC,PP_1506_log2_FC,PP_2136_log2_FC,PP_4120_log2_FC,PP_4189_log2_FC,PP_4191_log2_FC,PP_4192_log2_FC
PP_0723,-2.220862891921484,,-1.5051401101331914,-2.5357242758186302,,,,,,,,-2.5785401166176354,,,-2.738825290790227
PP_0528,,1.3855620732146758,-3.4226205819012243,,,,,,0.7030096502773848,0.6720510289449148,,,,0.936954191525657,
PP_1597,,0.5110105816617923,,,0.320410963251296,,,,,,,,,,
PP_0687,,,-1.094476376936962,,,,,-1.7127900207919293,-0.28639597848542375,,,,,-1.291462908611817,
PP_1618,,,-0.99729796115172,-0.7394885756639138,,,,,,,-0.5920235256546919,,-0.7692124634405535,,
PP_0606,,,,-0.14707810257106105,,,-0.29131253632869464,,-0.15285227284282837,,,-0.295771987787077,,-0.35357327960849644,
PP_0527,,,,,,,,,,,,,,,0.32500899181343806
