Protein.Group,PRT1093_PP_0528_PP_0751_PP_0812_PP_0815_log2_change,PRT1093_PP_0528_PP_0751_PP_0812_PP_0815_log10_p_value,PRT1093_PP_0528_PP_0751_PP_0813_PP_0815_log2_change,PRT1093_PP_0528_PP_0751_PP_0813_PP_0815_log10_p_value,PRT1093_PP_0368_PP_0751_PP_0813_PP_0815_log2_change,PRT1093_PP_0368_PP_0751_PP_0813_PP_0815_log10_p_value,PRT1093_PP_0368_PP_0751_PP_0814_PP_0815_log2_change,PRT1093_PP_0368_PP_0751_PP_0814_PP_0815_log10_p_value
PP_1025,0.16040760887792418,1.966048685049153,0.16373124374750864,3.0798316821300253,0.19344402850652243,2.099988130050329,0.3469333777281228,1.4427557995916989
PP_1026,,,1.6678547402404897,3.4448420978919243,2.32895786445558,6.10909637307824,,
PP_1027,,,,,2.436574172713569,1.9417099906051547,1.9929352088870758,1.5420152151545292
PP_1031,,,,,,,0.16981338115381425,2.3565092226197444
PP_1032,0.3627506452775121,1.8634730813866158,0.23291873480722475,1.4166813521571542,0.2768505891510659,2.051830372386326,0.38614071754347734,1.8613645773199596
PP_1034,-4.394770114195242,2.6398331462522027,,,1.6996330893283016,2.3166104209958687,,
PP_1037,,,,,0.4743903063887513,1.9814970312934486,0.33927505207388575,1.4317926343661098
PP_1057,1.4280533891809934,5.010844483140171,,,,,,
PP_1058,,,3.830452052761785,1.4118441499422474,,,,
PP_1060,,,,,1.027134143120731,4.249845416018249,,
PP_1068,,,,,1.3087472385864232,2.6794292261749013,,
PP_1070,2.297426661953126,2.194603504353583,2.342981549513357,2.701903453186963,2.1894418819334733,1.8642990497278469,2.22672068645955,5.000215610629956
PP_1071,,,0.6738281544706329,1.8053045788067819,0.3439670510685919,5.797501997134372,0.48789046545141523,3.2998766848333396
PP_1074,,,,,2.0676886443978715,1.3984913275616313,,
PP_1079,0.37948480929031314,2.8406416928133136,,,,,0.38880508859968615,1.8845911620392672
PP_1081,,,,,-0.39158229042608367,1.465450246820576,,
PP_1082,,,,,0.5366163557079595,3.1564468780948944,,
PP_1084,,,0.4868373393174541,1.38118626432033,0.2976209116922737,4.056983392221824,,
PP_1086,,,-0.18415636577960512,1.4009713000844866,,,,
PP_1088,,,,,0.23965161854786074,3.580878070948221,,
PP_1097,0.34688731637173237,1.5049053572860571,,,0.18346065160312255,1.42785108773743,,
PP_1098,,,,,,,1.5530321045611775,1.402440038068236
PP_1099,-1.7184015764479208,3.0785365265509923,-1.2506741097774599,2.5865785073587637,-0.6085486010924115,1.8137191402188058,-1.322198771060933,3.1704615086200554
PP_1100,,,1.1149557835040966,5.369602217714263,1.0027598169894978,2.632042700175851,1.1066701821962648,1.7398969832853288
PP_1111,-0.42480400640235105,1.349761294255849,-0.8911236215024069,3.060992454430439,,,-0.7412470747397717,2.616323107139128
PP_1113,0.3326936351152995,2.079797856043106,,,,,0.36706046662324904,2.507207154361244
PP_1121,,,,,0.44676653603342675,1.43567749965812,,
PP_1126,,,,,3.2351838894010014,2.386795097918959,,
PP_1131,,,,,-0.5978811764537886,4.065840727232242,,
PP_1134,-0.4228957469060778,1.6103806999112849,,,-0.48600062828572305,1.8357865791060275,,
PP_1141,,,0.47602545283603226,1.6269765199460957,,,0.45437493781531335,2.342740228876517
PP_1145,,,,,0.46264736540567936,2.1361312280691713,,
PP_1157 PP_3365,,,,,-1.17859500013739,3.7085547375145027,-1.1708976326573062,1.3985243168923363
PP_1177,-0.5851359088419364,1.6645218333071643,,,,,,
PP_1179,,,,,-0.45027238374920464,1.4776657703122913,,
PP_1184,2.4803257373673633,1.7319470944419004,2.2287668824844453,2.631875838174557,,,,
PP_1185,-1.9168309889278223,5.330993875096869,-1.7603736394115492,5.075518787935108,-1.1102578123284186,3.9852958234378257,-1.2234189492544343,4.215681046911066
PP_1186,-3.442262013136491,4.871133528241218,-1.198985858403695,1.6347219861284519,-0.6743198629567478,2.3735357015648746,,
PP_1187,-1.6826436166517635,1.3060862774978146,-1.808733200782412,1.6352799253772252,-2.087169559374513,2.2385696517158706,,
PP_1202,0.5713470956952006,1.6930347897747096,,,,,,
PP_1205,,,-0.23911208905053893,1.3982809002880308,,,,
PP_1207,,,,,,,0.8610503760688017,1.3475250191746728
PP_1209,2.784039624505803,1.3545424793942002,,,,,2.177282574833282,1.411782272009056
PP_1210,0.7869469609288222,2.949091696214455,0.5493767764444167,1.7589948631108323,,,,
PP_1213,0.13098108589539714,1.8000779374196714,,,,,0.15695674808669416,1.4398702754782338
PP_1222,,,,,-0.15809402140448284,2.6511301531527818,,
PP_1223,0.4773365520533256,1.3963804112115044,0.447429978803464,1.353519712409344,0.38124399911078893,2.3760959506986663,0.39301046345766155,2.3146274396197493
PP_1224,,,,,0.9433661214571284,2.5236442807017174,,
PP_1230,0.9206728711961063,2.228886287707946,0.7754304682294642,1.6328647324092282,0.7213142962147591,1.413711776465745,1.050082372846513,5.504112320174493
PP_1232,,,1.2342702320500996,1.9355764082161224,1.482458649337583,2.238434371722578,,
PP_1237,,,0.3974305969027224,2.5917806422022753,,,,
PP_1238,,,0.60458948124443,5.385022197364227,0.4904114445605014,4.384531469336882,,
PP_1251,,,,,1.0052579544852482,1.4954969155533056,,
PP_1262,,,,,0.8484208674591603,1.5166332800477498,,
PP_1272,-3.2853101722812625,1.9346453300069166,-3.2033181896569434,1.9195986887480658,-3.948468225045295,2.0362114363348836,-3.282127608061028,1.9353957740752115
PP_1274,,,0.41997682958032323,1.9298218906353002,,,,
PP_1295,,,2.0069891708217695,1.656405328696149,2.204485640195808,1.6804118621425306,,
PP_1297,0.8515525295588369,1.3354986841541698,0.9007713099135973,1.4608742680763935,0.5048286851817875,4.89564378460659,0.7118987411832862,1.3869045084480804
PP_1298,,,0.9184253077190746,1.6171271553425741,0.4883678512800965,1.9454856632949986,,
PP_1300,0.5054556944670567,1.7157977404202003,0.32342533075859015,2.833850419543017,,,0.5151142820230951,2.138534149610401
PP_1302,,,,,,,0.894299572213426,2.1438058826378743
PP_1303,,,,,,,1.1482358372923913,1.4767134875736314
PP_1304,,,0.322257264898994,2.0995991908764347,,,,
PP_1309,,,0.3163541567616605,1.5247664968539285,0.3824158766272175,4.69591447612623,,
PP_1314,,,,,0.19293463232238833,2.3792366895740957,,
PP_1315,-0.7051082814513021,2.344314973450895,-0.6720354770364487,2.3191964862770784,-0.49971980552178247,5.332482430268731,-0.45724425133964736,1.6616896366585543
PP_1316,-1.4088874605493398,8.484334933358356,-0.6031638551225266,3.851503298226043,-0.4105233426512327,4.198971008407052,-1.2973722150399571,8.11295819623015
PP_1317,0.8728712831594327,3.157098904675567,0.7148588436101757,3.72318109813546,0.6408198282402079,3.8825520423226956,0.7420966696868975,1.705535098602483
PP_1318,0.4788756025337767,1.4360583736283128,,,1.1909031059699695,6.710105271960758,,
PP_1319,0.8100070441775665,4.1833750158569165,1.026416586834462,1.7049583097939722,0.528864075693881,2.2709471358708138,,
PP_1320,,,,,0.2826289036438295,1.4867645527454059,,
PP_1322,,,,,,,0.45986950386785885,1.5936851786465493
PP_1325,,,,,,,0.17061987034121337,1.8737627240882682
PP_1326,,,,,1.3899287048731872,1.3903356917150185,,
PP_1332,0.999359614081769,1.4952152023425391,,,,,,
PP_1333,0.7054865814546046,1.655325747417711,0.9633957857112728,1.5600003403374862,0.5367825417008356,3.5190633913953873,,
PP_1335,,,,,0.4317514250520249,1.9572897293252232,,
PP_1337,,,1.2605726413772875,1.876671860261406,1.4256160343445978,3.0164064366573458,1.5184959701114897,2.478824807095237
PP_1338,0.5628321178867041,2.364025090616751,,,,,,
PP_1339,,,,,0.5742271460457724,1.579443497335149,,
PP_1342,,,,,-0.5349167518429722,1.3268350223127032,,
PP_1343,0.5117794397521217,2.4536671242792147,,,,,0.505049773402441,3.2053767897767935
PP_1345,,,,,,,0.13037350352389535,1.5192092845922807
PP_1346,,,,,0.30961304445351123,2.4255661177957037,,
PP_1348,,,,,1.121999596735829,1.4676074101410141,-2.001386108753494,2.2938177905304955
PP_1352,,,,,0.19798645929790226,1.4088950870306096,,
PP_1355,,,,,1.2409303111786978,3.2406766487565273,,
PP_1358,1.2929853644236906,1.7685841930707884,1.2082651813909235,3.4409255589987304,1.0870655142302068,2.7533354560179117,1.133319594628658,3.228321979473688
PP_1360,0.30559207795155147,2.767608002176308,,,0.3631801018065179,3.10643180515572,,
PP_1365,0.851623545963957,1.4774715291536487,,,2.2727584994546945,1.9475534723567676,,
PP_1367,,,0.3993997336450636,1.5654080871271132,,,,
PP_1371,,,,,0.7440868482932969,3.011812716544865,,
PP_1378,,,,,-0.4987973689048995,1.5084978343136,,
PP_1379,-5.544694193749527,2.5743810621235976,-2.0921495746589103,1.3217397790906722,,,,
PP_1380,,,,,1.9220175320673933,2.358042122896256,,
PP_1385,,,,,-0.6917467527142399,2.1976733554924186,,
PP_1386,,,0.4961374921775643,2.7599839712114185,,,,
PP_1389,,,1.105461326411039,2.744447810599046,,,,
PP_1392,,,2.6528535158495945,7.645860970283628,,,1.5039860892568024,1.353687144495636
PP_1399,,,,,,,-7.800492496162312,2.8164559086465557
PP_1400,,,0.5161803706734686,3.6309389912748133,0.6758770731716105,1.8586963724593475,0.47766637175515875,2.1280717244116736
PP_1403,1.172012240689953,1.3795488123022237,,,0.8454049145019006,2.4033343986027944,,
PP_1426,,,1.7886002150946383,2.4322269543243635,,,,
PP_1430,,,-0.514771251112196,2.782436078773709,,,,
PP_1432,,,0.2769638909603987,2.7999861734330085,0.3111279239073363,1.344372352866868,,
PP_1436,1.0664370252783926,1.8821459259790079,0.9835512386761404,3.0156096265775623,0.5761159699860607,1.8801201617415657,0.8639500675083648,2.972058923121326
PP_1444,1.2175233199390532,1.595026064174319,1.043491180173226,1.4727096507890913,0.5514096245154221,2.0360901336087713,,
PP_1453,,,,,-4.2321218744028455,2.2222949180858564,,
PP_1462,-0.6809130724468838,1.567407982571279,-0.6853184160121801,4.761080871304417,-0.5749959766559529,4.142493102503159,-0.6194046570656833,3.5617229943328903
PP_1465,-0.6303472479770179,4.725114116718986,-0.617218273339813,2.897824830017922,-0.42783621398308697,5.965399896994536,-0.5068688371586162,3.9694489652454417
PP_1470,,,,,0.4034237259483398,1.4850817644384553,,
PP_1471,,,,,-0.7949521052767113,4.0750823867247385,,
PP_1475,,,,,1.385041311661116,1.5545496823138647,,
PP_1476,,,,,0.9313741480221012,2.3693521213434914,,
PP_1478,0.44662923356304784,2.3186341385411597,,,,,,
PP_1481,,,1.245692525767104,2.9547703963989314,1.4200942448255698,3.467865206082464,,
PP_1486,2.333775519712503,2.7128990750559576,2.3984213184274243,3.004817210682493,2.148931145114069,1.6343803049297567,2.294504753910759,2.5361239842152457
PP_1488,,,0.9594946508413522,1.3600497377776037,,,1.029735519733091,1.7010168605112395
PP_1494,3.3093241329615397,1.5896474041716926,,,2.9863292844554294,1.7430895143506249,,
PP_1496,,,-0.2505510939272626,2.1997159887758104,-0.11607257017689705,1.3418294680292955,,
PP_1499,1.358132178320306,3.3067441811663185,,,,,,
PP_1502,-0.9821906707581363,2.1303908098513804,-1.3284461000292214,2.7164514779989504,-1.4058904785020403,4.936017451099638,-0.8813280061149696,3.767155992761284
PP_1505,,,,,0.9382253169109007,1.3900789036138355,,
PP_1506,0.15441480547634356,1.4742259207337862,0.2083690146846413,2.0963591791363245,,,0.1911734799371194,1.5104862036733604
PP_1510,1.6991680736536665,1.4767588522181954,1.643581431979091,4.820686266088259,1.1835935210442685,2.090119586513827,1.9352550784670923,1.5310588536456564
PP_1520,,,,,1.2630608453070329,1.9716684724900557,,
PP_1526,2.7931317986825697,6.15071482144975,,,2.3090515469003488,6.726565214928567,,
PP_1529,1.0992275158921945,3.9454595349232453,0.8972615749011675,2.557654157259006,0.8726555138814297,2.7777939940677085,1.370708390227727,1.5036784746123268
PP_1530,,,,,0.1876296620766903,2.7385385740578125,0.3665545031654682,2.2390063019395847
PP_1549,,,2.6970817488370313,1.9228801395438997,,,,
PP_1588,,,0.29927872663381794,4.200416266981798,0.28391132343606823,1.6376498951503342,0.5132362670728303,4.291365018567421
PP_1589,1.4379175868218026,1.3132713220402676,,,,,,
PP_1590,,,,,,,2.13261155685479,1.5638979788297451
PP_1591,-1.2855350631966855,8.94990091663832,-1.0502393218543826,3.7721201305286995,-0.4339215684038852,5.4419136782277695,-0.7319695889275096,5.348942648058017
PP_1592,-0.552768581298851,1.5097038970825407,-0.469823949783713,1.8769032699482913,-0.32127107389919085,5.555974386716158,,
PP_1593,,,,,-0.8939607871454498,1.4652560558762706,,
PP_1599,0.43836589133677184,3.6422803923747673,0.35194503437987745,1.5424319479225161,,,0.571225101402587,3.6158402911689023
PP_1600,-0.45362682736976767,3.387088992738587,,,,,-0.4113691182187451,1.3172509776537353
PP_1601,,,1.6063653712491803,1.7618088124504976,,,,
PP_1602,,,,,0.2773352267825905,2.0783779300969147,,
PP_1603,1.0221377028253769,1.526453737137059,0.7440876519658082,1.7818362773190826,,,,
PP_1610,,,,,0.13278838730312365,1.6008135756836266,,
PP_1611,,,,,0.9449146267078097,4.29619865386522,,
PP_1612,,,,,-0.14213460373047365,2.1942208830902197,,
PP_1622,0.9521056482340098,1.5750157202948913,0.5921853893046771,3.8439833552840237,0.4855051464407981,3.8192013015380404,0.843110440038296,1.3212008934031318
PP_1635,0.6482374678122189,1.9804348758692427,,,0.8134250135411003,2.215293739004054,0.8110685581658986,3.841324569672484
PP_1638,,,,,-0.3802187390293713,4.816019454317155,,
PP_1654,0.9837473441302563,2.2797838840721325,0.8746506351509258,3.354187680262533,0.638967365067505,2.09446604306209,,
PP_1656,0.9800197351286531,3.673108335810084,,,0.5713893369058357,2.3205762918120425,,
PP_1658,,,0.26206077345921214,1.5816933155461388,,,,
PP_1663,,,,,1.8709736678382485,4.368309554711564,,
PP_1666,,,,,,,0.30530077549525375,1.3319233945087758
PP_1695,,,,,3.4158525489342715,3.0342812003081767,,
PP_1702,,,0.1782622511093798,1.9555146996500927,0.489705254610866,1.6159761168652205,,
PP_1714,1.2672297433052806,1.3541625743403705,1.150519548936048,1.4935756790545651,1.16986492904227,2.918058097442994,,
PP_1719,-0.622218532006339,3.4664294765949775,,,,,,
PP_1720,0.6595429384644527,1.380222740409058,,,,,0.5613114148137798,1.610009562837568
PP_1726,,,,,,,0.360635214210688,1.7082578842477707
PP_1732,,,,,-1.1514314951988573,1.5335995443588728,,
PP_1733,0.19051814963537816,1.5013791920151653,,,0.3002799293213327,3.132968083320315,0.15731597097162123,1.9957831270838522
PP_1752,0.8625770343329242,5.754242566242002,0.6981396220584009,3.401845099486801,0.6614662800758995,4.2137159506772335,,
PP_1755,,,,,0.8151392184037023,2.637852893458591,,
PP_1761,,,3.648982693279061,1.9283138739957644,3.393649340737052,2.0198933326327997,,
PP_1763,1.2141310600756792,1.6692261741798473,1.1140415380269895,3.277305897822677,,,1.0377702496005254,2.09251357797363
PP_1764,,,,,1.511596381573462,1.737201501009592,,
PP_1768,,,,,,,-0.78954254320585,10.925094163819695
PP_1772,-0.6222493769853582,2.9342041371707106,-0.5286719671430596,1.8195788187809228,-0.2171857847200486,2.441591015703445,-0.3585794449385069,2.271340696152595
PP_1776,,,,,0.41090006383198074,2.664410378276427,0.5729992951765492,2.8483481737574836
PP_1777,,,,,0.35268683857673244,5.901849795338425,,
PP_1780,,,,,0.7464423924572519,2.109523639321361,,
PP_1783,,,,,0.5474718397868901,3.560803476445782,,
PP_1785,0.3401221390608573,1.3683389154040353,0.23923940936906588,2.456718959023276,,,0.4136420650221416,2.288148640506124
PP_1787,,,,,-0.23715088179797117,2.67564750347633,,
PP_1791,,,,,-0.9828687573044425,1.4117877344813008,,
PP_1795,-3.4390990672952797,2.83628138999661,,,,,,
PP_1799,0.44101963126611443,1.5786003182944754,,,,,,
PP_1800,1.0154428411231198,4.855334239698121,0.8322018744281713,3.2243364190214665,,,0.748905057548894,2.864670321113027
PP_1807,,,1.1257641582653375,1.7701851210969166,,,,
PP_1815,,,,,,,0.2560541011682495,1.5055517185347387
PP_1823,,,,,0.4458783344973,3.253977555697557,,
PP_1826,,,,,0.5961654342335467,2.7992087652901083,0.5089360832121824,1.5811621074704496
PP_1827,,,0.7154264312553087,2.715518353089222,0.6808448306381171,2.9096454801154885,,
PP_1830,,,,,,,0.24173644851141168,2.108072128916463
PP_1832,-2.7245201839312805,2.606967906593723,,,1.2987595567326078,2.8529566890106275,,
PP_1842,,,,,,,2.0199524808253737,5.676249247614018
PP_1859,0.7805049520666618,4.368225722642679,0.6120793031719819,2.5693319663007976,0.4095432834385964,2.578925116664162,0.4575565654773318,2.655790845692751
PP_1866,,,0.562358050409811,1.9687825021043528,,,,
PP_1868,,,-0.38578744948905025,2.050599956489745,-0.6036549724993444,3.164912584668745,,
PP_1872,0.4315491523145694,1.9266137588237269,,,,,,
PP_1874,,,,,,,1.0094809307654098,2.0680711931284277
PP_1904,,,0.7002373015408078,1.8770715424570237,0.7800396016648763,2.5671258727968826,,
PP_1905,,,,,0.7801352998491184,1.5594571086179017,,
PP_1908,0.8008982294054166,3.3988459313400727,,,,,0.7075903430874725,1.6450110303455576
PP_1909,,,2.0930791481604802,1.8679876538223492,1.504680988783053,4.7715579162412896,1.9198971303092278,2.1269849313842486
PP_1910,,,,,-0.24946989621374294,1.9030342234935675,,
PP_1911,,,,,-7.045756662566035,5.416575109378666,,
PP_1914,,,,,-0.3675730512916372,4.596898627699829,,
PP_1916,,,-0.7757903277010989,1.9706604827579677,,,,
PP_1959,,,1.6869085976505491,1.4172994771170841,1.8147192357229314,2.8737895363311505,,
PP_1967,,,,,1.4560525780529274,1.4982519252461242,,
PP_1968,,,,,3.3893874019481234,2.964311596077344,,
PP_1972,0.49815638032518583,1.391120101039345,0.6364347189874201,1.5688278197758345,0.578290696475191,8.433068935258422,0.6076072931338988,2.0758191312427217
PP_1974,,,,,0.23468079913850534,1.3275459467355673,,
PP_1982,-1.1707391709934483,3.2475326487607417,-1.220234233942171,3.203942556481305,-0.869436979425374,7.435821059357579,-0.7573841660769445,6.955429586995165
PP_1985,0.47088383727655947,2.110311535245083,0.28003189852422844,1.3107716793653104,0.33848529765163804,5.870048607282505,0.4266974921144036,1.5746225554679112
PP_1986,,,,,0.6596598435683667,2.9251681594508376,,
PP_1988,,,,,0.18963764376562414,2.0824659898862667,0.27780093355243984,5.965733633008605
PP_1992,-2.8956016163793015,1.5747181457650634,,,,,-2.9834806791589803,1.5931918466661552
PP_1993,,,,,0.30713145076421755,1.9943604107462856,0.5281325858917166,5.670946106640959
PP_1996,,,0.23086834517240779,1.6219288467677697,,,,
PP_2000,,,,,0.41593475464935353,5.127330273002717,,
PP_2001,0.49951610741314223,5.242788330976703,,,,,0.42208025831001,2.3778148250822597
PP_2006,2.736257710746076,3.520063589794593,2.556716851973403,6.670311533153651,2.137807152686138,4.450057644099931,2.536767491817537,3.312810272527463
PP_2007,5.041148320512609,1.6152132975215348,,,3.474680062387289,1.7032014496576866,4.254254629699007,2.855007005266004
PP_2021,1.333778166064078,1.3946575040945495,,,,,,
PP_2024,0.847151236368566,2.0911991232258518,,,0.9635717536180383,3.2350172093299765,,
PP_2032,,,3.535085575086307,2.8914473439846877,,,,
PP_2052,-5.529228592361483,4.103623657028005,-5.55539158759105,4.104242029580454,,,-3.0938438776134918,3.3009788004779312
PP_2059,-2.4858508270466513,2.4567914544773024,-2.745920783666509,2.937137098454881,-0.8458646415749198,1.8348261983873837,,
PP_2080,0.5434197628906136,1.821250704202839,,,0.4704856875910362,1.4548035562644392,,
PP_2081,,,0.8632346304843066,1.8754535222194086,1.2088713805326863,3.7819928640740716,,
PP_2082,,,0.44955551610980604,1.4339311443028724,0.43575435701178344,8.150496047816087,,
PP_2084,0.3974003394449819,3.7084348409396033,0.44690416044198605,2.849426502581102,0.3224000273402737,2.3731702433166286,0.4517196891812752,3.1671513053879186
PP_2085,1.8160172084530377,1.6130077218045207,,,1.8753860262760573,2.489920576007898,1.9043377776380268,1.3663756126558142
PP_2087,,,,,1.0699592141295764,4.344677946901909,,
PP_2094,0.45860899139849115,2.0796942920464674,,,,,0.30235823959797664,3.1844720818073755
PP_2095,-0.4579401111233749,3.6445373851967164,,,,,-0.43329447827263273,3.345206913660013
PP_2098,1.884170715771114,2.262623857867278,1.464512139544325,2.11346349246535,1.2793454905135446,4.684839721438493,1.6178238346768639,3.5185573503875682
PP_2099,,,,,-1.6234506242116704,2.882842124668831,,
PP_2105,1.3392392885123212,2.120913505996426,1.2309175906711194,4.287858370290742,0.9300938359342743,6.0892980287766765,0.8823367379845426,3.0877529848656646
PP_2111,,,2.057335669394468,1.326271865694501,1.3161807898159914,4.1769563506304115,,
PP_2122,,,0.6505902331395133,1.4155116222120891,,,0.9237376380154464,2.017780641720502
PP_2128,,,1.013884010123097,1.390055087544433,,,,
PP_2130,,,,,,,1.4553594411650446,2.6605806973679944
PP_2131,,,,,,,-1.2272148445872741,2.165081294861813
PP_2136,-0.2569036904292128,1.7177616915692173,-0.3622106533885319,1.6870276923828502,0.979297221316687,1.6532440554656227,1.141348991096633,1.5075863720977407
PP_2137,-0.7185990393780531,2.953036222066391,-0.5353617386261463,1.9918722371143547,0.6777286611840972,2.892750882626971,0.9456598784118343,1.5685017301007123
PP_2144,,,-0.7044200834841504,1.4535396520119321,,,0.8505083554414065,2.063763129753898
PP_2145,,,,,,,1.4060407270215685,1.5321869199066844
PP_2148,1.235706295912885,1.3045269169792009,,,,,,
PP_2149,0.48425540314122617,2.796927356134313,0.35219915727978,4.662164548491842,0.3141807590348845,4.54480787036894,0.2667165950705404,3.792673083761067
PP_2151,,,-0.28838686500199356,1.9251227552092183,-0.3426005424156055,1.6376808735234298,0.1934366786760249,2.4588760148285727
PP_2168,,,0.36713019336272246,2.3456945881187647,0.2751784408161762,2.1715735125547937,0.5503256848229651,1.70974904604243
PP_2169,,,,,1.0481059073363568,3.576060049236182,,
PP_2182,,,,,1.3287927556879147,4.163079844275879,,
PP_2187,,,,,-3.33631575844495,1.5585478297660906,,
PP_2189,0.5333256945918808,1.8471982976562051,0.30442360280736075,1.457974414107333,,,,
PP_2208,5.431024821717978,1.6434035468527606,4.879582259412485,2.020073188476484,4.193977958555987,2.626184335262023,4.832472648247268,1.7069308428912822
PP_2209,5.855617622680551,1.5756512749853608,5.596462225903446,1.4633918905699177,5.2082416197144505,2.615378855645463,5.371489898828511,1.3534874367096301
PP_2215,,,0.2831108395143063,1.593802620123992,,,,
PP_2217,0.6356699926827809,2.645254031920696,0.6545098903579681,5.570631242683884,,,0.5611241395415386,1.8275332339512336
PP_2230,,,2.192723860600608,4.434377469417801,,,,
PP_2233,,,,,-1.448862022384823,3.0452036473663253,,
PP_2238,2.7369421971180667,2.0952486691576464,2.159792660907633,1.4452011245469327,1.252478693758165,1.8736761580584704,,
PP_2277,-1.0511127470200765,1.3123518948292745,-0.7607361780425658,1.71173607671,,,-1.30065223293213,3.008670549454745
PP_2299,-0.5521599257124408,3.849560153889487,-0.5242188680239729,1.7243786329765982,-0.3088036503362832,8.81136822517958,,
PP_2300,0.5810838036445991,2.7875735552990246,0.4537781398588196,2.2623338391868124,,,,
PP_2303,,,0.38703029243156256,4.739896653356346,0.2632428332161925,3.9058987054679033,0.25894500512689805,2.076212129911951
PP_2307,,,,,0.6041202661668388,1.547878073515747,,
PP_2308,0.6179861710203506,1.8558881505902292,,,,,,
PP_2310,,,2.4465055721083044,1.5659114776005447,,,,
PP_2320,0.5390988107040462,1.3067588006312627,,,,,,
PP_2322,,,,,0.8017211619832552,1.8221230064929028,,
PP_2324,,,0.44586229913189235,4.875308156634975,,,,
PP_2328,0.6269910866692253,1.4372490957049238,,,0.35525124816838854,1.8562352751470441,0.5218967899213734,1.4996456278755559
PP_2331,,,0.6317176951876224,1.4524226673351646,,,,
PP_2334,,,,,-0.14954469494256115,2.077772269210132,,
PP_2335,,,,,-0.31842269236883375,2.8184924581181874,,
PP_2336,,,,,,,-0.9734483498358177,2.2464818265869706
PP_2339,0.20783505740750474,2.4307142052375976,,,,,,
PP_2354,3.747323406938714,1.5708190019560506,,,,,,
PP_2355,1.946302011687258,9.343140998366321,1.9839028811172164,1.7404404439946113,,,,
PP_2356,1.3489853059302617,1.4914445230161408,0.8495126791158066,2.391970350981979,0.9333333012709364,1.5099533828796434,,
PP_2361,,,,,1.0869308823245987,2.0443489891930122,,
PP_2364,1.4283256117883896,2.7138164717293156,1.3373280446993716,4.12151238407302,1.3646467057585476,6.582879907532664,,
PP_2370,,,,,0.8211205892183965,1.9929605573599685,1.2642871962200188,1.8348177013370115
PP_2376,,,1.6887100581251617,3.5549791071581485,1.246177824166253,2.1394664416484828,,
PP_2379,,,,,4.131277849291914,1.362872569728156,,
PP_2380,1.8795500853429439,10.155256768463678,1.6679187388155707,1.73333049344297,1.5404249827609593,2.1671494330618657,1.491554479958717,2.9289309589479884
PP_2381,4.121520094527889,1.5981928901992104,4.150511934685242,1.5267762094024344,3.800000487403726,1.3112491030814863,,
PP_2396,,,1.361443554364249,1.750893521392563,0.6005093423164872,1.3064710804379063,,
PP_2439,,,,,,,0.7168065815371073,2.0193115833422106
PP_2442,,,,,0.781135137287683,2.6056055980605577,,
PP_2453,1.6055974394331738,1.6828296230918203,2.1192799425789213,1.756987909310216,1.492350648309386,1.9076228193569684,2.06698235905626,1.340730841880552
PP_2454,,,,,-0.42048321460550936,1.548219546825321,,
PP_2457,-3.3828492768229244,1.5310987422806028,,,-3.6355925564121128,1.5646506956334763,,
PP_2463,,,,,-0.5815788342239171,1.5295066310244045,-0.9810486883977676,1.9452585063808696
PP_2468,-0.5786033481719299,2.593547933766285,-0.6029207647234001,2.148898445155732,,,-0.505729636715509,1.5990024415782371
PP_2469,0.20230650321305213,1.5843120729772313,,,,,,
PP_2470,,,-0.40045362891841324,1.768335828731943,,,,
PP_2474,-1.7497230301138782,1.4479379949198947,,,,,-1.8376020928935572,1.496787894617841
PP_2476,,,,,1.3880747356874172,2.241702061035948,,
PP_2488,1.9042705678551677,2.421937909970785,,,,,,
PP_2528,2.124881868996318,1.592060034948848,2.586276840077378,3.4842882213983937,1.8875832817622549,4.304040332973866,,
PP_2533,,,,,3.1138364940861663,1.9939726736349592,,
PP_2545,,,0.7256635324199627,1.4416778063654667,-0.3515992537367181,1.663476136783757,,
PP_2648,,,,,,,1.1305885638560143,1.7880944119627797
PP_2656,,,,,3.199930600726962,10.345370870576643,,
PP_2662,-6.0467343488143275,9.023723665834405,-2.753921527033687,7.330731884188816,-4.339258715510643,9.109700537320657,-5.147529245252959,9.041793575660622
PP_2663,-6.656138724186778,8.163445619091613,-2.011935782976824,4.272105820636587,-4.712343513368967,8.352942760432985,-6.744017786966458,8.165218037331679
PP_2664,-6.368791373753426,4.429597893544306,-2.155840724530721,2.524252937648224,-6.621534653342614,4.436937702209353,-6.456670436533106,4.432349173228732
PP_2665,-5.2198705500680695,4.82339393187251,-2.15083305326084,2.5967508292002224,-5.4726149424909565,4.838764661336697,-5.307749198457952,4.8294508418297
PP_2666,-6.0660239535475915,5.675359686323545,,,,,,
PP_2668,-4.621113274853477,5.405647710070893,-1.9157491399206206,4.325986309886659,-3.2357450466480913,5.147641059072782,-3.5869160096709534,5.1121466534961515
PP_2669,,,,,-2.599145710724949,2.4693862210313937,-1.893573110676038,1.5096348094618317
PP_2673,,,-3.872854304083528,3.5434071138177736,,,,
PP_2674,-2.034392992290599,6.497078131924479,-0.999180908082195,2.524985692437872,-2.631922076908086,3.827770294662332,-1.5522123815622595,2.649917161199791
PP_2677,,,1.1141704583849754,1.948632792369216,,,,
PP_2678,-5.697643775870512,6.6159813012987305,,,,,-3.7885923634691707,5.9272363757320985
PP_2679,,,,,-2.4429511399198622,1.447881775911779,,
