Protein.Group,PRT1093_PP_0528_PP_0751_PP_0812_PP_0815_log2_change,PRT1093_PP_0528_PP_0751_PP_0812_PP_0815_log10_p_value,PRT1093_PP_0528_PP_0751_PP_0813_PP_0815_log2_change,PRT1093_PP_0528_PP_0751_PP_0813_PP_0815_log10_p_value,PRT1093_PP_0368_PP_0751_PP_0813_PP_0815_log2_change,PRT1093_PP_0368_PP_0751_PP_0813_PP_0815_log10_p_value,PRT1093_PP_0368_PP_0751_PP_0814_PP_0815_log2_change,PRT1093_PP_0368_PP_0751_PP_0814_PP_0815_log10_p_value
PP_0832,,,,,0.7560081515874627,3.113485204172369,,
PP_0833,,,,,2.3714679332699298,3.189081395004107,,
PP_0835,,,,,0.09714629953053941,1.6135122878193295,,
PP_0837,-0.5553426644228499,1.8541612561941092,-0.7122738484686931,2.6951678848320686,,,,
PP_0839,,,1.268621160692769,3.333011600789643,,,,
PP_0840,,,1.077126339367014,4.589135147362187,,,,
PP_0842,,,,,,,-0.6509382418708631,1.4181907361571906
PP_0843,-1.251004519502716,3.8608022556442405,-1.2254421542786176,1.8207374068037254,-1.3512240476081698,4.352367634338458,-0.8166256567236867,1.9283632602479066
PP_0846,,,,,,,0.5527020478563892,3.832111418515417
PP_0849,-0.6811564935647438,4.251519791187065,,,0.3232143920734649,5.0216680724215506,-0.64656492649491,3.3334204776675533
PP_0852,,,,,0.6111689943781847,1.4383355824731068,,
PP_0853,0.24726436960791728,1.805889943787915,,,,,,
PP_0855,,,,,,,0.8975968236078783,1.4325446417245888
PP_0856,,,0.24587602158157135,1.342373103204926,0.3265571118378208,2.6519687357326127,0.4408956653810413,1.5475023153766607
PP_0859,,,,,-2.8811120151338416,1.883451995940146,,
PP_0872,-2.9129214298736796,2.293604407871552,,,,,-3.4514872663975327,2.4229620312807936
PP_0879,2.0043669424616843,2.344731268033546,2.3967785797566132,2.4202253086926744,1.2292994097096468,2.4800661136148974,,
PP_0883,,,,,0.7530693285377039,1.9563038815402207,,
PP_0885,,,0.6700534820213206,2.0969771287556154,,,,
PP_0888,1.16324631851967,3.2612918586251882,1.0561260749349324,2.3071381578263845,1.2701067085596598,1.739775449636803,1.140721780653439,1.585656325542909
PP_0891,,,,,,,-2.6268751417985405,1.6015556344652602
PP_0909,,,,,,,0.5060352648001627,4.044628360066864
PP_0913,0.5768411515652485,5.248991462279031,0.5710013612566978,3.234733521769181,,,0.7940449791078573,2.9459762454667238
PP_0914,1.7087313138895592,1.714443113214608,2.212261551714854,5.6136513215959285,,,,
PP_0915,,,,,0.2525661318573391,2.9517007340274652,,
PP_0919,1.499687270558247,4.084562372319558,,,,,1.5467054544350944,5.493535740871666
PP_0931,,,0.28073030086400824,1.4325450372245723,,,,
PP_0934,0.9927203297903153,1.4426854110132674,,,-1.6667247834225012,1.6446940856686119,,
PP_0937,1.160381404225305,2.485459343585677,1.5510939478895234,3.321755396527118,0.9975063784243348,1.540036481895759,,
PP_0939,,,0.8602454626766468,1.9330963122711196,,,,
PP_0951,,,,,-0.3641400637512651,2.471258067077042,,
PP_0953,0.8867625015620179,2.609953366078486,0.653003665127898,1.9180619228449491,,,0.9178751585989289,2.472113135328842
PP_0956,,,,,-0.3706531420207129,1.3193162025050216,,
PP_0958,1.3728213228607322,5.473306951149617,0.8445872752715196,1.7533638401059466,,,1.6399238873477406,6.193290027188379
PP_0959,,,,,1.1379904865542716,3.4600103030383043,,
PP_0965,,,,,0.32364657690057613,1.9896928284085271,,
PP_0966,,,-0.2945402738440304,1.739124349793526,,,,
PP_0973,,,1.2917810037178992,1.984653115118126,1.2628307375540138,4.9295074525997205,,
PP_0977,-1.4151656326490596,2.280399460172117,-1.1382272533387339,8.952702228409233,-0.9513977817831283,6.132678320556886,-0.778516960566788,8.527007526710177
PP_0980,0.31244340323704606,1.4043395335902091,,,,,,
PP_0982,,,,,0.5923900730030094,2.1535922845679676,,
PP_0988,,,-1.6398813863037816,4.444812473408553,,,,
PP_0998,1.8021886722047757,2.1864119764316277,,,,,,
PP_0999,,,,,0.6864385065555904,4.316990663687701,,
PP_1000,,,0.7830291349630795,2.3882822274577094,0.3434380085752228,2.696983380137921,0.6454701465823732,1.9175341974643456
PP_1001,1.4680033182178922,1.7200590666369011,1.3064077848968954,2.404653499864714,0.7582987758668183,1.5786588372195836,1.232792038087121,1.935363814468528
PP_1009,,,,,,,-0.23582740736276991,1.3690384291999207
PP_1011,0.6509088797831029,1.5698053327277808,0.794195023247348,3.485876807282628,0.7158856816711406,2.9499231012947034,0.7336152373211867,2.848818426911497
PP_1012,,,,,-0.983293810196137,1.8283190995576561,,
PP_1013,,,1.5401073898998343,2.188174309795297,,,-1.207432977224697,1.5088392989293875
PP_1014,,,,,1.9436766635615235,3.2550402280239616,,
PP_1015,-0.3919241740916652,1.931206466766538,0.4512657968313344,1.6126597819853143,,,,
PP_1016,,,,,-0.2719688156689818,1.4532868747117336,,
PP_1017,-1.4453270219631025,1.5255198853685596,,,,,,
PP_1018,-0.6069086548991082,6.360423748844553,-0.27126199446815075,1.7244550803556302,-0.5585173060509345,2.5241408345269942,-0.6449354833846223,2.213409815535006
PP_1019,-0.66480343998013,1.9492506441323156,,,-0.5948871528896091,1.4706194039376528,-0.7868942024380046,2.5696592072670503
PP_1021,,,,,1.4641824891882345,6.415982546524943,,
PP_1023,,,0.36593771530019387,1.4064029457801979,-0.17441126220610043,2.221361160818211,,
