Protein.Group,PP_0368_PP_0437_PP_0812_log2_FC,PP_0368_PP_0437_PP_0812_log10_pval,PP_0368_PP_0528_PP_0812_log2_FC,PP_0368_PP_0528_PP_0812_log10_pval,PP_0368_PP_0751_PP_0812_log2_FC,PP_0368_PP_0751_PP_0812_log10_pval,PP_0368_PP_0751_PP_0812_PP_0815_log2_FC,PP_0368_PP_0751_PP_0812_PP_0815_log10_pval,PP_0368_PP_0812_log2_FC,PP_0368_PP_0812_log10_pval,PP_0368_PP_0812_PP_0813_log2_FC,PP_0368_PP_0812_PP_0813_log10_pval,PP_0368_PP_0812_PP_0813_PP_0815_log2_FC,PP_0368_PP_0812_PP_0813_PP_0815_log10_pval,PP_0368_PP_0812_PP_0814_log2_FC,PP_0368_PP_0812_PP_0814_log10_pval,PP_0368_PP_0812_PP_0815_log2_FC,PP_0368_PP_0812_PP_0815_log10_pval,PP_0368_PP_0812_PP_0815_PP_2136_log2_FC,PP_0368_PP_0812_PP_0815_PP_2136_log10_pval,PP_0368_PP_0812_PP_2136_log2_FC,PP_0368_PP_0812_PP_2136_log10_pval,PP_0368_PP_0812_PP_4189_log2_FC,PP_0368_PP_0812_PP_4189_log10_pval,PP_0437_PP_0812_log2_FC,PP_0437_PP_0812_log10_pval,PP_0528_PP_0751_PP_0812_PP_0815_log2_FC,PP_0528_PP_0751_PP_0812_PP_0815_log10_pval,PP_0528_PP_0812_log2_FC,PP_0528_PP_0812_log10_pval,PP_0751_PP_0812_log2_FC,PP_0751_PP_0812_log10_pval,PP_0751_PP_0812_PP_0814_log2_FC,PP_0751_PP_0812_PP_0814_log10_pval,PP_0751_PP_0812_PP_0815_log2_FC,PP_0751_PP_0812_PP_0815_log10_pval,PP_0751_PP_0812_PP_4189_log2_FC,PP_0751_PP_0812_PP_4189_log10_pval,PP_0812_log2_FC,PP_0812_log10_pval,PP_0812_PP_0813_log2_FC,PP_0812_PP_0813_log10_pval,PP_0812_PP_0813_PP_0814_log2_FC,PP_0812_PP_0813_PP_0814_log10_pval,PP_0812_PP_0813_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log10_pval,PP_0812_PP_0813_PP_1317_log2_FC,PP_0812_PP_0813_PP_1317_log10_pval,PP_0812_PP_0813_PP_4189_log2_FC,PP_0812_PP_0813_PP_4189_log10_pval,PP_0812_PP_0814_log2_FC,PP_0812_PP_0814_log10_pval,PP_0812_PP_0814_PP_0815_log2_FC,PP_0812_PP_0814_PP_0815_log10_pval,PP_0812_PP_0815_PP_1317_log2_FC,PP_0812_PP_0815_PP_1317_log10_pval,PP_0812_PP_0815_PP_2136_log2_FC,PP_0812_PP_0815_PP_2136_log10_pval,PP_0812_PP_0815_PP_4189_log2_FC,PP_0812_PP_0815_PP_4189_log10_pval,PP_0812_PP_2095_log2_FC,PP_0812_PP_2095_log10_pval,PP_0812_PP_2136_log2_FC,PP_0812_PP_2136_log10_pval,PP_0812_PP_4189_log2_FC,PP_0812_PP_4189_log10_pval
EF_1364,,,0.647894313643318,3.1570944607109293,0.34472233615535697,1.6212192027973928,0.42404981603227987,1.729492316640567,-0.9656157990210753,3.423926741047747,,,0.5474650059041652,3.4549079767646282,0.32719015818477176,1.6027909203615636,,,0.4309367556101971,1.760496980928525,,,,,,,,,1.128448438114968,9.050107208336563,,,,,,,,,-0.9123875765173765,3.5792831139284353,,,0.5176682429389737,3.1433548311886006,,,0.575514909264466,3.48214665118814,0.4109717634671413,2.301685311901149,-0.41336735381718887,1.4075320451501998,,,,,0.4576824029792522,2.6806058340986763,0.42244337186059777,1.4969099105631198,,,,,-0.4226151175332106,1.5624687281036809
MM_1762,0.2810248363516026,2.635718605211558,,,,,,,,,,,0.18697461457366651,1.41732001725458,,,,,0.2650791327577337,4.84360672260036,,,,,0.3978500156159501,7.399167747748586,,,0.32836349217559685,3.655989148926975,,,-0.2586281253571606,3.017191983051584,,,,,,,-0.1512022979766894,1.6150210005975267,-0.2691184850560815,3.1268361104827895,0.6244472082439475,7.10783424321673,-0.26071190059466876,3.517093367968816,-0.28245632293103684,3.922741539551917,,,0.1548005727890287,2.0210226080788685,,,,,-0.14441930143918708,1.6808491091439082,-0.21071400246632666,1.5975763310907474,,,,
PP_0001,,,,,,,,,,,,,,,,,,,,,0.5318888178674204,1.6464974282351479,,,,,-0.6442289374975327,2.200393550699007,,,,,,,-0.7185303675523333,3.1804556222024427,,,,,,,,,,,,,0.527589816423881,3.9964238787963944,-0.7417625742631917,1.3405108438393156,-0.5370256349295053,1.5253001964008117,,,,,,,,,,,-0.7293680893558676,1.478124854034503
PP_0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6655263830523963,3.948684644632361,,,,
PP_0003,,,,,,,,,,,,,-0.15703875854917937,1.7642219047486591,,,,,,,,,,,-0.7484307344093176,8.344218818232367,,,,,-0.43264588434635126,1.846432575634703,,,,,,,,,-0.5685852912900916,1.8891322353752018,,,,,,,,,-1.0390831817791661,2.095251602642097,,,,,,,,,,,-0.21038448380309105,2.600799165939561,,
PP_0004,2.3436031509749613,2.803683824017916,3.273234129955215,1.3174280241851666,2.7388765524901713,2.8104761873054875,2.673249717750349,2.752979314414478,,,2.4175106021486057,2.180194383910972,2.562773230494621,3.4442333618933962,2.6791477809627144,2.4791663367490524,,,2.711658639668998,4.472172137144831,3.0283287781757284,4.019584433888157,2.761007076553888,3.4566881013931194,2.934439182124648,1.6268226691512333,,,2.822762009455027,2.8488377401692486,3.323057051126767,2.0292663455215534,2.640746058133036,2.870912909789604,,,2.668970772540282,2.110245759007523,-0.2600773422708779,2.195708882192931,3.0773399208225114,1.6159211378549185,2.813321344599838,1.5157264892096176,2.1878865352638597,2.1492238563238812,2.7168938371793314,6.854591473916937,2.8516545988495867,2.4256862773063084,,,2.3585856195933883,2.6759799834082836,,,2.731274985244682,2.7094404877311034,2.4759161377993255,1.9136150476880027,,,3.0321186252290877,2.6655618826259544,,
PP_0005,,,,,1.3492015420819108,1.7736681593600534,1.2280269427900072,1.6104425353698926,,,,,1.2332685548894338,3.152373739034046,1.2308405255126924,1.709694410079939,,,1.069050045238702,5.909622540145511,,,0.8416286081922586,1.8787910112925383,1.4591554505611293,3.6761014682592954,,,1.37586578703658,5.733792722491837,,,,,,,,,,,,,0.9803664455862486,2.1377835183202825,,,,,1.2103946828875771,2.296618023323263,,,1.1120472410110842,2.2731127605091612,,,1.110712391928686,1.724864751140735,,,0.34854386819723504,1.6758705608700517,,,,
PP_0006,-0.3705272823337009,1.4173492926354143,,,0.1803867640643479,1.5747093765161744,-0.14148998853871497,7.398509421849045,,,,,-0.17053614962100375,2.8645957113662592,0.17098793557190511,1.7794579315030885,-0.3391721164281434,1.478122480053264,,,0.3206958007540636,1.5056335258075828,0.15892848331082174,1.4309013503213523,-0.22114982620654142,1.6793702928413854,,,,,,,-0.3135523377502375,1.36250316190871,,,,,,,,,,,-0.7213535787823917,2.6464344772763497,,,,,,,-0.45991197823496005,4.542217589509706,,,,,,,,,,,,
PP_0010,1.3957554031263364,1.524368172991039,,,,,,,,,1.2050762968811344,1.7333708585137857,,,,,,,,,,,,,-0.2583210165055268,1.5300602960458614,,,,,,,1.2886866060979056,2.229839588882323,,,1.4265628637586387,2.0790207024555856,,,,,,,0.9275109087564731,1.588433548059137,,,,,,,1.2846538465743873,4.1235958538656945,,,,,,,,,,,,
PP_0011,-0.7025653138366285,3.0194903716059214,-1.000189179584124,4.752281003652179,-1.2479434182507134,6.19865817891367,-1.2595498178983093,2.215209736050086,-0.4514209165515174,1.6383848786796393,-0.8109725138000774,4.2872412036677305,-1.0546564272110595,6.2894386860405636,-1.215597588356371,9.857160586392755,-0.629308228838612,3.2405570957041556,-1.2358291093861715,2.52191307896778,-1.1275060716567955,7.773196464719062,-1.2424292329596343,13.97571951829884,-1.2020069428182254,2.0732763091736577,-0.47223208439752185,1.5154489807498521,-1.469553224788043,3.2193847221602017,-0.9545510254901403,6.982211669926506,-0.6821188741665564,12.841399617222523,-0.7544001766061135,5.938353424199606,-1.1290367894596165,4.486255641916703,-0.9297954564522469,13.388098707507394,-0.8902103056905043,6.08608916743396,-1.084537274408019,6.4608560339591925,-0.4693094214213187,2.8619921842615144,-1.3090235112802224,2.382943173386683,-1.1413913502043114,7.9151817344811946,-0.5652232629647764,2.124196668646794,-0.8665520368894749,2.484962251469483,-0.44875843687548034,1.757218809725882,-1.0820452439495707,13.804429770090055,-1.1251299104998995,5.327551373426435,,,-1.1737525432371934,6.737998647924816,-0.5849274941493362,2.2874401397244015
