Protein.Group,PP_0368_PP_0751_PP_0812_PP_0815_log2_change,PP_0368_PP_0751_PP_0812_PP_0815_log10_p_value,PP_0368_PP_0751_PP_0813_log2_change,PP_0368_PP_0751_PP_0813_log10_p_value,PP_0368_PP_0751_PP_0812_log2_change,PP_0368_PP_0751_PP_0812_log10_p_value
PP_0443,-0.596864901405189,2.2588554825132445,-0.16778779925279355,1.6875074196388578,,
PP_0444,-0.5316448097231403,4.109721227057871,-0.2793283249881603,3.132159620674405,-0.3311163327368642,6.980836763348761
PP_0445,-0.34104940197927014,7.861305286148203,,,-0.22305754704830796,1.3060514505067802
PP_0446,-0.582257689285815,4.038031468582091,-0.3989510508569968,2.9792247577291127,-0.5424634090272896,3.7463416600476203
PP_0448,-0.16903697239628576,1.3873248854563878,,,,
PP_0449,-0.42248420068031683,6.756264615026362,-0.4146240918048086,3.5456738051161594,-0.38828001647811616,2.5661794784649277
PP_0450,-0.49883338743541533,6.767658308494815,-0.3256939760170622,1.439435948352889,-0.35231450080301885,1.7521082161890518
PP_0451,-0.21336344650809944,3.9084448025661334,,,,
PP_0452,-0.20761820469346595,1.8019070427503283,-0.14542794960766503,1.9172007582661879,,
PP_0453,-0.5941884574554137,6.533985162282812,-0.8369372553425749,8.055386458889988,-0.8092533422295716,2.3761497668428224
PP_0454,-0.5423919801954751,8.49510191448786,-0.2309595669742024,3.6421990225235388,-0.2922255864791278,2.8667636858597283
PP_0455,-0.5123171765524698,8.61640048445696,-0.2441404903905759,5.749590929673834,-0.6365883219353801,1.5352536873415086
PP_0456,-0.3243928326155593,3.6083802605680084,,,,
PP_0457,-0.5233830456063078,8.304130789567177,-0.2087589342717825,1.517757588723749,-0.3148652299735025,2.8242747777126254
PP_0458,,,-0.5209853666912027,2.1689115808008044,-0.7052101810280403,1.3928145084112875
PP_0459,-0.5292933822002147,6.832758340535183,-0.304425606429264,5.842739300827088,-0.3766828778998704,3.940629152598784
PP_0460,-0.4881646693622804,5.7467027429613315,,,-1.0563202140619745,2.3528878965705227
PP_0461,-0.513404854776223,2.790151283907885,,,,
PP_0462,-0.5196196848921703,3.6167809709935246,,,,
PP_0463,-0.5922913442975463,4.523535247327444,-0.48745155416005176,4.606963686300837,-0.5005451898362623,7.025666684024857
PP_0464,-0.40812140514213724,6.659400699650463,-0.1994399189051524,2.217102368550789,-0.305163195699435,5.570673321044346
PP_0465,-0.6375453617276384,1.3796208023941843,,,,
PP_0466,-0.49327351532393426,2.4800419517616907,-0.20320261493655709,1.4517391418781909,-0.29755340650453094,1.789856918556614
PP_0467,-0.5527421403899162,7.070260052282088,-0.3898343523235611,2.3852498417472563,-0.49356105233609265,2.6703648852356556
PP_0468,-0.4116289202503488,7.330819582365766,-0.265981139868983,4.636454923182742,-0.3069325601891417,5.824633457468744
PP_0469,-0.5058497063807492,7.897716450448589,-0.20681992455086942,3.163340326239727,-0.3158196130369561,3.849847594844461
PP_0470,-0.6129598451830836,7.20224494437517,-0.3984925281138888,2.7668275096353923,-0.4449710569304739,2.0909827277355206
PP_0471,-0.5761790474398284,7.714757003736138,-0.34424829993083994,2.6094605782310194,-0.4641606509989226,4.861834630928137
PP_0472,-0.5793083415036281,3.915137649951663,-0.20743982146768,2.4963998850932647,-0.31194043857563536,2.841706310666942
PP_0473,-0.5014887427566176,9.50658414965675,-0.1783645771047641,3.257662937255818,-0.28110067704800373,3.3221141883833956
PP_0474,0.08990497554610444,1.412029082576455,,,,
PP_0476,-0.3946484787213822,3.80372077644741,-0.29466202656816115,2.909526218213452,-0.3810451651858047,3.6979534229159525
PP_0477,-0.5976612037402576,3.4337348357294215,-0.45569982720285224,2.753518734614432,-0.5046602995589791,1.7083757588309163
PP_0478,-0.7558336775956427,7.882967822070914,-0.46508531206500425,5.902569270291675,-0.547240315436429,6.590135738777358
PP_0480,-0.5253021068191315,7.49259069768683,-0.26905943182515885,4.73008884681021,-0.35434266443201295,5.638106484322012
PP_0481,-1.1090745264614768,2.703325778382366,-0.5937490276681543,1.3677974916940763,,
PP_0483,,,0.34618219124334054,2.280696521670642,0.4103850470374654,1.8460351602654421
PP_0490,,,,,0.616525875265344,2.024885162728389
PP_0504,,,0.44743174403469055,2.292831359371719,0.3454301600786624,1.468157621838871
PP_0515,0.4440397595257235,2.1647085467595386,,,0.40346877108815665,1.8489236067945565
PP_0516,,,0.11064390969056055,1.6204090835414358,0.17887474654086477,1.4822742147344288
PP_0517,0.08697524333527093,1.59894504732153,0.20755844409328844,2.0092250130963207,,
PP_0521,,,,,1.9492915943134146,2.56532089463249
PP_0522,,,-1.0144028297249494,2.763746597113472,-0.7718835586984757,2.1795210147726505
PP_0529,,,0.6990117887090307,2.292165011954581,,
PP_0536,,,,,1.3932841767447552,1.5548886362632661
PP_0538,-0.3939536650262846,1.7582919826507506,,,,
PP_0541,-0.2775629218594906,2.381434334929762,,,,
PP_0542,0.6266651819373851,2.7574578384897794,,,0.5125135975612558,2.363825331630504
PP_0543,1.0216637596517566,1.9581959119811587,0.5931884401582539,2.8532601789946037,1.0819788137050632,6.359362414685145
PP_0544,1.6240173609980735,2.669460039474369,,,,
PP_0545,0.6345726413753182,6.717694487444156,0.8294295639478125,4.3716077530016655,0.6133154335075824,5.043695283663076
PP_0560,,,0.33288726413554215,1.314342322933239,,
PP_0564,0.3045264656441019,1.981231442924801,0.344727812383219,2.636469232779676,0.4293568913284478,1.8754332076060762
PP_0570,,,0.9853018892593396,1.6942145388229308,0.8083318348546291,2.047592782200509
PP_0591,,,0.4761032662086437,2.8745660168511153,0.551401362652413,5.823951582424311
PP_0592,0.20592846044346053,1.4565016825616606,,,0.5112850945994615,2.5485736110586914
PP_0596,-0.6422850726088537,3.34756863135625,-0.6113799012726822,3.312730885188384,-0.9197789432873974,2.8813343168630707
PP_0597,-0.7599252682420754,1.380986397273893,-0.4844888649571869,1.6150812607527156,-0.9920164176551586,2.1225816263193438
PP_0599,0.18617455321669815,1.7173562254122086,,,,
PP_0606,-0.5095993145664659,3.7025596575211517,,,,
PP_0612,,,0.27570625293273887,1.4244683963229714,,
PP_0613,,,1.4083439720495265,2.3629474847891134,0.9572672027802154,2.0109717964420386
PP_0614,-2.561603208476459,1.4165928637627172,,,,
PP_0615,,,,,-0.9824352183788253,3.7048924108027355
PP_0619,0.7977634461304228,1.5112289029448,2.5608940150026918,1.4496450592429142,,
PP_0622,0.21163587723167568,1.56521263170975,,,0.38719434212957327,1.9776688959519753
PP_0625,,,0.1312899763337674,1.692423893902967,,
PP_0626,1.154766981195493,2.1101035388907654,1.3399558680463521,3.0546758169062334,1.6885626585110245,2.267058489047623
PP_0654,,,1.538065497283133,2.2263170697387875,1.0377877433952194,1.6016756681359023
PP_0657,,,,,1.042448789971756,2.8518389703990916
PP_0684,-0.3901443009915367,2.3919517878426904,,,,
PP_0687,0.3191990136450668,2.1833791493818278,,,,
PP_0688,-0.5257838385382699,3.1115081895917,,,,
PP_0689,,,-1.3969384675264365,5.257538662770645,-1.5127430564300817,5.406110455339519
PP_0690,-0.3547607894428802,4.2423504365916465,-0.4993176118390239,5.7690747205900275,-0.42024300369571393,4.546329566114203
PP_0711,1.887226498374529,3.342315194423758,,,,
PP_0712,,,0.8139850305854754,4.3825275737467235,0.8455671277418069,1.4418435225163542
PP_0719,,,-0.4183462120645334,2.815566345335222,-0.4739955007643956,5.193860658403869
PP_0721,-0.3749157450330508,2.775345411951385,,,,
PP_0733,-0.2937664426654471,1.3474500499023236,,,,
PP_0742,0.7981032413906725,3.0370008067778818,,,,
PP_0743,3.718573567028109,1.9364721008336416,,,3.378700452735848,3.7499050618726857
PP_0746,0.3534027799783104,1.7808328398905504,,,0.5772734449412346,2.8065265233554855
PP_0747,-3.076627965185823,2.6192968056241046,1.6157316219667008,1.3519300696232348,,
PP_0749,,,,,0.4189024282180069,1.7527059022704081
PP_0750,,,0.19776438261447485,1.471985981447059,,
PP_0751,-1.7005324393184507,8.854718628187895,-4.739287534434521,10.768447350401768,-5.569811097762808,10.72320502565045
PP_0753,,,0.3676708555731038,2.437343171734512,,
PP_0759,0.25269933666543903,1.9137930668875263,,,0.40853537645455545,3.2398631540580984
PP_0763,,,-0.575465258335989,1.54789804119494,-0.88894603072997,1.991601605389376
PP_0765,,,0.9744798933480744,1.934639214477334,,
PP_0766,0.45126365380502775,2.27134144185469,,,,
PP_0768,0.24654025843291744,1.3862945079371596,0.25361336063238177,1.6108923820318068,,
PP_0769,,,0.7550016395398402,2.0311186760747977,0.6303737863203868,1.3668874112300138
PP_0774,,,0.6050811590112909,3.3448278374053126,,
PP_0776,,,0.185981044083014,2.585305650861584,,
PP_0777,0.4273825183605087,1.378269930148434,,,,
PP_0786,,,0.31096293053766655,3.5446289161869386,,
PP_0787,,,-0.5414371330096083,1.4559114012341434,-0.6738091640486019,3.2765551481700483
PP_0792,,,0.33283476803821915,1.3711894843659889,0.23555678119958873,2.518002092188757
PP_0794,,,-1.5049355800630824,2.2280808766291362,,
PP_0799,,,0.39563832126944587,1.807893831403248,-0.45817031337939396,3.1724676459281156
PP_0812,-2.2634808008905547,12.94140797972241,-2.26644088031525,12.774811287440999,-4.438844527251847,8.810104855930724
PP_0813,-1.8454019483547488,6.251354127081037,-3.0650040905527143,10.870964416222817,-6.449085589377834,10.72026131591613
PP_0820,,,0.747306788100707,1.6913420856284531,,
PP_0822,0.695620304263826,1.7243914544614132,,,,
PP_0824,,,,,0.7038226954743476,2.829701207409581
PP_0833,0.35895161173815565,1.8431488265820355,0.2092565720258033,1.551698511809758,0.292092911775302,1.3407686593939119
PP_0834,0.1478058649991687,1.5687146655750772,,,,
PP_0835,-0.12057664389736487,1.9771321175819923,,,,
PP_0836,,,0.43548369015719024,2.3655489708060173,,
PP_0837,-0.8009945624204484,5.43267214427308,-0.7701917676337614,1.5617410721376659,-0.3339236591463608,3.6569038634559727
PP_0840,,,0.22346346962672872,2.1208032687098983,,
PP_0842,-0.4905014300191126,4.876346156827231,-0.16169866528674806,3.039805189941414,-0.2049318365368831,1.6044491007773254
PP_0848,,,0.6335904648242783,1.8854053920260399,,
PP_0849,0.18435615035101516,1.490246223605678,,,,
PP_0852,,,,,0.32336169820769567,2.840874674316643
PP_0855,0.2796587952924642,1.3197017181395136,,,,
PP_0856,0.19517212357295355,1.9075670443867239,0.3067746393092982,3.774664406089674,0.35097798311504597,1.4728538937252509
PP_0858,,,-0.6892028946226196,1.394818030794636,,
PP_0859,0.5041066550625332,1.492828458057927,0.5011336464912265,1.9058796451419902,,
PP_0868,-0.20664701671378166,2.5736290047264374,,,,
PP_0870,0.2641731560233667,1.5496957517213377,,,,
PP_0882,4.477952639473617,1.7334693883014176,,,4.681132918536985,1.48885719869025
PP_0883,,,,,0.5538939979257927,1.4650831755450007
PP_0888,0.8337732667134937,1.783277399457506,0.6891158639888529,2.2223376324810977,0.8658830327118245,2.7327876855360658
PP_0891,,,-3.4250206930370983,4.806991104888598,,
PP_0893,,,,,1.0697360217840317,1.8357715790190852
PP_0897,,,0.351849326725181,2.5037952498208647,0.4781926294445056,4.645998026520755
PP_0901,,,0.30811195290783666,1.7546598046209876,,
PP_0909,,,0.14935771170238593,1.6115160079631208,0.36883722086695186,1.5758399148070519
PP_0913,1.5943077297839858,2.6232044536870776,0.8363840647218769,7.000281080857659,1.2385750061331335,1.5888537674693446
PP_0914,0.32081220655547127,2.3028050484096876,,,,
PP_0915,0.5745388390539011,1.4836733944763152,,,,
PP_0919,0.4943819638391976,1.8243741998528684,,,0.41184490277086006,1.9786404460831055
PP_0920,-1.6534621782009307,2.065352882434216,,,,
PP_0933,,,-0.13645990161273436,3.0140821659124586,,
PP_0937,,,,,0.488009407469236,2.473163244126307
PP_0944,,,2.7121254911814274,1.3624732946310734,,
PP_0951,0.2499921967736702,1.542583152530557,,,0.46295194221815306,1.7566491640100554
PP_0953,,,,,0.2482392621964626,3.0229436474189693
PP_0954,0.263997534843713,4.954873960356527,,,0.13986452885598238,2.5417946832834675
PP_0956,0.4018232254102871,3.231780802774524,,,,
PP_0959,,,0.6371946200111086,3.6318803482403266,,
PP_0967,0.24817344702697508,1.7875154125860917,,,,
PP_0975,,,-0.1711016644814185,1.6676578762873449,,
PP_0977,-1.1864186063413296,2.0845565292160337,,,,
PP_0982,,,0.5354531985084673,3.0181946384089158,0.536723517977597,3.2710175203271037
PP_0986,-0.3854659239136145,5.914710554038611,,,-0.1350700690881977,1.3932632918156702
PP_0988,-2.4648113399224023,4.209170871912102,,,-1.0923673922938288,3.3819005048756496
PP_0998,0.43401639350554777,2.121727439174743,0.6978156694546215,2.272824684409063,0.5531026127208406,2.2672626315910778
PP_0999,0.5360958990461938,4.969209972793115,,,,
PP_1000,0.24312640342035965,2.2272563355588026,,,-0.35607740169992613,1.312110456910263
PP_1006,,,2.419687772953679,1.3035264753291933,,
PP_1009,-0.3177766679033766,4.489750306570201,,,,
PP_1011,0.36698967324756404,2.8265899011839792,0.2790151804398626,2.6156795281690965,0.2684305708783461,1.8982136004814316
PP_1014,0.5202267081867215,1.9275125763453729,,,,
PP_1015,-0.2455785709129651,2.9448089533197623,,,,
PP_1016,-0.7341641981878935,3.2729819731506877,,,,
PP_1018,-0.7941635718777733,7.5778310297506435,,,-0.11119071655791285,1.5882891349848813
PP_1019,-1.0732665164446524,6.750565419657764,,,,
PP_1021,0.7508636071990551,2.4310101983519483,-1.9287279803305295,2.2587195288950563,-1.819225194512398,2.903949993705304
PP_1022,0.11537032854957817,1.91991997739996,,,,
PP_1023,0.31048681649671245,1.3547680432718003,,,,
PP_1024,0.2829401197367358,2.0053402536422134,,,0.17210467590800493,1.5568564108167278
PP_1025,,,-0.3391507071023296,1.412341188788494,-0.12164846703365877,2.6561054853922452
PP_1032,,,0.1584066574765703,2.5758365123008367,,
PP_1034,1.3925551147023167,3.7029368170450594,,,1.2706410834490804,3.2245217886705846
PP_1056,0.35357691103668565,2.7001080174419263,0.4100834999363639,1.717307447409924,0.28959603401580336,1.7554389347609336
PP_1060,,,-0.6535403910358333,1.3760543274560577,,
PP_1063,,,,,0.3317416493073061,1.640386134655818
PP_1068,,,,,0.22178330123221218,1.4859440905390904
PP_1069,,,0.8185070359996158,2.1122951914147032,,
PP_1070,,,0.9055907804556812,1.8901602997574893,0.7421058419492778,1.333158022690748
PP_1071,0.30154595828399955,4.772997670416412,0.5169288648148181,3.308784420189584,0.3903666995894873,4.38162727339839
PP_1073,1.3150642040977238,2.429447273450194,,,,
PP_1075,-0.36587626533989653,1.5419213585659106,,,-0.9074253187480467,1.8653383622823625
PP_1079,0.36885899159129004,2.9174147247644626,,,0.23557821223515976,1.38808098125739
PP_1082,,,0.548140438625327,1.826211504399329,0.5473429579699995,1.364805660267432
PP_1084,0.3728451599902946,1.9535515838955226,0.2973258172155312,3.064707437867425,0.3124517550212981,1.9189969303508487
PP_1086,0.34420345007136427,3.5365810067002803,0.26966329552692686,1.7404680107294397,0.2251163670656351,1.8583564221344036
PP_1087,0.6014523958649527,2.762102429952325,,,0.5265086829760497,1.8703559315196376
PP_1088,0.28553512490843375,3.7237549774126064,0.17298066361214065,1.8672572745264275,0.21608879570150463,1.7119404828456541
PP_1097,,,-0.108885101127196,1.3633189813186464,,
PP_1099,-2.691819431030221,5.333018398080024,-3.803489120918955,6.925304099993016,-2.8211832195579225,6.626177154009544
PP_1100,0.464197917635899,1.383080321138039,0.3118397610569037,2.5433220579796707,0.3803547129789805,2.965101259894542
PP_1122,,,-2.5945357786637633,2.7880445672079186,,
PP_1129,0.47152321725063906,2.0914388897369087,,,,
PP_1131,,,,,-0.316714762322885,1.3838855670267618
PP_1137,,,0.381756992379442,1.5640773921136017,0.3928765248845979,2.5442647651665173
PP_1138,,,,,0.28892497432921926,2.1367359197560636
PP_1141,,,0.6469257459103108,6.408055963375484,,
PP_1177,-0.5590498479910032,1.584075027804855,-0.4519250155434938,4.1177282548970675,-0.5793839995109694,1.5161287405316364
PP_1179,-0.3056002552836323,4.8745130167446025,,,,
PP_1185,,,-0.5532450270291988,2.5353210163151245,-0.8327240657857554,1.940974191965246
PP_1186,-0.8545899310673866,1.8929399017753037,,,-0.31129308083949453,1.8292439631108453
PP_1187,-0.5153166422881746,4.702845827786557,,,,
PP_1188,,,-0.9481495836652568,1.375788087693499,,
PP_1190,,,1.4179988476846022,1.3346066969426922,1.418922622752615,1.975783032192862
PP_1191,,,,,0.2035468331893284,1.4075503385937989
PP_1197,,,,,0.8140954857249383,4.551311596794596
PP_1200,2.0413613649548425,6.8691729750799615,,,,
PP_1202,-0.6615262417833715,1.703725182347341,,,,
PP_1205,,,-0.20212003334054787,1.6048082167326092,,
PP_1206,0.2279946458478491,1.3564528167159653,,,,
PP_1217,,,,,-0.5896958580195217,1.354113766384571
PP_1219,,,,,0.339442950637893,4.656459256658528
PP_1222,0.17226432036363967,1.5560474225189582,,,0.3359197205052346,3.004318958361431
PP_1223,0.4012129747477152,2.1119587821296215,0.26540552851144467,4.0932765834386595,,
PP_1224,,,0.9744863578885081,4.645548587474401,0.8440381452427853,2.772142972311251
PP_1230,0.48935509625919077,6.011529744630864,,,,
PP_1232,0.2987251410460719,1.4590944382366395,,,,
PP_1236,0.5785141424931657,1.5156169227628802,0.5525874733297371,3.21968570077737,,
PP_1237,,,-0.6706146385414804,4.833091845552682,-0.6372729600403702,4.601958282730658
PP_1238,0.3714023606107517,3.873057023774041,,,,
PP_1246,0.8450474260629162,4.790165156853808,,,,
PP_1251,,,0.25280906382589075,2.030484620491833,0.2450333479305519,1.721585932898489
PP_1261,,,-0.46742668780824764,4.0951537222498215,-0.3825652310692752,2.938038078716396
PP_1262,,,0.6551984400439799,2.39167161463739,,
PP_1272,-2.516429270391307,3.315863610360673,-5.440235575564657,9.733288360387125,-3.9162253855483327,7.380628304941733
PP_1273,-2.7657805902069716,1.4779190803349067,,,-3.192557833651259,1.5630444867841566
PP_1291,,,,,-0.3223418684167839,3.9255977102605657
PP_1292,1.2484213015126802,2.5373405518971586,1.3074835902570563,5.212919505040736,1.4504663909647528,6.1102788329420985
PP_1295,0.3548886391750803,1.6776031092237538,0.5574499897778029,3.95730078649383,0.4776672391126928,2.736547883254676
PP_1296,,,0.4510026721986342,1.5202319553239392,,
PP_1297,0.7039593876984168,2.7328188157801776,,,0.5198875457850901,1.8277127149417414
PP_1298,,,,,0.9805043570020368,2.1535804753298895
