Protein.Group,PP_0368_PP_0751_PP_0812_PP_0815_log2_change,PP_0368_PP_0751_PP_0812_PP_0815_log10_p_value,PP_0368_PP_0751_PP_0813_log2_change,PP_0368_PP_0751_PP_0813_log10_p_value,PP_0368_PP_0751_PP_0812_log2_change,PP_0368_PP_0751_PP_0812_log10_p_value
PP_1300,0.8593514360916067,2.003456495053086,0.9344587999200513,1.6389464315495619,0.9123235843498197,1.564685129706915
PP_1303,0.5063551894844144,3.8990699230473247,,,,
PP_1304,0.22667312625535005,1.9130516806661046,,,,
PP_1309,,,0.7416704953250821,2.1488461037663353,0.7878558921690257,2.9104388454169388
PP_1311,0.1243748937665436,2.6103472031882613,,,,
PP_1312,,,-0.637855481235719,3.840807837187712,-0.4905969637343574,3.078552375697858
PP_1314,0.5013467250764273,3.7111840210374756,,,,
PP_1315,-0.29402242162153147,5.023404983934903,-0.2651952265155566,6.562260452241587,-0.3351013527546732,2.800715730400796
PP_1316,-0.4759500423811151,3.787606316696399,,,-0.25144562868240966,2.0318213275375814
PP_1317,0.4755390008962905,2.802762577865284,,,0.3264087738601241,3.052080224724764
PP_1318,0.6251328480200763,3.5997756327492136,,,,
PP_1319,0.5393192750390366,2.576540572094139,,,0.39083058339439836,2.258501482974478
PP_1321,-2.2330218764774377,2.9814331225137845,,,,
PP_1322,,,0.2842451245681766,4.102648250748205,,
PP_1325,0.32035795590460614,2.25744559282526,0.41403006387130353,3.829791222133357,0.3407889917858401,2.5648297607701105
PP_1329,0.49570067343608776,1.7497610248335542,,,,
PP_1332,0.22499666642071775,2.0561308799658393,0.24668106424584185,2.4769954536165932,0.213787563626247,1.4493725952844467
PP_1333,,,,,-0.8832610023727375,3.4997104226597466
PP_1338,,,,,0.16134592421958166,1.369472663033408
PP_1342,,,-0.22262211776177948,2.4622351283467827,-0.2252375602974292,2.7803673542438845
PP_1348,1.3468985651238143,3.9206955225009588,,,0.8860563602193368,3.244569083784014
PP_1352,-0.36400746015775143,3.2143113245015957,,,,
PP_1360,,,0.3479050618807935,1.8190224759467268,0.36651290442038176,2.0276567936354666
PP_1366,0.14798780082464508,1.446372277458932,-0.08960540858296773,1.9905265841874922,,
PP_1367,0.20053385922431533,1.7953769731403635,0.2768692936583196,5.337728896652649,0.36388407335126255,3.0701704694400758
PP_1371,0.3271490648527176,2.661578512439713,0.5441155356371088,4.602367237854244,0.3226986089659533,1.6939376868513762
PP_1372,,,0.2799638996700138,1.6409829220313688,0.6832822953126566,1.311106897105363
PP_1379,,,,,1.0612938704512165,5.055344886034099
PP_1380,,,0.9685876675607794,1.345482697451845,,
PP_1385,-0.2627880874068747,2.1030980438331475,,,,
PP_1389,,,-1.1277519309636421,2.3355911457846323,-2.521426197634188,3.317407104830379
PP_1392,0.527050466042441,2.353505147023765,,,,
PP_1399,-6.40375676428461,5.896199345393501,-7.09399827346422,5.913756266797306,-6.757286915918646,5.906434521895836
PP_1403,,,0.7090638504373012,3.3153038149194836,,
PP_1412,0.5746247511127811,1.7141348024582401,,,,
PP_1418,-3.1819322718878205,2.095200517212197,,,,
PP_1423,,,-0.5872201677783632,1.6668795619047208,-0.5846729438625542,1.4126308049384162
PP_1426,,,,,0.1781580860927064,1.6847152611349052
PP_1427,,,0.9580047696252505,4.29072027694922,,
PP_1429,,,,,0.2686359219592593,2.844820620096148
PP_1434,-0.184261581828575,1.6888479332263089,,,,
PP_1443,0.28711184221683306,3.650866651142673,,,0.24087920778062344,1.3122801193058724
PP_1457,0.3441387313843537,1.611046195171876,0.34472483985244184,10.155601617230632,0.3584777951987112,4.392236317772985
PP_1462,-0.4653881626696758,6.234510208773756,-0.33792281979223654,3.0658185385675014,-0.3579710381111203,5.2839393798539325
PP_1463,0.3778167653321218,2.801217554971424,,,,
PP_1465,-0.5384587803905433,8.459552530144629,-0.2904225950088254,3.311848803115581,-0.3636899089321,2.5510674671772144
PP_1470,0.33183247874455823,3.9040849682556584,0.2211232025976915,1.8237952190357207,0.2421562544802338,2.3625317345647847
PP_1471,,,0.4532379188900644,4.487357502903421,,
PP_1475,0.5506337168106759,2.4295443297996067,,,,
PP_1478,,,-0.5726661486505993,3.355255924761983,-0.2925560231634467,2.414339214571237
PP_1486,0.8092898311337903,2.672750874237354,,,,
PP_1488,0.4711563714805488,1.6971845628870321,,,,
PP_1496,-0.15561828167182298,1.4140013892404732,,,,
PP_1499,0.9720795738910871,4.099497958125446,,,,
PP_1502,-0.31485893403474063,1.7719303339295083,-0.9175363753970094,2.2930464144811986,-0.43629033128809946,2.3652813634409817
PP_1505,,,0.6553780624680943,1.5539713291992727,,
PP_1506,0.5842422638057251,3.1406764889394103,0.7188594882172497,1.4896705765530454,0.7656843387265857,5.482974344695062
PP_1513,,,0.9215406596668811,2.1929141717459206,,
PP_1526,,,-1.1435134299724437,1.4425566298267953,,
PP_1529,0.6387251263429826,1.8796177394757392,0.6952723838498582,3.368412141549648,0.688517868425796,3.263242450679069
PP_1530,,,0.21068254801909445,3.525508343428786,0.234463725446025,6.224715776775803
PP_1549,,,,,0.5425813155398337,1.478240628147748
PP_1588,,,,,0.16557431622133545,1.3766155622890224
PP_1589,,,,,0.5618363339512946,1.8511638085842907
PP_1590,,,,,0.32574342739349643,2.2196939786576992
PP_1591,-0.4202073121520762,6.126462732759859,-0.258801427095143,3.6391480779169623,-0.39030240773779085,6.637835467744364
PP_1592,-0.38328482800845104,5.423787338261805,-0.2110632462995642,1.853332294397178,-0.2980689672784214,6.442941471566576
PP_1593,,,0.3310860553345656,1.4260551872501361,,
PP_1594,,,0.29449359993984275,4.281217786089759,0.25143574298295945,5.057425136317235
PP_1598,-1.197002811803593,1.5217409680883873,-2.5054131390397174,3.3403074514917495,-1.938231640998386,3.1130257774437347
PP_1603,,,,,-0.2858197707527346,1.7272189821192783
PP_1606,,,,,0.7760972201751506,2.9862186642772444
PP_1612,0.2731924565012736,1.6488623025102478,0.31080938598525376,2.058253320973473,0.31424341529080035,10.016011341276476
PP_1616,0.9906479604578498,2.3251527759248876,,,,
PP_1618,0.6137343510275711,1.7496034655308843,1.5455630088254868,2.2576894430342187,1.518432310890709,1.6139611142188264
PP_1619,,,,,0.9570560168366764,2.0423011495935217
PP_1620,,,0.7539943664703048,1.6680245736948334,,
PP_1622,,,,,0.3793295655465247,3.0232795348607144
PP_1629,,,,,0.16361767265964178,1.5259381148822415
PP_1633,0.8602019230612233,2.299434742258405,1.045683157447938,2.256386189686355,1.0888670333662818,2.491522668566036
PP_1635,,,1.064809524212364,4.013023952057535,1.0384467882527388,2.5362722220020393
PP_1638,-0.35936888200951533,4.953760425243774,-0.36567103305308574,1.8374503657207257,-0.3105842652835403,1.922176569696564
PP_1646,0.32871427117688146,4.005772575695019,,,0.2497849462808411,3.666370161595925
PP_1650,0.8761946508682686,2.4249357458972285,,,,
PP_1655,0.9827803038686691,1.4918281301650291,,,-3.0194708856024635,3.182626818894917
PP_1656,0.36084655254950926,6.042092395174773,0.3116335038435757,7.631796319283299,,
PP_1657,1.0306350306281773,1.6711955177062607,,,1.0396459968200116,2.7401729224191094
PP_1659,,,,,2.6795644618155836,1.419108596467207
PP_1661,4.120241923864399,2.2988484316163036,,,,
PP_1666,0.4569475144316441,2.385493229391384,,,,
PP_1686,,,,,1.6167491820578506,1.4460819789022514
PP_1689,-2.725283000272854,1.9890152652708293,,,,
PP_1695,1.0188984612092677,1.7592623567974974,,,,
PP_1702,0.1777367953139748,1.8339076106567649,0.26916788329367736,2.260489563879719,0.3629884267536329,1.4798810249692265
PP_1714,,,,,0.24425148463077748,4.06368434369126
PP_1720,0.3781960894147208,5.384415850565117,,,0.2949281907667242,2.471805849481606
PP_1721,0.7515929267836424,3.3331621871382615,0.5633545703848422,1.3289752875118845,0.7427085321945083,1.567495128868549
PP_1730,,,-0.42155564733324835,2.1463161558236035,,
PP_1733,,,,,0.35670256329784766,1.9737676147681928
PP_1734,,,,,0.8351936576229028,2.13786282464389
PP_1741,0.42080087557520274,2.046708826725213,,,0.4064135900544439,2.435440374174044
PP_1743,,,1.1535823967684362,2.520456400369377,0.9225022091770855,2.561757564649557
PP_1755,0.786519559013439,2.4913532329629176,,,,
PP_1756,0.3644716478282541,1.8968143522694936,0.24738340261329578,1.90026955937154,,
PP_1763,0.6463023632079077,1.544859838200758,0.5568736044078224,6.094594276966741,0.5839579874540711,4.080592882862227
PP_1765,,,0.8543205253812967,2.898257630215135,1.0115090244473248,2.708319782376381
PP_1767,,,,,-0.14848117116183027,1.5369119129642672
PP_1772,-0.364685697525403,3.6363889384849677,-0.630268825756116,2.7415629129295507,-0.730039704071735,6.327153807493503
PP_1776,,,0.3002691638311739,2.6063988719415967,0.17246386518671503,1.768212250034478
PP_1777,,,0.22281868731235815,1.8277304036812891,,
PP_1779,,,0.5463791958398383,4.143038396123975,,
PP_1783,,,0.33638900059198534,2.376543159438271,,
PP_1784,0.30648813557510335,1.3361654908113516,0.29164564537513354,1.9391069287612333,,
PP_1786,0.6528355639308512,5.987354670853035,,,,
PP_1792,,,,,0.3897643835044232,1.4833588519343714
PP_1816,,,0.9800514581469888,3.6439415441582113,1.1410615433851712,5.620966531348638
PP_1821,0.32925322410164376,2.099385317091957,,,,
PP_1826,0.5273116166732179,1.6101582683024023,0.48589268887682957,2.573254613535142,0.4660463689373824,1.9618779395591328
PP_1827,0.24316421063563223,2.1599236924121734,,,,
PP_1830,,,,,-0.27046504397579785,3.6611120002516246
PP_1832,,,1.0961451149466959,2.940601234622106,0.9580871815832976,2.0658951964984507
PP_1838,,,,,0.9140944345180324,1.8516378446764117
PP_1842,1.0407959332650318,7.3831225505792215,1.330715140174656,2.581181789877132,,
PP_1845,0.40243152402426985,3.7233556569572497,,,0.36852825468981676,1.4889730770439351
PP_1858,,,,,-0.2962076111392685,2.1821463291709424
PP_1859,0.6248014210355197,3.745387856901966,0.31912901874151084,1.464575826664867,,
PP_1866,0.5144709301198218,2.4213993644790155,0.29548327018434956,3.0783168779963486,,
PP_1868,-1.0213062967507072,3.2390972767100283,-0.7480112152128934,2.980605557429211,-0.834657198357143,5.594005945242335
PP_1871,,,0.5649662092886678,5.127136688989513,,
PP_1872,0.21360104395938107,2.412815821246428,,,,
PP_1874,0.9187201130323048,1.902328487951407,,,,
PP_1894,0.9169557991344143,2.202879012198631,,,,
PP_1902,0.3142663534906976,1.4244128700393917,0.3777310637035666,2.3735195843400003,0.3510885863198947,1.9581877782369315
PP_1904,,,0.8703769109113619,1.4625049718109284,,
PP_1908,0.24074868677425929,2.928374682421549,0.30700573883730803,3.900728222972366,0.3987965696885891,1.4406932193111743
PP_1910,,,,,-0.1979198957928624,1.7386138552279937
PP_1911,-0.652686886266154,2.401527788611089,,,,
PP_1914,,,,,-0.13247408253453744,1.318084200907185
PP_1915,-0.4367484488850455,1.7910322202762876,,,,
PP_1916,,,,,0.24703411419699375,2.6509452777720277
PP_1959,,,0.8439002306384984,1.5908687960965364,1.0292279816482999,1.340528070158423
PP_1966,1.4076886874142573,1.3734338982274825,,,,
PP_1970,,,-0.843799907628427,1.415834063960828,,
PP_1971,,,0.34028387183005465,1.548658418197245,,
PP_1974,0.1972831870266741,1.331160764550579,,,,
PP_1977,0.20360193342933655,2.0548946781587722,0.17566473721760267,1.7657207334890752,0.20791891673010685,1.8585879091254547
PP_1982,-0.5739854334439345,5.154671204898801,-0.30148226395364147,1.923218046529454,,
PP_1986,,,-0.143693599285332,1.6018874916109467,,
PP_1987,0.3281105306199062,1.9081847513637331,0.4153673692645798,1.4367346870681659,,
PP_1989,0.5433962791495002,2.8687678479621774,0.2468657285006342,5.2418805776499,,
PP_1992,,,-2.383594877330216,4.369040775433177,,
PP_1993,0.31552924474116184,2.9383187405067854,,,,
PP_1997,,,1.1176907652162518,1.416932799471747,0.7212595798364981,2.259590480871131
PP_2000,,,0.10117420433563916,2.0072079902301256,,
PP_2001,,,,,0.40860100703222996,2.962097067588458
PP_2002,,,-2.127349261800568,1.3254095175866583,,
PP_2007,3.909978709145302,1.5190309115047211,,,,
PP_2008,,,0.8885519276445932,2.602497299980669,,
PP_2012,0.7753338277690263,1.332053142992857,,,,
PP_2016,0.786440071067913,1.419755772573946,,,,
PP_2021,1.4493698354166256,4.374188044776406,,,,
PP_2024,0.6745977699156577,1.308986808904213,,,,
PP_2025,,,,,0.433228585495299,1.6499808155767732
PP_2052,,,-1.1365704658992353,1.825669661420467,-1.3303060189316247,2.5508183342402924
PP_2053,0.6450930406093192,1.8524226670298998,0.6600759634092533,1.3489108024263046,0.7604541694249222,1.3218337539136795
PP_2059,-1.2241418724487367,3.748820653473551,-2.2785139878900678,2.309810359425138,,
PP_2082,0.36106432301090485,2.3175358691487764,0.3594968065799109,9.766557529538758,0.2857051125197505,1.596490433750263
PP_2084,0.6819125670216472,4.602304874931507,,,,
PP_2087,,,0.48522662077934997,1.649180419859456,,
PP_2093,1.3946257204869814,3.2877866539552505,,,,
PP_2094,0.46802972556391825,1.9450258189864578,,,,
PP_2095,,,0.46480393436650064,4.219887530596003,0.5051415755803127,2.498642015166043
PP_2098,,,0.6601853377051085,3.448211457010101,0.7025288739915165,4.3359912817028565
PP_2105,0.7220202939780722,1.8006206159199645,,,0.6151821496767202,2.0636724628739542
PP_2111,0.4918273927722014,1.5383148843874224,,,,
PP_2112,,,,,-0.32158958935516035,1.7919273705250773
PP_2117,,,,,0.46170019293160464,1.3650003012002627
PP_2119,1.5922736631599856,1.6083349690470956,,,,
PP_2122,0.6374536399931908,2.501286428650877,0.38747792950688753,2.9880487135696256,0.4225814574883377,2.3646427618667425
PP_2123,0.5637674242700998,1.888976966483347,,,0.5945904994634142,1.4987019975900628
PP_2128,,,,,-0.9083716633846296,5.120741975594015
PP_2129,0.5382587323756818,4.486821988346884,,,,
PP_2131,-0.28200673584438496,1.5089595230145836,,,,
PP_2132,,,0.44732132807934033,4.104447258289183,,
PP_2136,1.0790136192652549,2.085657762842745,1.1784028030509741,3.6249423921298405,1.1067278994632577,5.830586796729802
PP_2137,0.8405532939301341,1.853176003010075,0.8925890765573528,3.73755468559026,0.8292331697528469,3.956260043953296
PP_2144,1.5723361478589242,4.817393344669798,1.6821979134798257,6.664746919407345,1.7159423118380535,3.8659746726212423
PP_2145,0.6935025269396273,3.8788754269202648,0.4310049960669501,3.5793262828597747,,
PP_2146,,,-1.0891522129377131,1.6396738950126086,,
PP_2149,0.32818914838920127,3.3686241692100807,0.5050096819399487,2.534141224614947,0.5223210708313678,2.113775427153637
PP_2151,-0.27077932652122516,1.525205014716083,0.4659407859016659,2.137639076300247,0.4137121334234105,3.342380901698337
PP_2152,0.6167032472035007,5.231795168736,,,,
PP_2156,,,0.49170051766339995,1.8784057930435227,,
PP_2160,0.9006952170670023,1.7513042995049324,,,0.8904743179496604,3.2815468777931596
PP_2163,,,0.484409031971745,1.8856830970854324,,
PP_2165,,,,,-0.672839602721314,1.76776801273484
PP_2168,0.20513025763284456,1.5298693111211976,,,,
PP_2182,-0.9300169633360962,4.6074510297081375,,,-1.5295570201001796,2.8451661795584093
PP_2187,0.8303345015517782,1.4984568311927806,0.4346985243985445,1.4220711047444035,,
PP_2189,,,-0.4413501244723729,2.8292211794658586,,
PP_2208,2.183841588789916,2.699303042383515,1.8914733910610353,2.1352260906639504,1.6502681747609829,2.0350774221210983
PP_2209,2.80263790078005,3.2617254734810817,,,2.6265926267792596,5.437974450647581
PP_2214,,,-0.8557477603493352,2.098525903076102,-0.9261539533063683,4.017212071460628
PP_2215,,,,,-0.3706615921490688,1.965258050148656
PP_2217,0.4962706854638066,3.317524968238813,,,,
PP_2233,-0.44676843467526517,2.5790933982457114,-1.796919557076154,5.568341305448195,-2.0013528618783254,4.894940624572263
PP_2238,-0.8320596808887984,1.4937807740853992,,,,
PP_2249,0.9401605254668955,2.528604608650918,,,,
PP_2265,,,0.3205442306306475,1.9180267723857192,,
PP_2292,0.4639513855401659,4.657058739497637,,,,
PP_2299,-0.2176850948245532,1.799987334359103,,,-0.22707255274535598,1.37230808453273
PP_2301,,,,,0.12828468638977839,1.6608293808635486
PP_2302,-0.4623663864906883,1.6809362571541775,-0.28073468539606183,2.3801978770825967,-0.40041725158687924,6.410409316298445
PP_2303,0.2213242324515352,1.6642213497207647,0.16344334769103191,4.352538425427824,0.23534747771208958,2.2338790708888054
PP_2304,,,0.19228077839277521,1.5487578012441845,0.1705033159706346,1.8801514647631106
PP_2305,0.8881878342284061,1.5712686660823174,0.4446553834348314,1.992939773899163,0.317687863481479,1.9639804757344683
PP_2307,0.5554313085783574,1.584629250224558,,,,
PP_2308,0.6197763516994588,2.562282036805432,,,0.6611064142223622,1.5552984926118143
PP_2315,0.8243845157961153,2.3301165440748304,,,0.8763592386259274,1.4579958433917535
PP_2320,,,,,0.31327329466467874,1.5445395834868847
PP_2324,0.17649479567177087,2.6639603225745248,,,,
PP_2327,0.34168100027858644,2.88508270509952,,,,
PP_2330,1.5298081229145557,1.7195226092462472,1.7277538446581129,3.201873482849615,1.8956076184396093,4.892950833503757
PP_2331,0.26200657228827134,2.6839374624999914,0.36821831140372374,1.7221816284122078,0.3796491899985724,1.315048398582589
PP_2334,-0.4616760031309295,2.4824769197923584,,,,
PP_2335,-0.7100461949212993,2.4195548001961305,,,,
PP_2337,-0.4465117576891515,3.3705649512037668,,,,
PP_2338,,,0.46273537550614285,1.9805255050838566,,
PP_2339,0.17648540545705949,1.570101921373589,,,,
PP_2341,,,,,2.2233484059850723,1.3059890552566564
PP_2345,1.2802075798693453,3.216386417971894,2.541624850203464,1.6863717127403652,,
PP_2354,,,1.0142282286685154,1.589808349918344,,
PP_2361,,,-1.5073135962310942,2.6724929386517977,-0.696690995329739,1.6830141082995747
PP_2368,,,-2.498820147937045,1.403146855882742,,
PP_2371,-0.12753140413917827,1.7098696577644381,-0.11595180160309536,1.6549600148154224,-0.17925463504814204,4.590829847740134
PP_2376,,,1.534383648840467,3.6589758859431956,1.1853640982712605,1.4508432458719611
PP_2379,5.426721311283379,1.9836344015455822,5.304532161270227,2.660586217713983,5.4698993406612235,1.869875262049458
PP_2380,1.3960570257337,4.9902169408859605,1.4736526772742558,3.465610024721589,1.4715417842839156,3.9081888312900577
PP_2381,4.206788428016479,1.6538060179191805,,,,
PP_2396,0.7666057364498102,4.187735491579792,,,,
PP_2422,-1.6406147370615507,1.5810794803697008,,,,
PP_2439,,,,,-0.6796781184961225,1.5175729335545902
PP_2442,,,0.6122244592588013,5.2616661064842,0.6591162646602691,1.3343487490263104
PP_2447,1.3571493820386513,4.46675641814252,1.1815510303766081,2.419557900286724,,
PP_2449,0.7241990163517203,1.34653252928992,0.8982462923348488,2.0581882521973265,1.007076687246551,4.3311356612507135
PP_2453,1.2274860463335175,2.530039120262583,0.6694863238831932,5.996758626223935,0.31542619816619777,1.3718433012099305
PP_2454,-0.873675818611385,3.7922863343211324,,,,
PP_2465,0.16927197911501768,3.9139760744806704,,,,
PP_2466,-0.1377191818955439,1.6925176293098254,-0.09444146314735605,1.4922566726774495,-0.1499477555536658,3.982724000046976
PP_2468,-0.5446260103831745,2.3014547214086725,-0.28584609483438034,1.7814309737706016,,
PP_2469,0.1990534829024416,2.1364875648173465,0.19066311701723118,5.217730120211442,0.14290132703555422,2.847726924309871
PP_2471,0.2918378852312961,1.441014252658632,,,,
PP_2488,0.5183317354422347,2.606224371175936,,,0.879197115659404,1.8028447895578859
PP_2492,,,,,1.7589277761104125,1.9171874963851883
PP_2528,0.909149364029091,7.927348644811025,0.2686631741235603,1.9265490725225078,0.42347185895174344,3.593923491093445
PP_2536,0.28041446963218347,1.9378970137564582,,,,
PP_2656,1.243087979273925,3.334363214981426,,,,
PP_2662,-3.7207571065013108,2.56538016949819,-4.7092773080710595,2.6816404206972617,-4.372565950525486,2.6507580313017534
PP_2663,-4.180362755774514,5.722629613740761,-2.3005615597391134,2.0995585919343704,-5.050613911059138,5.713249041799822
PP_2664,-2.8872271276284316,2.702390889797701,-3.577467316970605,2.8769263144302664,-3.2407561290386084,2.803525243865909
PP_2665,-4.499978530715616,3.5684595593706474,-5.190218720057789,3.6278901363841207,-4.853507532125794,3.6027516754771183
PP_2666,-4.182217275289869,8.362308243187227,-4.872457464632042,8.260862387906638,-4.535746276700046,8.331985087366343
PP_2668,-4.68594219590137,5.662787080961437,-5.376182385243543,5.710328096412775,-5.0394711973115465,5.691966770366525
PP_2674,-2.6447813669948985,2.6268020674290815,-9.381500566804991,5.405294591729224,-9.044789209259418,5.403669302479774
PP_2677,-2.649734126583636,4.6672764847674815,-3.339974315925809,4.871775931695329,-3.003263127993813,4.810614244738538
PP_2678,-3.530321887026371,3.9988131597306924,-4.220562076368544,4.116322761225963,-2.455091176512748,2.5344217270624756
PP_2680,-3.8318111259824366,5.930637373530707,-5.269292720470135,5.973516348803258,-6.37812887921453,6.05123040116991
PP_2687,0.3419927059409542,5.018222958028607,,,,
PP_2791,,,1.5459382882601778,9.340986677829129,1.529855973936407,6.951775139257811
PP_2792,2.702469587595405,1.8594460068484593,1.6440666638564703,2.944483766265187,1.8687085286736116,1.7896363378226672
PP_2793,2.280652197832769,6.270124675761218,1.5922937015645124,7.593590326734942,1.749082748397211,8.509307465180896
PP_2794,2.5503514146910846,4.841651534624298,1.7304733216677557,3.845166966344299,1.9817695719297879,9.59879902173559
PP_2827,,,,,0.5223051268948969,1.4105900413536208
PP_2843,0.4746389223420803,1.399664791484644,,,,
PP_2844,0.8627848396272357,3.9746471245548936,,,,
PP_2845,,,,,-0.9817544978439182,1.3757332495667984
PP_2849,0.24369445400049383,2.6929209846858613,,,,
PP_2876,0.4334393928041169,1.467628370574185,,,,
PP_2903,,,0.43123535865406193,1.7313028926749499,0.5324121599297309,1.3713226891362875
PP_2905,0.2309079297095807,3.5167214572255725,0.19821098929160363,1.562013588236809,0.22243046236530628,2.7404644070951325
PP_2907,-0.4802789927788165,3.476899196655663,,,,
PP_2913,0.3453622564904696,2.472054895107878,,,0.4870051336095419,2.0445949025894814
PP_2925,,,,,-1.3578627493464923,1.506093211861914
PP_2928,,,-0.15081934818376833,1.6981151690528424,-0.34303096451131776,2.0004928434361737
PP_2929,-0.16468931826763047,1.499752351416442,-0.12125019827293741,2.0558708415838036,,
PP_2932,0.22162299315299241,1.5298732770481327,,,,
PP_2933,0.32174402273027114,1.529861771278697,,,,
PP_2936,,,-0.380463282637796,3.0532050006677673,-0.3849045505081976,4.7350063481710025
PP_2942,0.6457664011919452,3.038821216350072,,,-0.9733185367418377,1.8610162913902157
PP_3067,,,0.7710153891598539,2.6971046780317436,,
PP_3071,1.1785766130923636,1.857689673321958,,,0.6564546958863667,1.5366844128375956
PP_3079,-0.6979043923419719,1.4248478211773548,-0.6379264999666603,2.500360950575437,-1.1957621411693016,1.7388024575298344
PP_3089,0.3161251423933174,1.5844541614710916,,,,
PP_3092,,,-1.0277924639326859,1.5681208471334998,,
PP_3107,0.6656288093674186,1.6189048347249355,,,,
PP_3123,-2.583375515203023,2.074828392064356,-2.054921104927222,1.6619984655679916,,
PP_3126,3.203087924701947,4.877846391280214,,,,
PP_3128,0.5107313849509226,1.325089694853637,,,,
PP_3129,0.6864862976312147,3.173472403759668,,,,
PP_3130,2.272221669283535,5.487067305256524,,,1.697745397659057,3.2467134097519463
PP_3140,,,1.0644642032802172,1.5491200407989227,0.876050384416943,2.002008872135392
PP_3148,-1.6780287174319843,1.7614597877442943,,,,
PP_3151,,,-4.894227362651822,3.065249193007994,,
PP_3154,,,,,-0.3332087345732418,1.6610341715567485
PP_3189,0.2678065330383279,2.458401319485429,0.4632408968441393,2.214805396531272,,
PP_3192,,,-0.7594257151558257,3.1972875346255605,,
PP_3316,0.5629947052486204,1.3149777278845012,,,,
PP_3361,,,,,0.45889471946639926,1.3576077524644314
PP_3376,-0.6744142213953237,4.4431588848041,-0.3978559704159518,1.687485926306873,-0.4844298826982295,2.9378269639703425
PP_3378,-0.6288713505270841,1.5557228516241153,-0.3355390890305937,1.4812036469757774,-0.3048404955398658,1.6643207365065797
PP_3379,-1.1463776467804763,7.289916932881954,-0.669977877651988,5.1843682174129,-0.8555087255984422,6.587620207817414
PP_3380,-0.6115520149435782,4.9309717458651585,-0.5689169799325035,1.6991649852049997,-0.8513771828466942,5.44527550581213
PP_3382,,,0.5441211604757169,1.4946580340017412,0.6645828691308241,1.6882708894274172
PP_3384,,,0.4574378601785981,1.3929494703167196,,
PP_3406,,,-0.6390326449229724,1.8734601696805417,-0.41318217450127626,1.8380505504676323
PP_3416,-0.5757839388557122,6.460157233770485,-0.28597401471028616,3.09843299198335,-0.3464649172516933,2.9230628090278645
PP_3417,-0.4055189361701905,1.453296406774704,0.6198719116566863,3.393666887491936,0.6211216646319316,1.3774974703138976
PP_3431,1.0062166204525853,2.124221550488503,,,0.3410879734147591,1.8835526064733898
PP_3433,-0.5143993835868805,5.531863191487513,-1.133916275693017,2.9752738249938973,-1.0939962273245736,9.413940316018179
PP_3441,1.0078531744127324,5.731202677501526,,,,
PP_3443,,,,,0.11455759414097125,1.3193119155968294
PP_3484,1.0603696741498352,1.589162596602108,,,1.0100675145201512,1.327658450883586
PP_3491,-0.9153833710354613,2.6296607177788753,,,-0.5249427091769141,2.3188273513286215
PP_3492,,,-0.2068273097313028,3.564033428670899,-0.28006086357833043,1.9164469829571107
PP_3496,,,0.39795886824774157,2.3446126858905947,0.4762526413826726,4.54472219027277
PP_3506,,,-1.714597479855734,1.79895721790276,-4.777629181820993,5.272830462607236
PP_3511,0.2761743156204804,4.225760289170264,,,,
PP_3535,1.511609631521113,1.7356910842697217,,,,
PP_3546,,,,,-2.377074100419627,1.9375242311937513
PP_3549,-3.484332934710664,11.210256907261197,-5.180404071201794,10.748079020763592,-4.570067664385961,11.174944125908672
PP_3557,,,0.9364342685709434,1.5192142962473834,,
PP_3558,1.3028497558257879,2.5753301440688796,,,,
PP_3569,,,-1.6454847452731105,1.397885796424415,,
PP_3582,,,-3.0183646602107497,2.212318210106317,-2.6816534722787533,2.1132859471774927
PP_3585,,,,,1.872810377973735,5.378674871341152
PP_3587,,,-0.3627052168132449,1.3834714603408984,,
PP_3590,0.42892534926235076,4.359460993706793,,,,
PP_3591,,,0.741833090607099,2.8149477999672228,0.4918499856260592,2.4961435735602913
PP_3611,,,-0.23750806812528963,1.8708199215978818,-0.3655844947750362,4.391437159727453
PP_3612,,,2.6142004316353584,2.1625757350076897,,
PP_3629,1.7199990014937363,7.929508212622927,,,,
PP_3651,,,,,0.9497984433248282,2.1266797688651504
PP_3662,0.2693213059119138,2.3608503185924685,0.21295718168224279,2.0375614609512245,0.24718475609282717,2.8442149874747686
PP_3668,,,,,-0.33502176761475355,2.9700848635468877
PP_3669,,,,,0.9010759622041642,2.3102870488293097
PP_3680,0.520506347792075,4.527512694812685,0.5118760607047093,3.505647135780394,,
PP_3699,1.6214412630936503,1.9389727619037906,,,,
PP_3704,,,,,2.1151072449215014,3.353865477678207
PP_3705,0.5004891810877211,1.6688227951076158,,,0.5214585708113719,1.5769084503757242
PP_3707,,,0.5413732119446327,2.621785611816168,,
PP_3755,,,-0.4636517548066863,2.0683587558332994,,
PP_3765,0.31603130826535825,3.842167415714037,0.40026882715633944,4.404933905660675,0.36455971394274256,2.8347036542707844
PP_3766,0.3864797446478263,2.202657521957646,0.38451221382944073,2.452285797982708,0.4930143171999301,4.094811982632602
PP_3775,1.3396798958815643,7.110343614225064,0.7133710977228327,1.9993523565678388,,
PP_3778,0.9348884270584422,2.2753253521289065,,,,
PP_3821,,,0.174913976839698,1.744667744542164,0.15505500503907785,1.5015692340681652
PP_3832,0.3799361028835085,1.7368185921273422,1.1726297952709859,2.0399473196533164,,
PP_3922,,,0.31797576496352925,1.4355123302620032,,
PP_3923,,,2.110921777980155,1.6221349506870875,,
