Protein.Group,PP_0812_PP_0813_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log10_pval,PP_0812_PP_0814_PP_0815_log2_FC,PP_0812_PP_0814_PP_0815_log10_pval,PP_0813_PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log10_pval
PP_4124,-0.5595038488076659,3.6309821638456588,-0.2924870837116228,3.3028340416766273,-0.32905993182424337,2.749242085360525
PP_4251,1.4848241748450095,1.4390932600399187,1.8289130145927608,2.36933462776224,1.2025053400559838,1.8745216374897857
PP_5415,0.3991781505592853,3.7569531980530657,0.3686928241275897,3.356561121496687,0.34654304224859844,3.16469327505034
