Protein.Group,PP_0812_PP_0813_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log10_pval,PP_0812_PP_0814_PP_0815_log2_FC,PP_0812_PP_0814_PP_0815_log10_pval,PP_0813_PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log10_pval
PP_1985,0.379336667258188,3.6604199632345478,-0.22242958376497096,3.8835719535619058,-0.22845962400397818,2.383105305303222
PP_1988,-0.3209792905802752,2.2849695861604102,-0.23110703240670308,6.155879486480253,-0.16247877873470457,4.351161345500502
PP_3511,0.6190653582331241,5.3276953057676595,0.4500820781955076,6.942679056541258,0.45244370150857627,7.820262979930776
PP_4678,-0.4468181526903724,1.3063365560253475,-0.9984850940023426,11.905477920917122,-0.9753126537233762,11.663504081046497
PP_4679,-1.3702158875629666,8.818487796959413,-0.7079309859177682,8.850401665020692,-0.622215989564228,4.530970779533442
PP_4680,-1.0430268782244148,2.301576216948742,-0.41198119116724674,6.0679224670862375,-0.4911528521070284,4.3098195968032105
PP_5128,0.45734289779887444,2.853566502079089,0.18237338888719032,3.059060541458052,0.16046356037360698,2.6223333342814508
