0,1,2
Control-R1,0.12249926568505735,0.9931818437917813
PP_4549-R1,0.131220939061873,0.9947613309833844
PP_4550-R1,0.07980102531098715,0.9918649487429054
PP_0368-R1,0.1163294106722191,0.9941747500279728
PP_2136-R1,0.11792645685205067,0.9898931159626901
PP_0774-R1,0.12137700166564684,0.9873733455658473
PP_0362-R1,0.13767492098665504,0.9941186476060921
PP_0437-R1,0.1161087144318341,0.9927835826626422
Control-R2,0.11522294510770584,0.9911437220656779
PP_4549-R2,0.1240643747008633,0.9929806088349409
PP_4550-R2,0.07899782472110267,0.9947374594563876
PP_0368-R2,0.10611579412604706,0.9952916635356762
PP_2136-R2,0.12152346484457839,0.9883627689626292
PP_0774-R2,0.10683691000142809,0.986799036171281
PP_0362-R2,0.1272036108431256,0.9932558220758472
PP_0437-R2,0.112618073733408,0.9964056209946168
Control-R3,0.1085374247447381,0.9934059696940302
PP_4549-R3,0.1199520012423731,0.9946355794138333
PP_4550-R3,0.07417110830440496,0.997196566037634
PP_0368-R3,0.11154580214214835,0.9968909826134636
PP_2136-R3,0.11773790131277621,0.9885807001198316
PP_0774-R3,0.11000011544811826,0.9890957533814432
PP_0362-R3,0.13130609456436318,0.9958073906937563
PP_0437-R3,0.12578670728248348,0.9913035801034128
PP_2589-R1,0.11401456864987071,0.9920538179196963
PP_3744-R1,0.12482667667169847,0.995115263536938
PP_4194_NT2-R1,0.11258507608188083,0.9927707817720455
PP_4194_NT3-R1,0.1224210538347431,0.9972002896649796
PP_1607_NT1-R1,0.12411821934717174,0.9935064561636356
PP_1607_NT4-R1,0.13584000905954857,0.9918430587360844
PP_1607_NT1_xylS_Pm-R1,0.08859131357367564,0.9892324084815023
PP_1607_NT2_xylS_Pm-R1,0.1009781529115028,0.9841251739674746
PP_2589-R2,0.11987038243349725,0.9923439111902711
PP_3744-R2,0.11155509789099327,0.9895739346594364
PP_4194_NT2-R2,0.11644718172696554,0.9857833088922778
PP_4194_NT3-R2,0.11423306133497996,0.99557410792145
PP_1607_NT1-R2,0.12987311410331911,0.9956856229505636
PP_1607_NT4-R2,0.1393694743430387,0.9956153730804089
PP_1607_NT1_xylS_Pm-R2,0.09035339105141935,0.9915750281264527
PP_1607_NT2_xylS_Pm-R2,0.10685799794080789,0.9926168622020646
PP_2589-R3,0.1105507476712346,0.9916082462050722
PP_3744-R3,0.117367288372006,0.99328714107636
PP_4194_NT2-R3,0.11148019642922952,0.9915505646179398
PP_4194_NT3-R3,0.1128684488344849,0.9968888445806183
PP_1607_NT1-R3,0.12621409525902993,0.9918129674062874
PP_1607_NT4-R3,0.13849121944884218,0.9936793456776177
PP_1607_NT1_xylS_Pm-R3,0.0824197414590169,0.9920451053927124
PP_1607_NT2_xylS_Pm-R3,0.10284625160128696,0.9938345437417788
Control-R4,0.10627454061799427,0.9918685137676523
PP_1607_NT2-R1,0.13736823899808154,0.9953475204908273
PP_1607_NT3-R1,0.11855451680513662,0.9926347001014805
PP_1607_NT3_xylS_Pm-R1,0.13537582007076335,0.9947932893507089
PP_1607_NT4_xylS_Pm-R1,0.1072759815346434,0.9942611683717661
PP_1444-R1,0.11230854399565043,0.9906136378957812
PP_0338-R1,0.12903352788095496,0.9948314164638771
PP_3394-R1,0.1386543553980244,0.9930415793344878
Control-R5,0.1078128747473377,0.9899597977080038
PP_1607_NT2-R2,0.13307643556882293,0.9875807231669925
PP_1607_NT3-R2,0.12404358406163693,0.9907474448786802
PP_1607_NT3_xylS_Pm-R2,0.13632670310457845,0.9954897907396166
PP_1607_NT4_xylS_Pm-R2,0.11619108241658803,0.9950110601055486
PP_1444-R2,0.12420558082570031,0.9923407572130133
PP_0338-R2,0.12554240575306252,0.9928076100570105
PP_3394-R2,0.1757999155876644,0.9871480353342432
Control-R6,0.09696703325066938,0.9878895822517482
PP_1607_NT2-R3,0.13396424572406626,0.9929887759639473
PP_1607_NT3-R3,0.11170580251872028,0.9876741820849246
PP_1607_NT3_xylS_Pm-R3,0.13259108844772916,0.9932993218204533
PP_1607_NT4_xylS_Pm-R3,0.10322957037366462,0.9921708833925323
PP_1444-R3,0.10644742390411668,0.9906169950451316
PP_0338-R3,0.11469012828443403,0.9932623872079768
PP_3394-R3,0.1654807772467529,0.9491872595755916
PP_3071-R1,0.11695876967414652,0.9955052674748625
PP_0582-R1,0.11011962633137218,0.9939173041480104
PP_3355-R1,0.093989178444921,0.9860601532341586
PP_3754-R1,0.11817571774313224,0.9950794006370116
PP_3282-R1,0.11219625102114111,0.9932319987314602
PP_3755-R1,0.10903741186741689,0.9927223632870514
PP_1157-R1,0.0965747752594393,0.9947098891237861
PP_3071-R2,0.11455120137291283,0.9922077862785156
PP_0582-R2,0.11301745230291707,0.9946797336822595
PP_3355-R2,0.08988407339567084,0.9837020910069539
PP_3754-R2,0.11706922488641788,0.9944018685070284
PP_3282-R2,0.1165344248429383,0.9906932995240063
PP_3755-R2,0.11769318869894464,0.9946388187463692
PP_1157-R2,0.08356992586725538,0.9915573403329341
PP_3071-R3,0.1141047967688383,0.9918472384394308
PP_0582-R3,0.1091072637556058,0.9927868815003488
PP_3355-R3,0.09238907910783623,0.979332524469305
PP_3754-R3,0.11876863506078542,0.9945572524060806
PP_3282-R3,0.1160233834032036,0.9927897819579509
PP_3755-R3,0.12137759436434727,0.9908085282422533
PP_1157-R3,0.09563115342874404,0.9932152723989821
Control-R7,0.07498765231505272,0.9529699839081671
PP_1394-R1,0.10188387514466105,0.9933696222635967
PP_3365-R1,0.0964070537560378,0.9965731986883298
PP_4679-R1,0.10900085124026983,0.9783924652006761
PP_4678-R1,0.10378942948743382,0.9880627483231278
PP_1777-R1,0.10048823278551765,0.9823849825654031
PP_3578-R1,0.0952577157171964,0.994637253025116
PP_5288-R1,0.10263555797919667,0.9909487521835357
Control-R8,0.0963240862730107,0.9940683950075155
PP_1394-R2,0.0934793508142236,0.9917131014949611
PP_3365-R2,0.09237526961449238,0.9949827468988297
PP_4679-R2,0.11070985111904605,0.9840432922712952
PP_4678-R2,0.10240784457253822,0.9873431871637598
PP_1777-R2,0.09981249145299524,0.9829595412906237
PP_3578-R2,0.09560091079805884,0.9931140333203061
PP_5288-R2,0.10139502977036421,0.9916966482391606
Control-R9,0.06559889204341351,0.9256364160057359
PP_1394-R3,0.09440779167608593,0.9928365524143729
PP_3365-R3,0.09101104494769906,0.9946263308568388
PP_4679-R3,0.08348371751837685,0.985816404615618
PP_4678-R3,0.10232498144545393,0.987134051415735
PP_1777-R3,0.10024136133856554,0.9804920301449603
