Line Name,PP_0001,PP_0168,PP_0226,PP_0338,PP_0368,PP_0437,PP_0528,PP_0582,PP_0597,PP_0654,PP_0658,PP_0691,PP_0751,PP_0774,PP_0812,PP_0813,PP_0897,PP_0944,PP_0999,PP_1023,PP_1031,PP_1240,PP_1251,PP_1317,PP_1318,PP_1319,PP_1444,PP_1457,PP_1506,PP_1607,PP_1610,PP_1620,PP_1664,PP_1755,PP_1769,PP_1770,PP_1777,PP_2095,PP_2112,PP_2136,PP_2137,PP_2213,PP_2339,PP_2471,PP_2925,PP_3071,PP_3122,PP_3123,PP_3365,PP_3578,PP_3754,PP_3755,PP_4011,PP_4012,PP_4116,PP_4119,PP_4120,PP_4121,PP_4122,PP_4123,PP_4129,PP_4130,PP_4174,PP_4175,PP_4185,PP_4186,PP_4187,PP_4188,PP_4189,PP_4190,PP_4191,PP_4192,PP_4193,PP_4194,PP_4266,PP_4487,PP_4549,PP_4550,PP_4635,PP_4636,PP_4651,PP_4667,PP_4678,PP_4679,PP_4702,PP_4862,PP_4894,PP_5064,PP_5128,PP_5186,PP_5203,PP_5288,PP_5335,PP_5416,PP_5417,PP_5419,cid:12988,dCas9
Control-R1,1.0561679272129623,0.80322773681395,0.9544768555616352,1.1621714584082334,1.1802334993610475,1.2364256797047215,1.327605376168137,5.198323133975522,0.9437202483009546,1.5020853974524295,0.9684608259207944,0.8040854626983976,0.9163931962399625,0.8275267107055836,0.9760951647383497,0.9541666519175711,0.9701677724233875,1.5020853974524295,0.7448857591690792,0.9957832842429419,0.9525501945933146,0.9272074488766111,0.9363096985147392,0.7104440412255094,0.9482289945295673,0.62686986479379,0.6836538414463228,0.9421919602803762,0.9330796100104854,1.0994702654232797,0.9473636445658491,1.00631237177775,1.7705311355855202,1.1260664002122793,1.1491908839613543,0.8999061842530076,0.9305233396457753,0.936245344489759,1.1693040543343338,1.0732510112498252,0.9689981351346285,1.1932470990467752,0.8926744132118867,1.0236660233196857,0.46593468568056406,1.7268019336190992,0.7493092133525949,0.8457644698496574,1.0049499123384313,1.05483265584026,1.1852326291814135,1.3087607484816928,1.002677377673938,0.9819314831171945,0.7541985249035379,0.9942515870911683,1.2163898586930764,1.0113671455971898,0.7610807495218505,0.8363377707391282,1.864574310705641,1.101535526375349,0.8855759019201388,0.9178602775584203,0.9740322284235622,0.9736059678305603,0.9279912223310774,0.9941846197610461,0.9837157301819374,0.9078569732657644,0.9556086041231152,0.9747687248782585,0.9364478849124906,0.9774852436707996,1.1474789084048655,0.9098482204605286,1.1268420287708485,0.4944650548050886,1.0695362585302903,1.3148694154019474,0.7322811880056916,1.180622167649144,1.007778221942471,0.9051785543842487,0.2052070504826864,0.8784104042026983,1.0565516095660237,0.8986858119632979,0.9976093530909051,0.8829871477894986,2.0885476509521594,1.0829020221789079,1.0441238269051392,1.0637329918316216,1.0979671501528518,1.3066282879406763,177.337,1.0074048652864418
Control-R10,1.094914531348516,0.7343102139067691,2.2939490172024084,1.0429168159978215,0.9712419826776406,1.2086102399046108,0.9938672024736181,0.0,0.8377302422253569,0.0,0.9686841483990477,0.8739751599384853,0.8982103669806194,0.8615236155877553,1.0343067953719196,0.9571327621921244,1.0255519179868928,0.0,1.1377926623645418,0.9514883407041863,1.0463947281209198,1.0193046643747607,0.9841889637390498,1.1219030271948516,1.1431826525128652,1.1106404573069497,1.1829182347722635,1.060694603008876,0.8672528211409587,0.9194874231327487,1.0105218632040953,1.0108972655159592,0.0,1.0547724870849178,1.0538616678692792,1.052575527765985,1.1189255719634066,0.9817258735308181,1.2651516422717337,0.9704713231544002,0.9724371638057737,2.0178857977145657,1.0482913215785281,1.0933465788903347,1.531360227434948,1.2581307443453071,0.0,1.587090807923507,1.0516756951795794,1.0744737923261858,1.0477372327335785,0.6070056605513837,1.0152043842639555,1.0532495499797614,0.8820536087871423,0.852611845793834,1.0733566502575105,1.0075073859899175,1.2265031874259227,1.1390140587221125,0.0,4.002957743426419,0.96396285529356,0.9313353129161738,1.0559730249721762,1.0115876467555833,1.1019014375849014,0.966940035151675,1.0607216647971642,1.3752994952391533,1.01796008725655,1.0214665166637296,1.0503753460481597,0.9490154150984246,1.0770542137811707,0.8929712533637031,1.086743901034763,0.0,0.9455232215403372,1.2617745688757163,0.0,1.039966774946293,0.9984595346035565,1.0336481858662423,0.0,1.0507305269406007,1.0645736093134268,1.113294519607362,0.9856250958580303,0.6845573560043385,0.0,0.9378938952654692,1.0812942969399282,0.7928538428992302,0.9525861315182681,1.0864054794413773,176.13507,1.2754265624453556
Control-R11,0.7719609325031324,0.9036850759892541,0.1139881385015266,0.9632849752242421,0.9304000466528876,0.9368296350027316,0.951052046461827,0.18945057414177047,1.1131360077794594,1.6181713927092156,0.8407746017381198,0.8478124623897155,1.0448845371470403,0.9592159520019721,0.8506808226322128,0.9754634155684841,1.0426265805226993,1.6181713927092156,1.2560643050683766,1.00056436560088,0.9778667201016379,0.9982543296761773,1.1475057485448437,1.2516436423618267,0.8416424588971311,1.3278282122633605,1.1346636671896835,0.996250789009859,0.8760041526189717,1.0288265533463414,0.9803567389693523,0.9442527150078421,1.7031279213594963,0.9782407008043247,1.1219719487054305,1.0243004229545822,1.0021763121811482,1.0774915867991985,1.2000561212466612,0.9538209847937469,0.9965125126842016,1.8690414790013532,1.085776411841976,1.000499540890359,0.8314045074306041,1.2777972411870173,1.0949760634885601,1.818293179955915,0.9681362030887463,1.1093408571030963,0.9785246142765398,0.833097257798652,1.1712304548449772,1.240939830481776,0.7706550074181615,1.2120876810774226,1.2689391444335263,1.1067195488131412,1.1927043997468876,1.020147520505827,1.2003774549819672,0.048122888482113456,1.1056959973022373,1.0316518300042041,1.0060011911165085,1.017663268959225,1.098027129479425,1.0212793588616438,1.0299023569155377,0.9440844066261405,1.1079205019541132,1.1033262352933773,1.0204518053065834,1.0406716414029131,1.0334000702652606,0.7831935658531262,0.848811181686827,1.0816094349052436,1.0181548223819652,1.5676896022863036,0.6495281544099359,0.9692172743928176,1.055227995940314,0.8217401975142256,1.1026096963829999,1.0771884711162878,0.9993366055703407,1.1656103392765074,1.0149231658205962,0.9994263647439959,0.20679777251726306,0.9778934637929908,0.9096821615310271,0.8720155966499035,1.053211011686777,0.7812091542273045,192.63713,1.0956175767695089
Control-R12,1.2424839391300637,1.1391018765692411,2.295239291772111,1.0270428764518598,1.0307805113591595,1.0585686607405138,1.1944728956119888,0.0,1.140078894397003,0.0,0.9246208929282982,1.2050617015417318,1.1066835161563227,1.2822957599113696,1.1316217123177281,1.0744519890760218,0.981148416987956,0.0,1.1720821603767906,1.0487865034700286,0.9819654550992477,1.0886375249188691,0.9571568884528444,1.074597799166228,1.72865966943967,1.074365683812012,0.8573857434200347,0.945481731780656,0.9518526412445139,0.9513912809019285,0.9815050033444486,1.5794560739044339,1.4373332609780292,1.1795824816122717,1.0220400051197422,0.9775482952559804,1.2655407323411327,0.9994445030672074,1.220229342057541,1.0244186885871425,0.972422201581784,0.5287816866840619,1.057935444848292,0.9996522161012932,0.6219153409586351,0.9657899370410357,0.0,0.0,0.9634098130433791,1.0136523218423836,1.027205581716256,1.7598385717324572,1.0683559397394642,1.094322309056806,0.829224921944245,1.0645310409894513,0.8739860630288239,1.033866797641023,0.8869292724072657,1.0614867474556455,1.8073224982641138,0.0,1.0420902115654351,0.9668607076949371,1.0737483063570052,1.0513528104422585,1.1077404101451487,1.0045663886972975,1.0509434316276387,1.024088296039869,0.9842676019949594,0.917235239453145,0.9576771177006532,0.9980453917778349,1.1240242819677322,0.8629499613443535,1.0604892710843925,2.321097580608843,0.9982088563560468,1.0508796689191495,1.7925033221894064,1.0965306495118972,1.0062104665002642,1.091409581710936,0.0,1.0979513124229208,1.0756449035969116,0.9145335634497562,0.9898935362642294,0.9917846760011128,2.819528940837167,1.2887988210394477,0.8745292451762386,0.890723860419061,0.9558137725802013,1.060845495011183,202.7048,1.179865232677225
Control-R13,1.0515520850281486,1.3030062812599612,1.1582154754757823,1.1328199715680762,1.0216940582074256,1.094537295972214,1.2695601163049028,1.9052196098181926,1.087354952604905,1.5406788136471496,1.0669348568186923,1.0571459574540765,0.9765911155396406,1.0118195246985002,0.9353008565073408,1.024469472037169,0.9886806769743953,1.5406788136471496,0.7283149818069001,1.042795348024778,0.921006747907557,0.9847086479883728,0.9093607874981395,0.7279996797675478,0.9542463691468508,0.7623407983146413,0.8353156939921694,0.9711806431111679,1.2693710916279617,1.0834599046442492,1.0009713712832402,0.8563686378747697,1.5477673649673254,1.031945267142985,1.1144798164569398,1.0532493028178445,0.9028821213166944,1.003915433722727,0.7128502619455283,1.0558008837382016,1.0467754109769773,0.5079740100270573,0.9581798062045478,0.9920497184779418,0.6120819885685281,0.8413370859295196,1.0425387756009692,1.6198291856944638,1.148667609068084,1.2067519318146582,0.9191299425321885,1.3698870800322571,0.5882432785596629,0.6578351002373891,1.5787425583846728,1.2647200772735532,0.9205062835454433,0.985098220147559,1.063105251016535,0.9099514313995023,1.1428926018609558,0.045818332390467544,0.9564039091610244,1.0338170076745417,1.0258833978143846,0.9753929490558472,0.8555561933584386,0.9894225998058137,0.9895947670935292,0.9895382224752349,0.9286928566629735,1.0609274359028849,0.8969849289145729,1.1723364541848675,1.1568459219557587,1.4269390799361834,1.1096756071460507,1.0298122612397633,1.0778474266606475,1.112021808397316,1.6611824859380033,1.134537068460971,0.91148893957126,1.045942159271468,1.0498068415948518,0.941216148326963,1.0628408929516378,0.8133642993307864,0.9991204296075737,0.8842018921108817,0.19689443792065836,1.0628886208183783,1.236691264213781,1.008304499453274,1.0373323572983908,1.2062026140320194,123.84653,0.8191903024506849
Control-R14,1.294411263171697,0.6957492791204077,0.12126549026749571,1.0106913973374017,1.143826735288117,0.40037056738949245,1.1014751252443367,2.3339465782375246,0.7452218060727837,1.72148040886808,1.1702880086104206,1.137426383805793,1.0716699838114792,1.633038835175269,1.190816878459227,0.9963973178311593,0.9716276846561264,1.7214804088680802,0.8912004739652187,0.9739719450161963,0.9628768398258168,1.0281316430083218,0.98286446383913,0.7932324392593106,0.5757839745545433,0.8672974828417239,1.3896490360050537,1.0014996657106052,0.983566485171283,0.8424541804870802,1.0176904055088098,1.0481099245677057,0.43471455221167504,1.2012582818552642,1.0293251484064252,0.9894365761825639,1.121830191849228,1.051811336839951,1.1853483121513866,1.1606052360129349,1.1901208981612734,0.42142748180716555,0.9758362010625006,1.0081998144228932,2.111530019857251,0.9047859344062875,1.1648826879327838,0.09302384770970053,0.90306963984732,1.1491712362806177,1.1818895586990652,0.877401915900613,1.1970579136743595,0.9099256142195036,0.9217675926357929,1.0639682704179798,0.9112531593858701,1.0927781083612194,1.2352676138066108,1.0401820307916059,1.2770132269726249,2.8400640707156506,1.083426034039718,1.041136278541124,0.8417655139402557,0.9580026480962542,0.9130282417170408,1.0191171302762148,0.9999358423115411,0.9974060804651249,0.9559821542694077,1.0131168964839805,0.8239614501416995,1.0717024901600158,1.105605847570419,1.1233408461449228,1.0136371668101922,1.1506626928553336,1.0361932856581393,0.8461425102491699,2.0459583997626485,1.066625534620737,0.9933968720106743,1.13635579849252,1.173003675323537,0.9886175514938819,0.9561717184257023,0.9787668322946306,1.085441297956643,1.4625309877075745,0.22000037547938464,1.0730617677494738,1.1557228699278534,0.9919934376463319,0.8994849223210061,0.8843817700764509,177.1856,0.9018629062265913
Control-R15,1.087291874907751,0.7168807376336138,1.5100031634905213,0.9046546026894405,0.7742603196988591,1.3040403265425942,1.057941543272077,0.03275985846665929,1.1895821000543572,0.10488504530715627,1.077320710524598,0.9682604976970774,0.70797290503725,0.911614978047492,0.9717022946021335,0.8873715512581325,1.0130103529877859,0.6612176086296928,0.9256927780695463,0.8894409173676218,0.9244799659812757,0.9544752912910721,0.9673154935291194,1.0224950141378653,0.8364683090245665,1.0745560675456942,1.0586615290961543,1.0017794546009389,0.9019236098231926,0.9195016045168435,1.017135600593843,1.1060874443501965,1.4853456159077918,0.6642899401914405,0.7116730051947647,0.9829850507921156,1.115710488617897,0.9304145203307472,0.7070054361026847,0.7676636910570268,1.0208846690612932,0.5223062189971819,0.8744111939639654,0.8443629495188106,0.06096793624983291,0.6755950079181883,3.098245466877665,2.1613729844138763,1.0012566697364667,0.6808790419362996,1.2080141558561948,0.03786205207767212,0.7139073316807251,1.2083341101989153,1.0437147294471592,1.142410063280431,0.9416947201920022,0.8866353405215905,0.8518283193390296,0.9514224415482498,0.6612176086296928,0.5042863596318906,0.9626893815272192,1.036139461937909,1.1269727887830674,1.0312942918628751,0.8702790078814638,0.996067514211051,0.9333536438324949,0.9611650829742767,1.002634196398468,0.9123930806812468,1.1163354905474119,0.7466314434113704,0.7475527102702264,0.9037034625393507,0.9461859221275896,1.8606322184241029,0.9527762558603149,0.6782701265990128,0.3955047770084458,1.0222817754114197,1.1048506381643697,0.8335325173593396,0.20608817733555435,0.899210197359177,1.0563836203413437,0.682331069084701,0.9919947552774014,0.6061933060337154,0.07200324210303322,0.9044550864359251,0.8880519731566449,0.9073637589339038,1.0338086021720447,1.012959112866458,168.0272,1.2983082668905883
Control-R16,1.228948354870894,0.8481156456581557,1.7773703166972308,1.1097046960878019,1.0562584320459842,1.1056507177807469,1.0296435330419464,1.4220761011362335,1.4039389244095406,1.867563300632868,1.0372188669643971,1.0886355039114217,1.2837993016106106,1.144725995093896,0.974883295181266,1.157555298923397,0.9930594448567118,1.4358919617595172,1.052316687141935,1.006275752523895,1.0007473870705752,0.9554488144126687,1.0126513340433871,1.0565406394745016,1.180081999688431,1.0753706685581308,1.211683566451848,1.0020696914543636,1.0321866462354923,1.1092595498168207,1.025845860176414,0.9528408355138716,0.0661990180395186,1.2228423612652537,1.046506586677952,1.0665468909992846,0.9373015771228955,0.9539474436452643,1.1323845713860594,1.1650790027189157,1.0678044470837942,1.134233710123522,1.1370979110142754,1.0420819501775045,1.692181771916019,1.0391360277775608,0.3878126615670645,0.16689518205366347,0.978796133435769,1.1991049715686188,1.1074592551712032,1.1638312648487141,1.1450878852526738,0.9760123862765449,0.960369216812424,1.0372368947561121,1.115606235060988,1.0594477329100425,1.1329127095275955,1.062906653655839,1.435891961759517,1.6840365340113508,1.0662489881021617,0.983522736077285,1.143585645579944,0.9562493125491348,1.0868387859290636,1.0040030293535842,1.114921762450835,1.2053534305475582,1.0814514712800058,1.018036465261558,1.045268733798685,1.1550359819514309,1.0018103655818318,1.0124035303897683,1.098813213616843,0.9200662519222605,1.0452515082835085,1.7140319931080106,1.4536914862986958,0.8556122866547258,0.9415403390016575,1.049754410129327,3.692968956220803,1.0418271715718364,1.07674962323262,1.3831155954111123,1.0021922229137161,1.2985772625308412,1.867679616793361,1.102951708524434,1.0432676451125613,0.9922558984907819,0.9522640089489925,0.9431254236653622,150.89067,1.0719449173641582
Control-R17,0.7615299038854214,1.068840741529769,0.7126265198122479,1.1012316887971363,1.1600280995681116,0.28284622347288596,0.9905295700722213,1.539949231085594,0.8933775846732527,2.0275516540599754,0.9052389732205552,1.0258598340406484,1.0447453769591546,1.3360178539477197,1.1224834346087138,1.0265085148845883,1.0367583294189415,1.9028904296107902,0.9511035530507621,0.9930572030986647,1.055314926308934,0.9907093864247859,1.0090767401497593,0.9220757047473062,1.3878620481611394,0.8467150440526643,1.0230019416517613,0.9935002418032249,1.0381898993160699,0.9738785687748357,0.9892510798782351,0.8993617968820672,2.4484553660526895,0.9698081467171813,1.230662190944732,1.0078585056440923,0.9156031121251751,1.0576871622164545,1.1526092146046742,1.248683093273148,1.059196879265483,1.5031231662382303,1.0121187420397004,1.0122381280649384,1.140309702015428,1.0898053924225657,0.5139418715552707,1.6717318335324605,1.0245911699377896,1.1824087004932509,0.9604608624807585,1.6154063986468048,1.2965492164962686,0.9637341202093282,1.0441552128809517,1.0267990700847112,1.1835480470289428,1.0561250725658273,1.1178604916560153,1.1053228958053165,1.90289042961079,1.8116771063567587,0.9960910941866427,0.9969490101145747,0.8585035809123402,1.0180972617903739,1.0858012507813168,1.0294150257392378,0.9938455645255181,0.8355484260690356,0.9100097750019785,1.0101004732547127,0.8924147636130831,1.0632244496154504,1.3234989379054047,1.0164904832277697,1.0291252755315228,1.2193015296536363,1.0243409832426156,1.0093151100458013,1.2636602486028057,1.0251022019540632,0.951199319702917,1.0687245938743615,0.10094286644364263,1.0763884644322608,0.8829010479140857,1.1453248248828682,1.0069301238161712,0.9740415344330374,1.0594599716831907,1.0957651563017126,1.0237830698105703,1.019920079561044,0.9943062154717471,1.1795325007320134,197.79113,0.8353502186666489
Control-R18,0.9222298663359334,1.3661628751784614,0.0,0.8844090124256213,1.0094531486870455,1.307462732203773,0.9218853536137553,1.0052148093115134,0.5131013908628496,0.0,0.9802214492904494,0.917244164350853,0.9634824163929849,0.6076411729108927,0.9309309756078867,0.9285646349338822,0.9571718727365606,0.0,1.0708869817377566,1.1112261270098187,1.0194577206392155,1.0993665078714732,1.0109564322777345,0.9988886416403271,0.5955876431258628,1.0033582198435107,0.7066529628002366,1.0026506121414724,1.0276998446252448,0.9973602768915001,0.9677674593515079,1.041709923253865,0.0,1.1430595518261248,1.011158217182551,0.9426095525645074,1.0313848221340327,1.0579508738075338,1.0080007779065818,0.8185742129509098,0.8521140045894295,0.8403369046410656,0.976372152982059,1.1013169722387466,1.1065405898187202,1.1954635718816848,0.0,0.0,0.9953560268899752,0.9376072860018305,0.7240657264918438,1.1829002844268084,0.8444555665703326,0.8519193833152114,0.951760840859465,0.7935539718787458,0.7591509977180667,0.9977918540025401,0.8973984794773596,0.8803480089905948,0.0,0.0,0.9749705361839764,0.9833887918702313,0.8709379847246481,0.9943591337976161,0.957080955408156,0.970514430696127,0.9578790291911524,0.9979330604091298,1.005904557319547,1.0594699808024823,0.9459810120408202,1.035108125021748,0.9271379862425371,1.0674025238431115,0.9258755887240443,0.0,0.9776312526135609,0.5983827702471755,0.8871434880900531,1.0970037359797913,1.0024097031310562,1.0479884786369715,0.0,0.9825741666367261,0.9839657085119504,0.7892285106213183,0.998882897992711,1.121187897002406,1.0008571694204151,0.896828048737928,1.0448973119202234,1.0804602630142703,1.019621173407216,0.8643829627361663,184.31093,0.7943965970786045
