Line Name,Measurement Type,Time,Value,Units
PP_4123-R1,Total Biomass Input,0.011111111,2.45,n/a
PP_4123-R1,Total Biomass Input,0.177777778,2.47,n/a
PP_4123-R1,Total Biomass Input,0.344444444,2.45,n/a
PP_4123-R1,Total Biomass Input,0.511111111,2.43,n/a
PP_4123-R1,Total Biomass Input,0.677777778,2.43,n/a
PP_4123-R1,Total Biomass Input,0.844444444,2.46,n/a
PP_4123-R1,Total Biomass Input,1.011111111,2.46,n/a
PP_4123-R1,Total Biomass Input,1.177777778,2.44,n/a
PP_4123-R1,Total Biomass Input,1.344444444,2.5,n/a
PP_4123-R1,Total Biomass Input,1.511111111,2.48,n/a
PP_4123-R1,Total Biomass Input,1.677777778,2.51,n/a
PP_4123-R1,Total Biomass Input,1.844444444,2.53,n/a
PP_4123-R1,Total Biomass Input,2.011111111,2.5,n/a
PP_4123-R1,Total Biomass Input,2.177777778,2.54,n/a
PP_4123-R1,Total Biomass Input,2.344444444,2.56,n/a
PP_4123-R1,Total Biomass Input,2.511111111,2.56,n/a
PP_4123-R1,Total Biomass Input,2.677777778,2.6,n/a
PP_4123-R1,Total Biomass Input,2.844444444,2.62,n/a
PP_4123-R1,Total Biomass Input,3.011111111,2.64,n/a
PP_4123-R1,Total Biomass Input,3.177777778,2.65,n/a
PP_4123-R1,Total Biomass Input,3.344444444,2.7,n/a
PP_4123-R1,Total Biomass Input,3.511111111,2.74,n/a
PP_4123-R1,Total Biomass Input,3.677777778,2.77,n/a
PP_4123-R1,Total Biomass Input,3.844444444,2.83,n/a
PP_4123-R1,Total Biomass Input,4.011111111,2.9,n/a
PP_4123-R1,Total Biomass Input,4.177777778,2.93,n/a
PP_4123-R1,Total Biomass Input,4.344444444,2.99,n/a
PP_4123-R1,Total Biomass Input,4.511111111,3.02,n/a
PP_4123-R1,Total Biomass Input,4.677777778,3.08,n/a
PP_4123-R1,Total Biomass Input,4.844444444,3.15,n/a
PP_4123-R1,Total Biomass Input,5.011111111,3.16,n/a
PP_4123-R1,Total Biomass Input,5.177777778,3.21,n/a
PP_4123-R1,Total Biomass Input,5.344444444,3.24,n/a
PP_4123-R1,Total Biomass Input,5.511111111,3.35,n/a
PP_4123-R1,Total Biomass Input,5.677777778,3.43,n/a
PP_4123-R1,Total Biomass Input,5.844444444,3.47,n/a
PP_4123-R1,Total Biomass Input,6.011111111,3.49,n/a
PP_4123-R1,Total Biomass Input,6.177777778,3.59,n/a
PP_4123-R1,Total Biomass Input,6.344444444,3.72,n/a
PP_4123-R1,Total Biomass Input,6.511111111,3.79,n/a
PP_4123-R1,Total Biomass Input,6.677777778,3.83,n/a
PP_4123-R1,Total Biomass Input,6.844444444,3.98,n/a
PP_4123-R1,Total Biomass Input,7.011111111,4.09,n/a
PP_4123-R1,Total Biomass Input,7.177777778,4.13,n/a
PP_4123-R1,Total Biomass Input,7.344444444,4.21,n/a
PP_4123-R1,Total Biomass Input,7.511111111,4.49,n/a
PP_4123-R1,Total Biomass Input,7.689722222,3.86,n/a
PP_4123-R1,Total Biomass Input,7.856388889,4.17,n/a
PP_4123-R1,Total Biomass Input,8.023055556,4.19,n/a
PP_4123-R1,Total Biomass Input,8.189722222,4.38,n/a
PP_4123-R1,Total Biomass Input,8.356388889,4.56,n/a
PP_4123-R1,Total Biomass Input,8.523055556,4.57,n/a
PP_4123-R1,Total Biomass Input,8.689722222,4.72,n/a
PP_4123-R1,Total Biomass Input,8.856388889,4.84,n/a
PP_4123-R1,Total Biomass Input,9.023055556,4.92,n/a
PP_4123-R1,Total Biomass Input,9.189722222,5.12,n/a
PP_4123-R1,Total Biomass Input,9.356388889,5.15,n/a
PP_4123-R1,Total Biomass Input,9.523055556,5.36,n/a
PP_4123-R1,Total Biomass Input,9.689722222,5.4,n/a
PP_4123-R1,Total Biomass Input,9.856388889,5.57,n/a
PP_4123-R1,Total Biomass Input,10.02305556,5.52,n/a
PP_4123-R1,Total Biomass Input,10.18972222,5.62,n/a
PP_4123-R1,Total Biomass Input,10.35638889,5.9,n/a
PP_4123-R1,Total Biomass Input,10.52305556,5.85,n/a
PP_4123-R1,Total Biomass Input,10.68972222,5.93,n/a
PP_4123-R1,Total Biomass Input,10.85638889,6.17,n/a
PP_4123-R1,Total Biomass Input,11.02305556,6.56,n/a
PP_4123-R1,Total Biomass Input,11.18972222,6.54,n/a
PP_4123-R1,Total Biomass Input,11.35638889,6.65,n/a
PP_4123-R1,Total Biomass Input,11.52305556,6.41,n/a
PP_4123-R1,Total Biomass Input,11.68972222,6.57,n/a
PP_4123-R1,Total Biomass Input,11.85638889,6.4,n/a
PP_4123-R1,Total Biomass Input,12.02305556,6.48,n/a
PP_4123-R1,Total Biomass Input,12.18972222,6.45,n/a
PP_4123-R1,Total Biomass Input,12.35638889,6.47,n/a
PP_4123-R1,Total Biomass Input,12.52305556,6.34,n/a
PP_4123-R1,Total Biomass Input,12.68972222,6.38,n/a
PP_4123-R1,Total Biomass Input,12.85638889,6.39,n/a
PP_4123-R1,Total Biomass Input,13.02305556,6.28,n/a
PP_4123-R1,Total Biomass Input,13.18972222,6.34,n/a
PP_4123-R1,Total Biomass Input,13.35638889,6.16,n/a
PP_4123-R1,Total Biomass Input,13.52305556,6.23,n/a
PP_4123-R1,Total Biomass Input,13.68972222,6.12,n/a
PP_4123-R1,Total Biomass Input,13.85638889,6.1,n/a
PP_4123-R1,Total Biomass Input,14.02305556,6.13,n/a
PP_4123-R1,Total Biomass Input,14.18972222,6.23,n/a
PP_4123-R1,Total Biomass Input,14.35638889,6.19,n/a
PP_4123-R1,Total Biomass Input,14.52305556,6.17,n/a
PP_4123-R1,Total Biomass Input,14.68972222,6.2,n/a
PP_4123-R1,Total Biomass Input,14.85638889,6.15,n/a
PP_4123-R1,Total Biomass Input,15.02305556,6.18,n/a
PP_4123-R1,Total Biomass Input,15.18972222,6.33,n/a
PP_4123-R1,Total Biomass Input,15.35638889,6.39,n/a
PP_4123-R1,Total Biomass Input,15.52305556,6.32,n/a
PP_4123-R1,Total Biomass Input,15.68972222,6.45,n/a
PP_4123-R1,Total Biomass Input,15.85638889,6.39,n/a
PP_4123-R1,Total Biomass Input,16.02305556,6.57,n/a
PP_4123-R1,Total Biomass Input,16.18972222,6.57,n/a
PP_4123-R1,Total Biomass Input,16.35638889,6.59,n/a
PP_4123-R1,Total Biomass Input,16.52305556,6.6,n/a
PP_4123-R1,Total Biomass Input,16.68972222,6.66,n/a
PP_4123-R1,Total Biomass Input,16.85638889,6.64,n/a
PP_4123-R1,Total Biomass Input,17.02305556,6.75,n/a
PP_4123-R1,Total Biomass Input,17.18972222,6.71,n/a
PP_4123-R1,Total Biomass Input,17.35638889,6.81,n/a
PP_4123-R1,Total Biomass Input,17.52305556,6.95,n/a
PP_4123-R1,Total Biomass Input,17.68972222,7.02,n/a
PP_4123-R1,Total Biomass Input,17.85638889,7.14,n/a
PP_4123-R1,Total Biomass Input,18.02305556,7.03,n/a
PP_4123-R1,Total Biomass Input,18.18972222,7.2,n/a
PP_4123-R1,Total Biomass Input,18.35638889,7.16,n/a
PP_4123-R1,Total Biomass Input,18.52305556,7.21,n/a
PP_4123-R1,Total Biomass Input,18.68972222,7.19,n/a
PP_4123-R1,Total Biomass Input,18.85638889,7.3,n/a
PP_4123-R1,Total Biomass Input,19.02305556,7.13,n/a
PP_4123-R1,Total Biomass Input,19.18972222,7.35,n/a
PP_4123-R1,Total Biomass Input,19.35638889,7.37,n/a
PP_4123-R1,Total Biomass Input,19.52305556,7.39,n/a
PP_4123-R1,Total Biomass Input,19.68972222,7.42,n/a
PP_4123-R1,Total Biomass Input,19.85638889,7.52,n/a
PP_4123-R1,Total Biomass Input,20.02305556,7.52,n/a
PP_4123-R1,Total Biomass Input,20.18972222,7.41,n/a
PP_4123-R1,Total Biomass Input,20.35638889,7.63,n/a
PP_4123-R1,Total Biomass Input,20.52305556,7.63,n/a
PP_4123-R1,Total Biomass Input,20.68972222,7.52,n/a
PP_4123-R1,Total Biomass Input,20.85638889,7.73,n/a
PP_4123-R1,Total Biomass Input,21.02305556,7.75,n/a
PP_4123-R1,Total Biomass Input,21.18972222,7.69,n/a
PP_4123-R1,Total Biomass Input,21.35638889,7.79,n/a
PP_4123-R1,Total Biomass Input,21.52305556,7.76,n/a
PP_4123-R1,Total Biomass Input,21.68972222,7.81,n/a
PP_4123-R1,Total Biomass Input,21.85638889,7.82,n/a
PP_4123-R1,Total Biomass Input,22.02305556,7.93,n/a
PP_4123-R1,Total Biomass Input,22.18972222,7.75,n/a
PP_4123-R1,Total Biomass Input,22.35638889,7.91,n/a
PP_4123-R1,Total Biomass Input,22.52305556,7.98,n/a
PP_4123-R1,Total Biomass Input,22.68972222,7.87,n/a
PP_4123-R1,Total Biomass Input,22.85638889,7.96,n/a
PP_4123-R1,Total Biomass Input,23.02305556,7.91,n/a
PP_4123-R1,Total Biomass Input,23.18972222,7.93,n/a
PP_4123-R1,Total Biomass Input,23.35638889,7.98,n/a
PP_4123-R1,Total Biomass Input,23.52305556,8,n/a
PP_4123-R1,Total Biomass Input,23.68972222,7.9,n/a
PP_4123-R1,Total Biomass Input,23.85638889,8.14,n/a
PP_4123-R1,Total Biomass Input,24.02305556,7.92,n/a
PP_4123-R1,Total Biomass Input,24.18972222,7.99,n/a
PP_4123-R1,Total Biomass Input,24.35638889,8.13,n/a
