Line Name,Measurement Type,Time,Value,Units
Control-R10,Total Biomass Input,0.01,2.04,n/a
Control-R10,Total Biomass Input,0.176666667,2.11,n/a
Control-R10,Total Biomass Input,0.343333333,2.13,n/a
Control-R10,Total Biomass Input,0.51,2.11,n/a
Control-R10,Total Biomass Input,0.676666667,2.12,n/a
Control-R10,Total Biomass Input,0.843333333,2.07,n/a
Control-R10,Total Biomass Input,1.01,2.11,n/a
Control-R10,Total Biomass Input,1.176666667,2.13,n/a
Control-R10,Total Biomass Input,1.343333333,2.12,n/a
Control-R10,Total Biomass Input,1.51,2.1,n/a
Control-R10,Total Biomass Input,1.676666667,2.12,n/a
Control-R10,Total Biomass Input,1.843333333,2.11,n/a
Control-R10,Total Biomass Input,2.01,2.08,n/a
Control-R10,Total Biomass Input,2.176666667,2.08,n/a
Control-R10,Total Biomass Input,2.343333333,2.1,n/a
Control-R10,Total Biomass Input,2.51,2.14,n/a
Control-R10,Total Biomass Input,2.676666667,2.13,n/a
Control-R10,Total Biomass Input,2.843333333,2.14,n/a
Control-R10,Total Biomass Input,3.01,2.18,n/a
Control-R10,Total Biomass Input,3.176666667,2.14,n/a
Control-R10,Total Biomass Input,3.343333333,2.18,n/a
Control-R10,Total Biomass Input,3.51,2.2,n/a
Control-R10,Total Biomass Input,3.676666667,2.24,n/a
Control-R10,Total Biomass Input,3.843333333,2.23,n/a
Control-R10,Total Biomass Input,4.01,2.27,n/a
Control-R10,Total Biomass Input,4.176666667,2.29,n/a
Control-R10,Total Biomass Input,4.343333333,2.32,n/a
Control-R10,Total Biomass Input,4.51,2.37,n/a
Control-R10,Total Biomass Input,4.676666667,2.37,n/a
Control-R10,Total Biomass Input,4.843333333,2.43,n/a
Control-R10,Total Biomass Input,5.01,2.44,n/a
Control-R10,Total Biomass Input,5.176666667,2.48,n/a
Control-R10,Total Biomass Input,5.343333333,2.45,n/a
Control-R10,Total Biomass Input,5.51,2.54,n/a
Control-R10,Total Biomass Input,5.676666667,2.53,n/a
Control-R10,Total Biomass Input,5.843333333,2.59,n/a
Control-R10,Total Biomass Input,6.01,2.64,n/a
Control-R10,Total Biomass Input,6.176666667,2.65,n/a
Control-R10,Total Biomass Input,6.343333333,2.69,n/a
Control-R10,Total Biomass Input,6.51,2.78,n/a
Control-R10,Total Biomass Input,6.676666667,2.86,n/a
Control-R10,Total Biomass Input,6.843333333,2.89,n/a
Control-R10,Total Biomass Input,7.01,2.97,n/a
Control-R10,Total Biomass Input,7.176666667,2.99,n/a
Control-R10,Total Biomass Input,7.343333333,3.1,n/a
Control-R10,Total Biomass Input,7.51,3.13,n/a
Control-R10,Total Biomass Input,7.676666667,3.21,n/a
Control-R10,Total Biomass Input,7.843333333,3.41,n/a
Control-R10,Total Biomass Input,8.01,3.43,n/a
Control-R10,Total Biomass Input,8.176666667,3.48,n/a
Control-R10,Total Biomass Input,8.343333333,3.58,n/a
Control-R10,Total Biomass Input,8.51,3.68,n/a
Control-R10,Total Biomass Input,8.676666667,3.73,n/a
Control-R10,Total Biomass Input,8.843333333,3.78,n/a
Control-R10,Total Biomass Input,9.01,3.95,n/a
Control-R10,Total Biomass Input,9.176666667,4.01,n/a
