Line Name,Measurement Type,Time,Value,Units
Control-R4,Total Biomass Input,0.011388889,3.24,n/a
Control-R4,Total Biomass Input,0.094722222,3.17,n/a
Control-R4,Total Biomass Input,0.178055556,3.19,n/a
Control-R4,Total Biomass Input,0.261388889,3.17,n/a
Control-R4,Total Biomass Input,0.344722222,3.18,n/a
Control-R4,Total Biomass Input,0.428055556,3.12,n/a
Control-R4,Total Biomass Input,0.511388889,3.1,n/a
Control-R4,Total Biomass Input,0.594722222,3.11,n/a
Control-R4,Total Biomass Input,0.678055556,3.09,n/a
Control-R4,Total Biomass Input,0.761388889,3.11,n/a
Control-R4,Total Biomass Input,0.844722222,3.08,n/a
Control-R4,Total Biomass Input,0.928055556,3.13,n/a
Control-R4,Total Biomass Input,1.011388889,3.09,n/a
Control-R4,Total Biomass Input,1.094722222,3.11,n/a
Control-R4,Total Biomass Input,1.178055556,3.11,n/a
Control-R4,Total Biomass Input,1.261388889,3.11,n/a
Control-R4,Total Biomass Input,1.344722222,3.1,n/a
Control-R4,Total Biomass Input,1.428055556,3.1,n/a
Control-R4,Total Biomass Input,1.511388889,3.08,n/a
Control-R4,Total Biomass Input,1.594722222,3.1,n/a
Control-R4,Total Biomass Input,1.678055556,3.11,n/a
Control-R4,Total Biomass Input,1.761388889,3.12,n/a
Control-R4,Total Biomass Input,1.844722222,3.1,n/a
Control-R4,Total Biomass Input,1.928055556,3.12,n/a
Control-R4,Total Biomass Input,2.011388889,3.07,n/a
Control-R4,Total Biomass Input,2.094722222,3.13,n/a
Control-R4,Total Biomass Input,2.178055556,3.11,n/a
Control-R4,Total Biomass Input,2.261388889,3.13,n/a
Control-R4,Total Biomass Input,2.344722222,3.12,n/a
Control-R4,Total Biomass Input,2.428055556,3.13,n/a
Control-R4,Total Biomass Input,2.511388889,3.13,n/a
Control-R4,Total Biomass Input,2.594722222,3.16,n/a
Control-R4,Total Biomass Input,2.678055556,3.21,n/a
Control-R4,Total Biomass Input,2.761388889,3.17,n/a
Control-R4,Total Biomass Input,2.844722222,3.2,n/a
Control-R4,Total Biomass Input,2.928055556,3.2,n/a
Control-R4,Total Biomass Input,3.011388889,3.26,n/a
Control-R4,Total Biomass Input,3.094722222,3.24,n/a
Control-R4,Total Biomass Input,3.178055556,3.23,n/a
Control-R4,Total Biomass Input,3.261388889,3.28,n/a
Control-R4,Total Biomass Input,3.344722222,3.22,n/a
Control-R4,Total Biomass Input,3.428055556,3.24,n/a
Control-R4,Total Biomass Input,3.511388889,3.25,n/a
Control-R4,Total Biomass Input,3.594722222,3.29,n/a
Control-R4,Total Biomass Input,3.678055556,3.27,n/a
Control-R4,Total Biomass Input,3.761388889,3.32,n/a
Control-R4,Total Biomass Input,3.844722222,3.33,n/a
Control-R4,Total Biomass Input,3.928055556,3.36,n/a
Control-R4,Total Biomass Input,4.011388889,3.42,n/a
Control-R4,Total Biomass Input,4.094722222,3.45,n/a
Control-R4,Total Biomass Input,4.178055556,3.45,n/a
Control-R4,Total Biomass Input,4.261388889,3.42,n/a
Control-R4,Total Biomass Input,4.344722222,3.48,n/a
Control-R4,Total Biomass Input,4.428055556,3.5,n/a
Control-R4,Total Biomass Input,4.511388889,3.5,n/a
Control-R4,Total Biomass Input,4.594722222,3.53,n/a
Control-R4,Total Biomass Input,4.678055556,3.51,n/a
Control-R4,Total Biomass Input,4.761388889,3.5,n/a
Control-R4,Total Biomass Input,4.844722222,3.53,n/a
Control-R4,Total Biomass Input,4.928055556,3.56,n/a
Control-R4,Total Biomass Input,5.011388889,3.59,n/a
Control-R4,Total Biomass Input,5.094722222,3.61,n/a
