Line Name,Measurement Type,Time,Value,Units
PP_0812-R4,Total Biomass Input,0.010277778,3.98,n/a
PP_0812-R4,Total Biomass Input,0.176944444,3.94,n/a
PP_0812-R4,Total Biomass Input,0.343611111,3.96,n/a
PP_0812-R4,Total Biomass Input,0.510277778,3.93,n/a
PP_0812-R4,Total Biomass Input,0.676944444,3.91,n/a
PP_0812-R4,Total Biomass Input,0.843611111,3.92,n/a
PP_0812-R4,Total Biomass Input,1.010277778,3.9,n/a
PP_0812-R4,Total Biomass Input,1.176944444,3.9,n/a
PP_0812-R4,Total Biomass Input,1.343611111,3.91,n/a
PP_0812-R4,Total Biomass Input,1.510277778,3.93,n/a
PP_0812-R4,Total Biomass Input,1.676944444,3.94,n/a
PP_0812-R4,Total Biomass Input,1.843611111,3.97,n/a
PP_0812-R4,Total Biomass Input,2.010277778,3.93,n/a
PP_0812-R4,Total Biomass Input,2.176944444,3.98,n/a
PP_0812-R4,Total Biomass Input,2.343611111,3.97,n/a
PP_0812-R4,Total Biomass Input,2.510277778,3.97,n/a
PP_0812-R4,Total Biomass Input,2.676944444,4.01,n/a
PP_0812-R4,Total Biomass Input,2.843611111,4,n/a
PP_0812-R4,Total Biomass Input,3.010277778,4.04,n/a
PP_0812-R4,Total Biomass Input,3.176944444,4.07,n/a
PP_0812-R4,Total Biomass Input,3.343611111,4.09,n/a
PP_0812-R4,Total Biomass Input,3.510277778,4.1,n/a
PP_0812-R4,Total Biomass Input,3.676944444,4.12,n/a
PP_0812-R4,Total Biomass Input,3.843611111,4.13,n/a
PP_0812-R4,Total Biomass Input,4.010277778,4.16,n/a
PP_0812-R4,Total Biomass Input,4.176944444,4.19,n/a
PP_0812-R4,Total Biomass Input,4.343611111,4.19,n/a
PP_0812-R4,Total Biomass Input,4.510277778,4.22,n/a
PP_0812-R4,Total Biomass Input,4.676944444,4.23,n/a
PP_0812-R4,Total Biomass Input,4.843611111,4.25,n/a
PP_0812-R4,Total Biomass Input,5.010277778,4.25,n/a
PP_0812-R4,Total Biomass Input,5.176944444,4.31,n/a
PP_0812-R4,Total Biomass Input,5.343611111,4.31,n/a
PP_0812-R4,Total Biomass Input,5.510277778,4.37,n/a
PP_0812-R4,Total Biomass Input,5.676944444,4.37,n/a
PP_0812-R4,Total Biomass Input,5.843611111,4.43,n/a
PP_0812-R4,Total Biomass Input,6.010277778,4.5,n/a
PP_0812-R4,Total Biomass Input,6.176944444,4.48,n/a
PP_0812-R4,Total Biomass Input,6.343611111,4.58,n/a
PP_0812-R4,Total Biomass Input,6.510277778,4.6,n/a
PP_0812-R4,Total Biomass Input,6.676944444,4.64,n/a
PP_0812-R4,Total Biomass Input,6.843611111,4.68,n/a
PP_0812-R4,Total Biomass Input,7.010277778,4.72,n/a
PP_0812-R4,Total Biomass Input,7.176944444,4.75,n/a
PP_0812-R4,Total Biomass Input,7.343611111,4.84,n/a
PP_0812-R4,Total Biomass Input,7.510277778,4.88,n/a
PP_0812-R4,Total Biomass Input,7.676944444,4.91,n/a
PP_0812-R4,Total Biomass Input,7.843611111,4.96,n/a
PP_0812-R4,Total Biomass Input,8.010277778,4.98,n/a
PP_0812-R4,Total Biomass Input,8.176944444,5.04,n/a
PP_0812-R4,Total Biomass Input,8.343611111,5.12,n/a
PP_0812-R4,Total Biomass Input,8.510277778,5.11,n/a
PP_0812-R4,Total Biomass Input,8.676944444,5.18,n/a
PP_0812-R4,Total Biomass Input,8.843611111,5.31,n/a
PP_0812-R4,Total Biomass Input,9.010277778,5.37,n/a
PP_0812-R4,Total Biomass Input,9.176944444,5.41,n/a
PP_0812-R4,Total Biomass Input,9.343611111,5.43,n/a
PP_0812-R4,Total Biomass Input,9.510277778,5.56,n/a
PP_0812-R4,Total Biomass Input,9.676944444,5.68,n/a
PP_0812-R4,Total Biomass Input,9.843611111,5.67,n/a
PP_0812-R4,Total Biomass Input,10.01027778,5.8,n/a
PP_0812-R4,Total Biomass Input,10.17694444,5.77,n/a
PP_0812-R4,Total Biomass Input,10.34361111,5.96,n/a
PP_0812-R4,Total Biomass Input,10.51027778,5.94,n/a
PP_0812-R4,Total Biomass Input,10.67694444,6.15,n/a
PP_0812-R4,Total Biomass Input,10.84361111,6.32,n/a
PP_0812-R4,Total Biomass Input,11.01027778,6.43,n/a
PP_0812-R4,Total Biomass Input,11.17694444,6.5,n/a
PP_0812-R4,Total Biomass Input,11.34361111,6.64,n/a
PP_0812-R4,Total Biomass Input,11.51027778,6.82,n/a
PP_0812-R4,Total Biomass Input,11.67694444,6.83,n/a
PP_0812-R4,Total Biomass Input,11.84361111,7.04,n/a
PP_0812-R4,Total Biomass Input,12.01027778,7.15,n/a
PP_0812-R4,Total Biomass Input,12.17694444,7.32,n/a
PP_0812-R4,Total Biomass Input,12.34361111,7.47,n/a
PP_0812-R4,Total Biomass Input,12.51027778,7.63,n/a
PP_0812-R4,Total Biomass Input,12.67694444,7.87,n/a
PP_0812-R4,Total Biomass Input,12.84361111,8.06,n/a
PP_0812-R4,Total Biomass Input,13.01027778,8.21,n/a
PP_0812-R4,Total Biomass Input,13.17694444,8.5,n/a
PP_0812-R4,Total Biomass Input,13.34361111,8.78,n/a
PP_0812-R4,Total Biomass Input,13.51027778,8.86,n/a
PP_0812-R4,Total Biomass Input,13.67694444,9.08,n/a
PP_0812-R4,Total Biomass Input,13.84361111,9.08,n/a
PP_0812-R4,Total Biomass Input,14.01027778,9.43,n/a
PP_0812-R4,Total Biomass Input,14.17694444,9.05,n/a
PP_0812-R4,Total Biomass Input,14.34361111,9.31,n/a
PP_0812-R4,Total Biomass Input,14.51027778,9.52,n/a
PP_0812-R4,Total Biomass Input,14.67694444,9.65,n/a
PP_0812-R4,Total Biomass Input,14.84361111,9.33,n/a
PP_0812-R4,Total Biomass Input,15.01027778,9.6,n/a
PP_0812-R4,Total Biomass Input,15.17694444,9.63,n/a
PP_0812-R4,Total Biomass Input,15.34361111,9.57,n/a
PP_0812-R4,Total Biomass Input,15.51027778,9.68,n/a
PP_0812-R4,Total Biomass Input,15.67694444,9.73,n/a
PP_0812-R4,Total Biomass Input,15.84361111,9.81,n/a
PP_0812-R4,Total Biomass Input,16.01027778,9.86,n/a
PP_0812-R4,Total Biomass Input,16.17694444,9.68,n/a
PP_0812-R4,Total Biomass Input,16.34361111,9.88,n/a
PP_0812-R4,Total Biomass Input,16.51027778,9.84,n/a
PP_0812-R4,Total Biomass Input,16.67694444,9.88,n/a
PP_0812-R4,Total Biomass Input,16.84361111,9.91,n/a
PP_0812-R4,Total Biomass Input,17.01027778,9.66,n/a
PP_0812-R4,Total Biomass Input,17.17694444,10.02,n/a
PP_0812-R4,Total Biomass Input,17.34361111,10.07,n/a
PP_0812-R4,Total Biomass Input,17.51027778,10.16,n/a
PP_0812-R4,Total Biomass Input,17.67694444,9.98,n/a
PP_0812-R4,Total Biomass Input,17.84361111,9.99,n/a
PP_0812-R4,Total Biomass Input,18.01027778,10.23,n/a
PP_0812-R4,Total Biomass Input,18.17694444,10.13,n/a
PP_0812-R4,Total Biomass Input,18.34361111,10.18,n/a
PP_0812-R4,Total Biomass Input,18.51027778,10.1,n/a
PP_0812-R4,Total Biomass Input,18.67694444,10.25,n/a
PP_0812-R4,Total Biomass Input,18.84361111,9.98,n/a
PP_0812-R4,Total Biomass Input,19.01027778,10.21,n/a
PP_0812-R4,Total Biomass Input,19.17694444,10.17,n/a
PP_0812-R4,Total Biomass Input,19.34361111,10.06,n/a
PP_0812-R4,Total Biomass Input,19.51027778,10.3,n/a
PP_0812-R4,Total Biomass Input,19.67694444,10.24,n/a
PP_0812-R4,Total Biomass Input,19.84361111,9.98,n/a
PP_0812-R4,Total Biomass Input,20.01027778,10.08,n/a
PP_0812-R4,Total Biomass Input,20.17694444,10.05,n/a
PP_0812-R4,Total Biomass Input,20.34361111,9.9,n/a
PP_0812-R4,Total Biomass Input,20.51027778,10.26,n/a
PP_0812-R4,Total Biomass Input,20.67694444,10.11,n/a
PP_0812-R4,Total Biomass Input,20.84361111,9.89,n/a
PP_0812-R4,Total Biomass Input,21.01027778,10.25,n/a
PP_0812-R4,Total Biomass Input,21.17694444,10.09,n/a
