Line Name,Measurement Type,Time,Value,Units
Control-R7,Total Biomass Input,0.011666667,3.97,n/a
Control-R7,Total Biomass Input,0.178055556,3.92,n/a
Control-R7,Total Biomass Input,0.344722222,3.98,n/a
Control-R7,Total Biomass Input,0.511388889,3.93,n/a
Control-R7,Total Biomass Input,0.678055556,3.96,n/a
Control-R7,Total Biomass Input,0.844722222,3.95,n/a
Control-R7,Total Biomass Input,1.011388889,3.93,n/a
Control-R7,Total Biomass Input,1.178055556,3.98,n/a
Control-R7,Total Biomass Input,1.344722222,3.93,n/a
Control-R7,Total Biomass Input,1.511388889,3.97,n/a
Control-R7,Total Biomass Input,1.678055556,3.97,n/a
Control-R7,Total Biomass Input,1.844722222,3.96,n/a
Control-R7,Total Biomass Input,2.011388889,3.96,n/a
Control-R7,Total Biomass Input,2.178055556,3.94,n/a
Control-R7,Total Biomass Input,2.344722222,3.99,n/a
Control-R7,Total Biomass Input,2.511388889,3.99,n/a
Control-R7,Total Biomass Input,2.678055556,3.99,n/a
Control-R7,Total Biomass Input,2.844722222,4.02,n/a
Control-R7,Total Biomass Input,3.011388889,4.06,n/a
Control-R7,Total Biomass Input,3.178055556,4.06,n/a
Control-R7,Total Biomass Input,3.344722222,4.07,n/a
Control-R7,Total Biomass Input,3.511388889,4.1,n/a
Control-R7,Total Biomass Input,3.678055556,4.11,n/a
Control-R7,Total Biomass Input,3.844722222,4.15,n/a
Control-R7,Total Biomass Input,4.011388889,4.15,n/a
Control-R7,Total Biomass Input,4.178055556,4.19,n/a
Control-R7,Total Biomass Input,4.344722222,4.23,n/a
Control-R7,Total Biomass Input,4.511388889,4.28,n/a
Control-R7,Total Biomass Input,4.678055556,4.32,n/a
Control-R7,Total Biomass Input,4.844722222,4.37,n/a
Control-R7,Total Biomass Input,5.011388889,4.38,n/a
Control-R7,Total Biomass Input,5.178055556,4.44,n/a
Control-R7,Total Biomass Input,5.344722222,4.49,n/a
Control-R7,Total Biomass Input,5.511388889,4.36,n/a
Control-R7,Total Biomass Input,5.678055556,4.47,n/a
Control-R7,Total Biomass Input,5.844722222,4.57,n/a
Control-R7,Total Biomass Input,6.011388889,4.6,n/a
Control-R7,Total Biomass Input,6.178055556,4.67,n/a
Control-R7,Total Biomass Input,6.344722222,4.78,n/a
Control-R7,Total Biomass Input,6.511388889,4.74,n/a
Control-R7,Total Biomass Input,6.678055556,4.82,n/a
Control-R7,Total Biomass Input,6.844722222,4.93,n/a
Control-R7,Total Biomass Input,7.011388889,4.88,n/a
Control-R7,Total Biomass Input,7.178055556,5.05,n/a
Control-R7,Total Biomass Input,7.344722222,4.56,n/a
Control-R7,Total Biomass Input,7.511388889,4.67,n/a
Control-R7,Total Biomass Input,7.678055556,4.64,n/a
Control-R7,Total Biomass Input,7.844722222,4.69,n/a
Control-R7,Total Biomass Input,8.011388889,4.88,n/a
Control-R7,Total Biomass Input,8.178055556,4.89,n/a
Control-R7,Total Biomass Input,8.344722222,5.01,n/a
Control-R7,Total Biomass Input,8.511388889,5.13,n/a
