Protein,Spearman_Correlation,Average_Abundance_Control
Pp_5113,0.34971091528138804,0.0025575465714285715
Pp_5112,0.24869778440360368,0.012314765277777778
Ftsy,0.1916105528695476,0.033400932555555554
Ftse,0.16154518040707988,0.013168182055555555
Ftsx,0.014287343445715769,0.007175864722222223
Thig,-0.008775507858086218,0.03477574927777778
Trmb,-0.19142422114244315,0.018807327888888885
Pp_5101,-0.02312446357140492,0.0015287823333333334
Pp_5100,0.02940593501526103,0.0091729175
Pp_5099,0.21500156956521158,0.004572069466666667
Metw,0.21862567464572122,0.007428661166666666
Metx,0.0879748298173782,0.012750570166666666
Proc-2,0.4072707335102812,0.03765719088888889
Pp_5094,0.2044137323358933,0.005054971461538462
Pp_5090,0.06423760756015451,0.006244428666666666
Args,0.0460292409610721,0.07773733911111112
Pria,0.282807481975151,0.0018167555000000001
Maeb,0.36032172057305345,0.2778286307222222
Pp_5084,0.12090315994773432,0.014314821277777778
Arok,0.18599268373183162,0.003595725
Arob,-0.02982201277788883,0.03426444994444444
Pp_5077,0.20225744875409904,0.034019687944444446
Gltb,-0.2572658531376355,0.08277656283333332
Gltd,-0.03196588804737929,0.05165131455555556
Heme,0.10792181538783771,0.028099871222222222
Pp_5070,0.2712853920403574,0.001346174
Trxc,0.3320238049780073,0.006661361222222222
Pp_5068,0.05188967780214652,0.0054968065000000005
Pp_5067,0.18575502769345734,0.0021540893888888895
Nhap2,0.00261488130149906,0.003243802
Beta,0.12585352696390273,0.0170654135
Betb,0.37231435397885976,0.010642404166666668
Pp_5058,0.20457517363486807,0.035317262
Pp_5057,0.1117867823819012,0.011087093099999999
Gpmi,0.3049459740580492,0.04692124322222222
Pp_5055,0.12306560323865567,0.031352496388888894
Secb,0.16181668246229403,0.11375760622222224
Ntrc,-0.08933548421704714,0.052247867
Ntrb,-0.17831566105630386,0.031826887444444445
Glna,0.11225320577709351,0.46398625561111106
Thii,-0.18436383558336628,0.010564326277777779
Pp_5044,-0.3034207573054256,0.18237669494444442
Glgp,0.15988887721010253,0.03779553605555556
Fbp,0.06987031615247184,0.07125572427777778
Pp_5039,0.2601164681620097,0.011027730999999999
Hutc,0.16734848811448488,0.006572146055555555
Huth,0.1924100198916013,0.002353276125
Pip,0.22625382853689535,0.02215470638888889
Opgg,-0.08797761256836363,0.03477068966666666
Opgh,-0.01709519180782113,0.009497486722222224
Pp_5024,0.28869110731619346,0.03126343016666666
Pp_5023,0.22792936539615882,0.00693246988888889
Pp_5022,0.17389125220456736,0.003429284
Pp_5020,0.2182587046372992,0.011723115555555556
Pp_5019,0.12527408439267151,0.0029059008235294117
Hise,0.3383258532270051,0.0027962209444444444
Hisi,0.08822254292659493,0.021081393777777777
Pp_5012,0.39778889739821427,0.0020633362000000003
Ubie,0.003608274789897594,0.030429237388888895
Pp_5008,-0.11265885436210991,0.010592872428571428
Pp_5007,0.3299019156180567,0.03352395594444445
Pp_5002,0.19638950371670405,0.0037882841875
Hslu,0.315628526042658,0.15209160777777778
Hslv,0.26074956435242874,0.07236457072222223
Pyrc,0.2938304078762749,0.045873394972222224
Pyrb,0.028542973842427013,0.04667808622222222
Pyrr,0.04120780152084977,0.034816809
Pp_4994,0.043853323264896805,0.002417546076923077
Gshb,0.045455533612319306,0.031963235944444446
Pilg,0.31912425973796116,0.00401017725
Pilh,0.22178736096217982,0.01836857361111111
Pilj,0.3521896692048911,0.004894402538461539
Pp_4988,0.11142287931363384,0.004141700588235294
Pp_4987,0.11431503531055377,0.006945240866666666
Pp_4985,-0.013060896791440417,0.0023471999333333333
Bioa,0.24952785479168918,0.006427518333333333
Pp_4983,0.14317197100590268,0.0030506352352941174
Pp_4981,0.23050515850953104,0.02713917011111111
Rhle,-0.15050714094272133,0.060846005611111115
Metf,0.14633761219613814,0.014961007277777778
Pp_4975,0.1537333393207712,0.05126917744444444
Pp_4971,0.17421321387797387,
Pp_4969,0.35632150943944163,0.01019361661111111
Metk,0.28573988669427963,0.06279425444444446
Tkta,0.3955536245883712,0.09541459533333335
Epd,0.11618398292395225,0.00522128
Pgk,0.21624668551935539,0.1038532538888889
Fda,-0.25820943386826023,0.1555276422777778
Pp_4959,0.42281019909679235,0.004633264428571428
Pp_4954,0.23317331812994407,0.0035245407333333333
Pp_4953,0.2238349885408709,
Dbpa,-0.045143956306517505,0.01409721288888889
Pp_4950,0.15567748225144776,0.01492201266666667
Pp_4949,0.2426758362299357,0.004329210764705882
Puta,0.11942153576733325,0.025667243833333336
Putp,0.5318627450980392,0.002721804
Rlmj,0.12293885350956753,0.006198551055555556
Pp_4944,0.052363230749194224,0.030626899722222226
Pp_4943,0.05762370014739947,0.005647038611111111
Pp_4942,0.17668630040584968,0.0038133019285714292
Pp_4941,0.17770368590692565,0.0018771859999999999
Pp_4940,-0.04796410736583261,0.011405875499999999
Pp_4939,-0.08726851329030597,0.010719751333333333
Pp_4938,0.09665823900605529,0.004933608833333334
Pp_4937,0.21452714194927672,0.015378937666666667
Msba,0.14469705554603468,0.010592266833333332
Hlde,0.12919066107653115,0.031551772000000006
Pp_4932,0.17321411961856373,0.0035798586666666663
Pp_4931,0.061483124066795125,0.023362596
Kdta,0.19636347634643259,0.007096571277777777
Pp_4923,0.2624109543058305,0.005819272
Thic,-0.19657843850551465,0.05989181244444444
Pp_4919,-0.014422402208694472,0.028494516611111114
Pp_4916,0.07068494041145279,0.0036902790000000003
Pare,0.0063208470983461326,0.016256539611111107
Parc,0.16934621996766566,0.024109758888888888
Pp_4911,-0.33491375938371376,0.015470462999999999
Pp_4910,0.1627413202073773,0.013636633333333334
Serb,0.1301925416587393,0.05391908338888889
Psd,0.31438531496390837,0.007637597555555556
Rhda-2,0.24452617079987954,0.02573188638888889
Pp_4906,0.3055969705165496,0.002984400882352941
Pp_4905,0.1963210641141401,0.011078913166666668
Pp_4904,0.2255840402251335,0.008798072277777779
Rsga,0.07270782631227936,0.009563793277777777
Orn,0.19945953395479893,0.010347175722222221
Nnrd,-0.2670807453416149,0.0020973926666666668
Pp_4898,0.03616884960607856,0.03127064294444445
Pp_4897,0.21133363542305214,
Mutl,0.1471447034933297,0.0025735413333333335
Miaa,0.16750242231686294,0.008315007777777777
Hfq,0.0900659840899858,0.14383968044444445
Hflx,-0.08349055338668443,0.03293682388888889
Hflk,0.3639196068029737,0.058109717944444444
Hflc,0.5793567582859253,0.07193689872222223
Hisz,0.09305105227040032,0.06878256455555555
Pura,0.028379319039078987,0.23445634188888892
Pp_4888,0.26115194237828465,0.013262285833333333
Pp_4881,0.4641785683103012,0.028283313888888884
Vacb,0.35844849839136744,0.04770229755555556
Rlmb,0.01428030372343095,0.023225437166666668
Rpsf,-0.4100695700840778,0.3834928986111111
Rpsr,-0.46722813483368936,0.3573739659444445
Rpli,-0.4125284702162658,0.39312876833333327
Dnab,0.1587368302851306,0.008600331222222223
Pp_4871,0.10446479171604389,0.004936807
Pp_4870,0.05195078632719049,0.036583012944444444
Nade,0.1726801007130201,0.09907125927777777
Pncb,0.3800693220869979,0.005877682166666666
Pp_4867,0.40090215304783133,0.1071360581111111
Pp_4864,0.017693360120910464,0.0020189686666666666
Pp_4863,-0.059630036172296,0.0038664019999999993
Pp_4862,0.4932343118992544,0.02672252511111111
Pp_4860,0.17863181064110079,0.001933326
Pp_4857,0.1285239072527156,0.005406606400000001
Pp_4856,-0.2797465336301068,0.008899157277777776
Pp_4849,-0.10560255672080857,0.004316226
Cbpa,0.29882722160683817,0.025273608611111116
Pp_4846,0.25874259847042963,0.007469066647058823
Pp_4845,0.2808011266154583,0.005143266277777777
Pp_4844,0.3001601192511475,0.0032269331818181816
Pp_4842,0.07739353751824368,0.0027032995714285713
Pp_4841,0.3410960206614654,0.04336422477777777
Oprc,-0.026339442228904622,
Pp_4836,0.08240628017295663,0.0019881443333333334
Pp_4834,0.3454321594885574,0.005210763363636363
Cobh,0.14141737139391697,0.003596734
Cobi,-0.09854462466390303,0.006167269529411765
Cobj,-0.09489970699483655,0.004040979
Pp_4824,0.12673678845615963,0.002276040857142857
Purd,0.10849230328891069,0.04269569377777778
Purh,-0.03091924635721844,0.06630267633333334
Pp_4819,0.13965683315232932,0.009356074833333332
Prma,0.1694446482726173,0.014041591666666665
Pp_4817,0.37436275910685407,0.010529673529411766
Pp_4814,0.30769230769230765,0.004598232
Proa,0.3236562500407869,0.029184503944444447
Nadd,0.2256738782786742,0.005064941999999999
Rsfs,-0.18831688872300845,0.051413097166666664
Rlmh,0.11139625149022332,0.0042418915294117655
Mltb,0.23489948972664865,0.004967089714285714
Daca,0.1586076308450516,0.08164818411111112
Pp_4802,0.0852894625629674,0.04942053944444444
Lipb,0.2918427735915066,0.016290661444444448
Lipa,-0.4254110686167022,0.015481142944444443
Pp_4799,0.017330834027778387,0.006335762888888889
Pp_4798,0.10973437806965985,0.03293844133333333
Hola,-0.2440384693027085,0.0038202547
Lpte,-0.023378437649573307,0.08257774172222224
Leus,-0.10512108659219005,0.091075141
Lnt,0.03147177135604526,0.019006859277777777
Pp_4789,0.1384492575284891,0.026418962000000004
Ybey,-0.018796512220957347,0.011846470875
Pp_4787,-0.23751397705624042,0.03181245266666667
Pp_4785,0.13096462332578118,0.0046319524117647065
Heml,0.3231530757758727,0.03639007711111111
Thie,0.2143713662541899,0.012242385055555555
Thid,0.059798689221121484,0.0272454035
Pp_4780,0.2523270038311448,0.003416616
Amn,0.1848110091944741,0.033698899944444444
Pp_4776,0.07401982069822086,0.020285423666666667
Pp_4775,-0.29813194734435255,0.004842714555555555
Hrpb,0.2974022978779374,0.0017514035555555555
Pp_4770,-0.15814007374213576,0.023279015222222223
Pp_4769,0.3693389756214392,0.0048586471875000006
Pp_4766,-0.04997586023069222,0.012139078888888889
Tesb,0.24113407270595494,0.009016849176470589
Pp_4760,0.3549074201467344,0.01198961561111111
Pp_4748,0.32942382473757026,0.0033267469999999997
Hsds,0.2823807969005149,0.0047827297222222225
Hsdm,0.2012113522041249,0.02028457466666667
Hsdr,0.10262814745056435,0.0062973263750000005
Pp_4738,0.07838657865200331,0.008352309222222222
Smpb,-0.0017461134729353134,0.02094447027777778
Omla,-0.15549189097863178,0.023473303944444447
Fur,0.22194990646349033,0.10767621555555557
Recn,0.015423693827417975,0.012411791666666666
Grpe,0.15010466055725233,0.18375743827777777
Dnak,0.06357186397935323,1.0946688158888886
Dnaj,0.07330295382191311,0.07949545522222222
Dapb,0.17053315675238942,0.0991407645
Cara,0.23673644040976877,0.06400080455555557
Carb,0.21442590521894195,0.10184693961111109
Grea,0.18400787114572822,0.03237201033333333
Pp_4720,0.030816150256279474,0.03180421405555556
Rlme,-0.1271323444121332,0.009900430555555555
Ftsh,0.26914108597698794,0.025546050833333334
Folp,0.2552977606778326,0.02370508461111111
Glmm,0.21247704435069614,0.04907662911111111
Tpia,-0.28706858064346413,0.03282346533333333
Rimp,-0.13253668399368185,0.014006489666666665
Nusa,0.07094940369344592,0.11529347166666667
Infb,-0.18395424233728985,0.15135756694444444
Rbfa,-0.10984295564883081,0.03963490733333333
Rpso,-0.4039132710642492,0.12546346072222223
Pnp,0.2595574705530304,0.30777195061111107
Pp_4707,-0.12713320935517203,0.013943974944444444
Pp_4704,0.3521499085015041,0.010796005777777777
Acsa2,-0.098226679396582,0.010158753
Pgi2,0.3758896245958562,0.026869419071428573
Panc,0.3257841923210569,0.014698033166666668
Panb,0.402552151230898,0.009301180818181818
Pcnb,0.016487282536126382,0.01952684411111111
Pp_4696,-0.08661613529136085,0.03135360833333333
Pp_4695,0.18077202267006703,0.0017319026000000002
Dksa,0.26505055912091025,0.04749534111111111
Pp_4692,0.12710491992008285,0.0099647665
Pp_4689,0.2928190483565063,0.0037229712
Pp_4684,0.2595067398506042,0.05765930133333333
Mrcb,0.14746441757394968,0.007129786235294118
Pp_4682,0.000113366684806373,0.020872525833333336
Ilvb,-0.08436473044293924,0.13093609494444444
Ilvn,-0.10462792025139862,0.1140385831111111
Ilvc,-0.22412579893585477,0.7080887082777777
Yedy,0.7142857142857143,
Recc,0.24313574263166457,0.0021837658
Recb,0.17602548311736857,0.0028606530000000003
Recd,0.0324353375230726,0.008818257214285714
Pp_4669,0.02258948997804987,0.003100518333333333
Pp_4668,0.42515098522954836,0.004720683857142857
Mmsa-2,-0.05257612277559803,0.13852635155555554
Mmsb,-0.1246849925067695,0.08585209133333332
Pp_4662,0.10989010989010989,
Ggt-2,0.15711292892021206,0.00238127325
Mcps,-0.16575063539365376,0.058861000222222216
Pp_4657,0.5658753266065484,0.005392104399999999
Pcah,0.12967032967032965,
Pcag,-0.0303030303030303,
Trma,0.06553404874674369,0.016812827055555552
Pp_4652,0.5635907634835912,0.002881087142857143
Cioa,0.5450520037757609,0.0028022813571428576
Rlmg,0.07949280990006798,0.007392813611111112
Pp_4646,0.29454289764472896,0.014540450529411764
Mscl,0.26575060462801275,0.012260778666666668
Rada,0.16251437872975835,0.002363001555555555
Pp_4643,0.42355961339108206,0.004911713571428571
Pp_4642,0.462185646361796,0.015462512888888887
Csta,0.4741418623981076,0.014344200277777774
Pp_4639,0.10910001368550494,0.024797349000000003
Pp_4636,0.23549148861275174,0.006936230499999999
Fabv,0.05847683771662981,0.09290515344444444
Pp_4633,0.17621118750460368,0.01397126661111111
Pp_4632,0.0028396965735287896,0.009699542166666665
Mioc,0.4110129777340469,0.012468330111111111
Hmga,-0.1762575548698298,0.00658431142857143
Pp_4620,0.07409729917233562,0.03249185933333333
Pp_4619,-0.15666535645883506,0.009677239722222222
Pp_4617,0.24154595532470927,
Pp_4616,0.1755029987895764,0.008399411333333334
Pp_4602,0.017259541366177782,0.0082691172
Pp_4601,0.3420529563635099,0.0018454254999999999
Pp_4594,0.3336340135343264,0.00246342325
Pp_4593,0.34461616146552665,0.0024364255
Rnd,0.11574648906153266,0.009299623277777776
Pp_4589,-0.1669764492357482,0.002451943166666667
Pp_4588,0.03965790719548377,0.027670217611111114
Pp_4586,0.19538825389215078,0.004003989666666667
Pp_4583,0.25473759895493003,0.010331389333333335
Pp_4577,0.09211982232940914,0.004862585111111112
Pp_4576,0.437985507099413,0.00122427525
Pp_4575,0.4087516087516087,0.0022946425
Pp_4573,0.21139318334822496,0.022104108166666667
Cysk,0.336374016867791,0.06536272283333333
Pp_4570,0.42684043508177727,0.01092606861111111
Pp_4563,0.09339776309441777,0.014558058944444443
Pp_4562,0.16569090636541225,0.008350547888888888
Pp_4555,0.44807412657458295,0.009659996176470589
Pp_4554,0.5263639094685761,0.008293118277777779
Phaj1,0.015345101650870503,0.0349614595
Fadd2,0.0998614316766045,0.0019934235
Fadd,-0.17426393599300913,0.025657998333333334
Hrpa,-0.09632558679443363,0.023297712611111108
Pp_4545,0.16004547311973255,0.038469547
Pp_4543,0.022712530718981428,0.007394694285714287
Pp_4542,0.12973059187005034,0.001420796
Ppia,0.3276700635350308,0.006726452333333334
Pp_4539,0.2375453536288163,0.0034111526250000003
Pp_4533,0.055793163565054135,0.003916827846153847
Pp_4532,-0.19003665852370547,0.04985482783333334
Pp_4528,0.22078558306359897,0.00781920975
Pp_4521,0.38948843529222194,0.0036764942941176475
Tolc,0.27626271366522637,0.0341583755
Pp_4517,0.15156605963671851,0.05763240211111112
Recq,0.13887839993502313,0.003566943333333333
Pp_4515,0.11062857412285149,0.0202237995
Pp_4508,0.30677753581797174,0.0029191243333333335
Pp_4506,0.4310428046077867,0.03660241488888889
Pp_4504,-0.15014874634875633,0.004055170428571428
Pp_4503,-0.035455840815576185,0.007030793615384615
Pp_4499,0.3254806220167037,0.017879714777777778
Pp_4493,-0.2712463270774265,0.016498394777777776
Phhb,-0.07479408992824044,0.012207552944444443
Pp_4488,0.3538839888644592,0.005402772
Acsa1,-0.5007472682889558,0.19683061416666664
Pp_4486,-0.2844394738830597,0.05945331444444445
Pp_4483,0.0347096812936392,0.012484790833333334
Pp_4482,0.2424001738052334,0.004850365666666666
Aruf,0.12524759555411796,0.010523909
Arug,-0.35917227946579844,0.02490341088888889
Astd,-0.03133249852354685,0.019637870611111108
Astb,0.14679754474515433,0.011159329166666669
Pp_4476,0.025475643626533054,0.014700219388888889
Aste,0.2416101872061141,0.012035502555555556
Alas,0.15395729868963848,0.08508996911111112
Pp_4473,0.11256026193569289,0.13698490455555556
Mgte,0.15081480710881665,0.006464268444444445
Algz,0.1703874593457587,0.007870467545454547
Pp_4460,0.29846568613757996,0.0029525704166666663
Pp_4448,0.5871768048718148,0.01636244216666667
Pp_4447,0.24655228908816468,
Pp_4429,0.11482170491976375,0.0015846175000000001
Pp_4428,0.15628180179085197,0.0020015217
Lpdv,-0.11069083355565146,0.0076628883888888895
Bkdb,-0.1463007493320695,0.014534498722222225
Bkda2,-0.23067054645907628,0.00945339627777778
Bkda1,-0.09615621459363562,0.00862476338888889
Bkdr,0.044077592746450886,0.00127494
Pp_4399,0.2572792035005077,
Ycgr,0.1490195252595461,0.061897779611111106
Chev-3,0.14819294333179045,0.019934495611111117
Cher2,0.15866941822839314,0.010310886
Flge,0.05679954963305658,0.0016192662
Flgf,-0.02079716852734462,0.004159007
Flgg,-0.017071522207649858,0.0077476902500000005
Flgk,0.23082951528469534,0.006591562399999999
Flgl,0.129886706275967,0.013316532599999997
Pp_4379,0.09162071477960919,0.03034235755555555
Flic,0.16344218477609498,0.25255034088888884
Pp_4377,-0.16264367696776474,0.007931042944444446
Flid,0.09861094884724154,0.022811216222222225
Flis,0.08592348058821887,0.005845366071428572
Fleq,0.0887253101303545,0.045775923611111116
Flif,0.12017341284528718,0.001163325
Flii,0.18346000982393718,0.0018681798181818183
Pp_4364,0.3358708820087543,0.011424161833333335
Pp_4363,0.41876087422168107,0.007123346
Pp_4362,0.31368395323764897,0.007301008499999999
Flim,0.02144656359779992,0.01177958861111111
Flin,-0.14376209217904723,0.025170877
Pp_4345,0.18292339828792883,0.0051236885
Flhf,0.11476990131013311,0.012008135166666666
Flen,0.15718506456628759,0.020594900388888886
Flia,0.0848692297923695,0.0033739721428571435
Chey,0.057742493336957176,0.033102557500000004
Chez,-0.003119667786303878,0.02355660833333333
Chea,0.11185255556872004,0.027024652944444442
Cheb1,0.10818442418490015,0.03161111122222222
Mota,0.09473988155224425,0.008594498666666667
Motb,0.2745914935819413,0.001388138
Pp_4334,0.14357697423175983,0.009859763846153845
Chew,0.4346610687115411,0.06827537466666665
Pp_4331,0.032094070704186295,0.0014452177142857145
Ccme,-0.394629275472945,0.003639026722222222
Ccmf,-0.30997155430575896,0.004957801600000001
Dsbe,0.04936898570494169,0.0065787497058823535
Pp_4319,-0.16819501165368153,0.013697126944444443
Pp_4316,0.19110855297022614,0.013282421777777779
Pp_4315,0.31001266040411696,0.022368662777777777
