Protein,Spearman_Correlation,Average_Abundance_Control
Pp_4310,0.336649871134239,0.01839391316666667
Pp_4306,0.2171031033921626,0.0030315556470588236
Pp_4305,0.30279301814617743,0.02943757372222222
Glxr,0.4150718670282935,0.002444242588235294
Hyi,0.4986307701243986,0.0021326383333333332
Gcl,0.22463939522526558,
Pp_4295,-0.10762048871065842,0.014051331500000002
Pp_4293,-0.09348493982910054,0.006517026555555555
Pp_4289,0.0687977829071315,0.0029343551111111112
Pp_4287,0.03425429631875369,0.010224101222222223
Pp_4286,0.3038959751032404,0.011870818611111113
Pp_4285,0.3208067478983362,0.0047597533999999995
Pp_4283,-0.03679663335827918,0.026772255333333335
Gad,0.051471821659243834,0.01466240661111111
Xdhb,0.1488051396756532,0.019214372444444447
Xdha,0.23130734955698318,0.010883483888888889
Pp_4277,0.24546200106366844,0.007409844388888889
Smc,-0.06771363632739089,0.0030671789999999997
Zipa,-0.08712009631434349,0.07643465155555555
Liga,-0.08751514400015879,0.020378101833333336
Dnax,0.059287185083241996,0.016197646722222223
Pp_4268,0.21589920073427857,0.010064903437499998
Apt,0.1517332548477815,0.016634127166666665
Anr,-0.06394114178417173,0.035768724777777774
Hemn,-0.10188467916057357,0.005457892999999999
Pp_4261,0.4446097190761327,
Pp_4260,0.3116554283434455,0.013043647722222225
Pp_4259,0.47502911065802983,0.012279369222222223
Ccop-2,-0.3614128107919343,0.01123686738888889
Ccoo-2,-0.4379008271466845,0.015213297277777775
Ccon-2,-0.6255905581312262,0.009701491277777778
Ccop-1,0.021833647730819115,0.00191108175
Ccoo-1,0.03062874255616929,0.010938789687499999
Ccon-1,0.18255519756285735,0.004915295
Pp_4249,-0.11562402540687372,0.0031125808888888894
Pp_4248,0.4127958714182791,0.022031198944444445
Pp_4232,0.35140077824816424,0.003155214375
Pp_4220,-0.19999999999999998,
Pp_4218,0.3261272380552987,
Fpva,0.4494645583847209,0.0029701522
Pvde,0.2502939529675252,
Pp_4214,0.0,
Pp_4213,0.14815642772901538,
Pp_4203,0.2421956100403715,0.04870499927777777
Pp_4202,0.1532515181568005,0.1472428082777778
Pp_4201,0.44139341847358016,0.10647680694444445
Pp_4200,0.20395661974518164,0.013771110111111111
Pp_4199,0.030925719265136268,0.009474399055555555
Pp_4198,0.28603781527683697,0.014405433833333333
Pp_4197,0.2037541953726424,0.0034839752000000003
Glta,-0.03233166942086603,0.2268236796666667
Sdhc,-0.005547316317429962,0.04412782005555556
Sdhd,0.01371750125455666,0.04361422194444444
Sdha,-0.19724131674015563,0.20920376883333333
Sdhb,-0.20567487995689582,0.2838819161666667
Kgda,-0.43548673667268606,0.29968520777777774
Kgdb,-0.3147536564839686,0.4789607308888888
Lpdg,-0.24228818590842022,0.4409267158333333
Succ,-0.5442310157396242,0.991579094
Sucd,-0.6549487763826023,0.7482130173333333
Htpg,-0.05671122914789698,0.2810164031111111
Pp_4178,0.3840586640898989,0.05791057983333333
Pp_4177,0.24444911935620042,
Fabb,0.21114530446284546,0.06292793255555555
Faba,-0.0689204543970269,0.07538658011111112
Gpsa,0.21212356582935013,0.03681956905555556
Sixa,0.2486455454698068,0.0055348183333333335
Pp_4163,0.23043571795724424,0.0027615145384615384
Kdpd,-0.09752134920948567,0.0025337640000000004
Kdpe,0.08450367984519788,0.001307028
Pp_4151,0.06640453632826666,0.0023215493999999997
Pp_4150,0.07960264366217017,0.018895430285714287
Pp_4148,0.14432700357827172,
Pp_4147,0.17051092492301492,0.010138199166666665
Glob,0.051841412260857436,0.009338972666666666
Pp_4138,0.28290843333648386,0.05012406227777778
Nuol,0.1327731092436975,0.010172125
Nuoi,-0.008098285248419488,0.032043501333333335
Nuoh,0.06375968127788738,0.014510578777777776
Nuog,-0.24236330120768004,0.09030691272222223
Nuof,-0.047257932028387205,0.052364427722222225
Nuoe,-0.04474336005152333,0.016533699272727274
Nuoc,-0.18204741591535575,0.06147493772222222
Nuob,-0.08385218966996545,0.04706944511111111
Acea,-0.5452709790026832,0.3497463778333333
Pp_4115,0.35672522873717205,0.0015077756153846155
Fusb,0.22731256962658575,0.010062931
Pp_4104,0.12266844149733665,0.02801570622222222
Uvrc,0.09420880160399689,0.0017358090833333331
Purb,-0.11212324215366742,0.08900060027777777
Hfld,0.30236851836443984,0.008729738083333332
Mnma,0.012953507165446814,0.024907833444444447
Pp_4013,0.30007841053526435,0.007680782555555555
Pp_4012,0.37031000866424313,0.3131550060555555
Icd,0.32464697760911876,0.0648548626111111
Cspd,0.3790996272758173,0.019773817000000003
Clpa,-0.3096621372102196,0.049195920444444444
Aat,0.1399391833385629,0.003213972857142857
Ftsk,0.12134191740938806,0.005041244277777778
Lola,0.22670608141069232,0.024018015444444443
Pp_4002,0.0843043703333862,0.0022401391111111107
Sers,0.005860771299918241,0.06314315172222222
Cysg,0.04553939143006743,0.02043012038888889
Pp_3998,0.14934593240939373,0.0034853562857142853
Pp_3997,0.3019332250224388,0.008252477705882352
Pp_3995,0.11963542463395198,0.006641608538461539
Dsre,0.3705746382541681,0.005799195722222222
Pp_3988,0.43072905599892763,0.010197303611111111
Pp_3968,0.45162731664100664,
Nhaa2,0.26167940558061836,0.008204209733333334
Pp_3957,0.3184034055509486,0.006891669058823529
Pp_3954,0.5636363636363637,
Pcai,-0.0938712782049709,
Pp_3950,0.29589963117144785,0.0029940011428571424
Nicb,-0.3122090466847502,0.011849962799999999
Nicr,-0.03642337695000675,0.0030284729375
Pp_3931,0.36850678733031667,0.0018486897500000002
Pp_3927,-0.5004470273579545,
Pp_3926,0.16083916083916086,
Pp_3924,0.32732803949859873,0.006245702411764705
Pp_3922,0.24121676406273426,0.020058305333333335
Pp_3901,-0.23219444138205403,0.015894221499999996
Pp_3896,0.037558829862499615,0.0018557402
Pp_3839,0.1981307571736034,0.09009306622222223
Pp_3835,-0.02719402872237094,
Pp_3834,0.3145835158483427,0.007443956500000001
Csra,0.37081177988960173,0.006493887166666667
Pp_3827,0.3202824961766479,0.011986373833333334
Pp_3825,-0.33847387584770505,0.0080474575
Pp_3823,0.39999999999999997,
Galu,0.1882201492167456,0.056530906555555545
Gor,0.3106634922196772,0.024215087277777776
Pp_3806,0.27532710545327643,0.008179515833333333
Dapf-1,0.21555136441504238,0.0024211245
Pp_3788,-0.26666666666666666,
Pp_3787,0.46559604473551747,0.005415426
Pp_3786,0.10365521128822987,
Pp_3785,0.25873151271370304,0.002172302
Pp_3784,0.31523003057006377,0.025303714
Pp_3783,0.3133603615612464,0.019958637
Pp_3781,0.36130386737704817,0.0024556206666666667
Proc-1,0.3535050646740791,0.019312564055555557
Pp_3777,0.09592245989304814,0.001256427
Pp_3775,0.42013116835060543,0.005617064500000001
Pp_3768,0.06917908279850958,0.020642477000000003
Gloa,0.2927934552942677,0.028835511833333334
Pp_3765,0.2792382122012041,0.04705557255555556
Pp_3761,0.417760527466563,0.006523098705882352
Cher3,0.05428282948481533,0.00142036775
Pp_3758,0.19216178026353842,0.003099313466666667
Pp_3757,0.36140906025602815,0.006120122909090909
Paah,0.16653850402178907,0.0048868884117647055
Pp_3754,0.1570737469435196,0.016464072222222223
Pp_3742,0.34111075847281325,0.01736392538888889
Pp_3738,0.027421395755929917,0.03666549794117647
Pp_3722,0.41031647392568166,0.0017161481999999999
Pp_3720,0.012613479892309536,0.0029741587500000002
Cata,-0.2571428571428571,
Pp_3707,0.16383832856294123,0.009832978611111109
Pp_3706,0.3661666752445132,0.005991821944444444
Pp_3705,0.3030778989136774,0.009763344
Pp_3699,0.24150217611477906,0.003583296454545454
Pp_3694,0.07106217255459141,0.001555107875
Pp_3693,0.12464213128631349,0.06399296966666665
Pp_3692,0.6785714285714287,
Pp_3691,0.21180498229706216,0.0045834466
Pp_3680,0.3801146319526478,0.006800870277777777
Pp_3671,-0.22527472527472525,
Pp_3669,0.20851257412553428,0.0025762428
Katg,0.30731283067045745,0.03672480511111111
Pssa-1,0.26757209926224007,0.0025847425
Pp_3662,0.27737971311440346,0.059844073722222224
Pp_3651,0.23505691038365334,0.00159477
Pp_3650,0.17984730486008718,0.0021647953333333333
Pp_3649,-0.019070494620642142,0.02575953766666667
Pp_3644,0.13701736891377986,
Pp_3638,0.29304804014008273,0.001010047
Pp_3631,0.08760997067448678,
Pp_3629,0.544136562741998,0.0027032465882352945
Pp_3627,0.1637755570437537,0.0027233957500000005
Pp_3623,0.03636363636363637,
Pp_3622,0.35915722263705413,
Pp_3620,0.12177989510744153,0.020324500055555552
Pp_3613,0.16342580911821866,
Pp_3612,0.19740557793756652,0.002021391
Pp_3611,0.3127082611827482,0.04091945122222222
Pp_3610,0.9999999999999999,
Pp_3603,-0.06151553081361391,0.01688553333333333
Pp_3598,-0.2554655870445344,0.0031557436666666667
Pp_3591,0.05809698359784734,0.005107451666666666
Tyrb-2,0.3517511874674761,0.06463137488888888
Tpx,0.24179038558530633,0.09778468705555556
Pp_3585,0.36176581230811705,0.0044228339375000005
Pp_3578,0.03192846704060398,0.03942714011111112
Pp_3569,0.18766715662684808,0.0015810538750000002
Pp_3563,0.3795852846966104,0.00164724
Pp_3558,0.25392169016555427,0.001299891
Pp_3557,0.11376850860886871,0.0036601000000000003
Emra,-0.22988087613205596,0.012296937888888887
Pp_3547,0.419661265867013,0.010083138277777778
Pp_3546,0.4393806910529442,0.004108534333333334
Pp_3530,0.12783603126399776,0.01727392416666667
Pp_3527,0.05665862892511688,0.009253879
Pp_3522,-0.39999999999999997,
Hyua,-0.9999999999999999,
Ilve,0.33164283564195857,0.1315354331111111
Pp_3509,0.26782800144812624,0.006372121750000001
Cobw,-0.08091364357007329,0.034078363833333326
Pp_3506,-0.10820406885539739,0.005153193846153846
Pp_3497,-0.8571428571428573,
Pp_3496,0.5192786132906629,0.04070356744444444
Acda,-0.18313740015397037,0.034338721277777776
Pp_3491,-0.02125670758511835,0.010838111944444444
Pp_3484,0.0957130095716571,0.0025805429375000003
Pp_3459,0.7380952380952381,
Pp_3456,0.25126050420168067,
Pp_3455,0.04215238589957019,
Pp_3454,0.32695652173913037,
Pp_3453,1.0,
Ilva-1,-0.3160676532769556,
Pp_3445,0.3361855657509874,0.001732914
Pp_3443,0.08489980712804163,0.22737842716666667
Pp_3441,0.4612805707449806,0.0034541324999999997
Pp_3437,0.20014722121978845,
Pp_3435,0.19741262982506744,0.001609765
Hpd,-0.06139331322900191,0.04443493766666667
Pp_3431,0.3654668682939619,0.02658267811111111
Pp_3428,0.2089109969548917,0.0016276819999999997
Pp_3421,-0.0643729618484462,
Pp_3420,0.567122573804566,
Gntp,0.12392474482265743,0.098168588
Gnuk,-0.11261920119970317,0.12401364983333332
Pp_3415,0.003031555961846252,0.01619711366666667
Pp_3406,0.3807731693440036,0.004229273222222222
Pp_3404,0.20432308805869834,0.012085913888888888
Pp_3384,0.13070935654007482,0.027838301888888885
Pp_3383,0.08722647076029286,0.02043624677777778
Pp_3382,0.17009602025705456,0.026940852055555558
Ptxs,-0.4891207784926769,0.026536272388888893
Pp_3379,-0.6480663280356892,0.11925740027777779
Kguk,-0.6310272709494616,0.06926266922222223
Kgud,-0.4576342118806781,0.18883433327777777
Pp_3370,0.3897523248513013,0.0036283203
Pp_3364,0.26447230417793227,0.0024301372857142857
Pp_3361,0.22833883340830569,0.0034073275555555555
Pp_3359,-0.0901535872080791,0.01253999090909091
Pp_3316,0.23242428074720378,0.02195680694444444
Pp_3291,0.13555778659716122,0.001832363
Pp_3290,-0.12285412507587837,
Pp_3289,0.7818181818181817,
Pp_3288,0.0818678938922298,0.00605289025
Phan,0.10525045801867822,0.003996437
Pp_3249,0.2780163682035492,
Pp_3248,0.19143512245869154,0.014694244833333333
Pp_3239,-0.22619852669583473,0.00168229275
Pp_3237,0.13464323916710957,
Pp_3234,0.019661898437072407,0.0024462665
Pp_3232,0.06779881452646655,
Pp_3230,0.0470791353758691,
Pp_3227,-0.08868475528629056,0.0031815028823529413
Pp_3213,-0.14395161290322583,
Pp_3212,0.4069514264422261,0.001508909
Pp_3211,0.5,
Pp_3209,0.464935064935065,0.0016014334000000001
Pp_3192,0.22016827193640476,0.0033710359090909094
Coda,0.22247838866993472,0.02934689861111111
Pp_3186,0.12441722203565471,0.010146414388888891
Pet18,0.17836043997328535,0.011753275833333333
Pp_3174,0.05610179346020329,0.005858695882352942
Pp_3170,0.2895016298438938,0.0024991866000000002
Pp_3157,0.28069731319772734,0.011126634277777776
Pp_3156,0.058161350844277676,0.009919680166666667
Pp_3155,0.2344800823057129,0.01022161825
Pp_3154,0.16481600400788915,0.0051904915714285705
Pp_3151,0.09764136592651108,
Pp_3148,-0.004620954361764446,0.006909065
Pp_3147,0.06993058591146621,0.0043310694
Pp_3146,-0.04326288048438023,0.039850131571428575
Pp_3145,0.18545360005437023,0.015615156666666666
Pp_3141,0.3214183327018094,0.0019558613333333333
Pp_3140,0.3802142875209631,0.006053008777777777
Pp_3139,0.1525730941555053,0.0053036842142857145
Pp_3138,-0.03912747188596892,0.002393454636363637
Pp_3135,0.4006354777757913,0.0039312070625
Pp_3134,0.4611996049178263,0.004276963
Pp_3133,0.22667511227512654,
Pp_3131,0.22258850210050382,0.003014166
Pp_3130,0.4540550029548774,0.0023616245000000003
Gale,0.3603586973263858,0.0023634717777777777
Pp_3128,0.45692490683137593,0.01674068916666667
Pp_3127,0.35373815424034133,0.010678278555555556
Pp_3126,0.35423836158849986,0.0019964853333333333
Pp_3125,0.09211128855445166,0.0026755332777777777
Pp_3123,-0.2080172679617638,0.005462386857142856
Pp_3122,0.0032849339078047037,0.002599240166666667
Pp_3120,0.24170847507435395,0.004401617611111111
Pp_3108,0.3777746302556974,0.0019210905714285716
Pp_3107,0.3295893839987789,0.007071474714285714
Pp_3106,0.33268393468216834,0.006116769222222223
Pp_3100,-0.024209562403409022,0.009947058818181819
Pp_3099,0.12312835128901374,0.025639325944444444
Pp_3095,0.3136671894793384,0.011405309944444445
Pp_3093,0.0011764448623472045,0.0030275886153846156
Pp_3092,0.06794006125753008,0.004822822764705881
Pp_3091,0.24596219472951236,0.0028004709230769237
Pp_3090,-0.7,
Pp_3089,0.282074128609671,0.20176658544444442
Pp_3088,-0.4047619047619048,0.001367973
Pp_3087,0.20224938270156062,0.0030109115
Pp_3081,0.45692184140366043,0.0020777266666666665
Ppic-2,0.3707188496104899,0.08848044916666667
Eco,-0.046837606837606835,
Pp_3071,0.24896423568658158,0.006245132411764706
Pp_3067,0.11933327940780801,0.0053342019285714274
Pp_3033,0.03120464441219158,0.0029311178333333333
Pp_3024,-0.12677637738848063,0.0039312105
Pp_3019,-0.00612346013310056,0.037313604388888894
Pp_3014,0.46009852216748753,0.0023923905
Pp_2969,0.07351114358786993,0.009687548
Pp_2950,0.1115740706019749,0.0032367954444444446
Pp_2947,-0.24752186648155625,0.11771692688888888
Pp_2944,0.10631778422542615,
Pp_2942,0.3862153561987995,0.004784956375
Pp_2936,-0.3084994743544086,0.02835112555555556
Pp_2933,0.05111630162868494,0.022904915777777778
Pp_2932,0.05456416287183601,0.018690615666666667
Pp_2930,0.06747967745799047,0.006694028500000001
Nspc,-0.043075841288614546,0.022016313055555556
Pp_2928,-0.1733625260171313,0.09120698044444443
Mqo3,0.4001232626754817,0.0050561543125
Pp_2918,-0.39122807017543854,
Hemb-1,0.36722354561766685,0.05163821427777778
Pp_2912,-0.08846938775510203,0.0020044178333333334
Pp_2910,-0.7,
Csid,0.5,
Pp_2908,0.16422606167441137,0.001429884
Pp_2907,-0.32734281264479814,0.039466791055555554
Cyss,0.36510106984579516,0.034112854222222225
Glns,0.20795294184952615,0.04270632055555555
Ppib,0.2277814020269304,0.1537604723888889
Lpxh,-0.15985881207400196,0.0022337062857142854
Pvdq,0.7999999999999999,
Pp_2893,0.3156226833627204,0.002510213272727273
Pp_2892,0.11462225806496044,0.002785461666666667
Pp_2891,0.19435031350351575,
Xtha,0.15803002486929088,0.010578424166666666
Pp_2884,-0.22871022107663325,0.0022414661818181817
Ampc,0.26829036597878264,0.002784872076923077
Pp_2875,0.5714285714285715,
Pp_2867,0.3662844715380458,0.0132677215
Pp_2861,0.4285714285714286,
Ureg,0.1792996029808797,0.024821229
Uree,0.0013265287933724454,0.013446500388888888
Urec,0.05805030610673855,0.0058431771111111105
Ureb,0.13193042096177732,0.0039004629375
Urea,0.09137092776507752,0.00915702794117647
Pp_2827,0.14567101053814435,0.016821254944444447
Mext,-0.024168824562312813,0.005855347625
Nfxb,-0.06666666666666667,0.001170551
Pp_2794,0.7144356542275709,0.0070742059999999996
Pp_2793,0.7031072114088878,0.016659094055555556
Pp_2792,0.6664448301593504,0.026660945944444445
Pp_2791,0.7341132363072621,0.024917523944444447
Pp_2745,0.1640755913354447,
Pp_2742,0.7833333333333333,
Pp_2739,0.2343701883866736,0.003205464692307693
Pp_2710,0.03411432152447149,
Pp_2688,-0.029465413698056848,0.033234847666666664
Pp_2687,0.23884311459794763,0.04320591872222222
Pp_2685,0.1361397649705674,0.025400136722222223
Pp_2680,-0.5850378630458978,0.4697934292222222
Pp_2679,-0.5434872280284604,0.003583024666666667
Pp_2678,-0.10118784324434389,0.007904173615384614
Pp_2677,0.006370968496395083,0.00438260125
Pp_2676,-0.3356187766714082,
Qedh,-0.5067730753882732,0.3491427913888889
Pp_2673,-0.17856385256722018,0.005353669166666666
Pp_2672,0.1257815276491909,0.0042107155
Pp_2669,-0.4458889804151448,0.006452869133333333
Pp_2668,-0.3551009526769513,0.014215747312499999
Pp_2666,-0.31912176660817615,0.010843046470588237
Agmr,-0.47022809150688044,0.010193527125
Pp_2664,-0.03999975001552653,0.009464553230769229
Pp_2663,-0.44935870764333985,0.016794081764705884
Pp_2662,-0.4031588230576293,0.0376208486
Pp_2656,0.23519875536623713,0.004301577611111111
Pp_2652,0.0003684598378872875,
Pp_2648,0.045088225107730674,0.044500717111111115
Dapa,0.15569969210203266,0.08211059022222222
Pp_2628,0.3106437282298865,0.001428327916666667
Pp_2601,-0.12254484921998213,0.022272414
Pp_2575,0.27347781217750256,
Pp_2569,0.7696969696969697,
Pp_2554,-0.2421025395889983,0.002487902
Pp_2550,0.19674334154385936,0.011055213363636362
Pp_2545,0.41151643385374237,0.010369730555555557
Pp_2543,0.9999999999999999,
Pp_2536,0.35360030850362095,0.009779708444444446
Pp_2533,-0.024983041362091143,0.0030135106666666672
Mety,0.5134178076226553,0.027088781444444446
Pp_2507,-0.49999999999999994,
Pp_2492,0.1734370658516255,0.0049559626
Pp_2488,0.4216709681071604,0.014696043666666665
Pp_2487,0.008769286461017182,0.0031545849285714287
Pp_2486,-0.06510658120819218,0.0018453410000000001
Pp_2476,0.0255452215946246,0.007439264944444445
Pp_2475,0.21644949541002526,0.004463955933333333
Pp_2474,0.18111411913633754,0.0045263676875
Pp_2472,0.3034595428830186,0.001000072
Phet,-0.03246668083266459,0.05528540261111111
Phes,-0.06696220604185536,0.036098788388888886
Rplt,-0.37178950972342484,0.2917020517222222
Infc,-0.22373645587644458,0.18959225744444444
Thrs,-0.14926388985427366,0.1020900175
Cspa-2,0.010907547325313403,0.47931377411111115
Pp_2462,0.09793621522628107,0.01468033188888889
Pp_2460,0.06195097027827032,0.0013602529999999999
Rbsk,0.1433289904429255,0.00304905575
Rbsr,-0.04493996465846936,0.0028460954444444447
Rbsa,0.42615384615384616,
Rbsb,0.18624259789507974,0.0069167733529411765
Ansb,0.40955866219597215,0.07206949866666666
Pp_2449,0.2391402787204423,0.01015619238888889
Pp_2448,0.3200841282842704,0.0016991345714285713
Pp_2447,0.3779346478640047,0.0015463562
Pp_2442,0.2524285723388834,0.020851852833333333
Ahpc,-0.034360114162739146,0.05179534583333333
Pp_2436,-0.1275468384460484,0.003756746444444444
Pp_2432,-0.17445263896567195,0.001508713
Pp_2424,0.21146015996802314,0.004377101083333334
Pp_2422,-0.13958154068650666,0.012308520705882356
Pp_2418,-0.02994646282595066,
Aroe,0.2473459273552495,
Pp_2396,0.393766283412195,0.029038878722222224
Pp_2387,0.07333681167938856,0.0042105929090909084
Pp_2381,0.42042776877221383,0.0034217795
Pp_2380,0.537645202462945,0.007668491818181819
Pp_2379,0.5288361073088161,
Nfua,0.25050558202885836,0.011500104000000002
Cti,0.26260840556668097,0.010079269444444445
Meth,0.06315687512488759,0.026472176333333333
Cysi,0.10288496131218829,0.100716523
Pp_2370,-0.038145382394251554,0.033926765944444444
Pp_2368,0.06446779518802809,0.0015016432499999999
Pp_2364,0.15387452135146693,0.019778198333333337
Csuc,0.36661699956853044,0.005357365444444444
Pp_2356,0.11208442829805723,0.011579189611111112
Pp_2355,0.11496274904724442,0.010801394444444444
Pp_2354,0.24426686293092084,0.004267064714285714
Pp_2345,0.3767606847107102,0.0029451959444444444
Pp_2343,0.65,0.003253209
Pp_2341,-0.10977443609022557,0.007298079714285714
Acnb,0.05673053695053103,0.35046813361111107
Prpd,0.1731718744231333,0.006919937555555556
Pp_2337,-0.151793788827117,0.018592594111111114
Pp_2336,-0.038072348685770335,0.026581243055555554
Pp_2335,-0.012939214460237566,0.055125951222222226
Prpb,-0.11533948245748726,0.05165623927777777
Pp_2333,0.16386634681818996,0.0025763450000000003
Pp_2331,0.272896586723254,0.020989238777777777
Pp_2330,0.2759448204304449,0.0038757765294117645
Cysh,0.161790471114765,0.034560584
Cysb,0.15107150627069435,0.04906102466666667
Pp_2325,-0.07898278990527015,0.0035777576153846148
Arof-1,0.22041418912306535,0.03880680122222222
Pp_2323,-0.10301116229302679,0.006528850166666667
Opri,-0.013674163378049628,0.36014887411111113
Pp_2320,0.0896680008092995,0.027604038777777774
Pp_2317,-0.13725490196078433,
Greb,0.3107908345692299,0.0021383918750000003
Pp_2310,0.31951380570713145,0.01534090138888889
Pp_2308,0.14895030857826247,0.012717375277777778
Pp_2307,0.3189920560182535,0.006246573352941176
Pp_2305,0.2877733364797041,0.009253284999999998
Pp_2304,-0.01752509870470903,0.065189664
Hupb,0.1453961309659838,0.7636716247222222
Lon-2,-0.36261371458926145,0.07246028172222223
Clpx,-0.013928198660089321,0.14571686866666664
Clpp,0.1463910159520664,0.06648565072222222
Tig,-0.17019955565841707,0.24282728350000005
Pp_2296,-0.10994087256903735,0.0038428451333333336
Pp_2292,0.38391948838323714,0.02134499211111111
Pp_2277,-0.370239313436025,0.011455658705882353
Fold2,0.008955928716623944,0.046827175111111105
Pp_2264,-0.5,
Pp_2258,0.405454941262272,0.003062214909090909
Aer-1,-0.08486815364285263,0.014056635222222221
Pp_2254,0.7999999999999999,0.001115094
Pp_2249,0.2977248030404476,0.0034472181666666663
Pp_2247,0.3636363636363637,
Pp_2240,-0.031638279391842404,0.0027589871428571424
Pp_2238,0.18830711962002616,0.022839771777777778
Pp_2233,-0.37000031912873077,0.07594849811111111
Pp_2232,0.5358616867227955,0.002564113357142857
Pp_2220,-0.45415194661885444,0.015473279999999999
Fadb1x,0.3406451761900098,0.02876896238888889
Pp_2216,-0.19678123647771106,0.005295336214285714
Fadax,-0.07355680368785397,0.02126709983333333
Fadb2x,0.05437492538459935,0.00853263411111111
Faddx,0.06359409599079044,0.004871365181818182
Phnw,0.7199337052123389,0.009933632000000001
Phnx,0.6687710560800157,0.010089429882352941
Pp_2206,0.07551187910138338,0.004172571083333333
Pp_2201,0.07662835404843522,0.00204449
Pp_2198,0.28529411764705886,
Pp_2189,0.2538934167927659,0.03125264838888889
Pp_2187,0.1972313746993469,0.021721594222222224
Pp_2182,-0.26893348197130884,0.01578855388888889
Dusa,0.15854286365652923,0.006380138222222222
Tal,0.3265107502521696,0.02633560738888889
Pp_2166,0.15988058443570902,0.013814662642857144
Pp_2165,0.26945036849147774,0.0066538084375
Pp_2164,0.1799440170376636,0.005620375800000001
Vacj,0.2196370533148703,0.023529710555555555
Pp_2161,0.02848210463703176,0.02739520455555556
Quef,0.32681129637481054,0.006063394
Lole,0.11931232509532076,0.005658563277777778
Lold,0.29740766082729403,0.009713258388888889
Lolc,0.19459737856946924,0.006479611777777778
Pp_2152,0.08742721095364961,0.02647055505555556
Stha,-0.22651994814484733,0.07068822527777778
Gap-2,0.3522416903883887,0.14111525966666666
Mfd,0.10103027040077787,0.024474323555555552
Pp_2147,0.09625407975073627,0.007426607277777778
Nagz,0.2869712989207044,0.01831543988888889
Pp_2144,0.23438562757578968,0.011537563555555554
Pp_2140,0.07191528503872363,0.007288653944444445
Topa,0.174101116648699,0.021754651166666666
Fada,0.036203554244608555,0.02372033172222222
Fadb,0.09117132737819278,0.03379819694444444
Pp_2132,0.3430173210438013,0.02118204738888889
Pp_2131,0.05421234803966825,0.03621713766666667
Pp_2130,0.18868226428667453,0.0032294085882352943
Pp_2129,0.4061614513166018,0.010303757666666668
Chev-2,-0.14473285405600114,0.01439450688888889
Pp_2125,-0.23560682912743414,0.0035616794285714287
Moea,0.3211094259849855,0.004539676833333334
Moab-1,0.23685446190466408,0.01227760027777778
Pp_2119,0.49842288905258214,
Pdxb,0.33224367521551806,0.007823300666666666
Acna,0.18484781262308378,0.02790180066666666
Aer-2,0.17494675170189825,0.007407894
Pp_2105,0.49289099170549183,0.0388741805
Pp_2102,-0.03101135473568091,0.001325523
Pp_2099,-0.2119246973844859,0.07264807955555555
Dacb,0.3090140005184896,0.015167931277777777
Rlml,-0.09106206179292299,0.020457673722222222
Pyrd,0.19278597241194773,0.04748746577777778
Pp_2094,0.2255539507711211,0.007625699777777777
Nasa,0.1229306021939939,0.0036786875
Pp_2091,-0.18181818181818185,0.001383662
Oprf,0.4418404496976371,0.4850627145555555
Cmpx,0.3891927388092787,0.013189029722222223
Cmax,0.3245533254720492,0.00664045
Pp_2084,0.46909265789363863,0.038733845277777776
Ppsa,0.2787057527662773,0.14282236444444446
Pp_2081,-0.13503106378795418,0.012601864444444444
Pp_2080,0.26013698596246565,0.04380116522222222
Lysa-1,-0.3696969696969697,
Pp_2059,-0.3351117798340713,0.010305300055555557
Pp_2053,0.37172344348866915,0.0053247799444444445
Pp_2052,-0.28072707316529066,0.008835707333333333
Atob,-0.26028495073088287,
Pp_2036,-0.301688418335555,0.004917349333333333
Pp_2032,0.22392511835347265,0.005203067307692308
Sbcd,0.28385947412335927,0.0048035439230769235
Sbcc,0.26586718845561297,0.004623010555555555
Pp_2021,0.38872844471807194,0.0027566034999999996
Pp_2019,-0.229409568686844,
Pp_2018,-0.42857142857142866,
Pepn,0.09413332966964459,0.05891593199999999
Pp_2016,0.09508336161838268,0.003742175625
Pp_2013,0.22646740736300566,0.00551729675
Nadk,0.3848715882141987,0.0077374471666666654
Fadh,0.1313046996215547,0.003984389499999999
Pp_2007,0.4958178168361231,0.001210054
Pp_2006,0.47772573353058034,0.021056296411764704
Pp_2005,0.21792841327348436,0.001243833
Metz,0.2718803186072632,0.040663375999999994
Purf,0.12193645639041978,0.0828986368888889
Pp_1998,-0.00133522100329202,0.007627865117647059
Folc,-0.06426869908790558,0.006590407111111111
Accd,0.04553251788165453,0.06332481611111111
Pp_1993,0.2654325354306796,0.02998946816666666
Pp_1992,0.0013735282557795004,0.011025172111111111
Asd,0.0872891557029999,0.06417278377777778
Leub,-0.10274329367293664,0.14306018811111113
Pp_1987,0.1797956455740723,0.020366336888888892
Leud,-0.1883869968483049,0.08876869994444443
Leuc,0.06204915069380267,0.0887790635
Pp_1983,0.2582711262456088,0.003329924333333334
Ibpa,-0.22589592463463729,0.15682761722222224
Pp_1980,0.2653342125983648,0.005205115214285716
Gltx,0.04997188616118009,0.04110627794444445
Pp_1976,0.07973448444921631,
Uvrb,0.04457371233845453,0.02477379161111111
Tyrb-1,0.23238167698134718,0.07545831511111112
Pp_1971,0.2968281312551316,0.005206595666666667
Pp_1970,0.23557463150609723,0.0020661107999999997
Pp_1968,0.20031977879626992,0.004635642333333333
Pp_1967,-0.03291408827634047,0.007913313833333333
Pp_1964,-0.12003451431969808,0.0020067045
