Protein.Group,PP_0751_PP_0813_PP_0815_log2_FC,PP_0528_PP_0751_PP_0815_log2_FC,PP_0528_PP_0751_PP_0812_PP_0815_log2_FC,PP_0528_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0751_PP_0815_log2_FC,PP_0368_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0814_PP_0815_log2_FC,PP_0368_PP_0751_PP_0812_PP_0815_log2_FC,PP_0368_PP_0751_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0813_PP_0815_log2_FC,PP_0751_PP_0815_log2_FC,PP_0528_PP_0812_PP_0815_log2_FC,PP_0368_PP_0813_PP_0814_PP_0815_log2_FC,PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_PP_1506_log2_FC,PP_0368_PP_0815_log2_FC,PP_0437_PP_0815_PP_1317_log2_FC,PP_0368_PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0815_log2_FC,PP_0815_PP_2136_log2_FC,PP_0368_PP_0812_PP_0815_PP_2136_log2_FC,PP_0368_PP_0751_PP_0812_log2_FC,PP_0812_PP_0815_PP_1506_log2_FC
aceF,0.1533366249322371,,,,0.5118157425604251,-0.4797818714324506,0.4641276171619484,0.5104287187738461,,0.31203915576442587,,0.49752836928682176,,,1.1688767403564886,0.4324189098736647,-0.3679659315563603,0.383964666506053,,0.4454806526572048,,,0.39043467707028884,0.32202272319951997,
lpdG,-1.1451304006461072,-0.8507513459370069,-0.866726778216247,-0.7603376796265194,-0.7352990267164443,-0.7152489812303131,-0.7920734965254963,-0.7681290585790046,-0.800002842196996,-0.4369063535336648,-0.8647853324746138,-0.2838410857086048,-0.4517511438106145,-1.0824657672769176,-0.7489477121594171,-0.8465621547356004,,-0.23672699524155202,-0.4463634732032813,-0.7459075400313051,-0.7502044044271565,-0.8237385394937676,-0.77567273338642,-0.7682724347153597,
aceE,,-0.1204240580522698,,,-0.4657175298457385,,-0.4609484920853767,-0.365233943143583,,-0.316607454712097,-0.17939348227579932,-0.21222660693748366,-0.49136437671118366,,-0.089492669687183,-0.455952834554631,,,-0.4192231357702987,-0.4758970037240312,-0.3966786057331184,-0.4105182706789803,-0.47403985837322615,-0.46028095656626317,-0.0746689923878695
