Protein.Group,PP_0751_PP_0813_PP_0815_log2_FC,PP_0528_PP_0751_PP_0815_log2_FC,PP_0528_PP_0751_PP_0812_PP_0815_log2_FC,PP_0528_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0751_PP_0815_log2_FC,PP_0368_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0814_PP_0815_log2_FC,PP_0368_PP_0751_PP_0812_PP_0815_log2_FC,PP_0368_PP_0751_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0813_PP_0815_log2_FC,PP_0751_PP_0815_log2_FC,PP_0528_PP_0812_PP_0815_log2_FC,PP_0368_PP_0813_PP_0814_PP_0815_log2_FC,PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_PP_1506_log2_FC,PP_0368_PP_0815_log2_FC,PP_0437_PP_0815_PP_1317_log2_FC,PP_0368_PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0815_log2_FC,PP_0815_PP_2136_log2_FC,PP_0368_PP_0812_PP_0815_PP_2136_log2_FC,PP_0368_PP_0751_PP_0812_log2_FC,PP_0812_PP_0815_PP_1506_log2_FC
atpA,0.1409833446249696,0.32269377007011313,0.505499446827234,0.3650790579603218,0.373518120925967,0.3979045412936425,0.4157801348806747,0.5725314964513524,0.4026971767763977,0.3991781505592853,0.3408134187803317,0.4451205071284333,0.5218894583675407,0.3378242031577954,,0.34654304224859844,0.3735712034144664,0.5692175762142239,0.5195620350389161,0.5508532820589757,,,0.48719430960753507,0.8182749635077985,0.3545989486057875
atpD,-0.5815604124622669,-0.39392502432985893,,,,-0.2076909176175934,,0.24251823119925559,-0.15831628415866883,0.26969028397698536,-0.31232916030005414,0.19534622389224285,0.3042125716777756,-0.35320494171203676,,,-0.22867391404865908,0.3602115034792335,0.321626823329818,0.22716639629909796,0.17787520663037468,,,0.42968101784340074,-0.27295339789616296
atpF,1.3949167945330403,1.2088140290029141,1.2244616627500375,1.108044945678489,0.2570503031500498,1.4899373814710941,0.39300392033183,0.6034437777232785,1.1055736816201813,0.8209014313929367,1.1285612751419882,0.7932114028272085,,1.4687233893349563,1.0226056455399448,,0.7427689241689984,0.8361881906825356,0.8686270480457193,0.5360448867004746,0.8440105167935253,0.32149507749430484,0.4782820820750148,0.9639471115735704,0.7899574256481896
ccoP-II,-4.628016842419702,-3.1715804270133248,-1.6635959136734844,-1.5642872846189788,,-2.5876284511360077,,,-2.2876564450799046,,-1.2779035140257036,-3.164881752312997,,-4.662990669439072,,,-1.5866977498775652,,,,,,,,-5.137234742684807
cyoA,-3.299676890458389,-1.6298925468273664,-4.967671171792976,-2.291701339847742,-2.2743598262783853,-3.5203102636418335,-2.891957606264274,-2.2505257743637026,-2.2008542473364843,-7.057576552639636,-6.784091730092647,-2.2262872435876875,-5.661982978356909,-5.406453284287205,-4.619316411210237,-4.043879545591379,-5.7081563444507175,-2.027575943028512,-5.865802004179188,-6.177105952430304,-2.663514708559858,-1.8569325615125962,-3.474084838522969,-4.4258895007249945,-6.724010826510059
cyoB,-1.4402297536749888,,-3.8129731942294667,-3.2531157027157374,,-2.247670602513655,-1.5665095845059682,-2.254778448550005,-2.2106646461911725,-7.6108661884711335,-2.0163401997666077,1.021787506102534,-1.2722546100175727,-3.5428958672386877,-0.6822587791020066,-4.7864252691568465,-7.947405512554829,0.6139639688859675,-1.8428930486796813,-7.113213698591583,1.103397995472928,-0.3726863913621822,-1.8763498075980887,-6.858462089573091,-2.8627211444434426
etfB,-0.5593321861963624,,0.2952821905223093,,0.5682091953506203,,0.46360531464254173,0.45830449531316275,0.4045767309247715,0.6381870734348344,,0.639204607447293,0.8568415331351954,,,0.33654448733342296,,0.9128148000244503,0.9331599789629269,0.5094621125993006,,,0.6910895005101397,0.4586428874731518,
nuoB,-2.1703652876994854,,-1.6198169044974418,,-0.3396472526579873,-1.337523128483161,-0.49817741297809504,-0.5366603692580098,-1.5449504069026758,,,,,,,-0.5542969614059507,,,,-0.6250877558210483,-0.5763890881934864,-0.5245224499152659,-0.705645613281546,-0.49582281046812055,-1.9583781534959144
nuoF,0.6956802541380979,0.6180820897562277,,,0.14070261294972491,0.48454316865488695,,,0.805266628939051,,,,,0.5981322296091152,,,,,,,,0.24347357106445194,,,0.5414209637682594
nuoH,2.186450220333231,,,,,1.734211020512622,1.061542458073053,0.9745464329026848,,,1.3767008813630763,,0.8587233301959634,,0.8805769219260771,,,,,,,,0.5974726158324736,1.1392399983687507,-1.5677715553683693
nuoI,0.36798407254163396,0.38204509491121175,,,,0.3178092303522185,,0.13563483578001653,0.49787453866777864,-0.20385430470873,,,,,,,,,,,-0.35485291655209,,-0.23926793206095692,,
petA,0.4223271047989459,0.460083556454609,0.5957346134728216,0.4377221739235646,,0.36368315855359656,0.2002850330361556,,0.46496000000028637,,0.5587822960706108,0.558523416438522,0.6158460190169031,0.45945499016294905,0.813373370212819,0.31043245705770145,0.538357355369402,,0.6031215703855393,,0.5071162252260915,0.3181153960141391,,,0.731088431691842
atpC,,0.534780673732376,,,,0.6652884328912599,0.2654553033272076,0.2842612991829046,0.6774209096297541,0.3891675187044094,0.5019048336143878,0.16242073629380233,0.21351674557276742,0.7039885486198467,,,1.0666228266383526,,,0.32056920865866634,,,0.24617258763260672,0.7126241667280492,
sdhA,,-1.7537380149493336,-1.267167313638006,-1.4366874192496817,,,,,-1.142138094942537,-0.9820239271331785,-1.2780321813989484,-0.6669513258395208,,-1.2738646248307688,,,,,,,,,-0.15173248901194986,,-1.4477165057019574
sdhC,,,1.1779364057132993,,,-1.7150083952325739,,,1.1830900690199113,,-1.8561818965946542,-0.7728991064260355,,,-1.11441843131511,-1.2934435036139174,,,,,-1.4750164973665307,,-0.28280184851451146,,
atpG,,,,-0.608861538440683,0.6273758244798114,,0.6893874777289062,,,,,0.3545896267292129,0.6683939185230819,,,0.6358866092636671,,,,0.8356912361341928,,0.4549596871319661,0.735277966603904,1.1292630441772984,
sdhD,,,,-0.5303319699202436,0.4378703347424923,0.2882788947666705,0.495319982607025,0.47968759941372247,,,,,,,0.6172102822735904,,,,,0.21978056001167456,,,0.3155219066938989,0.6033276694750335,
PP_4203,,,,,0.717200170409952,1.2094049357169303,0.8104199728899197,0.75797828145335,1.0914336859457876,,,,,1.209843826572278,,,,,,0.7762403580391545,,0.8433401164006481,1.0497786294025595,0.797695963743611,0.6979664929844465
ccoO-II,,,,,1.3286332690017526,,1.0815187451048787,,,-1.6735982844532185,,-2.333617809108979,,,,1.5103619875753167,,-1.5716298926352135,-0.5611087380804378,1.4584652061388343,,0.8954098070137084,1.4290570530856281,,
