Protein.Group,0812_0815-Control_log2_change,0812_0815-Control_log10_p_value
PP_0290,0.40028242043405476,1.158949535891299
PP_0292,0.34549488572774834,1.9080855063437303
PP_0293,-0.4393820539104602,0.6318216892485216
PP_0296,0.703282907687832,3.1937379885339268
PP_0321,,
PP_0333,-1.051639038681321,
PP_0336,-0.033811165521425504,0.01914129569785004
PP_0338,0.1525010215545919,0.6401603138431722
PP_0339,0.03302489855082313,0.06276800812026782
PP_0340,0.43708914361202356,0.7055353528188703
PP_0341,-0.25620600421060796,0.9484431670251059
PP_0343,-0.9838600524627809,
PP_0344,-1.0479032209980368,3.0555846125012947
PP_0346,0.26991559012899496,0.5604465521531294
PP_0347,-0.18914337147050905,0.14370045117465394
PP_0354,-1.672502762161766,1.39169650192971
PP_0356,-0.06279934340873071,0.14145166011050986
PP_0359,-0.017273366922682356,0.028521742372291367
PP_0366,0.4516831044624368,2.2371280927583443
PP_0368,0.3244623339498348,0.9292420090623721
PP_0370,0.19908788528877955,0.10071428337136264
PP_0375,0.07381029107705415,0.2171447588019196
PP_0376,,
PP_0377,0.3398061080638134,
PP_0378,-1.5749444119353766,1.4754899197917297
PP_0379,-1.8527688971442549,1.2240783090875458
PP_0382,-0.6240507486484999,1.885293905266831
PP_0386,-0.5339345445207789,0.25786496759240257
PP_0387,0.590290722362747,1.3559372174740472
PP_0389,0.03941844130942169,0.08150458554363506
PP_0390,-0.6974647162200551,0.8302424444628935
PP_0395,0.3924160328575033,0.4553610747347195
PP_0396,0.2758817982717012,0.4947677515748856
PP_0397,0.3657993909304186,0.48299589802701814
PP_0398,0.28230398779466237,2.224160733095841
PP_0400,-0.020784159042035236,0.020058372196592195
PP_0401,0.49862909680342987,0.5259023309416289
PP_0402,-0.2880419986866252,
PP_0403,0.5049634920904916,2.3918212494988476
PP_0405,0.2763959544787954,1.4625264935057805
PP_0411,-0.9931949555297845,1.5409031502520376
PP_0412,0.29048053138848207,0.766305947487969
PP_0415,0.2990202896209889,0.8664475825483385
PP_0417,0.011687227429069578,0.030111114892348443
PP_0420,-0.19809115523365053,0.3619335405951756
PP_0421,-0.10539641749872096,0.15255526441135664
PP_0422,-0.18409606847250437,0.2160678854733328
PP_0428,-0.008620809091949162,0.011023347275466598
PP_0432,0.08906745414739788,0.24079758912388666
PP_0436,-0.504534339052118,0.9832190497391152
PP_0440,0.47885509031172274,0.9537368652892098
PP_0442,-0.23107214996826705,0.4966421170390485
PP_0443,-0.38586453005415394,0.9096695811636029
PP_0444,-0.26416892858931657,1.0516932122492715
PP_0445,-0.15590732163628945,0.34697107556351403
PP_0446,-0.2971639307554612,1.1328725895473706
PP_0447,0.37350845249141096,0.7340526375145703
PP_0448,0.0609956219331745,0.05216168415679862
PP_0449,-0.165103409356146,0.8157277857537389
PP_0450,-0.2834041626716064,0.9764542731962037
PP_0451,0.20417877648385305,0.8175901048752281
PP_0452,-0.03763959196671679,0.23627224635784833
PP_0453,-0.08735211926260864,0.22493460379992422
PP_0454,-0.17560171573887917,0.5187747121065379
PP_0455,-0.34798626370514746,0.8448384709459471
PP_0456,-0.23551632500785002,0.6097206706439309
PP_0457,-0.15021700744051558,0.47742346949889053
PP_0458,-0.6666406323161727,0.9956157073842082
PP_0459,-0.2606949722036101,0.5036356398440327
PP_0460,-0.15689715718321676,0.15327812601402888
PP_0461,-0.14531447288695234,0.34647875252697236
PP_0462,-0.3079070264366481,0.9567418389752999
PP_0463,-0.33759213405537036,1.062758923369673
PP_0464,-0.6801772370271753,1.3770405723909938
PP_0465,-0.39010176527107465,0.9780332554283018
PP_0466,-0.37925219487865697,2.30429850734499
PP_0467,-0.29640662983488897,0.9650001979617129
PP_0468,-0.10105302043995375,0.1165432127659832
PP_0469,-0.15772836102282947,0.20932209359182882
PP_0470,-0.18493493189536517,0.5726671643432566
PP_0471,-0.22832231204076353,0.6513268285450484
PP_0473,-0.3132575630530522,0.7561790277450151
PP_0474,0.4414410721905521,0.5259507323362893
PP_0476,-0.27299835555723484,0.5332740825183755
PP_0477,-0.1506241598061756,0.5431122053443758
PP_0478,-0.5679974179480922,1.9143432562755291
PP_0479,0.056732740572798715,0.2234922301555013
PP_0480,-0.413298401768103,1.0847781431626047
PP_0481,-0.18422957514164667,0.3493250953939117
PP_0482,-0.5923245206434716,0.5149732322997531
PP_0483,0.6954084844534062,0.46026974177156554
PP_0485,-0.17078001156225212,0.5219206704110857
PP_0490,0.2858033504881727,0.6927005428899858
PP_0493,0.3097592907080675,0.2719239318393669
PP_0494,0.32983238638805973,0.23629571364035554
PP_0500,0.28730305035619297,0.34556167701557405
PP_0501,-0.5905997613042943,2.397598770498146
PP_0504,0.37144314475271223,0.4358426345430932
PP_0510,0.1478821796351445,0.2268945362618653
PP_0512,0.2935671236799447,0.34847376725264706
PP_0514,0.894964545076458,0.6711894861138397
PP_0515,-0.17216544639511544,0.13765899790874916
PP_0516,0.06424660601718866,0.052228253879500884
PP_0517,0.06878771770730516,0.24654214987760267
PP_0518,0.15900588279780578,0.7779967615451109
PP_0522,0.15559263198677029,0.12291409392739877
PP_0527,0.805806787714948,2.7058596516539675
PP_0528,-0.15812593107123718,0.06468033293704518
PP_0529,-0.9558988850879371,1.2134956036012368
PP_0538,-0.45899584774766916,2.2523036219369645
PP_0541,-0.9544860878701599,4.29020298323559
PP_0542,0.23708693688211324,0.23376214156851854
PP_0543,0.6669439450638406,1.601843438063389
PP_0544,1.606690046920297,0.9071624297639296
PP_0545,0.5450747302830569,0.8380675975033666
PP_0547,0.7981139382844477,1.175343928781662
PP_0550,-3.0796330648683052,2.0646331276689587
PP_0558,0.3215544637264335,0.8672992674619525
PP_0559,0.020444115217282535,0.056396054923687884
PP_0560,-1.2535658634576095,3.1176952375538325
PP_0564,0.6132346129686896,2.077726715682103
PP_0567,0.36332570551961946,1.7390450235946513
PP_0570,0.17340431671125672,0.12635274270739544
PP_0576,0.10139783517938022,0.12850367450359576
PP_0578,2.3048385148715207,0.6485002109832675
PP_0581,0.14893654789469793,0.07899310242572184
PP_0584,-1.2868078296021448,3.994920020202807
PP_0591,0.3748498017814503,1.0597488676727074
PP_0592,0.5179206896545824,0.8111631398719708
PP_0596,-0.4606358473443188,0.4193681013271733
PP_0597,-0.5086393872900198,0.9864259151009749
PP_0599,0.6420033961297469,0.8616378746498378
PP_0600,-0.40536371359386536,0.6732560227873824
PP_0602,0.42715082436723867,2.3514176354154146
PP_0603,0.3890744762867944,1.4880927869677691
PP_0606,-0.1669927822956945,0.17624652631447962
PP_0612,-0.050893836686677574,0.04355553173929852
PP_0613,0.7644128980858929,0.4406420866355275
PP_0614,0.9486625287242932,0.6061325744049101
PP_0615,,
PP_0616,-0.8338310853664732,0.5636855486568657
PP_0619,-0.2751400694974936,0.16003614211467135
PP_0622,0.36857862389063645,1.763842466210718
PP_0624,-0.2438888273692217,0.16644793864162521
PP_0625,-0.00041810512992852627,0.001031121117683766
PP_0626,-0.0724983346166982,0.04474349948224017
PP_0631,,
PP_0640,-0.3429206808685865,0.6783587928755944
PP_0657,0.43827793067499005,1.297368307181256
PP_0658,0.13528293831820778,0.4293506899758962
PP_0671,0.3456763407044877,0.9873391233038578
PP_0674,0.2938114439455791,1.0408309544563423
PP_0675,0.864176584188331,3.566596536434101
PP_0680,0.5391675997870958,0.9295286498816021
PP_0684,-0.11264997476079858,0.7760396772435086
PP_0686,0.10386621564796558,0.1644272589477898
PP_0687,0.08273161646863486,0.3110062666209695
PP_0688,-0.2696431593970464,1.1734184154124458
PP_0689,-0.3849219681434669,0.31571819900123793
PP_0690,-0.023989779598309967,0.12045572968074636
PP_0691,-0.8804812771863079,1.1913022286737343
PP_0693,-0.49781570099085304,1.8045689604092499
PP_0695,-0.7482792779684003,0.36920506411823684
PP_0707,0.0073995456033949854,0.020363301301423196
PP_0712,0.3650921677274139,0.520604549067831
PP_0719,-0.1150878800931419,0.4998700712762253
PP_0720,-0.7119710746343105,0.9323779777620101
PP_0721,-0.4325344771950256,2.4986734255274667
PP_0722,0.14427569010433317,1.047900451286849
PP_0725,0.11403766536215443,0.15326787783367274
PP_0733,-1.420241440550451,1.6479708124013157
PP_0734,-0.26596702995183097,
PP_0735,0.2673968585397577,0.23249256746692976
PP_0742,1.0533034117764182,0.5990835818177856
PP_0744,0.21813987473447288,0.30241808360930666
PP_0746,0.25790430745740045,0.5328810151982691
PP_0747,-1.1749728121935636,0.6895178047655314
PP_0749,-2.210092470523549,5.0903674820995715
PP_0750,0.08749007509761854,0.44318898314814814
PP_0751,0.12099506021619952,0.26255657232982177
PP_0753,0.18948347403747093,0.7241366418368259
PP_0756,-0.4890076109872718,4.631628567236669
PP_0759,-0.1814314999949191,0.31194238262920326
PP_0761,-0.01999079949979884,0.02870733045869077
PP_0762,0.43328830632320037,0.3719804245752189
PP_0763,0.6791546637358644,1.428173426256769
PP_0765,0.9567031414394702,1.094888086160747
PP_0766,0.4838258690689028,0.9952345590799411
PP_0768,-0.19459145442287948,0.19514483278194728
PP_0769,-0.9834475243699834,
PP_0772,-2.8209133874611445,5.844581983948845
PP_0773,-0.4635660354098171,1.3712350825714896
PP_0774,-0.42327176273708916,0.2694579503514377
PP_0776,-0.2845110757217273,0.7028414902268818
PP_0777,0.7623743663807241,1.043466448373694
PP_0786,0.16296128085844785,0.7495929002687975
PP_0787,0.10237672858334451,0.1801971318651307
PP_0790,0.44218683086051624,0.29012121212264574
PP_0792,0.47932551468039075,2.033758798442622
PP_0793,0.2009379433373635,0.24122181003470283
PP_0794,-0.7926241565495799,1.7638755002384632
PP_0795,-0.12922720205870525,0.06594887263069649
PP_0797,-0.44304139753471516,0.3413732717521643
PP_0799,-0.1689857135716652,0.434907441800052
PP_0812,-0.2827251686701974,
PP_0813,-0.4449722796150786,
PP_0817,0.11346804765676537,0.6615552866986497
PP_0823,0.016452973725603642,0.03435291264593879
PP_0824,-0.33818272082511386,0.28764119684293143
PP_0832,-0.5836441572612436,1.147689798767614
PP_0833,-0.5464920444473713,0.35261277687667525
PP_0834,0.5791934955287565,1.1138851579245652
PP_0835,0.5712062512688165,0.888981232302275
PP_0836,0.26278163671552257,0.563829236615487
PP_0837,-0.13991500492055053,0.34199545433921885
PP_0838,0.1891130960124317,2.3287701542232795
PP_0839,-0.3772386236539171,2.3611505493352345
PP_0840,-1.295457891901409,2.190763863411753
PP_0842,-0.1950014686016575,0.6386915751333856
PP_0843,-0.33696571792638924,0.4495933349027431
PP_0846,0.046984111436265866,0.05835469818363692
PP_0848,0.2221772800992852,0.5989451075655521
PP_0849,-0.07388747870443102,0.19875436304817012
PP_0852,0.06046284442819902,0.04430738959469993
PP_0853,0.2038800126848395,0.40679752550675347
PP_0854,0.041065114270212484,0.07012482983186656
PP_0855,-0.0003219676573004585,0.00020775747138885615
PP_0856,0.037249053051803024,0.04281992298736708
PP_0857,0.8387832470215681,1.0327564268574652
PP_0858,0.6433066495444717,0.7758631311406142
PP_0859,-0.802900004692827,0.8996254415319445
PP_0864,0.1608202590351629,0.31097124107951285
PP_0868,-0.2568722814563583,0.12871396597279192
PP_0870,-0.7534814314623764,0.4103622003485523
PP_0872,-0.17867370693645832,0.5670429122968687
PP_0879,-0.2875828509844765,0.19256325862205512
PP_0883,,
PP_0885,0.030811491686230003,0.051445115776617194
PP_0886,-0.0485190048934117,0.07767853301356668
PP_0888,0.46555800747588316,1.0886872012311142
PP_0891,0.5296104924868354,0.3481990404368804
PP_0897,0.13532970512938558,0.3038914282375293
PP_0909,0.8335603168636581,1.5541475917270746
PP_0913,2.368206134850136,1.1549979296216901
PP_0914,,
PP_0915,0.17649567858009524,0.29406650934986367
PP_0919,0.1422391758970898,0.05561873994244597
PP_0920,-1.0241761585042721,1.2630221881465327
PP_0930,0.4170261377817008,1.0092826411920632
PP_0931,0.3094850205326951,1.4011752128825448
PP_0933,0.0141108889190539,0.014943675427011586
PP_0934,0.3058321844936879,
PP_0937,-0.13591923767139336,0.07065355585861575
PP_0938,-0.44102952791841077,0.26720559864837623
PP_0940,0.15031738913685275,1.456475995963702
PP_0941,-0.3473594330042333,0.8701406313976391
PP_0942,0.11429364492850573,0.2377047763376318
PP_0949,0.35647942657152154,0.5419146745322224
PP_0950,0.9568054846268677,2.776532965874828
PP_0951,-0.01780858431004908,0.02957963897058877
PP_0952,0.3370432005737942,0.5054952066985592
PP_0953,0.23161586868129416,1.064500345419618
PP_0954,-0.14558576854230013,0.0773827059280991
PP_0955,0.9150055625883967,0.4595442279075088
PP_0956,-0.42504379839745576,0.32573468629784813
PP_0957,0.2568412114777067,0.737666199226582
PP_0958,0.36381992167026816,1.2314976724339424
PP_0959,-0.38291938069601655,0.3024619555868861
PP_0960,-0.43017243869472027,0.37133617411376385
PP_0961,-0.1438175015467167,0.3348766035813312
PP_0964,0.029428112649156225,0.01599483975743679
PP_0965,0.169884132110642,1.1787612018981872
PP_0966,0.07542466961848346,0.25039307672388916
PP_0967,0.33311768857716983,1.5591682917714738
PP_0973,0.1756615406327862,0.1035560790265332
PP_0975,-0.03146382656253506,0.056686606568456574
PP_0976,,
PP_0977,-1.215066224562526,1.9752110181930655
PP_0980,0.45004552305761486,1.1540522215347206
PP_0982,0.47157458480082665,1.1705392811060793
PP_0983,-0.4886362148639524,0.2476146132941568
PP_0986,-0.009863384737421734,0.07010077894035237
PP_0988,-0.004546033017534461,0.0021210601903007722
PP_0998,-0.31290493858160434,0.3175724758769581
PP_0999,0.7570974236977412,1.6083104879301617
PP_1000,0.6677138122556551,2.092324179346976
PP_1001,0.8832643520178057,0.9381712733706062
PP_1009,-0.362929906266676,1.371786890039211
PP_1010,0.1893979656268035,0.7466451442291261
PP_1011,0.1609096963592411,0.1829859725207617
PP_1012,-0.03566133030704018,0.07999745220813478
PP_1013,-0.9254085603801888,
PP_1015,-0.25315066639973394,2.1116394164349326
PP_1016,-0.3379002928897728,0.4657468758186656
PP_1018,-0.36161202465015396,1.2702277129026653
PP_1019,-0.7662413022611503,3.8089381664612594
PP_1021,0.8464636147276534,0.7814997376972451
PP_1022,0.26820771225016876,0.7705266641137349
PP_1023,0.24538621180433007,0.661252365359403
PP_1024,0.2152964705600793,0.43306387865974105
PP_1025,0.07405841854576568,0.3178685427837318
PP_1026,-0.3245340120517973,
PP_1027,0.057169891613124024,0.10235730765446813
PP_1031,0.3972370117225565,1.337901480704883
PP_1032,0.20954602309998796,0.7098360841145251
PP_1037,0.7767399889206386,0.9235437820993391
PP_1057,0.053581474848674135,0.04018333634516288
PP_1058,-1.02623230463661,0.5368212436879598
PP_1060,-0.03395346070439267,0.03619449034078596
PP_1063,0.04558048408547859,0.11030634118198775
PP_1066,-0.5438863946112114,0.37177038107370797
PP_1068,-0.4747124106032842,1.734385663639904
PP_1070,-0.9530944995438642,3.0850134875779642
PP_1071,0.08089130625050688,0.21614630619689884
PP_1074,-0.8572006970245277,4.262305254646818
PP_1075,0.1542304972198383,0.2289621841281121
PP_1078,0.3848616108695783,1.6303387405797236
PP_1079,0.3498641772644021,1.0631871517274936
PP_1081,0.09527423148502287,0.08715104718887183
PP_1082,0.19899923913170492,0.5781479474306863
PP_1084,0.5109477526258478,1.6099874575926558
PP_1085,0.15886760263414235,0.126808790380123
PP_1086,-0.12791014486851968,0.21874037073683575
PP_1087,-1.8540872657797811,4.825180705744915
PP_1088,0.5931030265549324,1.400878247081548
PP_1097,0.029448673268952535,0.13059658119577727
PP_1098,0.5825475661696792,2.1271654579815116
PP_1099,0.026496140062338972,0.08434890160315264
PP_1100,-0.6734212503466102,0.5730487217870763
PP_1108,-1.3096583087967189,4.58045622127507
PP_1111,-0.6167917721515925,0.5416929207841013
PP_1113,-1.0313418796281624,0.5361860176619195
PP_1121,-0.06451752137652463,0.3288152317723365
PP_1122,-0.3033871096796169,1.1981834108215017
PP_1125,-1.811786757237031,2.077167438556889
PP_1129,0.39535819526313587,0.08654833045959946
PP_1131,-0.47181032685929225,0.634665506754319
PP_1134,-0.12250718140636664,0.23875602163412585
PP_1137,-0.5501572577465375,1.2547060796626377
PP_1138,-0.3321994311605315,0.21198985294192865
PP_1141,0.12377137351660897,0.20677150540884848
PP_1143,-0.959707706378617,1.3368205924688379
PP_1145,-0.3125054236499254,0.4658687066117838
PP_1146,0.054783490742473434,0.033059239583086195
PP_1157 PP_3365,0.32087016036151966,0.3571117325166572
PP_1162,-0.22854773029949457,0.17423535818011734
PP_1177,-0.31351772617956286,0.6172588927683844
PP_1179,-0.03344844293666083,0.1618656636658688
PP_1184,0.7327635390734402,0.17526646232230753
PP_1185,-1.2118878399231228,2.6643738817566773
PP_1186,-0.48295661144632934,2.0113004572050213
PP_1187,-0.353845194461678,0.37125522120817106
PP_1190,0.041313399242846806,0.08608920015643247
PP_1197,-0.3246189540693986,0.24307384093525233
PP_1201,-0.6011816416662334,1.0404622435495565
PP_1205,0.460834892015508,1.1839410149051006
PP_1206,0.0007343966004322182,0.0018254200242600433
PP_1207,-0.31037490085754255,0.20175670446267002
PP_1210,0.12122361880882744,0.5543097521225493
PP_1213,0.4738083458497937,1.1963940261017258
PP_1214,0.2964328790468898,0.4954867810564718
PP_1217,,
PP_1219,-0.5000706119657122,1.6055612004784914
PP_1221,0.07809906089344065,0.14269014611874467
PP_1222,0.3394400056494339,2.3196721455458578
PP_1223,0.29015029962733263,0.2075192484460956
PP_1224,-0.1515001923994578,0.2816305172804541
PP_1230,0.6063697909578181,1.4931622165737173
PP_1231,-0.7333889451860884,
PP_1232,-0.6988591912519616,0.8574672235957908
PP_1235,0.28865384557997475,0.29057406811363723
PP_1236,-0.03188779378440285,0.103598407418848
PP_1237,0.13660008312571967,0.4638138579038216
PP_1238,0.1570720430943209,0.2251622665049499
PP_1240,0.2397477746348829,1.4099351663117123
PP_1246,0.5931633341836013,0.24048240586661027
PP_1251,1.2504193369889829,2.0880329529714925
PP_1261,0.6380119582203274,2.1977154914220502
PP_1262,-0.6259472761662473,0.3643975193068514
PP_1272,-0.34653919912143905,0.34680420198136447
PP_1274,-0.7309771579495355,0.8955364045400523
PP_1291,0.5783258672986981,3.4611687145497463
PP_1295,0.5938187230935243,0.3797617173028389
PP_1296,-0.7246312319329024,0.30240045918148983
PP_1297,0.24230088337431888,0.46639594188307654
PP_1298,0.5400128085237098,0.6411475849862698
PP_1300,0.3958958319733347,2.3950733486022786
PP_1301,-0.13356340400492195,0.10591279445520928
PP_1302,0.2681832285701341,1.0834726760060374
PP_1303,0.45073357410447784,1.2171983335545835
PP_1304,0.7538073632739989,1.3589777765781834
PP_1309,0.19836397547297133,0.3965014456791749
PP_1311,0.49839358493927755,0.8869376906973636
PP_1312,-0.5478319846898265,0.7947161174377362
PP_1314,-0.15952139978371177,0.7492806377590074
PP_1315,-0.36438567269824695,1.0825699041381012
PP_1316,-0.3433220564202602,1.2484718798141488
PP_1317,0.3707473148212195,0.5988165781080743
PP_1318,-0.025952476670525124,0.02108330157587574
PP_1319,0.5393023005661387,2.7219072468108774
PP_1320,0.4010754391418432,0.800143200802531
PP_1322,-0.3258643891216693,0.9995624158270948
PP_1323,0.11145110546701621,0.04890963486720351
PP_1325,-0.05266341990587474,0.06526942243924305
PP_1326,-0.41952503697498555,0.3514452220774608
PP_1329,-2.2200698144937174,3.9434847847019436
PP_1331,0.8598650327128584,0.7512073591137245
PP_1332,0.4751390332004341,1.9512645584397614
PP_1333,0.5807183859061891,0.9139244156102574
PP_1335,0.6284395697790891,1.1143699114581997
PP_1337,0.21525809505307672,1.2449828025173295
PP_1338,0.48297550450737536,0.8623473683115688
PP_1339,0.593597314436653,1.366798072568411
PP_1341,0.49668600100176624,1.0597491882465817
PP_1342,-0.30385988815417847,1.1566726818990638
PP_1343,0.29209390815204284,3.4319509867836655
PP_1345,0.3692443100998697,0.8473467948073297
PP_1346,0.3606896323724768,1.2478147726643607
PP_1347,0.0034359799677754197,0.007899918701296279
PP_1348,0.6954149875591097,1.4217868262570184
PP_1352,-0.13785918049493232,1.4316129186389948
PP_1355,0.10659234133842739,0.05385365143461507
PP_1358,0.09440432574198213,0.7891310735306485
PP_1360,0.03163181801660974,0.09453927650289008
PP_1361,0.026039137087240736,0.1899430291236819
PP_1362,0.3176846252743906,0.6308819975964214
PP_1365,0.5674780228126087,1.3663272387625605
PP_1366,0.16599419831794687,0.4053012450869131
PP_1367,0.29187132355265505,1.508625239913853
PP_1371,-3.3402502833294627,5.162835583044709
PP_1372,-0.21280541432025252,0.13082078114693294
PP_1373,0.14133133341431517,0.11729800077189972
PP_1375,-0.8564827643247827,0.9881254617179693
PP_1379,-2.262016531628762,
PP_1380,-0.6683506041598152,0.8236583965292973
PP_1384,-0.1854108645677373,0.24665032344763343
PP_1385,0.6897491496463175,2.0785710651224587
PP_1386,0.06733663197993221,0.18724789043304466
PP_1389,2.34815700844222,1.197244680890565
PP_1392,-0.5832724500109746,0.5076334264204099
PP_1399,-3.0271731945029243,
PP_1403,-1.3059312108475558,2.883690520238418
PP_1406,0.5398355635556255,1.5608217197119312
PP_1418,0.3635000179183037,
PP_1423,0.42104126146372284,1.650020799052581
PP_1426,0.02116178576304415,0.036743316991614657
PP_1427,-0.21085367705698907,0.4155260998006788
PP_1429,0.4358821778447087,2.710715674580582
PP_1430,-0.3307510543680874,1.9156650060707967
PP_1431,0.3331936233675864,1.1865660496351362
PP_1432,-0.16795539348605087,0.26006237055438347
PP_1433,0.30658734641084745,0.9073782853403324
PP_1434,-0.3013191132957807,0.44143342220672055
PP_1436,0.5454754123868114,2.7135448440234016
PP_1441,-1.2188467693895315,
PP_1443,0.21052803403646092,0.8806488071301173
PP_1444,0.6623379815584214,0.7642515454215181
PP_1457,0.510185593497245,1.415852278721724
PP_1459,-0.5386910880626877,0.6005565931442336
PP_1461,-0.10593251756183718,1.0699660182110322
PP_1462,-0.3499071211638394,0.9982118055967582
PP_1463,0.17936937590380136,0.18093961276919826
PP_1465,-0.2692941764855408,0.7150769431636924
PP_1470,0.47469436318064206,1.3922289743713714
PP_1471,0.6094015679304131,1.3596643378361368
PP_1475,-0.9021641225296848,1.0613803138911047
PP_1476,-0.34751762238538203,1.0960548602017948
PP_1478,0.10272920355570067,0.2165169377436797
