Protein.Group,PP_5417_log2_FC,PP_1770_log2_FC,PP_1240_log2_FC,PP_0548_log2_FC
dxr,0.5975637462791226,0.7134870879018738,,
ispE,-1.6678631639795731,,,
ispA,,,0.49761152355413274,
ispB,,,-1.9618926257923286,
