Protein.Group,PP_5417_log2_FC,PP_1770_log2_FC,PP_1240_log2_FC,PP_0548_log2_FC
aceE,0.20799473851838923,0.26761115173234057,0.25836883740700295,-0.23120048310562916
aceF,0.2404045886785194,0.2962117702182608,0.6965416808641461,-0.7432319313667298
lpdG,0.14807194426171397,,,-0.4562696791150414
lpd,,,0.8226610127615649,
