0,1,2
PP_0226_PP_0897_PP_5288-R1,0.10436276133302677,0.9757301341143518
PP_1319_PP_1457_PP_4192-R1,0.0937140604384871,0.9734214710971257
PP_2213_PP_2471_PP_4266-R1,0.0956223950254023,0.9462626300605039
PP_3123_PP_4862_PP_5186-R1,0.10950523292089065,0.985820426273694
PP_2137_PP_4116_PP_4187-R1,0.11043440539363802,0.9793811583382883
PP_4189_PP_4550_PP_4862-R1,0.1180990226041351,0.9755790950580799
PP_0813_PP_1769_PP_4191-R1,0.14146612383166055,0.9367459724726824
PP_0368_PP_4191_PP_4192-R1,0.10916526584610695,0.9735275913249747
PP_0226_PP_0897_PP_5288-R2,0.10381879142084728,0.9804490812861448
PP_1319_PP_1457_PP_4192-R2,0.09318304060921227,0.980091339031148
PP_2213_PP_2471_PP_4266-R2,0.09317985209738425,0.9661418325939183
PP_3123_PP_4862_PP_5186-R2,0.10480509013785291,0.9827270112517912
PP_2137_PP_4116_PP_4187-R2,0.10213653284224272,0.977951366354064
PP_4189_PP_4550_PP_4862-R2,0.1109497159286652,0.9745202003955923
PP_0813_PP_1769_PP_4191-R2,0.1123259583923854,0.9739945471795215
PP_0368_PP_4191_PP_4192-R2,0.10821154061089855,0.9718971632875132
PP_0226_PP_0897_PP_5288-R3,0.11322996902763167,0.9706715669279902
PP_1319_PP_1457_PP_4192-R3,0.09553951518526706,0.9653575755764541
PP_2213_PP_2471_PP_4266-R3,0.09342887199054618,0.9818291174679096
PP_3123_PP_4862_PP_5186-R3,0.13259714698543595,0.9506113508870305
PP_2137_PP_4116_PP_4187-R3,0.10440670979528639,0.9790926168553273
PP_4189_PP_4550_PP_4862-R3,0.10726723447194916,0.9726100944559875
PP_0813_PP_1769_PP_4191-R3,0.10738822319522086,0.9731698417503232
PP_0368_PP_4191_PP_4192-R3,0.10576233078313728,0.9818944642931434
PP_0751_PP_1620_PP_4678-R1,0.10454549703590064,0.9795448228322144
PP_0813_PP_4549_PP_5288-R1,0.10286234872922156,0.9797941318351947
PP_2112_PP_2136_PP_4678-R1,0.10762134174451585,0.9716464700199261
PP_0368_PP_0812_PP_0944-R1,0.11097087040997394,0.976861549606899
PP_0999_PP_3578_PP_5186-R1,0.09144910175756639,0.9899723790493342
PP_2137_PP_4011_PP_4120-R1,0.10102460879684694,0.9895822439539618
PP_0658_PP_1506_PP_3071-R1,0.1033841086977885,0.9820973440816934
Control_P1-R1,0.10390970646882414,0.9867771990175984
PP_0751_PP_1620_PP_4678-R2,0.10105810036962795,0.9748384067784018
PP_0813_PP_4549_PP_5288-R2,0.10082122160582302,0.9674045612361485
PP_2112_PP_2136_PP_4678-R2,0.10571896113299617,0.9704382414776499
PP_0368_PP_0812_PP_0944-R2,0.10239769254289569,0.9925231014519051
PP_0999_PP_3578_PP_5186-R2,0.0794934188398276,0.9863479588921332
PP_2137_PP_4011_PP_4120-R2,0.09448347507632632,0.9873121110945081
PP_0658_PP_1506_PP_3071-R2,0.102464163596436,0.9820320153778643
Control_P1-R2,0.10308699648437984,0.9873314859894311
PP_0751_PP_1620_PP_4678-R3,0.09189774022829789,0.9688925801368568
PP_0813_PP_4549_PP_5288-R3,0.1000379480179085,0.969422090221955
PP_2112_PP_2136_PP_4678-R3,0.10379369645504877,0.9721890167282379
PP_0368_PP_0812_PP_0944-R3,0.10320402802310677,0.992188577544351
PP_0999_PP_3578_PP_5186-R3,0.08453388271595999,0.9880698167078822
PP_2137_PP_4011_PP_4120-R3,0.10212127406152838,0.9874807450657749
PP_0658_PP_1506_PP_3071-R3,0.09944337039992406,0.9819890857665161
Control_P1-R3,0.08165500569002616,0.9843634914370379
PP_0814_PP_5288-R1,0.10004096617472077,0.9643407099620556
PP_0774_PP_1769-R1,0.10932328463957774,0.9584516515353582
PP_0658_PP_2136-R1,0.08365261181126604,0.9765116405313714
PP_3123_PP_5288-R1,0.09248833162141837,0.9827248774101995
PP_2339_PP_4186-R1,0.09263758393128568,0.9657791799795049
PP_4122_PP_4188-R1,0.08937761205000938,0.9838061329805342
PP_0814_PP_3123-R1,0.10295990203628345,0.9690828438251358
PP_1607_PP_4550-R1,0.09226040632682836,0.9708856946480277
PP_0814_PP_5288-R2,0.1091296172654144,0.9725100492304217
PP_0774_PP_1769-R2,0.1104814038660564,0.9573631605007482
PP_0658_PP_2136-R2,0.10779225341485917,0.9680174652728578
PP_3123_PP_5288-R2,0.09655350439776775,0.9806273341735394
PP_2339_PP_4186-R2,0.0935415972640993,0.9568676260223175
PP_4122_PP_4188-R2,0.09094787883921583,0.9803043193237793
PP_0814_PP_3123-R2,0.10935677827706633,0.9709079200584806
PP_1607_PP_4550-R2,0.09394688317434272,0.9748298112701071
PP_0814_PP_5288-R3,0.10577014545090109,0.9728018175049006
PP_0774_PP_1769-R3,0.08882841308398672,0.9498651618609526
PP_0658_PP_2136-R3,0.06748130496948712,0.9156666193183753
PP_3123_PP_5288-R3,0.09424119613274885,0.978841315210441
PP_2339_PP_4186-R3,0.09349652060069495,0.9565872810717304
PP_4122_PP_4188-R3,0.08908945189138313,0.9836470195758708
PP_0814_PP_3123-R3,0.10903965304699523,0.9704906131841334
PP_1607_PP_4550-R3,0.0902120394758458,0.96964859229197
PP_0814_PP_1769-R1,0.0922579754664214,0.9809106844064374
PP_0368_PP_0597-R1,0.06794595924177613,0.978968230164931
PP_0528_PP_5288-R1,0.08893382453313599,0.9889806028087982
PP_0813_PP_4120-R1,0.09320175372742952,0.9841058277651422
PP_1620_PP_4116-R1,0.08287237769930188,0.9633658768226385
PP_2137_PP_4189-R1,0.09672254597602835,0.9518057676195667
PP_0814_PP_4862-R1,0.11219781333499682,0.9734659871918071
Control_P3-R1,0.09542503118829865,0.9712981785442264
PP_0814_PP_1769-R2,0.09415610196745541,0.9818440713867874
PP_0368_PP_0597-R2,0.10162687281216215,0.9779541346949749
PP_0528_PP_5288-R2,0.09269582151919188,0.9873675507469015
PP_0813_PP_4120-R2,0.08842297708334626,0.9787157656261096
PP_1620_PP_4116-R2,0.09324965333826707,0.9725948833020422
PP_2137_PP_4189-R2,0.09587509885894462,0.9495954067105973
PP_0814_PP_4862-R2,0.11332402721635271,0.9719803881010751
Control_P3-R2,0.09780963218849545,0.9737837526713997
PP_0814_PP_1769-R3,0.08590183407603473,0.978627399411798
PP_0368_PP_0597-R3,0.08467123205991722,0.9763908345813493
PP_0528_PP_5288-R3,0.09206364907754147,0.990690320638643
PP_0813_PP_4120-R3,0.09288532387371679,0.9809283900847765
PP_1620_PP_4116-R3,0.08831810165583497,0.9692561170539781
PP_2137_PP_4189-R3,0.08698078631477667,0.9531022138297798
PP_0814_PP_4862-R3,0.11051283362444506,0.970041131767908
Control_P3-R3,0.09810488506824083,0.9745067931705121
PP_2137_PP_4189-R4,0.09565869222141325,0.9621428938293446
PP_0814_PP_4862-R4,0.10846354577480723,0.9905786272897381
PP_0812_PP_2095-R1,0.0499754630828597,0.9780508071308464
PP_0437_PP_4116-R1,0.09993237084187104,0.9893732236375433
PP_0815_PP_1317-R1,0.07483343065662107,0.9840209288483869
PP_1319_PP_4678-R1,0.09539755647053096,0.973068993551498
PP_3123_PP_4667-R1,0.0956735517250714,0.9784960386290606
PP_3365_PP_3754-R1,0.09947962141022218,0.9876412964072557
PP_2137_PP_4189-R5,0.10163466658719948,0.9608484210003525
PP_0814_PP_4862-R5,0.10609115959708901,0.9849731268548944
PP_0812_PP_2095-R2,0.05136547967324094,0.9760909363898705
PP_0437_PP_4116-R2,0.09858364252546631,0.9901958891483875
PP_0815_PP_1317-R2,0.074874686764694,0.9829915779172742
PP_1319_PP_4678-R2,0.10211270557989727,0.9691669588516222
