PC1,PC2
0.029748783369327007,-0.04085396388696631
-0.004586244978592733,0.03767784188652281
0.002218239024912746,0.02276817838567711
-0.015354561847152991,0.031867940482486104
-0.01960040868050215,0.028839242310800605
-0.022898218151448164,-0.02787122089764101
-0.002219051815944174,0.018206712955594197
-0.0003800163047241696,-0.024689898381279468
0.03238507529017109,0.03630615699764286
0.028776268518672283,-0.0005644171824006693
-0.005423992875185708,0.013904060538547472
-0.01701945197846047,0.009364219491084985
0.03594705327168497,0.0026797548600665587
-0.02163542045304703,0.010140551276431854
-0.0044517179653019295,0.02166444121281874
-0.04107382056713728,0.03160576759277149
-0.0011108035558245746,0.011625282201667165
-0.0028297767079960676,0.004056809177706287
0.04042459360269194,0.0016422944718692016
0.006850462938418613,0.001093977889146541
0.029862378197025235,0.033443714313251424
0.0009831265054493288,-0.02834398328962655
-0.03018047482418567,-0.015000074330376808
0.044541703498910255,0.004025386725047101
-0.03757052263370849,0.011539951551765494
-0.004806406245203794,-0.022630240716882827
-0.012161348281855791,0.021261286340177984
-0.018040929744792038,-0.004958541133923248
-0.010065146707485359,-0.015840892536432567
-0.028873580235147207,0.023981163172340163
-0.011618283436478262,0.04443932764177924
-0.02925828692666624,0.02466393279269161
-0.014804241923760317,-0.013106112033016417
0.0012793497191857196,0.02159268737312633
0.006541762088946479,0.04369458645376005
-0.03293271064190795,0.009830284862425136
-0.007817417182486203,0.03367226159921998
-0.020402885707270637,0.03137264028964785
-0.03066596470392798,0.03301482644823134
0.006957698362034898,0.037417394354696855
-0.012862198804758114,0.030334310066637376
-0.028342432077915192,0.021084124965546024
-0.025689135596723377,-0.018349768830705156
-0.030675090902006128,-0.006974692684125614
-0.02109377099485357,-0.009894603797931443
-0.031196890351687205,0.01171567808411614
-0.030986643835573018,-0.0033151954585902044
-0.0026204570437233323,0.02200315687688151
-0.026961084018145644,-0.025698978563066004
-0.032725662313703455,0.001547275534241633
-0.03113810569119674,0.0046690947192033145
-0.03932849914842342,-1.2204301679353694e-05
-0.03586477696888633,0.016933509617734883
-0.0035763646507985048,-0.03748289367537875
-0.008781364553314571,0.002559249377141745
0.01000171006571768,-0.004042540615186974
0.005508746954425463,-0.002554391688189187
-0.026891419150746967,0.026002486127492248
-0.014966435312528354,-0.004167800789561285
-0.018544956508812865,-0.01969037117591548
-0.0018305299636037701,0.0219501954663517
-0.00328328539692698,0.020518254434826095
-0.03908213356112533,-0.009352855301047465
-0.016569669969781188,-0.011510998061704783
-0.025805523548166114,-0.016932913709266674
-0.008593799548678126,-0.008991933186927226
-0.008685085146201262,-0.00508335640510742
-0.02389256453704456,0.016016832994891976
-0.008827253573232828,-0.015250627894877297
-0.015126370758981472,-0.016921831910317736
-0.032972336596054315,-0.0206554301401904
-0.0012376995338160336,-0.016406070361935116
-0.03326581285145046,-0.03143533301800939
-0.0037588941505559614,0.002111191206169875
0.02943913372977065,0.027515474103455968
-0.01454301463536538,-0.01437008128457854
-0.00395950651292506,-0.0032727409599830983
0.0025559932038920945,0.020294658334774285
-0.016632161746711657,0.007632772825247954
-0.022781903861729114,0.009551214084345791
-0.04002166707773355,0.025434004801144116
-0.013406417499965616,-0.006190539000012045
0.019663718536994904,0.02063518262912744
0.014974424010410256,0.01249820071088066
0.0012905381388007033,-0.005195152182429307
0.01935072351641862,0.013041952310839587
0.017698332111329866,0.01975553080558657
0.018879642987114458,0.02385103235067361
0.02396876440305977,0.022798184578222004
-0.03780375571679904,-0.04578804904872493
-0.007822045654146752,0.014650609648649818
-0.00199678238532774,0.021063635258646574
-0.04185620314769373,0.013425775831252582
-0.03601467278417732,0.008670784897461247
-0.05415046169013427,-0.002139391858397824
0.007465847821782548,0.014408454430828008
-0.019063154766338526,0.022202091659219318
-0.0376356071852444,0.0217539949178232
-0.017683713619872164,-0.010880192397300216
-0.02341554269120029,-0.019073965184078993
0.03314244827422061,0.03022046037532573
-0.01754281863098379,-5.8234200039039476e-05
-0.019596252111495745,0.0069498992567375685
-0.010101709430854526,0.007565557511394024
0.012813263032505483,0.02934027671027144
-0.02527201819277599,-0.029995484439753004
-0.012595471777747658,0.008150124651249998
0.007766386857267008,0.021254723654343523
-0.02076775972434606,-0.0179227149627598
-0.024549292079253684,0.0013394352811829477
-0.013293926132787695,0.010682425570211556
0.01115391119225341,0.03768898223935888
0.013699454905842422,0.035656801567034
0.0037309488875701975,-0.041212469289628316
0.017708843080422677,0.008549865193851135
-0.03337829484837718,0.026485958069684776
0.007388186794760373,0.007160687118951682
0.02545894681501109,0.019252577336985825
-0.026977878983831284,0.0019100289829788518
0.04415294732953583,0.01630187044093409
-0.026343813776285453,0.00456881471565894
0.03802209622590902,0.01493691780626929
-0.025998312052976577,0.004092678016181681
0.03698821706572713,0.019214031333041177
-0.018096527723615287,-0.01730415444625724
-0.02104804514385592,-0.008973223089276366
-0.007442071335112245,0.04018894388181857
-0.011419680552811978,0.0237001361622531
-0.027863798869370026,-0.03241696798816317
-0.025863687357469977,-0.021046851174935353
-0.01785116568343632,-0.026408994125173956
-0.02318349284553875,-0.01006164933528844
-0.024540583516721216,0.009396211021690623
0.03043879391153566,0.04480509359147552
-0.009371125165556573,-0.027734630187630033
-0.02443609903299522,0.02340376793158288
-0.002674225478195522,-0.0020845567687667018
-0.03355496115760905,-0.005122138947344061
-0.0217578488801385,0.025339334655484023
-0.0007806634670201023,-0.018416627449800337
-0.0314073259066031,0.004520304318762706
-0.018449762699540496,-0.013167415458570959
0.0007347641180901583,0.0071579421023799305
-0.024076049540075705,0.024813399185307682
-0.0007957390039160801,-0.021210015274951446
-0.004049350099572255,0.014294288477883652
-0.029370830433723186,0.003325926995563596
-0.003282453430575067,-0.007147381916139553
-0.00284974991453803,-0.028815078672237992
0.016646891642848185,0.020243306168269044
0.01084971011853691,0.024040591634175126
0.00323091580636618,-0.01651949859198863
-0.036297620653208726,0.006076393429298425
-0.029865020440511782,0.006064004792554336
0.002310923400308825,0.0044850329653180285
0.0011299959919584474,0.02006530667493196
-0.0020161192469612893,0.03391659282463554
-0.02077287353605686,0.00239390428105799
-0.03849197534747001,-0.0017960980544501398
-0.03677222973179314,0.008849472082068776
-0.007436179505114392,0.022058905386317603
0.018159211035052483,-0.012641888776629317
0.005358768653956861,0.013275355270088189
0.002565918945835437,0.02006209806904113
-0.017616607830400637,0.0007482933854655049
-0.001061163266844292,0.02945186361779988
-0.0239476532668076,0.0076447727198768085
-0.04237108007184926,0.003327496966612099
0.008872771105906518,0.021953418591036725
-0.025419399282837284,-0.03142587592993125
0.04249320789061818,0.015229009856230316
0.018260700517721218,-0.01485101193797842
0.00935986235684218,-0.026815333610516585
-0.02806224410034255,-0.030053324906130417
-0.022541718852018895,0.030933576197658408
-0.0033751400705891474,-0.023566514144072685
-0.024716779952413677,-0.016267838458251832
-0.024024957126474292,-0.004675442902960664
-0.02525864911352654,0.012525560026572203
-0.013091787148190818,-0.00503095381896294
-0.04294302804565618,0.029628500944559863
-0.017926353853479363,-0.00629802711902886
0.02036422624201117,0.005957197769417559
-0.019019138270911718,0.010900267416720533
-0.02695142344316496,-0.004523133258994282
-0.025522366751035946,0.016309493456933607
-0.009324696465129345,-0.009008338553210002
-0.01800690186811031,-0.010766258587646627
-0.01817397883545572,0.04466700127916852
-0.024740402648315583,0.0169980510808488
-0.026175944088948706,0.019057824120840932
-0.022160405056144826,-0.00797562536210661
0.009068012359407795,0.022796680211078772
-0.0025207244563148963,0.01902347557752711
