Locus,PP_0813_log2_change,PP_0813_log10_p_value,PP_0814_log2_change,PP_0814_log10_p_value,PP_0815_log2_change,PP_0815_log10_p_value,PP_0812_log2_change,PP_0812_log10_p_value,PP_0813_log2_change,PP_0813_log10_p_value,PP_0814_log2_change,PP_0814_log10_p_value,PP_0815_log2_change,PP_0815_log10_p_value
PP_0126,,,,,,,1.0027311110596142,3.3525996621862415,0.7731367392195198,3.165215825019335,0.9384144005474734,1.4411333222190295,0.5713443770528783,0.4065049671566344
PP_0127,,,,,,,0.2563260688556918,1.067505719904828,0.5015421419309732,2.1263529759804065,0.20911719774428547,2.763975720697635,0.5548329579552794,2.518561218187169
PP_0129,,,,,,,-1.837162144687145,0.7420485074596164,-0.5214649501968134,0.23877812533519524,-4.980223155281748,1.020664588539136,-0.5851842932044483,0.2343799526017807
PP_0133,,,,,,,-0.33098868914332114,0.9598963773860408,-0.7000215899805446,1.5271818993361694,-0.33985482453899046,0.24200117677713245,-0.7146069315318003,0.5900720587314408
PP_0134,,,,,,,0.38337901924373635,0.3700219841091481,0.14266189542875424,0.15072038921099967,-0.9869346257623662,0.748542822411599,0.6700358641306652,2.320495708403197
PP_0139,,,,,,,-0.051608443051865585,0.10075996512989897,-0.09478893676434304,0.24017309383140348,0.4016139231206943,2.7003212444201456,0.42835815313446185,2.9063212632304487
PP_0140,,,,,,,0.26301068767245633,0.4711769965450355,0.09426280439808632,0.28050275650141443,0.5852614384616938,1.0913168673681126,0.7654814895475602,1.6466103382158086
PP_0145,,,,,,,0.5394792934452239,0.22206110179494448,-0.8978702467742781,0.5390164931664788,0.6447814461851232,0.14913990732943558,1.8734735575595454,0.5268223443941885
PP_0154,,,,,,,-1.18297805279605,0.5346251639548445,-2.8159911916557916,1.3341213462458434,-3.59074544841292,1.4532761080855274,-0.564886201217233,0.2413578228245975
PP_0155,,,,,,,3.617052103963787,1.4856556344345226,4.012281673368657,3.0535417191453953,3.890395409584823,2.2584880612933276,2.175907020227752,0.5769057277318119
PP_0158,,,,,,,0.670539017674016,0.4912428724788118,1.001495200995203,1.04592155231475,0.8013822953126666,0.2262507561932583,2.6700881639268665,0.38707487092143666
PP_0159,,,,,,,0.6705410742761254,0.4912443117322805,1.001497216169044,1.045923270263462,0.2267429594119154,0.07818260192278696,-0.3549656160859744,0.14273794238047427
PP_0163,,,,,,,2.3030131370979414,0.9353529776133407,2.2679863674801544,0.6470035679696848,4.0522879752419865,0.7548906876073745,1.1682873895038681,0.4323013962581428
PP_0165,,,,,,,0.44493134892682634,0.4918670884666375,0.1520556972729355,0.14858305986113268,0.4988028784567653,0.4236093748137235,0.09820741710093792,0.03362074393397375
PP_0166,,,,,,,0.1351174780530939,0.24341309000179157,0.533878394306341,1.5147274700169022,-0.2534309610390005,0.7432411510628454,1.0860256513862891,2.287214259797238
PP_0167,,,,,,,-0.1856133249700794,0.26204457064305015,0.08088223339768888,0.3195979754969262,0.21216389467497057,1.3149552461331329,0.363714456176208,0.6285051663002883
PP_0168,,,,,,,0.16251502915077246,0.2844000598256576,0.1466512525057772,0.20936959863690008,0.151049820946792,0.6407958888945222,0.8653451948024234,1.1136636537843354
PP_0173,,,,,,,-0.9103113201799161,3.8708791948865215,-0.11215678290971276,0.12469771265397088,-3.07435337242959,2.280882195849758,0.45241321689446806,0.7288196845513673
PP_0178,,,,,,,-0.38443410980452275,0.5431671736934713,0.5692037596325803,2.3809203645914994,-0.12222480642023945,0.08151439613865037,-0.49323138816077655,0.358586368942725
PP_0180,,,,,,,1.4339806276312197,1.603078936553613,2.385715552880455,1.4865049339644556,0.372524389347722,0.14158761878806417,-0.9253741280852957,0.6303954821794024
PP_0182,,,,,,,0.8988992172745535,2.0745952036683453,0.2357624182853519,0.25988407490261295,0.3026654593461536,0.28527499474152657,-0.020133353209256837,0.011719603131073984
PP_0183,,,,,,,-0.27743586313611573,0.42626222025976074,0.04080819476047322,0.0761284199259969,0.2953357914405398,2.59407785773313,0.3389654474690579,0.9856000888711527
PP_0184,,,,,,,0.04570667567596402,0.3214237606519522,0.12524062577916506,0.9909314129974763,0.2280208410187261,2.842870411875536,0.2732644500602023,1.1831535288173545
PP_0185,,,,,,,0.0029980575263057704,0.007324284146787506,0.25291587739974825,0.8743066397203253,0.6563326063644968,3.1155439035962944,0.7734249046945542,1.9793043158468069
PP_0186,,,,,,,0.3103367099409043,2.2507907087584442,0.3905117497382743,4.225536206762422,0.5714508173392843,2.8111566434891695,0.5575875038128858,2.56843702516341
PP_0188,,,,,,,0.213524847433095,4.824545884787609,0.12857721930419178,1.0673161921252143,0.2570056984892214,6.729593330289741,0.1416460787408131,0.9533890390855937
PP_0189,,,,,,,0.053971738828863094,0.4670516427369088,0.07883079734435432,0.669117930871467,0.0744726996542959,1.341086982036057,0.34872264659579827,1.3541077812929294
PP_0191,,,,,,,0.24000250542605694,0.6388986072849322,-0.3929598718331579,0.9517402796624144,0.4040234101174369,0.9425725709726501,-0.05985935512802412,0.06383752849911933
PP_0194,,,,,,,-0.05616839263290211,0.07815906392434407,0.41406487624454513,1.4355332089455302,0.3922513887178769,1.8926904571976852,1.1051192983285503,1.9427354712336395
PP_0196,,,,,,,0.20789906039710684,0.4207907997674784,-0.18573253061895922,0.4445128531434901,-0.7886469558880083,3.3861497506324794,-0.8084091178239835,2.1702032761370957
PP_0202,,,,,,,-0.2537303905808183,0.36760410085834866,-0.06739925282018625,0.07920001892407877,0.47341736063166817,1.4370351811097803,0.41331305057577283,0.5982507671939462
PP_0203,,,,,,,-0.35417059821537056,0.28570104170032873,2.0814663566086318,0.7289821182492073,-1.1173043151569584,0.6829844821784201,1.5724624624324013,1.1717049241437298
PP_0213,,,,,,,-0.05025689703445213,0.2458335419363816,0.10803600791499558,2.3134776495008063,-0.34273115056731296,2.8313619930652307,0.29532595357529984,1.711767135415548
PP_0214,,,,,,,-0.356242258141011,6.371110179968221,-0.24652793923218919,3.503959114722017,-0.5256216051723661,2.055667927570172,-0.08818999778911579,0.2726842088256602
PP_0215,,,,,,,-2.414622275102301,5.0347628665331765,-0.7636200728012731,0.9927805993525131,0.09979458494566826,0.18665389358256426,-1.7000103530997688,1.57445013259581
PP_0227,,,,,,,0.06187392530208924,0.2190972964955716,-0.03891271545171497,0.11427941406823372,0.32509678248726126,2.58357672534666,0.4459717323335155,0.7263080312861108
PP_0228,,,,,,,0.46587984419118855,2.471415291847685,0.10604900350658629,0.18664555805155342,0.5129234190240584,4.942377250213432,0.3566558867596872,0.31626228531648437
PP_0234,,,,,,,0.3515143698662521,1.8823336679510008,0.28970444278036106,2.0764696147040764,-0.05258186578323804,0.49199065517952556,0.5817117280336188,2.6664098064341757
PP_0235,,,,,,,-0.3503558436402979,0.7591471993709258,-0.40005929026348064,0.706947641643865,0.35146249618570696,1.6599748807854018,0.40451570971631995,1.7002741585883967
PP_0243,,,,,,,-0.25805125427489445,1.3913232997498832,-0.027620062850751317,0.17046873500964044,-0.03100006002412254,0.13824542212698412,0.03455074150866086,0.06474675080022692
PP_0245,,,,,,,-0.33525677580233737,1.2293028922085725,-0.47736719705164343,1.3771256901714364,-0.9218965050922538,1.7763257640496923,-1.0568770562138468,2.2341460667684983
PP_0246,,,,,,,0.41250171903845545,1.2289799264402825,0.3836708161634684,1.2444339132810927,0.5484230598659445,4.780536270834113,0.709150866226184,1.074347253188168
PP_0247,,,,,,,0.1991927420257165,0.38032248965721266,0.3502164753735901,1.3545442611879026,0.3927157596283463,1.108092448678227,1.0239528932277127,1.4894523765393335
PP_0252,,,,,,,0.06864356317718628,0.19421078812689554,-0.023455257504881692,0.17141550813657352,-0.09429961312145296,0.2656275234571736,-0.06494971408266237,0.5550591874817441
PP_0258,,,,,,,-0.3690957202613873,0.575034298662399,-0.4151453773301835,0.7451634298653167,0.06631925901532003,0.49484574861669006,0.7127932446722576,2.0483747326772215
PP_0260,,,,,,,-0.23118760382107095,0.731379376300861,-0.3551667977040508,1.8430681228986643,-0.10592521714866591,1.1200947682665392,0.03525112286776684,0.20039930908044243
PP_0261,,,,,,,-0.21140203136005076,0.2176596495775316,-0.38639864437293725,0.5005873163510285,-0.009585509535780053,0.005613290832408631,0.7383677583937989,0.8297137274901023
PP_0262,,,,,,,0.341817318698055,0.8641074210053343,0.7756617928119791,0.9647760301465311,0.8528123854098125,0.41159672672713565,0.7948678826557011,0.78487690929024
PP_0263,,,,,,,-0.7251939569185272,0.8485423797800019,-0.2613702162770052,0.30249913966316194,-0.3391508074607711,0.3593315557935676,-0.5793322482155308,0.5954709954363556
PP_0265,,,,,,,1.9275684069222785,1.2092163144212338,2.5817261393263813,1.2464125234983936,3.0240449105709786,3.901353140587966,1.2665038054407174,0.4042187559808019
PP_0266,,,,,,,0.1048173362156742,0.3775249517256251,0.1513612983784834,0.46191528204472704,0.5528182725656469,6.695802105429579,0.2870662413880173,0.4315450591216994
PP_0268,,,,,,,0.27359544323474083,1.5164524861347144,0.0346472320179673,0.134031853866599,-0.12132537221986013,0.30749498276623394,0.0855128139368039,0.23568342172190154
PP_0282,,,,,,,0.13687974731581784,1.4411818255908586,0.12168943630225539,0.7372873955274347,0.2919815074258346,2.003306430407783,-0.020484343200734095,0.0349933199942641
PP_0283,,,,,,,-0.3603647378271789,1.7883822482820508,-0.6219475067273845,1.1627991386354648,-1.1432158806869104,3.3476779409082247,-0.5608017091559161,1.1411541035635602
PP_0285,,,,,,,1.1570993603352475,1.0930371324678423,0.9224612262168926,0.8990458603135284,-0.3731375083616857,0.48274243853428217,-0.63804049589856,0.900612820129092
PP_0287,,,,,,,-0.5153773679529903,1.2208719712892229,-1.0820716026491177,2.6368113102188246,-0.6053083646196686,1.2478528963253281,-0.5996057377166493,1.2049952501926386
PP_0288,,,,,,,0.19186078974992263,0.22470168588795714,0.4040360861187717,0.6668413627495922,0.3179256516845073,0.45016681542545056,-0.6002728335899863,2.170945647092762
PP_0289,,,,,,,0.191445827851802,1.2334539082978075,-0.06804254664555145,0.2221287095368395,0.10262832202925776,0.16086113563115617,-0.10964235839661013,0.2066173983317156
PP_0290,,,,,,,0.16564303119231505,0.742443150408824,-0.15912144821213398,0.26043044619376243,0.2573203367336429,1.0234681911359966,0.0007795513591596896,0.0014608004576224457
PP_0292,,,,,,,0.13974853318702007,0.8980696690534982,0.27378932332408584,2.680905083824799,0.16123519779182172,1.5365072471129424,0.3865187507711641,1.0326401088510266
PP_0293,,,,,,,-0.07237595810031941,0.13250909910664305,0.04226775552345161,0.08248151375909445,-0.0017331148795643354,0.004598921618297985,-0.11672608746003199,0.1671981661501877
PP_0294,,,,,,,0.4642851788612804,0.4805105040819044,0.7952413207541992,1.7893891292926658,1.0426952723065614,0.25171225342116865,-0.5612215115008193,0.3343938088069191
PP_0296,,,,,,,0.4901436059616232,2.0736391940438748,0.52379171090125,4.394165943505747,1.0955853810191551,3.771356334103876,0.6683949972259434,1.8058888593327636
PP_0299,,,,,,,-2.0358169489087126,2.396107048605931,0.7389433295394087,0.3387096238612456,0.7764866811695624,0.15308397227109932,0.58962945981496,0.12987290982278896
PP_0321,,,,,,,0.24665100940465645,0.2743408080137161,-0.5697125012372868,0.6613018154523863,-0.48433950991596464,0.47337043946829427,-1.798194714788024,0.9760330798901574
PP_0333,,,,,,,0.16625233242839335,0.33908274390161813,0.016871303684081792,0.031984309142231084,-0.1284373939541412,0.21317594358333466,-0.09928117533021598,0.11012723866480223
PP_0335,,,,,,,0.3900667593499841,0.6592662398457118,0.31759824831698596,0.6616617740655557,1.179379085586319,0.8761943040788007,0.8643588010521667,1.1899806761233316
PP_0336,,,,,,,-0.01907188614193992,0.04440847997198768,0.20000991297545553,0.784801102668744,0.4638474801473984,1.4435991639524512,0.33362164479689543,0.7348863728700716
PP_0338,,,,,,,-0.18292007570841542,0.4804184370668187,0.05162070269207854,0.18444251968692002,-0.21263761097991235,1.333661844056547,0.05794753496123774,0.3146755475326964
PP_0339,,,,,,,-0.17087581254050374,1.3314779370277838,-0.17027880523273614,1.7773505082216525,-0.4042496148586038,11.69093859428312,-0.10975094204985084,0.705219292005368
PP_0340,,,,,,,-0.5140088999375538,2.8155395042005624,0.00635691574537431,0.030490133860761565,0.020539020017061493,0.0874728313850455,-0.5160280420050506,0.3128350219928198
PP_0341,,,,,,,0.10660725941370075,0.18241764415736053,0.13003053856938443,0.5058418304708598,0.12259581304193416,0.21962966878081833,-0.13642332932045448,0.2100420245762775
PP_0342,,,,,,,-3.1974922330982465,0.889320742587433,-1.6848178340367055,0.6852315805576498,-2.527754973367329,0.8291504008339539,-4.222998923460346,0.9426758561664721
PP_0343,,,,,,,-0.36475253000641805,0.17950394728754324,-0.19195724613448692,0.07680599814914585,-1.3643308626042776,1.0310051284573705,-3.8324060123376755,3.9668620502690217
PP_0344,,,,,,,-1.0785572615641283,1.4508638721177214,-0.4697916033822186,0.46922720438815435,-1.3978363678672656,1.4355581736954361,0.231501160812363,0.13600026511905092
PP_0346,,,,,,,0.1390730397928253,0.2306374635403003,0.1254881973141834,0.15988274375844927,-0.005958955072537325,0.011764105816045813,0.2573437283167939,0.31077227305331295
PP_0347,,,,,,,-0.7298802194941608,1.421691792274798,-0.14138772369674243,0.3225124164401279,-0.0886044083053815,0.13315846862066133,-0.06215001727719674,0.09604943013954735
PP_0354,,,,,,,-1.0041758928931297,0.7205024873421191,-3.728248406244363,4.065296760589021,-4.586213352865148,4.232578777002326,-0.5040937623783313,0.8878556041597857
PP_0356,,,,,,,0.3029085574052413,3.777156438400873,0.16391443932020594,0.7257936859357742,0.4435949554686355,2.5047484506044473,-0.147031575875316,1.0881946597007743
PP_0357,,,,,,,-1.1751142693164758,2.539538178733617,-0.3072900266616551,0.46109438673165487,0.49148895818309474,0.426105202901433,0.7486032908720435,0.3708245750834429
PP_0359,,,,,,,0.33798263857840655,0.33352798645551157,0.10042526701460183,0.08497356934078408,0.43729499364755975,0.3256789695969258,0.22220191798717598,0.26291985223879144
PP_0366,,,,,,,-0.7690767801268309,2.0782329318970154,-0.2143959161596453,0.4688962247039262,-0.06665802275608589,0.29556654500238855,0.10131042380281251,0.47468866311779073
PP_0368,,,,,,,-0.07102255005071245,0.41844291205242856,0.01463438387612674,0.07141087843481393,-0.11701893692706747,0.9458376918604363,0.31800144548420595,1.7660828819339034
PP_0370,,,,,,,-0.256002738920868,0.6727220373965432,-0.42842395109085146,1.2018902110308072,-0.21729844699541048,1.241784425182047,-0.3327065084012108,0.520537451615636
PP_0375,,,,,,,0.010743374799843823,0.009189810836765046,0.3991172508194425,0.7398070962234949,0.7037372585210128,5.519407697156304,-0.16377766523637188,0.29378173694010234
PP_0376,,,,,,,0.025021344829959314,0.025096224272050948,0.48619317036079485,0.5161996028989433,1.3792508523124025,6.350726057543781,-0.1352130335800784,0.200255066572101
PP_0377,,,,,,,-0.2963204245803998,0.175490838695099,0.21804246741912736,0.13291849948566012,1.0353781107554885,3.7093923511914166,-3.876520296201386,3.161862897649013
PP_0378,,,,,,,0.0652402188205574,0.07262982037841784,0.4046501075566476,0.7268437418751673,1.2626034954554017,4.632159387702372,-0.20923274930504782,0.6863103335805188
PP_0379,,,,,,,-0.16883042788549743,0.16438977655871975,0.3813787428485191,0.4270824709043652,0.9009884570074917,2.2223468090200287,-1.081836240046715,2.7741319664500326
PP_0382,,,,,,,0.26082926905679205,0.9261814402293609,-0.015269800540690732,0.036660532182481165,0.7570048866280528,1.7629203908954447,-0.08303101836701376,0.10045683305970654
PP_0383,,,,,,,-1.5389660560294067,0.303421694624107,-1.2080092767219097,0.2576247183477996,-1.9827658830711536,0.3502146713820366,-2.5644732066094242,0.39683654384116934
PP_0386,,,,,,,0.5059140092506883,0.18013891545913308,-1.1548002951943954,0.45454919463457166,0.7951613467032479,0.1860084249371789,-0.28310933170391556,0.06956399313637417
PP_0387,,,,,,,-0.29064231192552953,3.184022022954578,-0.2091921086579357,1.698286179584882,-0.1544341760194972,1.5217824626231267,-0.12130962824921014,0.26658835189702623
PP_0389,,,,,,,-0.20742895907767087,1.6761936376959958,-0.20784983304258367,2.426568015892346,-0.4083729967579265,2.3077256999154963,-0.32788337524022354,3.858311080009381
PP_0390,,,,,,,-0.3495263236790421,4.109058904488527,-0.38146386761314816,1.2587276388705877,-0.313798203372296,1.0664154687238159,-1.3865338690163278,1.3006821968357287
PP_0395,,,,,,,0.06328454018900385,0.23808339411784127,0.16594784543021787,0.9353480039680971,0.9821893619278028,5.134677480496767,0.30751889047373243,1.5648739633607847
PP_0396,,,,,,,-0.04026208339470947,0.16262592213594632,0.0955929717036365,0.8374556748175942,0.8787975703841011,2.4676595349098425,0.04609120115388252,0.16485383640689885
PP_0397,,,,,,,0.3367812936855076,3.7690370280658194,0.3227381152881106,2.351462384333904,1.1459509257847915,8.426908812612384,0.26039267330768595,3.2193045260006268
PP_0398,,,,,,,-0.3544142124639994,2.1863304342238026,-0.21575006027850693,0.9676431731448715,-0.3314828788424748,1.8233361729592943,0.38621095549087675,1.1539087705635842
PP_0399,,,,,,,-0.003581538360302833,0.009526472965929575,0.01313036294365798,0.038722229977575254,-0.10049025922794923,0.35155100651533994,-0.2564132373840257,0.17689139364816503
PP_0400,,,,,,,0.24455234430737988,1.660493765175491,0.25488778613525237,1.2079129551189745,-0.12316996968470298,0.6814625540020696,0.22088195365516183,0.92953571468762
PP_0401,,,,,,,-0.6281095580705198,3.6505448481044533,-0.5597894169624621,2.975751826348068,-0.7085403627207567,1.905822073774198,-1.0827733830485766,2.152275127755564
PP_0402,,,,,,,-0.10584693425850875,0.30917265007686956,-0.14971555736873068,0.27482974708899005,-0.230351975213662,0.2320829606484547,0.1478791913913914,0.7592148791335008
PP_0403,,,,,,,0.14421709838736538,1.1575392167681913,0.15211972261739692,0.9239435186911252,0.01762148535454692,0.05498144341425466,0.37741503939781823,0.9167470171423409
PP_0405,,,,,,,-0.6465845632055826,4.788612997753434,-0.47499039912655705,4.517938216975519,-0.19887411413841743,0.5167125865556877,-0.7249051555864627,1.4227425644024103
PP_0406,,,,,,,-0.7320914069911428,1.646491268366869,-0.7657533622197232,1.6225703516276264,-0.9742317523079309,0.777489730969094,-1.319566212353773,1.0067407946231128
PP_0408,,,,,,,0.785516145787356,0.4250032291675578,1.6460009169275385,0.8875014343427128,2.336003857555789,0.5911836420106508,2.7715820602395618,1.73595428830812
PP_0410,,,,,,,0.11904448531977896,0.15480357487257015,0.3772918336607116,0.3948144907845537,0.8210005972544,2.195350580800841,-0.07157794120360542,0.043854334995941345
