Protein.Group,PP_0812_log2_change,PP_0812_log10_p_value,PP_0813_log2_change,PP_0813_log10_p_value,PP_0814_log2_change,PP_0814_log10_p_value,PP_0815_log2_change,PP_0815_log10_p_value,PP_0751_log2_change,PP_0751_log10_p_value,PP_0528_log2_change,PP_0528_log10_p_value,PP_0368_log2_change,PP_0368_log10_p_value,PP_0812_log2_FC,PP_0812_log10_pval,PP_0813_log2_FC,PP_0813_log10_pval,PP_0814_log2_FC,PP_0814_log10_pval,PP_0815_log2_FC,PP_0815_log10_pval,PP_0751_log2_FC,PP_0751_log10_pval,PP_0528_log2_FC,PP_0528_log10_pval,PP_0368_log2_FC,PP_0368_log10_pval
PP_4185,-1.191671799036021,8.58014129309583,-1.1739494813495184,2.4005931517449866,-1.1868287529755652,11.126185966695763,-0.8248644786551964,15.34679987883586,,,,,-1.2198911065534812,8.738603336187518,-1.191671799036021,8.58014129309583,-1.1739494813495184,2.4005931517449866,-1.1868287529755652,11.126185966695763,-0.8248644786551964,15.34679987883586,,,,,-1.2198911065534812,8.738603336187518
PP_4186,-1.5961631887724073,17.549579073631055,-1.485354902590602,7.574927949404849,-1.684811381039793,16.889229962291168,-1.0394793874600052,4.350730748004313,,,,,-1.1997811039515838,13.407152670139684,-1.5961631887724073,17.549579073631055,-1.485354902590602,7.574927949404849,-1.684811381039793,16.889229962291168,-1.0394793874600052,4.350730748004313,,,,,-1.1997811039515838,13.407152670139684
