Locus,PP_0751_log2_change,PP_0751_log10_p_value,PP_0812_log2_change,PP_0812_log10_p_value
PP_0386,-2.6917919195912723,0.4082531894279609,1.15768308772785,0.2603921017517372
PP_0387,0.6340562485274943,0.5102310224900143,0.6124447445711202,0.7276176280351543
PP_0389,0.349195368435667,1.1267050468218454,0.16854333221938314,0.5328585170131552
PP_0390,0.9269459220704706,2.8338155470849196,0.6103247934643925,0.7533091810222852
PP_0395,-1.2150810755204053,1.8379225080846668,-0.8028039253107302,1.5164952813227266
PP_0396,-1.1382172632630534,1.3905969731450984,-0.19016536266422057,0.8304410000581575
PP_0397,-0.9705565470619397,2.5655116329919654,0.008781495320957296,0.03433876323558231
PP_0398,0.6737500038208442,0.7864154448885744,0.11273016435748544,0.5324025283015675
PP_0399,,,,
PP_0400,0.2740054716361031,0.641609119050434,-0.5649369417050124,0.8605406942840823
PP_0401,0.6531658858810798,1.5178173628395584,0.19543720475407986,0.09904721834430562
PP_0402,0.466301128343933,0.30313736887212206,-1.3057509901034428,0.6809903486278194
PP_0403,-0.31144469054277424,0.4560424566907412,-0.7813526143895156,1.2735787249366668
PP_0405,0.7651062610615533,1.7166468097752285,0.11506068057725682,0.1304005769881198
PP_0406,,,,
PP_0408,,,,
PP_0409,,,,
PP_0410,,,,
PP_0411,1.4029200613109738,1.2344487337454737,0.5309798376378801,0.12170333607462047
PP_0412,-0.5400642841088517,0.7835798492024219,-0.30284481090851484,0.18503771088106416
PP_0415,0.4189129925747923,1.16795822024631,0.22369843051373012,1.2060135623428894
PP_0416,,,,
PP_0417,-0.12402859437063067,0.1724692800204927,0.7008037546717012,1.8036556867247615
PP_0420,-1.106694095843635,1.4655511986596235,-0.10980889891927548,0.09140400405777298
PP_0421,-1.2763961872732408,1.9760971016567765,-0.5915865195206174,0.5431064004905757
PP_0422,-0.5944986670980972,1.7673373150004839,0.18819999388477088,0.3805513471054809
PP_0427,,,,
PP_0428,-0.658490260347771,0.5579227928410294,-0.4775791071994589,0.44122809609472813
PP_0430,,,,
PP_0432,0.19718578118323268,0.3195637067253681,0.03838890499125654,0.047552169602820306
PP_0434,,,,
PP_0436,0.5927012031319667,0.7505774401107753,-0.2321903926360332,0.2674816931815296
PP_0440,-0.0003431204040623533,0.0007678414224258958,-0.3716347718976631,1.007121935152903
PP_0442,0.847648774953091,1.8729105971752322,0.1551990062848197,0.4265381320546163
PP_0443,0.3931400119573464,1.6313507322163494,0.6197116020314731,1.0858064080506475
PP_0444,-0.6075479620073153,1.8475879399408548,-0.4229599663928431,1.8092252182079764
PP_0445,-0.8266836187371667,3.3452322024402825,-0.677365676523478,2.726772429526084
PP_0446,-1.2410230924354775,1.6478049428824528,-1.6305722834149836,4.557243349293598
PP_0447,0.6994708412259025,1.173604858006135,0.7970000051665325,0.8383505937270748
PP_0448,1.0944502744778988,2.0970596939208273,0.8728998088480946,0.7854687493771995
PP_0449,0.1767463692394445,1.0250038783000641,0.06718641166855555,0.16517172051000803
PP_0450,0.36337108585924044,1.9685128128715694,0.29191939818417456,0.6164892097423266
PP_0451,0.03796573205631844,0.07919741881561049,0.09733977329541062,0.4314811727381681
PP_0452,-0.08550580972786669,0.4456506969541063,0.14714704016454244,0.4806181640992948
PP_0453,0.3437227653202348,1.364804836787927,0.0904079588748191,0.27862451268488575
PP_0454,0.561305702691516,2.449981489569118,0.7296491566524844,2.188771155212042
PP_0455,-0.0013658128533718505,0.005828450207509016,0.2141900794126438,1.797484417768208
PP_0456,-0.1417368300937244,0.3136442815176824,-0.026502857718195938,0.06400774999959767
PP_0457,0.059342055557092134,0.2760883302781591,0.2715907647087377,0.8826469979043879
PP_0458,0.8525016570872701,1.0071350087379387,-0.009267476087035537,0.011773354125021132
PP_0459,0.6197874514598372,0.9788465895717814,0.5834207840293211,0.5148420919249967
PP_0460,-0.42398834098966404,0.8974892167750632,-0.030660028020322107,0.044750852430337516
PP_0461,0.1668743772256029,0.432190544213295,0.35886112333288817,2.1472416898742632
PP_0462,-1.1902863956626493,3.6594128025257056,-1.4621663145570067,2.9330650670910776
PP_0463,-0.15344277853222146,0.6922473588691092,-0.3362476581115936,2.0326188908724725
PP_0464,0.7686476669146112,1.21758807935413,0.7202715400487091,3.350023746403105
PP_0465,1.1967306760877827,2.28853569792843,1.12337657156313,1.4259757450360437
PP_0466,-0.5210328573858886,1.1302969614062115,-0.35845809028099607,1.3682498379830945
PP_0467,0.37310705210086587,0.9015873113925248,0.14783616097236715,0.36710097940560854
PP_0468,-0.45154386452914574,2.2855582668991814,-0.5112678563125237,2.2597697555344016
PP_0469,0.162852286335858,0.5922458573344439,0.3595214850290252,0.8920988181203006
PP_0470,0.2478297782784399,0.6957189711023275,0.3516059525040523,1.1749518189505153
PP_0471,0.18733714546756966,0.49218593964016316,0.3925910759563131,2.1955787304311336
PP_0473,-0.10284937026852554,0.36260148896978645,-0.0920239223144915,0.41482859813429523
PP_0474,0.20633924846667512,0.3318857029870901,0.09417948690385768,0.20278754823396516
PP_0476,-0.27421027037281975,0.5277121618323404,-0.1124251810694358,0.2819525041650373
PP_0477,0.03957972610123204,0.09943162325380953,-0.2460185658069226,0.8174610637541054
PP_0478,0.3293044392713931,0.7409369220147417,0.2164775865936838,0.8434221138917435
PP_0479,0.044930132705508774,0.1575372179990024,-0.12947407205959072,1.0778372347061056
PP_0480,0.5301153415991805,1.648824625215375,0.4943307316177555,1.1657809916927286
PP_0481,0.24152020495069834,0.21443614131378191,-0.4889541868957677,0.37735115445107453
PP_0482,-0.8694512893155041,0.6196531901646184,-2.5225328739840194,1.9747429772420841
PP_0483,1.2117610770004759,0.9855988141941805,1.369693110750731,0.7452111571757739
PP_0485,0.14546496936690495,0.35021521043940035,-0.016669604226554183,0.04454678499682312
PP_0490,0.7346407289440914,0.2673905005965198,0.18741567038088314,0.06919101769328721
PP_0492,,,,
PP_0493,-1.7955679766998065,1.754777921167381,0.3949688808125122,0.32419157989715397
PP_0494,1.075564700666761,0.43065956051787285,1.230402148934106,0.46162593192622436
PP_0500,0.8720493578569256,0.881323332667031,-0.14886587670369733,0.17511736623671872
PP_0501,0.2772273325049749,0.23966044164572836,-0.5127198950181525,0.8176462505484332
PP_0504,-0.6918590176699904,0.6344573500250636,0.32809075938446525,0.16980482824998622
PP_0509,,,,
PP_0510,0.4602914853975875,0.5580982735971385,0.07753407723306704,0.04421055509870825
PP_0512,0.19152547060743005,0.24706615506133237,0.3490239561485028,0.504926086281953
PP_0514,-0.03745819939573572,0.012993719825835047,0.6533399210143641,0.28964328763679864
PP_0515,0.6481084926590391,1.0019868224499702,0.7156767990005299,0.325024875950558
PP_0516,-0.655101309226939,0.9304245914334872,-1.1380921712924865,1.3118341517267156
PP_0517,0.28556110282270747,1.7011079925502173,-0.13322547691686845,0.2744701262610878
PP_0518,0.6163209592543836,2.923095404287785,0.1725055558901928,2.487641678082697
PP_0519,,,,
PP_0521,,,,
PP_0522,0.7136710197130873,1.3714030680239035,-0.47124684510621456,0.40502204189728314
PP_0527,1.876496164686864,2.113719877594979,1.8062449732246664,2.7601424114473376
PP_0528,0.5535785589724898,0.2394830691647526,0.3456066957566758,0.15741820502851267
PP_0529,0.08300098574674034,0.030492757537120746,-0.10999889889765953,0.13871551852864208
PP_0536,,,,
PP_0538,-1.2361549979110464,2.074779237662017,-1.079268857379707,2.9559132897770803
PP_0541,1.4459484142096766,1.836347177585021,-0.2872373024201353,0.535048614409604
PP_0542,0.045244576931481435,0.035355035117157416,-0.4131919836203711,1.8677906942241063
PP_0543,0.8260169385987876,0.9065131571774124,1.1064403108948788,0.4147694905843555
PP_0544,-0.6290698852678296,0.4892260776461435,0.5446813178165788,0.27193336423351655
PP_0545,-0.33747654342525407,1.021881710193118,0.955295492971752,3.402857424621688
PP_0547,1.3581912429712348,2.143433028262375,1.224040823328341,0.47058140130062553
PP_0550,-0.597753004565084,0.33061167619840365,1.1864056750852459,2.5270228552004994
PP_0558,-0.32010728439237685,1.3270272814699378,0.06322523990097371,0.21517558952184734
PP_0559,-0.4618097638719403,0.5759372378203995,-0.1753754042122793,0.5205728839947272
PP_0560,1.0941881532035729,0.7240235955784647,-1.0410115087189737,0.47775792844538184
PP_0561,,,,
PP_0564,-0.8442144193058451,2.1401809885864176,-0.5685163597087105,1.3313866457925188
PP_0567,0.3888098147142742,0.8218762540823344,0.05764620410844398,0.06061439256898113
PP_0570,1.9009865837635396,1.6173695362450138,2.0174204531525857,1.5989437418226269
PP_0576,-1.4677326742171308,1.56243016608037,-1.6400114690108296,1.2741434379574992
PP_0577,,,,
PP_0578,,,,
PP_0581,-0.8457509795201378,0.6381909752246724,0.08664500202815502,0.05818082648842557
PP_0582,,,,
PP_0584,0.9418162745400366,1.7412102208410452,1.5996915188865852,1.5986803352057735
PP_0586,,,,
PP_0591,0.43999354222925696,0.7915000275430537,-0.2953416257616511,0.38502488595927126
PP_0592,0.901099507237898,1.028475653623523,-0.4344412678220787,0.35596554334666686
PP_0596,1.3046043603702189,1.7246537894032175,0.33524319480357995,0.16096292772757875
PP_0597,0.8842714088050109,1.3506076333888088,0.5578827376380777,0.6017146144064173
PP_0599,2.668399288733973,4.290863216338569,1.0875240762212017,1.3286264201612035
PP_0602,1.4953483806096093,1.4291782572114147,0.5264546517995121,0.8540530357306676
PP_0603,0.2643417991371724,0.4699005350192168,0.19801800407565445,0.38346137484682563
PP_0605,,,,
PP_0606,0.22783228883125298,0.9031670281019898,-0.4167935515099524,0.5676935811716098
PP_0612,1.4737128553416647,1.9986229297173028,0.19993416720830495,0.2613051916332456
PP_0613,,,,
PP_0614,4.992545596236975,2.0990611765982967,-0.31381149707374895,0.12854744167525356
PP_0616,,,,
PP_0619,4.549798410640259,1.881717956439848,-1.2025739453297886,0.8259168767702938
PP_0620,,,,
PP_0622,-0.20374626961930334,0.5249128119832144,0.17318572816507735,0.48273184665896185
PP_0624,,,,
PP_0625,-0.08701207128927382,0.31801719323348193,0.2120931113972278,0.7462707554100406
PP_0626,-0.9368541754080258,0.36145196607144203,-1.594588426561397,0.8801541725942006
PP_0631,-1.4331415369645892,0.9020383861461811,-1.7318540455996903,1.6090633550495594
PP_0640,-0.09374590823024631,0.06673310413994732,-1.2758399763956132,1.0697619825885694
PP_0654,,,,
PP_0657,-0.357831317521855,1.6251915409151994,0.25172355901676363,0.33746839123736033
PP_0658,0.36522709139651033,0.4815437307642857,-0.45055042492704406,0.6425523786271677
PP_0664,,,,
PP_0671,0.1852420247688807,1.1484028063885987,0.24455666863564796,1.3199251945703585
PP_0672,,,,
PP_0674,0.14585670196472103,1.135356941704856,0.23056448643299407,1.2589145313079502
PP_0675,-0.595526437037086,0.7466333345486403,-0.5613749972821671,0.6694000930161125
PP_0680,-0.34229209121798737,0.4786552065268513,0.02296990349938664,0.03980209289974529
PP_0684,0.5329402353869696,1.105183236530942,0.35673480383505085,1.2200385404386849
PP_0686,1.072084776961353,1.618592362013212,-0.7580409760840304,1.791528534951664
PP_0687,-0.02927323142061676,0.04188421521245314,0.1408330434504126,0.5661309646444346
PP_0688,0.5444785319746084,1.2916573097573505,0.8305766328317441,3.512370260859476
PP_0689,-0.17767009468295455,0.15972829242765957,-1.1015880660451933,1.131286879594364
PP_0690,0.5888337810325855,2.6709766673885347,-0.34090861548245305,1.363378998862285
PP_0691,1.2024219188438459,0.4766110631782025,-0.6102665514551231,1.1339187374738824
PP_0692,,,,
PP_0693,1.3073461126875496,1.0488947273833378,0.9795849069068778,0.8850651843113062
PP_0694,,,,
PP_0695,0.5353633281975019,0.24330494081933768,2.8224917206336806,2.5971742470602286
PP_0696,,,,
PP_0707,4.570596505536537,2.0532092146939194,2.3269198600053937,0.3133522913198567
PP_0711,,,,
PP_0712,-0.393214538406028,0.3274771991367116,1.3160160411725266,1.8326234643280264
PP_0719,0.467428201000117,2.9686776294869093,-0.18504075531337313,0.4109271820802808
PP_0720,3.2198671726890344,1.414029948650343,0.2888929986488928,0.1186727631764506
PP_0721,0.24858845203200564,0.7449083476946974,0.409386319283915,1.1609798344202455
PP_0722,0.17919986869416688,0.5305096595147125,0.07925951819518605,0.31927980554545715
PP_0723,,,,
PP_0724,,,,
PP_0725,0.5398750238381362,0.5195826017275263,0.10581354814452128,0.05755256064216156
PP_0732,,,,
PP_0733,-0.13387468906579583,0.07061905500605906,-1.9364796817129,2.4540670841355974
PP_0734,-0.2376191495954158,0.24354146813817104,-0.3289339146292933,0.1810680531693194
PP_0735,1.427308088772886,1.2721952348151164,0.367950674201829,0.4122867921930208
PP_0742,-1.0908165949885245,0.5498473409537781,0.8575044626505662,0.3747546399928277
PP_0743,,,,
PP_0744,0.2831073727832235,0.07831156939568554,1.1931833112349817,0.8103838214153529
PP_0746,-0.5869402221540959,0.8594663286128006,-0.42858716904313027,0.933601567175819
PP_0747,0.5109809134035137,0.4029893113101422,0.5687945254886001,0.1872485422685504
PP_0749,1.4496320948662367,3.3984706143683323,-3.001346486819867,3.165246295422592
PP_0750,-0.5584693337017749,1.4128275888867157,-0.9838938948704499,4.418472041671742
PP_0751,-0.1507581267504971,0.036115828293847525,-0.28572425654959327,1.0106371603727988
PP_0753,0.3658867741211364,0.6849205414587355,-0.08212653046590128,0.2356859301844698
PP_0756,-0.15900283039256108,0.15915575759453937,-1.0877771423076674,0.7149688235125486
PP_0759,-0.7583942389105514,1.2577750065690063,-0.394196018092022,0.6329637836193395
PP_0761,1.325941561519358,1.3463085380223432,-0.05948766477304784,0.030432483314937298
PP_0762,0.9117341071861835,0.7695272549465615,-1.6325412137858892,1.0267536213266835
PP_0763,-0.8049568327031656,0.7915334247993892,0.8707694968189386,2.621341679286188
PP_0765,-0.8224589034775046,0.5097223854861321,-1.076003435095238,0.47332060126880415
PP_0766,0.0181320474973098,0.03587485980306424,0.6608695971692027,1.2660960258480847
PP_0768,1.3338165397556827,1.0250853985679407,-0.37776856690543353,0.33072902788562014
PP_0769,0.25833860535422287,0.13031720130334104,-1.9884026675292834,1.2091945121459966
PP_0772,4.000497606439755,1.5907209097250166,1.453241499080309,2.0656158588271696
PP_0773,2.1607808580819525,1.5736433711268418,0.2411459355744917,0.3666135864083942
PP_0774,2.0105812460145485,1.4129412295579442,1.6848939445436855,1.2629736215539862
PP_0776,-0.6027288602174605,1.2545811359948371,-0.9978525905014966,3.5344920436947223
PP_0777,0.6262181333444466,1.526975244627124,0.9011761551953,0.6345357877058494
PP_0779,,,,
PP_0786,-0.7689715487171902,2.0184754024297353,-0.45221882187191964,1.321627286601783
PP_0787,0.8036134882173628,0.8341464804661772,0.4869066951768059,0.703157704363008
PP_0789,,,,
PP_0790,0.5141245861409459,0.27418566773363234,-0.16009657270260963,0.07130490172918148
PP_0792,1.773317058620035,2.8137843339800233,0.6095746778813178,0.5199448577291778
PP_0793,0.4147546251207269,0.8601734529072552,0.8305994055498866,1.740360067927281
PP_0794,1.0994328663003383,0.788255524409501,0.8290702728609982,0.36853444827516774
PP_0795,,,,
PP_0797,1.7620588468648988,1.2577429370468756,-1.2390977147711855,1.0754878017103102
PP_0799,1.080121465115967,0.6213317956597653,-0.11103782629065484,0.20137628052179327
PP_0802,,,,
PP_0812,-0.3258361786544344,1.3626325214746178,-4.94151844001453,1.244257755722588
PP_0813,0.16578198832252042,0.24070069098141225,0.47696868471786963,0.3099283264006087
PP_0817,1.3870045843189702,1.6749977362136834,-0.39677860241228663,0.8516444088227627
PP_0822,,,,
PP_0823,0.18381990731235814,0.1338117761292027,-0.7849624147137814,3.3878287137772936
PP_0824,0.20438877843927378,0.7022138814258564,-0.6910061372399242,1.1740500550622428
PP_0832,1.4764634605250662,1.1023767801190898,-0.2854008902906913,0.304544646452216
PP_0833,0.11442820002989401,0.1736041509352323,-1.6397951354912184,1.0035817635106903
PP_0834,0.017416720882839236,0.07103934348341032,0.10852217083683291,0.7374249830906477
PP_0835,-0.05432165861291742,0.2161960753576969,-0.031738944793981566,0.1348205945185888
PP_0836,-0.01842538350344038,0.038812021194465404,-0.46735714662486527,1.2639320860743373
PP_0837,2.6238423767471923,1.9467945851267867,0.7291537564318336,1.1925602375459494
PP_0838,0.8130279173524204,2.005049979582172,0.2069697442422922,0.5176187555347258
PP_0839,0.48475899198206573,0.8536923130911835,-0.9240925165868977,0.8825371855173507
PP_0840,1.5102192638824843,1.3558688452494678,-0.3357859705176719,0.13176237860094606
PP_0841,,,,
PP_0842,0.2486360357248525,0.4020700625264206,0.9673648906274098,1.730667172846628
PP_0843,0.0666807968269803,0.34933771591027657,-0.7291754569368024,0.49859061941251376
PP_0846,0.6242560252028366,0.4178916640010278,0.2048116154649574,0.1384935733935989
PP_0849,-0.02489160915838552,0.08679453892084657,0.057243464239821754,0.1657379328194649
PP_0850,,,,
PP_0852,-0.1350475781346614,0.12367586418515991,-0.34921930396459205,0.19271278087348453
PP_0853,0.3035369946244709,1.4788499251856628,0.1704277365751871,0.7311784767265204
PP_0854,0.2871580417009031,1.257569695859759,0.21466192831542666,0.6280548956627907
PP_0855,0.2520331458030853,0.2791307226154475,-0.7998014647387256,1.1899244186123885
PP_0856,0.764937890300436,2.1589394418439682,0.8385063914504028,4.502357906643228
PP_0857,0.9526987081976561,1.1700852868946408,0.013883646961960473,0.030701189130765503
PP_0858,-0.6107162170413524,1.067495050779166,-1.025413726704584,1.1115472150031749
PP_0859,1.272051925831816,0.751180100469612,-1.319996883790008,1.1935044617800283
PP_0864,-1.2330056163404381,1.721704281163568,-0.022142954130323446,0.038232252300131914
PP_0868,-0.38017941145685125,0.13816418079334863,-0.1856013533003204,0.20257404948748067
PP_0869,,,,
PP_0870,1.7692860937047206,1.0323455379463995,-1.0150148374945516,0.8482276001139507
PP_0871,,,,
PP_0872,0.5945913728423521,0.696459220670203,0.16212540497132794,0.13454855172475555
PP_0879,1.0424316170426982,2.862652109515466,-0.6262902532728808,0.32284328436269477
PP_0882,,,,
