Sample Group,Source Plate Type,Source Well,Source Plate Name,Destination Plate Name,Destination Well,Transfer Volume
AQ,384PP_AQ_SP2,B13,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A1,3300.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A1,5000.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A1,5000.0
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A1,700.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A10,5000.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A10,5000.0
AQ,384PP_AQ_SP2,C3,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A10,
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A10,
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A11,
AQ,384PP_AQ_SP2,B17,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A11,
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A11,5000.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A11,5000.0
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A12,
AQ,384PP_AQ_SP2,B19,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A12,
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A12,5000.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A12,5000.0
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A13,2900.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A13,5000.0
AQ,384PP_AQ_SP2,B22,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A13,1100.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A13,5000.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A14,5000.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A14,5000.0
AQ,384PP_AQ_SP2,B11,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A14,1300.0
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A14,2700.0
AQ,384PP_AQ_SP2,C19,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A15,
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A15,5000.0
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A15,
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A15,5000.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A16,5000.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A16,5000.0
AQ,384PP_AQ_SP2,C6,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A16,
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A16,
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A17,5000.0
AQ,384PP_AQ_SP2,A14,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A17,5000.0
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A17,
AQ,384PP_AQ_SP2,C14,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A17,
AQ,384PP_AQ_SP2,A14,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A18,5000.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A18,5000.0
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A18,
AQ,384PP_AQ_SP2,B23,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A18,
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A19,5000.0
AQ,384PP_AQ_SP2,A14,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A19,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A19,3300.0
AQ,384PP_AQ_SP2,D15,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A19,700.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A2,5000.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A2,5000.0
AQ,384PP_AQ_SP2,B3,Parts_Library_DBTL1,Ligation_Digestion_DBTL1,A2,
