Protein.Group,_30C_Culture_Tubes_abundance,Biolector_abundance,log2_change,p_value,log10_p_value
PP_0436,0.02896180112121212,0.03782649798148148,0.38524589052820923,0.002091334193802807,2.6795765616695073
PP_0443,0.07987918357575757,0.28971605403703704,1.8587481383291056,4.355401080451546e-22,21.360971845476897
PP_0444,0.3030094633636364,0.7227814502962963,1.2541966293037643,5.933074410060617e-19,18.22672020489429
PP_0445,0.49471044112121215,0.485762732,-0.026332538832384608,0.6655466565970488,0.17682149391974736
PP_0446,0.5055355968181818,1.5465421169814815,1.613161536031041,9.262146073225285e-10,9.033288374033612
PP_0447,0.24125794172727272,0.28694472590740744,0.25019642388216606,0.00022827323694488437,3.641545002782562
PP_0448,0.26341198306060604,0.31103665138888886,0.23976361438251043,0.0011191191393412976,2.9511236768279945
PP_0449,0.2161891243939394,0.2626491072037037,0.28084273178680946,6.597830490756981e-05,4.180598846395182
PP_0450,0.4834411403636364,0.5299837030925926,0.13260774748339826,0.08777076771232058,1.0566501029449205
PP_0451,0.44915120966666666,0.8595202847037037,0.9363304683706626,2.9076571524131856e-18,17.536456803312692
PP_0453,0.3650130387272727,0.4718247945370371,0.3703032348302813,5.460925381846463e-06,5.262733757629212
PP_0454,0.3385886335757576,0.6084260025185185,0.8455482685934943,4.657435559902148e-14,13.331853145271767
PP_0455,0.16642955103030302,0.4407431127962963,1.405026406257193,1.1931968706165455e-19,18.92328789432753
PP_0456,0.08022497054545455,0.16877877083333334,1.0730101918612864,9.894309918720964e-18,17.00461449038559
PP_0457,0.2798107591818182,0.4673039559074074,0.7399098126662087,2.614051848637071e-11,10.58268580261865
PP_0458,0.07341522545454546,0.06155656727777777,-0.25416651054040906,0.02458132911891734,1.6093946383980655
PP_0459,0.00928622193939394,0.2976084917407408,5.002180120077453,1.4131926733682573e-22,21.849798622810916
PP_0460,0.18249489948484848,0.26045312974074075,0.5131676304218696,1.6562078341069937e-05,4.780885165412108
PP_0461,0.18739174324242425,0.5836427449444445,1.639028160395437,2.210206504226966e-21,20.65556714737531
PP_0464,0.22969339493939392,0.22582344442592592,-0.02451410030872682,0.8148801470312667,0.08890626280683528
PP_0465,0.06972335778787879,0.2658295948888889,1.930787774628785,1.7174146942644876e-14,13.765124825581537
PP_0466,0.37680017824242423,0.5108675169444444,0.43914955876939726,1.353910169321703e-05,4.868410149729233
PP_0467,0.25640871263636367,0.281063411462963,0.13245037260401277,0.03473705861814251,1.4592069584851137
PP_0469,0.26526769454545457,0.3643502691296296,0.4578770677688806,3.9413886573208567e-07,6.404350737576083
PP_0471,0.30195055400000004,0.25780845401851854,-0.22801274682164327,0.009001150582481226,2.0457019728179664
PP_0473,0.22796045006060606,0.32471370311111114,0.5103847223992387,5.068781396708112e-08,7.295096438358485
PP_0474,0.03174032324242424,0.06151152503703704,0.9545399240886422,1.3438543107322275e-11,10.871647811248451
PP_0476,0.2782034048181818,0.2927068390740741,0.07331637806019327,0.29470464768550353,0.530613014987362
PP_0477,0.08173504148484849,0.2926704438888889,1.8402504296756466,2.5457732078978898e-23,22.594180288406474
PP_0478,0.264933275030303,0.4090222222962963,0.626550172960408,6.024341885997676e-08,7.2200903895648265
PP_0479,0.3377402261818182,0.3245472407592593,-0.05748552949969256,0.3193529389399928,0.4957290827640252
PP_0480,0.06748828063636364,0.19047945592592594,1.4969265003744758,7.033817142632327e-16,15.15280892617802
PP_0481,0.035233912696969696,0.0018644138148148149,-4.240170680692916,1.175052226809303e-18,17.929942830148825
PP_0482,0.10265190815151515,0.045616284,-1.1701396137966378,2.6361982369991815e-12,11.57902193474656
PP_0483,0.06272114436363636,0.018241592666666667,-1.7817201858716523,2.831071778751803e-13,12.548049119430148
PP_0493,0.014907899484848485,0.007220667703703704,-1.0458728408579625,1.1963210483958365e-05,4.922152256103301
PP_0494,0.015712691151515152,,,,
PP_0500,0.02696949715151515,0.0387414435,0.522549086872543,0.0822984826331146,1.084608171958329
PP_0501,0.017346823575757574,0.011975064185185184,-0.5346381224703656,0.0008008316031066756,3.0964587966875516
PP_0504,0.10684557554545454,0.00982981414814815,-3.4422192174339554,7.373410387454679e-16,15.132331593569164
PP_0509,0.009689725606060606,,,,
PP_0510,0.06354017409090909,0.022043725,-1.5273010083549046,1.3268701699392353e-21,20.877171569401884
PP_0512,0.008250347909090908,0.013505724351851852,0.7110441551235446,3.4627145114027177e-06,5.460583313022706
PP_0514,0.00832965506060606,,,,
PP_0516,0.0666229943939394,0.028729687814814817,-1.213477881696431,2.235420417980007e-24,23.650640786608896
PP_0517,0.12064567293939393,0.0903737957037037,-0.416799750637748,2.3396958293402762e-06,5.630840599096467
PP_0522,0.011771055575757576,0.005476339388888889,-1.1039599370378226,1.036851099221446e-12,11.98428360757394
PP_0527,0.027135892818181816,0.029320589962962964,0.1117117557534122,0.17620277457102837,0.7539872572667624
PP_0528,0.0036390055757575756,0.01374739175925926,1.9175417606955891,4.658471780039295e-08,7.331756531024107
PP_0529,0.010127139575757576,0.0063134028148148155,-0.6817370329158845,0.004114487674253569,2.3856842343512557
PP_0538,0.1406704915151515,0.2679128184814815,0.9294438838079366,1.656961288726943e-05,4.780687637801945
PP_0541,0.019976019515151516,0.04892638190740741,1.292343464020871,8.012646970624643e-09,8.096223991426836
PP_0542,0.007778942393939394,0.02599575314814815,1.7406300251875415,4.285592106060991e-19,18.36798916659257
PP_0543,0.02384289415151515,0.01443593811111111,-0.723894503540863,1.086045414360707e-06,5.964152013795171
PP_0545,0.3706208594545454,0.0855519882037037,-2.115070794043038,2.6877266434909496e-21,20.570614903497813
PP_0547,0.009233787515151515,0.029027692259259257,1.6524354412560232,4.3609174725432124e-16,15.360422131982437
PP_0550,0.02237541587878788,0.021801627185185187,-0.03747868121877231,0.8394299775256412,0.0760155254253421
PP_0558,0.057152822727272734,0.08849044337037038,0.6306969044293966,2.090591706372946e-25,24.679730776834845
PP_0559,0.1295732308787879,0.1359124750925926,0.06891018773597386,0.46085294788793174,0.3364376301609122
PP_0560,0.02774848987878788,0.005450696037037037,-2.34789688515541,4.797071707008873e-19,18.319023789617173
PP_0564,0.04923710593939394,0.04927279427777778,0.001045324194684415,0.9903693870852307,0.004202792420721887
PP_0567,0.019067951545454542,0.029839559425925928,0.6460763702787317,1.141799325632198e-09,8.942410217831615
PP_0570,0.01162735009090909,0.008792303296296296,-0.4032092806305062,0.06597874272852301,1.1805959644994826
PP_0580,0.001454343696969697,,,,
PP_0581,0.023218381787878786,0.012940168018518518,-0.8434110768602914,0.0018647418507256714,2.7293812821208543
PP_0584,0.020547118,0.01808365774074074,-0.184249533444512,0.07861829595228385,1.1044763737255496
PP_0591,0.03209613215151515,0.016626968962962965,-0.9488742567355113,9.345048113210951e-21,20.029418458303528
PP_0596,0.04855521915151515,0.021226885425925924,-1.1937336745029263,5.371073782294699e-09,8.269938881692019
PP_0597,0.004492803848484848,0.011396624277777778,1.3429185743996777,2.591894358565066e-10,9.586382703583553
PP_0599,0.00386217803030303,0.0047698222962962965,0.30452085037912574,0.23362836456236816,0.6314744311439889
PP_0602,0.013151935,0.010238287277777779,-0.36130068118076597,0.01970926661381667,1.7053295356139246
PP_0603,0.09954824112121212,0.10539938403703702,0.08239870489591074,0.2511259083776348,0.600108479302208
PP_0606,0.03503633366666667,0.017113278574074072,-1.0337356349707427,4.404426406321189e-22,21.356110642255274
PP_0612,0.015101231696969697,0.00968756,-0.6404609786665036,1.1052896043117809e-05,4.956523914670528
PP_0613,0.0011644014545454547,,,,
PP_0619,0.002169879212121212,0.0023958878148148148,0.1429456206215676,0.6676558505473753,0.1754473410011827
PP_0622,0.048858931848484846,0.045894438333333336,-0.09030299099205573,0.2832765636653542,0.5477893545012388
PP_0625,0.239982115,0.16350862540740743,-0.5535601482079022,3.3140477767616805e-15,14.479641234892423
PP_0626,0.012011133181818182,0.004486503111111111,-1.4207089507914308,2.9700086175447546e-06,5.527242290566052
PP_0640,0.0041863405454545454,0.004964063296296296,0.24583183624346364,0.34072278943444056,0.46759881743117815
PP_0657,0.01932050696969697,0.0188813497037037,-0.033171053777155894,0.8359063748850604,0.0778423626899276
PP_0664,0.013418689424242425,,,,
PP_0671,0.118628382,0.14759821822222222,0.31522608765083887,1.1336745718802394e-09,8.945511594402351
PP_0674,0.05596258718181819,0.0734278967037037,0.3918656148191806,7.514262902022767e-06,5.1241136143165
PP_0675,0.04201634521212121,0.03406235874074074,-0.3027723329542961,0.011579687293370878,1.9363031684667156
PP_0680,0.06414477927272727,0.0583052302962963,-0.13770654268737345,0.016325078869926474,1.787144711878854
PP_0684,0.05118802115151515,0.08321491690740741,0.7010359305349642,8.18099857279686e-06,5.087193683102857
PP_0687,0.021861556030303028,0.03444689357407407,0.6559777956135359,0.0004522361809634112,3.3446346950552788
PP_0690,0.024530073484848484,0.04344428957407408,0.8246150022721845,2.5905689069090996e-17,16.586604851362814
PP_0691,0.07430048506060606,0.04137422285185185,-0.8446394157615751,3.555483827389565e-08,7.449101292467798
PP_0693,0.01894683206060606,0.005472396185185185,-1.7917120617941684,1.1965607432521486e-15,14.922065249587435
PP_0719,0.04366763509090909,0.029880229333333334,-0.5473731801878521,2.3122870929070703e-11,10.635958245024554
PP_0720,0.010415535545454544,0.004701146407407408,-1.1476525056285474,9.49735265565236e-06,5.022397435476164
PP_0721,0.272550475,0.30787105325925923,0.1758027936518275,0.11396086288437941,0.9432442710462344
PP_0722,0.1305798033030303,0.10653616122222223,-0.2935885705386112,1.837652102114771e-07,6.7357367042844265
PP_0725,0.00763993003030303,0.01284720312962963,0.7498229844202613,0.0030553712110357877,2.5149360177910833
PP_0733,0.012706311333333333,0.01020815811111111,-0.31582269411127417,0.04054362722416118,1.3920773998716836
PP_0735,0.0488580113030303,0.025159995296296294,-0.9574634894148243,8.959637508562937e-08,7.047709560786027
PP_0738,0.0037020049393939394,,,,
PP_0739,0.007759383666666666,,,,
PP_0743,0.026086803515151517,,,,
PP_0746,0.028634360999999997,0.02792210811111111,-0.03633954014219719,0.5324584876224345,0.273714245728241
PP_0751,0.09125643924242424,0.042330031481481484,-1.1082448003963814,8.4534473898524e-09,8.072966145835359
PP_0753,0.09091228590909091,0.06606387692592593,-0.4606136378113475,1.5627111755822386e-11,10.806121282020326
PP_0756,0.006706136121212121,0.0024009649259259256,-1.481867438900634,1.893367237217832e-11,10.72276514217513
PP_0759,0.03469045118181818,0.008077201592592592,-2.1026111522691053,2.339098018890056e-06,5.630951578887237
PP_0762,0.020467349757575755,0.02715661503703704,0.40797935950898356,0.21402889491875648,0.6695275908720615
PP_0763,0.069975597,0.06316398944444444,-0.14774959541769925,0.1630933883534772,0.7875636444765989
PP_0765,0.048062822696969695,0.008351771444444446,-2.524767242857703,8.867800997538958e-14,13.052184061457465
PP_0766,0.037171630212121214,0.049383759407407406,0.4098347068993837,0.003960022671030173,2.4023023277423867
PP_0768,0.019621078606060605,0.01869279861111111,-0.06992177149404359,0.40513018389536937,0.392405398853285
PP_0769,0.02001542215151515,,,,
PP_0772,0.009429387393939394,0.014198249,0.5904770698282293,0.02105426161303377,1.676659984973142
PP_0773,0.03350346493939394,0.05280246887037037,0.6562950795688253,1.8758752695420143e-12,11.726796042049978
PP_0774,0.018995131181818184,0.011439027925925925,-0.7316652164671194,1.5007249228771283e-07,6.823698904974973
PP_0777,0.014181665696969697,0.019121442962962962,0.43116440443688425,0.05936282249614893,1.2264854580430273
PP_0786,0.06921508163636364,0.03642492105555556,-0.9261605829759504,5.750761203956527e-10,9.240274665780321
PP_0787,0.033383543848484847,0.018474374685185185,-0.8536115796061096,1.633527110446435e-08,7.786873653463054
PP_0792,0.018568025515151517,0.03388880057407408,0.8679881661686735,4.833767835272536e-06,5.315714212488849
PP_0793,0.027305924636363638,0.035848763444444445,0.39270934558828,5.718808329881645e-05,4.2426944589122675
PP_0794,0.012708477878787879,0.011777198944444444,-0.10979479258667661,0.6373221892751575,0.19564096067908743
PP_0797,0.027883664939393937,0.013490813666666667,-1.0474428332079782,7.926850852574072e-09,8.100899313184605
PP_0799,0.017194899636363635,0.007576590296296297,-1.1823600536714938,4.3095411629818945e-09,8.365568966728558
PP_0806,0.0018338927575757575,,,,
PP_0812,0.03220340024242424,0.036396074055555554,0.17656981385142503,0.5093515351640072,0.2929823805584385
PP_0813,0.029966814151515152,0.05656377231481482,0.9165126232355033,0.00021839905191440326,3.6607492512660036
PP_0817,0.06798958930303031,0.07985074785185185,0.23199206440632691,0.002641715262759888,2.578113994623183
PP_0824,0.03190128927272727,0.027419069074074074,-0.21843514098143735,0.04931405867963222,1.3070292523942288
PP_0833,0.025993728333333334,0.008855642648148148,-1.5534946660194429,3.510998425586866e-16,15.454569365282325
PP_0835,0.06767414839393938,0.0703279752962963,0.05549385571176997,0.47925548485654734,0.31943290812271813
PP_0836,0.012254232818181818,0.021144828444444447,0.7870246888605401,9.531261754205162e-09,8.0208496033893
PP_0837,0.013095807757575758,0.05043687727777778,1.945373907409866,4.777154028078111e-20,19.320830755688394
PP_0838,0.066082029,0.07661221737037037,0.2133164931272117,0.0009421642656781772,3.025873371667605
PP_0840,0.019721556272727273,0.014364494240740742,-0.4572662046083189,0.0025604168641319273,2.5916893209953384
PP_0842,0.04860935648484849,0.057609611870370364,0.24507550294184471,0.006773707767517018,2.169173543695588
PP_0846,0.02184378287878788,0.03659417475925926,0.7443912894901764,3.588206918912575e-08,7.445122520714115
PP_0849,0.34152965581818184,0.36565987359259255,0.09849146184300071,0.31391393595134376,0.5031894037251787
PP_0852,0.01859740739393939,0.010339030833333332,-0.8470005580507178,8.006993991537792e-12,11.096530497388041
PP_0853,0.0380044873939394,0.03975318694444444,0.06490074804112866,0.35624336313556737,0.4482532178759229
PP_0854,0.06940396257575757,0.06606041622222222,-0.07123197538514071,0.20535656668173194,0.6874914051646362
PP_0855,0.009497855939393939,0.03335025774074074,1.812024131917767,3.776959584892729e-12,11.422857662287111
