,Line Name,Line Description,Units,isoprenol,rep,line_name_norep,nt_string,cycle,is_control,sorted_gene_list,number_of_grna,dbtl1_filter,dbtl3_filter,dbtl4_filter,dbtl5_filter,gRNA_1,gRNA_2,gRNA_3,gRNA_4,line_name_norep_cycle,control_plate,PP_0001,PP_0103,PP_0104,PP_0105,PP_0106,PP_0168,PP_0225,PP_0226,PP_0277,PP_0338,PP_0362,PP_0368,PP_0437,PP_0528,PP_0548,PP_0582,PP_0597,PP_0654,PP_0658,PP_0691,PP_0751,PP_0774,PP_0806,PP_0812,PP_0813,PP_0814,PP_0815,PP_0897,PP_0944,PP_0999,PP_1023,PP_1031,PP_1157,PP_1240,PP_1251,PP_1317,PP_1318,PP_1319,PP_1394,PP_1444,PP_1457,PP_1506,PP_1607,PP_1610,PP_1620,PP_1664,PP_1755,PP_1769,PP_1770,PP_1777,PP_2095,PP_2112,PP_2136,PP_2137,PP_2213,PP_2339,PP_2471,PP_2589,PP_2925,PP_3071,PP_3122,PP_3123,PP_3280,PP_3282,PP_3355,PP_3365,PP_3394,PP_3578,PP_3744,PP_3754,PP_3755,PP_4011,PP_4012,PP_4043,PP_4116,PP_4119,PP_4120,PP_4121,PP_4122,PP_4123,PP_4128,PP_4130,PP_4159,PP_4160,PP_4161,PP_4174,PP_4175,PP_4185,PP_4186,PP_4187,PP_4188,PP_4189,PP_4191,PP_4192,PP_4193,PP_4194,PP_4266,PP_4487,PP_4549,PP_4550,PP_4635,PP_4636,PP_4650,PP_4651,PP_4667,PP_4678,PP_4679,PP_4702,PP_4737,PP_4862,PP_4894,PP_5064,PP_5128,PP_5186,PP_5203,PP_5288,PP_5335,PP_5416,PP_5417,PP_5419,PP_5420,has_cycle1_gene,pass_to_art,cumulative_rep,line_name_art
929,PP_0528_PP_0815_PP_1317-R3,DBTL3_P3_045,mg/L,425.6413,3,PP_0528_PP_0815_PP_1317,,3,False,['PP_0528' 'PP_0815' 'PP_1317'],3,True,True,True,True,PP_0528,PP_0815,PP_1317,,PP_0528_PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,PP_0528_PP_0815_PP_1317-R3
930,PP_0528_PP_1769_PP_4191-R3,DBTL3_P3_046,mg/L,342.0769,3,PP_0528_PP_1769_PP_4191,,3,False,['PP_0528' 'PP_1769' 'PP_4191'],3,True,False,True,True,PP_0528,PP_1769,PP_4191,,PP_0528_PP_1769_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_1769_PP_4191-R3
931,PP_0528_PP_4120_PP_4191-R3,DBTL3_P3_047,mg/L,308.4656,3,PP_0528_PP_4120_PP_4191,,3,False,['PP_0528' 'PP_4120' 'PP_4191'],3,True,False,True,True,PP_0528,PP_4120,PP_4191,,PP_0528_PP_4120_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_4120_PP_4191-R3
932,Control_P3-R3,DBTL3_P3_048,mg/L,186.3067,9,Control,,3,True,[],0,True,True,True,True,,,,,Control_c3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,9,Control-R9
933,PP_0528_PP_4120_PP_4191_P4-R1,DBTL3_P4_001,mg/L,330.6918,1,PP_0528_PP_4120_PP_4191_P4,,3,False,['PP_0528' 'PP_4120' 'PP_4191'],3,True,False,True,True,PP_0528,PP_4120,PP_4191,,PP_0528_PP_4120_PP_4191_P4_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0528_PP_4120_PP_4191_P4-R1
934,PP_0813_PP_4191-R1,DBTL3_P4_002,mg/L,325.2811,1,PP_0813_PP_4191,,3,False,['PP_0813' 'PP_4191'],2,True,False,True,True,PP_0813,PP_4191,,,PP_0813_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0813_PP_4191-R1
935,PP_0812_PP_0815-R1,DBTL3_P4_003,mg/L,345.2861,1,PP_0812_PP_0815,,3,False,['PP_0812' 'PP_0815'],2,True,False,True,True,PP_0812,PP_0815,,,PP_0812_PP_0815_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0812_PP_0815-R1
936,PP_0751_PP_4189-R1,DBTL3_P4_004,mg/L,282.1882,1,PP_0751_PP_4189,,3,False,['PP_0751' 'PP_4189'],2,True,True,True,True,PP_0751,PP_4189,,,PP_0751_PP_4189_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_0751_PP_4189-R1
937,PP_0751_PP_0813-R1,DBTL3_P4_005,mg/L,325.1568,1,PP_0751_PP_0813,,3,False,['PP_0751' 'PP_0813'],2,True,False,True,True,PP_0751,PP_0813,,,PP_0751_PP_0813_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0751_PP_0813-R1
938,PP_0437_PP_0814-R1,DBTL3_P4_006,mg/L,305.1196,1,PP_0437_PP_0814,,3,False,['PP_0437' 'PP_0814'],2,True,True,True,True,PP_0437,PP_0814,,,PP_0437_PP_0814_c3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_0437_PP_0814-R1
939,PP_1317-R1,DBTL3_P4_007,mg/L,158.8497,1,PP_1317,,3,False,['PP_1317'],1,True,True,True,True,PP_1317,,,,PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_1317-R1
940,PP_0815-R1,DBTL3_P4_008,mg/L,332.5873,1,PP_0815,,3,False,['PP_0815'],1,True,True,True,True,PP_0815,,,,PP_0815_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_0815-R1
941,PP_0528_PP_4120_PP_4191_P4-R2,DBTL3_P4_009,mg/L,319.383,2,PP_0528_PP_4120_PP_4191_P4,,3,False,['PP_0528' 'PP_4120' 'PP_4191'],3,True,False,True,True,PP_0528,PP_4120,PP_4191,,PP_0528_PP_4120_PP_4191_P4_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0528_PP_4120_PP_4191_P4-R2
942,PP_0813_PP_4191-R2,DBTL3_P4_010,mg/L,299.0955,2,PP_0813_PP_4191,,3,False,['PP_0813' 'PP_4191'],2,True,False,True,True,PP_0813,PP_4191,,,PP_0813_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0813_PP_4191-R2
943,PP_0812_PP_0815-R2,DBTL3_P4_011,mg/L,332.1885,2,PP_0812_PP_0815,,3,False,['PP_0812' 'PP_0815'],2,True,False,True,True,PP_0812,PP_0815,,,PP_0812_PP_0815_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0812_PP_0815-R2
944,PP_0751_PP_4189-R2,DBTL3_P4_012,mg/L,303.603,2,PP_0751_PP_4189,,3,False,['PP_0751' 'PP_4189'],2,True,True,True,True,PP_0751,PP_4189,,,PP_0751_PP_4189_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,PP_0751_PP_4189-R2
945,PP_0751_PP_0813-R2,DBTL3_P4_013,mg/L,342.938,2,PP_0751_PP_0813,,3,False,['PP_0751' 'PP_0813'],2,True,False,True,True,PP_0751,PP_0813,,,PP_0751_PP_0813_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,2,PP_0751_PP_0813-R2
946,PP_0437_PP_0814-R2,DBTL3_P4_014,mg/L,296.4198,2,PP_0437_PP_0814,,3,False,['PP_0437' 'PP_0814'],2,True,True,True,True,PP_0437,PP_0814,,,PP_0437_PP_0814_c3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,PP_0437_PP_0814-R2
947,PP_1317-R2,DBTL3_P4_015,mg/L,152.071,2,PP_1317,,3,False,['PP_1317'],1,True,True,True,True,PP_1317,,,,PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,PP_1317-R2
948,PP_0815-R2,DBTL3_P4_016,mg/L,334.4923,2,PP_0815,,3,False,['PP_0815'],1,True,True,True,True,PP_0815,,,,PP_0815_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,PP_0815-R2
949,PP_0528_PP_4120_PP_4191_P4-R3,DBTL3_P4_017,mg/L,332.9286,3,PP_0528_PP_4120_PP_4191_P4,,3,False,['PP_0528' 'PP_4120' 'PP_4191'],3,True,False,True,True,PP_0528,PP_4120,PP_4191,,PP_0528_PP_4120_PP_4191_P4_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0528_PP_4120_PP_4191_P4-R3
950,PP_0813_PP_4191-R3,DBTL3_P4_018,mg/L,297.2606,3,PP_0813_PP_4191,,3,False,['PP_0813' 'PP_4191'],2,True,False,True,True,PP_0813,PP_4191,,,PP_0813_PP_4191_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0813_PP_4191-R3
951,PP_0812_PP_0815-R3,DBTL3_P4_019,mg/L,334.5457,3,PP_0812_PP_0815,,3,False,['PP_0812' 'PP_0815'],2,True,False,True,True,PP_0812,PP_0815,,,PP_0812_PP_0815_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0812_PP_0815-R3
952,PP_0751_PP_4189-R3,DBTL3_P4_020,mg/L,292.3867,3,PP_0751_PP_4189,,3,False,['PP_0751' 'PP_4189'],2,True,True,True,True,PP_0751,PP_4189,,,PP_0751_PP_4189_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,PP_0751_PP_4189-R3
953,PP_0751_PP_0813-R3,DBTL3_P4_021,mg/L,344.6964,3,PP_0751_PP_0813,,3,False,['PP_0751' 'PP_0813'],2,True,False,True,True,PP_0751,PP_0813,,,PP_0751_PP_0813_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,3,PP_0751_PP_0813-R3
954,PP_0437_PP_0814-R3,DBTL3_P4_022,mg/L,317.2207,3,PP_0437_PP_0814,,3,False,['PP_0437' 'PP_0814'],2,True,True,True,True,PP_0437,PP_0814,,,PP_0437_PP_0814_c3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,PP_0437_PP_0814-R3
955,PP_1317-R3,DBTL3_P4_023,mg/L,164.9031,3,PP_1317,,3,False,['PP_1317'],1,True,True,True,True,PP_1317,,,,PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,PP_1317-R3
956,PP_0815-R3,DBTL3_P4_024,mg/L,354.4301,3,PP_0815,,3,False,['PP_0815'],1,True,True,True,True,PP_0815,,,,PP_0815_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,PP_0815-R3
957,PP_0815_PP_1317-R1,DBTL3_P4_025,mg/L,402.1249,1,PP_0815_PP_1317,,3,False,['PP_0815' 'PP_1317'],2,True,True,True,True,PP_0815,PP_1317,,,PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,PP_0815_PP_1317-R1
958,PP_0528_PP_0815_PP_1317_P4-R1,DBTL3_P4_026,mg/L,389.3639,1,PP_0528_PP_0815_PP_1317_P4,,3,False,['PP_0528' 'PP_0815' 'PP_1317'],3,True,False,True,True,PP_0528,PP_0815,PP_1317,,PP_0528_PP_0815_PP_1317_P4_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0528_PP_0815_PP_1317_P4-R1
959,PP_0812_PP_1769-R1,DBTL3_P4_027,mg/L,367.3215,1,PP_0812_PP_1769,,3,False,['PP_0812' 'PP_1769'],2,True,False,True,True,PP_0812,PP_1769,,,PP_0812_PP_1769_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0812_PP_1769-R1
960,PP_0368_PP_4189_P4-R1,DBTL3_P4_028,mg/L,221.6315,1,PP_0368_PP_4189_P4,,3,False,['PP_0368' 'PP_4189'],2,True,False,True,True,PP_0368,PP_4189,,,PP_0368_PP_4189_P4_c3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,1,PP_0368_PP_4189_P4-R1
961,Control_P4-R1,DBTL3_P4_032,mg/L,144.896,10,Control,,3,True,[],0,True,True,True,True,,,,,Control_c3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,10,Control-R10
962,PP_0815_PP_1317-R2,DBTL3_P4_033,mg/L,361.58427,2,PP_0815_PP_1317,,3,False,['PP_0815' 'PP_1317'],2,True,True,True,True,PP_0815,PP_1317,,,PP_0815_PP_1317_c3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,PP_0815_PP_1317-R2
