,Study ID,Study Name,Line ID,Replicate Key,Line Name,Line Description,Protocol,Assay ID,Assay Name,Formal Type,Measurement Type,Compartment,Units,Value,Hours
0,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211977,4d3d53db-7352-42aa-8303-91a28fcda44b,PP_0368_PP_0812_PP_0813-R1,DBTL4_P1_001,GC-FID,212307,PP_0368_PP_0812_PP_0813-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,458.8593,48.0
1,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211978,a9309f66-2c5f-462b-8c8c-1df3b0152a8d,PP_0368_PP_0812_PP_0815-R1,DBTL4_P1_002,GC-FID,212308,PP_0368_PP_0812_PP_0815-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,713.6108,48.0
2,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211979,6daab9e9-3647-47c9-93dc-d5aa33dc7f2f,PP_0751_PP_0812_PP_0814-R1,DBTL4_P1_003,GC-FID,212309,PP_0751_PP_0812_PP_0814-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,410.4078,48.0
3,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211980,1605aaef-93ec-4cd9-9ddf-857e90b9f16f,PP_0751_PP_0813_PP_0814-R1,DBTL4_P1_004,GC-FID,212310,PP_0751_PP_0813_PP_0814-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,313.9162,48.0
4,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211981,21accc4e-073b-4913-b934-dc68da9eb1d5,PP_0751_PP_0814_PP_4191-R1,DBTL4_P1_005,GC-FID,212311,PP_0751_PP_0814_PP_4191-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,351.5461,48.0
5,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211982,3175e337-bcdc-4170-9d76-49efa0280a9e,PP_0812_PP_0813_PP_0815-R1,DBTL4_P1_006,GC-FID,212312,PP_0812_PP_0813_PP_0815-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,660.8518,48.0
6,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211983,e65609df-0d7b-4774-a808-6a64503664d1,PP_0815_PP_1317_PP_2136-R1,DBTL4_P1_007,GC-FID,212313,PP_0815_PP_1317_PP_2136-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,502.9687,48.0
7,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211984,5855b503-340e-4526-8f50-a7ddf861b8d8,PP_0528_PP_4189-R1,DBTL4_P1_008,GC-FID,212314,PP_0528_PP_4189-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,495.3593,48.0
8,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211985,c531a8be-76b6-40d4-b981-a65f66e4e7c3,PP_0368_PP_0812_PP_0813-R2,DBTL4_P1_009,GC-FID,212315,PP_0368_PP_0812_PP_0813-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,422.4387,48.0
9,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211986,1e512415-9ce1-4b61-8b02-454ece698cf0,PP_0368_PP_0812_PP_0815-R2,DBTL4_P1_010,GC-FID,212316,PP_0368_PP_0812_PP_0815-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,661.5642,48.0
10,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211987,04dba81f-37c5-4f74-970a-9b830b82de7e,PP_0751_PP_0812_PP_0814-R2,DBTL4_P1_011,GC-FID,212317,PP_0751_PP_0812_PP_0814-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,391.4559,48.0
11,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211988,417c4e48-22d5-4524-b960-4a8a3f8df514,PP_0751_PP_0813_PP_0814-R2,DBTL4_P1_012,GC-FID,212318,PP_0751_PP_0813_PP_0814-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,382.2478,48.0
12,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211989,6c432e81-0c77-42bc-933f-7765fe19539e,PP_0751_PP_0814_PP_4191-R2,DBTL4_P1_013,GC-FID,212319,PP_0751_PP_0814_PP_4191-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,356.5998,48.0
13,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211990,75736178-ef77-4e45-9695-5f1496e99376,PP_0812_PP_0813_PP_0815-R2,DBTL4_P1_014,GC-FID,212320,PP_0812_PP_0813_PP_0815-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,631.0712,48.0
14,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211991,57b56357-710e-4221-8f00-843c7f1e3ebc,PP_0815_PP_1317_PP_2136-R2,DBTL4_P1_015,GC-FID,212321,PP_0815_PP_1317_PP_2136-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,488.1259,48.0
15,211976,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-4),211992,4d07df75-708a-4c66-b59c-a04aab3985a5,PP_0528_PP_4189-R2,DBTL4_P1_016,GC-FID,212322,PP_0528_PP_4189-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,473.0231,48.0
