,Study ID,Study Name,Line ID,Replicate Key,Line Name,Line Description,Protocol,Assay ID,Assay Name,Formal Type,Measurement Type,Compartment,Units,Value,Hours
0,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213568,89596850-5d8a-4128-89d4-6e529923c789,PP_0368_PP_0751_PP_0812-R1,DBTL5_P1_001,GC-FID,213911,PP_0368_PP_0751_PP_0812-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,576.6218,48.0
1,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213569,db9bf9fb-03fa-4416-8793-bea8ec393e0a,PP_0368_PP_0751_PP_0813-R1,DBTL5_P1_002,GC-FID,213912,PP_0368_PP_0751_PP_0813-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,481.9028,48.0
2,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213570,54cc32e1-98d4-4039-bd4e-3f7060205bf2,PP_0368_PP_0751_PP_4189-R1,DBTL5_P1_003,GC-FID,213913,PP_0368_PP_0751_PP_4189-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,411.4711,48.0
3,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213571,23e462b3-9f77-44ba-91e2-c527adcc7324,PP_0368_PP_0812_PP_0814-R1,DBTL5_P1_004,GC-FID,213914,PP_0368_PP_0812_PP_0814-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,402.0284,48.0
4,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213572,cce2f8b9-aafd-4288-b6cd-2b33d0ab0c64,PP_0368_PP_0813_PP_4189-R1,DBTL5_P1_005,GC-FID,213915,PP_0368_PP_0813_PP_4189-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,326.928,48.0
5,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213573,87dc184c-757b-4e34-81ae-b070e5446e8b,PP_0368_PP_0814_PP_0815-R1,DBTL5_P1_006,GC-FID,213916,PP_0368_PP_0814_PP_0815-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,659.0132,48.0
6,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213574,ae897415-8768-495c-88dd-089df24c80b8,PP_0751_PP_0814_PP_4189-R1,DBTL5_P1_007,GC-FID,213917,PP_0751_PP_0814_PP_4189-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,503.2046,48.0
7,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213575,6836ad64-2fda-46e7-8485-5ecdf33ad164,PP_0812_PP_0813_PP_0814-R1,DBTL5_P1_008,GC-FID,213918,PP_0812_PP_0813_PP_0814-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,433.8627,48.0
8,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213576,b32ec35a-cab0-48f1-b321-3db3dd76bfe4,PP_0368_PP_0751_PP_0812-R2,DBTL5_P1_009,GC-FID,213919,PP_0368_PP_0751_PP_0812-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,560.4283,48.0
9,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213577,6cca890d-ce10-4cad-86d2-3b3d59aecade,PP_0368_PP_0751_PP_0813-R2,DBTL5_P1_010,GC-FID,213920,PP_0368_PP_0751_PP_0813-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,505.658,48.0
10,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213578,5bcdf7ab-40d1-41fe-b7a6-681d2ab4bfdc,PP_0368_PP_0751_PP_4189-R2,DBTL5_P1_011,GC-FID,213921,PP_0368_PP_0751_PP_4189-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,371.7357,48.0
11,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213579,903b23fc-e2e4-4c72-a87e-92cc0026a4a8,PP_0368_PP_0812_PP_0814-R2,DBTL5_P1_012,GC-FID,213922,PP_0368_PP_0812_PP_0814-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,393.5354,48.0
12,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213580,62ee7d5a-0e55-467a-9ec7-1bde42fd29d4,PP_0368_PP_0813_PP_4189-R2,DBTL5_P1_013,GC-FID,213923,PP_0368_PP_0813_PP_4189-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,333.4547,48.0
13,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213581,64fc0356-c0fa-467b-819d-1f2d06dfee99,PP_0368_PP_0814_PP_0815-R2,DBTL5_P1_014,GC-FID,213924,PP_0368_PP_0814_PP_0815-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,676.6958,48.0
14,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213582,e7e0f4e7-05df-4d0a-a92e-a46b2a29d4fb,PP_0751_PP_0814_PP_4189-R2,DBTL5_P1_015,GC-FID,213925,PP_0751_PP_0814_PP_4189-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,518.1036,48.0
15,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213583,783899bf-3b6c-4e01-a874-bb9e405bd42d,PP_0812_PP_0813_PP_0814-R2,DBTL5_P1_016,GC-FID,213926,PP_0812_PP_0813_PP_0814-R2,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,405.1691,48.0
16,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213584,7f053570-9376-461a-955a-60048150df2f,PP_0368_PP_0751_PP_0812-R3,DBTL5_P1_017,GC-FID,213927,PP_0368_PP_0751_PP_0812-R3,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,561.7775,48.0
17,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213585,25a4fa0f-80a6-426e-8cd5-c4e960892469,PP_0368_PP_0751_PP_0813-R3,DBTL5_P1_018,GC-FID,213928,PP_0368_PP_0751_PP_0813-R3,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,523.1448,48.0
18,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213586,dc45c690-30c7-4227-b0b1-cb0015f9e668,PP_0368_PP_0751_PP_4189-R3,DBTL5_P1_019,GC-FID,213929,PP_0368_PP_0751_PP_4189-R3,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,396.2775,48.0
19,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213587,069f0137-c45b-4e3b-b501-7740dd4a34a2,PP_0368_PP_0812_PP_0814-R3,DBTL5_P1_020,GC-FID,213930,PP_0368_PP_0812_PP_0814-R3,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,412.4297,48.0
20,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213588,d006b6e9-6557-43d2-b484-2a1ebcef8b1e,PP_0368_PP_0813_PP_4189-R3,DBTL5_P1_021,GC-FID,213931,PP_0368_PP_0813_PP_4189-R3,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,310.6837,48.0
21,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213589,a9201c2c-44c3-42bb-b952-0272a8d74576,PP_0368_PP_0814_PP_0815-R3,DBTL5_P1_022,GC-FID,213932,PP_0368_PP_0814_PP_0815-R3,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,680.3604,48.0
22,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213590,ae667491-5bb3-4ee6-a258-6b868e35c53d,PP_0751_PP_0814_PP_4189-R3,DBTL5_P1_023,GC-FID,213933,PP_0751_PP_0814_PP_4189-R3,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,494.0295,48.0
23,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213591,d431842d-65f6-4e8f-9ba0-2d9871d0700d,PP_0812_PP_0813_PP_0814-R3,DBTL5_P1_024,GC-FID,213934,PP_0812_PP_0813_PP_0814-R3,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,404.1313,48.0
24,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213592,dae3a24f-4b49-4b1c-b6c1-6630b5aa5353,PP_0368_PP_0812_PP_2136-R1,DBTL5_P1_025,GC-FID,213935,PP_0368_PP_0812_PP_2136-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,361.4609,48.0
25,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213593,a7680255-8193-4f85-9ddb-2166ee551448,PP_0812_PP_0813_PP_1317-R1,DBTL5_P1_026,GC-FID,213936,PP_0812_PP_0813_PP_1317-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,303.7683,48.0
26,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213594,662bb229-08e5-4c30-aa35-e17701ee415d,PP_0751_PP_0812_PP_0813-R1,DBTL5_P1_027,GC-FID,213937,PP_0751_PP_0812_PP_0813-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,346.5902,48.0
27,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213595,eb71017b-ebd7-4e6f-a18e-bf97fa39c95c,PP_0812_PP_0813_PP_4189-R1,DBTL5_P1_028,GC-FID,213938,PP_0812_PP_0813_PP_4189-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,372.8055,48.0
28,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213596,d865c444-2a18-4a1e-89e1-2cfb158ed3d6,PP_0812_PP_0815_PP_4189-R1,DBTL5_P1_029,GC-FID,213939,PP_0812_PP_0815_PP_4189-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,491.8601,48.0
29,213389,CRISPRi automation for enhanced isoprenol production in P. putida (DBTL-5),213597,0f60f3ac-83f5-453f-aba5-d020b9bcad3e,PP_0812_PP_0815_PP_2136-R1,DBTL5_P1_030,GC-FID,213940,PP_0812_PP_0815_PP_2136-R1,cid:12988,3-METHYL-3-BUTEN-1-OL,0,mg/L,526.2498,48.0
