Protein.Group,PP_0812_PP_0813_log2_FC_x,PP_0812_PP_0813_log10_pval_x,PP_0812_PP_0813_log2_FC_y,PP_0812_PP_0813_log10_pval_y,PP_0812_PP_0814_log2_FC_x,PP_0812_PP_0814_log10_pval_x,PP_0812_PP_0813_PP_0814_log2_FC_x,PP_0812_PP_0813_PP_0814_log10_pval_x,PP_0813_PP_0814_log2_FC_x,PP_0813_PP_0814_log10_pval_x,PP_0812_log2_FC_x,PP_0812_log10_pval_x,PP_0813_log2_FC_x,PP_0813_log10_pval_x,PP_0814_log2_FC_x,PP_0814_log10_pval_x,PP_0812_PP_0813_log2_FC,PP_0812_PP_0813_log10_pval,PP_0812_PP_0814_log2_FC_y,PP_0812_PP_0814_log10_pval_y,PP_0812_PP_0813_PP_0814_log2_FC_y,PP_0812_PP_0813_PP_0814_log10_pval_y,PP_0813_PP_0814_log2_FC_y,PP_0813_PP_0814_log10_pval_y,PP_0812_log2_FC_y,PP_0812_log10_pval_y,PP_0813_log2_FC_y,PP_0813_log10_pval_y,PP_0814_log2_FC_y,PP_0814_log10_pval_y
PP_2794,2.1321343767453724,4.853793334214623,2.1321343767453724,4.853793334214623,,,,,,,,,,,,,2.1321343767453724,4.853793334214623,,,,,,,,,,,,
PP_2845,1.2741112606598484,13.538849770449128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_2876,2.3182145521129947,1.337064517065439,,,,,2.3238976395228734,3.597048432520242,,,,,,,,,,,,,2.3238976395228734,3.597048432520242,,,,,,,,
PP_3067,-2.4924654082657223,3.556634481574913,-2.4924654082657223,3.556634481574913,,,,,,,,,,,,,-2.4924654082657223,3.556634481574913,,,,,,,,,,,,
PP_3079,-1.5367595951479838,3.978766750725413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3092,-2.3524757021201483,4.892530802964891,-2.3524757021201483,4.892530802964891,-4.768598007862468,6.0345713994027275,,,-3.7740488720846717,5.815719385465152,-1.7840701605743843,4.38052754856866,,,-2.489921132333802,4.549009327203854,-2.3524757021201483,4.892530802964891,-4.768598007862468,6.0345713994027275,,,-3.7740488720846717,5.815719385465152,-1.7840701605743843,4.38052754856866,,,-2.489921132333802,4.549009327203854
PP_3099,-1.4182108823712323,1.6556279311306703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3100,-1.8708072791020647,2.9835477158994363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3107,1.847016712149759,2.011505937272784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3123,-3.5186049612005754,3.3239345678213406,-3.5186049612005754,3.3239345678213406,,,,,,,,,,,,,-3.5186049612005754,3.3239345678213406,,,,,,,,,,,,
PP_3129,1.7903035520387198,2.1746455855810636,,,,,2.048986537755114,9.579168741153993,,,,,,,,,,,,,2.048986537755114,9.579168741153993,,,,,,,,
PP_3133,1.331797126767608,2.7403011539568998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3135,3.0369785119450126,2.0646057785627216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3139,1.5818361259294218,2.5274789238823696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3140,1.3286541165032408,5.606917744487728,,,,,1.8652192429277739,5.3160691913146705,,,,,,,,,,,,,1.8652192429277739,5.3160691913146705,,,,,,,,
PP_3154,2.0800449919046287,1.3462182095130406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3157,1.3462485398328308,4.141226681168449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3227,-1.8265994062211177,2.213899053734251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3379,-1.2249732272554792,3.6302631915004606,,,,,,,,,,,,,-2.5398459728480423,11.593855183390568,,,,,,,,,,,,,-2.5398459728480423,11.593855183390568
PP_3415,-1.386528034310914,2.390251653917471,,,-1.783906519763458,3.0155110411708304,,,-1.6337477489459094,3.925637854432896,,,,,,,,,-1.783906519763458,3.0155110411708304,,,-1.6337477489459094,3.925637854432896,,,,,,
PP_3455,1.1204989659519016,2.570836493913104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3492,1.0816482195801909,1.5941583831764712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3549,-2.8277816099766424,5.864677817902119,-2.8277816099766424,5.864677817902119,-2.956077086310177,6.84686091403158,-2.060923193770858,5.317173294421273,-1.9847895514868104,5.023131894252523,-2.142483916046483,6.325642144532122,-2.4451971584291288,6.686605991382427,,,-2.8277816099766424,5.864677817902119,-2.956077086310177,6.84686091403158,-2.060923193770858,5.317173294421273,-1.9847895514868104,5.023131894252523,-2.142483916046483,6.325642144532122,-2.4451971584291288,6.686605991382427,,
PP_3650,2.8084588217707354,3.2680924342348927,2.8084588217707354,3.2680924342348927,,,2.854643659255167,3.1970017260626644,,,,,,,,,2.8084588217707354,3.2680924342348927,,,2.854643659255167,3.1970017260626644,,,,,,,,
PP_3680,1.7464632788770935,1.54010099149055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3693,-1.1492460225327674,1.5366508008758266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3705,1.3662790980273962,2.1505213847275813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3706,1.9622791729064508,2.281150075969265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3738,-2.8065989468095123,2.87614240789052,,,-3.2135774438846743,3.177328368756687,,,,,,,,,,,,,-3.2135774438846743,3.177328368756687,,,,,,,,,,
PP_3775,3.066306070378154,1.831827010882433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3778,2.4204120306152945,2.1498981348630126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3783,3.78479243549049,7.73553900254786,3.78479243549049,7.73553900254786,,,,,,,,,,,,,3.78479243549049,7.73553900254786,,,,,,,,,,,,
PP_3784,4.446980527413662,2.8578740247874417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3787,3.544833677848613,1.8180703973164958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3834,1.5662166656777383,1.3561558799335927,,,,,,,,,,,-1.9530378750390884,5.583029669560706,,,,,,,,,,,,,-1.9530378750390884,5.583029669560706,,
PP_3948,-3.572114491549759,6.195756127407488,-3.572114491549759,6.195756127407488,-4.2003070043041415,6.470828543604076,,,-4.584113053098948,6.468476360589691,-4.831205429278214,6.5121754635585285,-3.78604874237342,6.374069861179776,,,-3.572114491549759,6.195756127407488,-4.2003070043041415,6.470828543604076,,,-4.584113053098948,6.468476360589691,-4.831205429278214,6.5121754635585285,-3.78604874237342,6.374069861179776,,
PP_3988,1.3211696657509047,2.4616979125972573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_3997,-3.1057910795541157,5.748838382851135,-3.1057910795541157,5.748838382851135,,,,,,,,,,,,,-3.1057910795541157,5.748838382851135,,,,,,,,,,,,
PP_4005,-1.8694262079391348,1.6847814245876527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4015,2.328395996414294,3.8185860940627294,2.328395996414294,3.8185860940627294,,,1.7214105770929404,8.250376730189203,,,,,,,,,2.328395996414294,3.8185860940627294,,,1.7214105770929404,8.250376730189203,,,,,,,,
PP_4115,1.5559627270501757,1.5510962690108665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4116,-2.7029844333843216,4.768930444349013,-2.7029844333843216,4.768930444349013,-3.1514061469307446,5.0312659153996835,-2.8172791811050972,4.847981813759233,-1.6156496810627958,3.6253538494704802,,,,,,,-2.7029844333843216,4.768930444349013,-3.1514061469307446,5.0312659153996835,-2.8172791811050972,4.847981813759233,-1.6156496810627958,3.6253538494704802,,,,,,
PP_4167,-3.5376094338379636,5.621904806991644,-3.5376094338379636,5.621904806991644,,,,,,,,,,,,,-3.5376094338379636,5.621904806991644,,,,,,,,,,,,
PP_4178,1.057933047914779,13.87764215703146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4185,-1.4966637051351928,3.2641881475822485,,,-1.6591551413479666,5.467838747576412,,,,,,,,,,,,,-1.6591551413479666,5.467838747576412,,,,,,,,,,
PP_4186,-1.6346350521536706,17.48866439765329,-1.6346350521536706,17.48866439765329,,,-1.7241083334989737,11.672408769850588,,,,,,,-1.684811381039793,16.889229962291168,-1.6346350521536706,17.48866439765329,,,-1.7241083334989737,11.672408769850588,,,,,,,-1.684811381039793,16.889229962291168
PP_4213,1.4722352883884982,2.9794484052381014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4214,1.5380530221824533,1.896294783758654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4216,1.5380530221824533,1.896294783758654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4217,6.108891997002726,1.7738469469522218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4220,1.5380530221824533,1.896294783758654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4249,-2.4403562606139757,2.334776251646584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4251,1.3210318621526806,1.6871501648065466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4256,1.0125485904014657,5.4935345801450985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4264,-2.3066859968623934,1.706505504465284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4266,1.2462591457862051,1.8314408359173924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4268,1.138515704485934,1.4601954778225212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4276,-2.6035236732219937,4.614847173527994,-2.6035236732219937,4.614847173527994,,,,,,,,,,,,,-2.6035236732219937,4.614847173527994,,,,,,,,,,,,
PP_4278,1.4446724815458367,1.872024630346268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4285,1.5528520751274109,5.200045246382342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4299,3.463186417123986,3.071522307149124,3.463186417123986,3.071522307149124,,,3.9886443451965587,3.1703143291272875,,,,,,,,,3.463186417123986,3.071522307149124,,,3.9886443451965587,3.1703143291272875,,,,,,,,
PP_4305,1.0892442060579843,2.89762048709486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4343,1.9362623629634574,2.555101208579501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4362,-2.9657360499581285,4.844285194407986,-2.9657360499581285,4.844285194407986,,,,,,,,,,,,,-2.9657360499581285,4.844285194407986,,,,,,,,,,,,
PP_4392,1.258699658419585,1.312957565778487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4448,1.0358419365210112,1.4536458278872315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4471,-3.3465238371303307,8.33031188250569,-3.3465238371303307,8.33031188250569,,,,,,,,,-1.9660271485124818,4.7106513406691795,-4.33590604985653,8.813090126480557,-3.3465238371303307,8.33031188250569,,,,,,,,,-1.9660271485124818,4.7106513406691795,-4.33590604985653,8.813090126480557
PP_4475,1.1162192684271022,2.4722808441298985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4480,-1.063151001982236,1.3615646599938958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4516,-1.4677146790522766,2.198901633983615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4541,1.8057592729109357,1.7803143651767788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4552,-1.6869067995448956,2.644038516594442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4554,2.729936107367054,6.605701551107846,2.729936107367054,6.605701551107846,,,,,2.2687837564394617,3.480419118065903,,,,,,,2.729936107367054,6.605701551107846,,,,,2.2687837564394617,3.480419118065903,,,,,,
PP_4555,1.4017953378269763,1.9044793423333841,,,,,1.8633918653830515,8.226211579878157,,,,,,,,,,,,,1.8633918653830515,8.226211579878157,,,,,,,,
PP_4570,1.447131026245696,2.2674712606632097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4576,2.69419271683129,1.9861516181865713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4594,3.853572032898873,1.3401902910797818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4601,3.6667569676941065,2.7199422932064197,,,,,3.199953077228731,3.521350716763744,,,,,,,,,,,,,3.199953077228731,3.521350716763744,,,,,,,,
PP_4636,-3.863225310933072,7.4757591709133635,-3.863225310933072,7.4757591709133635,,,,,,,-2.132128381069389,5.7211894998598725,,,,,-3.863225310933072,7.4757591709133635,,,,,,,-2.132128381069389,5.7211894998598725,,,,
PP_4641,1.1750356023759685,1.9123240497004967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4642,1.5947367207636216,2.48022135544155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4651,2.3708417092744627,1.5936971179249981,,,,,2.775049335322994,7.027327942974772,,,,,2.2678739523776748,3.2923357744468706,,,,,,,2.775049335322994,7.027327942974772,,,,,2.2678739523776748,3.2923357744468706,,
PP_4657,1.3300009370899168,1.8926983598146023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4672,-1.7963902857726985,1.506100660575789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4693,1.2718983134924589,4.172196725217109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4711,-1.517807857745369,2.259481039768722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4720,-1.4489920892216201,4.109756358301852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4728,-1.1253344506748677,3.696863455513381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4785,-1.966553641090907,4.2455707539339596,-1.966553641090907,4.2455707539339596,,,,,,,,,,,,,-1.966553641090907,4.2455707539339596,,,,,,,,,,,,
PP_4790,1.2140138616982357,2.9925829893551117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4805,2.202450595491841,2.248992158129509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4808,-3.0713190385279465,8.51740008833137,-3.0713190385279465,8.51740008833137,,,,,,,,,,,,,-3.0713190385279465,8.51740008833137,,,,,,,,,,,,
PP_4827,-2.0296034255924926,3.482739650260312,-2.0296034255924926,3.482739650260312,,,,,,,,,,,,,-2.0296034255924926,3.482739650260312,,,,,,,,,,,,
PP_4834,2.4978712709907933,2.02487146703744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4841,1.3163195198101807,1.7330110983900644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4842,3.118802408764871,1.6815093388313629,,,,,3.353366699609901,3.178163312161472,,,,,,,,,,,,,3.353366699609901,3.178163312161472,,,,,,,,
PP_4856,-1.4984994955100541,4.94393296778338,,,,,-1.5853096777010443,3.5973248810468457,,,,,,,,,,,,,-1.5853096777010443,3.5973248810468457,,,,,,,,
PP_4863,2.098916338584918,5.635957085956834,2.098916338584918,5.635957085956834,,,2.4019247266257335,5.938508312781537,,,,,2.3454747152026565,4.69590490195348,,,2.098916338584918,5.635957085956834,,,2.4019247266257335,5.938508312781537,,,,,2.3454747152026565,4.69590490195348,,
PP_4868,1.3516469986747859,1.8506794142778766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4896,1.285088347673886,1.7457267108123287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4905,-2.2444774852956533,1.9423155115547526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_4906,-1.8879000232194243,2.2870800997172456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5008,-2.7305721450372165,1.464601849410602,,,,,,,,,,,,,2.6264941081577913,10.32638792213392,,,,,,,,,,,,,2.6264941081577913,10.32638792213392
PP_5015,-1.8132568002022467,1.9218130509608349,,,,,-3.3329984024156873,10.713676026857827,1.8845963135576784,5.319232471543329,,,,,,,,,,,-3.3329984024156873,10.713676026857827,1.8845963135576784,5.319232471543329,,,,,,
PP_5024,1.3057293620529842,2.523784976576225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5057,-3.7524573740743374,2.512257832868152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5063,1.5984567038643034,1.8629146793788023,,,,,,,1.6130432885250512,5.473229813455397,,,,,,,,,,,,,1.6130432885250512,5.473229813455397,,,,,,
PP_5079,2.5078882381243184,2.4951865742572124,,,,,1.769281701349789,3.0343364844826035,,,,,,,,,,,,,1.769281701349789,3.0343364844826035,,,,,,,,
PP_5084,-1.5332983197942671,3.554658554262121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5099,2.2788278234561843,2.681499446959123,,,,,2.351466394219961,3.498634459798771,,,,,,,1.9448563966767392,6.9566026408509,,,,,2.351466394219961,3.498634459798771,,,,,,,1.9448563966767392,6.9566026408509
PP_5120,1.5945130484579308,2.31017628566997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5126,-1.737829633803296,1.9221630427922827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5145,1.5790899124339999,6.668673888084719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5149,1.1384718569495487,2.2332031342768977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5160,4.0250056856722285,2.453486039428333,,,,,3.810361974764394,3.1947433311263844,,,,,,,,,,,,,3.810361974764394,3.1947433311263844,,,,,,,,
PP_5171,1.0895570014471172,1.4221652281639263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5182,-2.6337780712412093,3.411093462019234,-2.6337780712412093,3.411093462019234,-2.144553429317308,3.560568758515859,,,,,,,,,,,-2.6337780712412093,3.411093462019234,-2.144553429317308,3.560568758515859,,,,,,,,,,
PP_5200,-1.1063483489296912,1.4179382707914276,,,,,,,,,-1.9336759380622341,3.833200673830768,-2.076627526230195,3.986483380587057,,,,,,,,,,,-1.9336759380622341,3.833200673830768,-2.076627526230195,3.986483380587057,,
PP_5206,1.1079628417667535,1.399493920510778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5233,1.0954020284983939,7.421697105865994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5234,1.5237838943318889,1.5387486355384994,,,,,,,2.96318862327263,3.7595381713046194,,,,,,,,,,,,,2.96318862327263,3.7595381713046194,,,,,,
PP_5258,1.6065318143745535,1.6046143549649543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5283,1.340100639198405,2.0582070668450463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5286,-1.4181190837364104,1.5446620709607708,,,-4.0446576988446505,6.103152686651535,,,-1.8041096653132132,4.6652716448572935,,,,,,,,,-4.0446576988446505,6.103152686651535,,,-1.8041096653132132,4.6652716448572935,,,,,,
PP_5322,2.2159299491241566,2.016486404108479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5325,-1.7572631175163682,2.2880400023588194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5331,-2.1313687298079436,1.8637766289013116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5338,1.268225922798455,2.399019951845991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5345,3.8498020521764325,1.943246914065848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_5350,-3.445172619522877,8.980273831077765,-3.445172619522877,8.980273831077765,,,,,,,,,-1.9107382774612658,3.003585095959395,-4.756482682293415,9.589735630471857,-3.445172619522877,8.980273831077765,,,,,,,,,-1.9107382774612658,3.003585095959395,-4.756482682293415,9.589735630471857
PP_5351,1.509139741401209,1.3028475901967318,,,,,,,,,,,,,-1.840915558953964,3.049810340444189,,,,,,,,,,,,,-1.840915558953964,3.049810340444189
PP_5366,-2.0554808264159594,1.4276627697121766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_0178,,,,,-2.1578190492544724,4.410401208348691,,,,,,,,,,,,,-2.1578190492544724,4.410401208348691,,,,,,,,,,
PP_0377,,,,,-5.175910724986291,3.3998453238984254,,,,,,,,,,,,,-5.175910724986291,3.3998453238984254,,,,,,,,,,
PP_0399,,,,,-1.6918401723472938,4.704091693081219,,,,,,,,,,,,,-1.6918401723472938,4.704091693081219,,,,,,,,,,
PP_0586,,,,,-2.4435907148457927,4.33712261624363,,,,,,,,,,,,,-2.4435907148457927,4.33712261624363,,,,,,,,,,
PP_0596,,,,,-3.966000783462061,12.756975798986963,,,,,-1.7812786835026495,8.370952755949725,,,-1.9958972029699114,3.343322072252137,,,-3.966000783462061,12.756975798986963,,,,,-1.7812786835026495,8.370952755949725,,,-1.9958972029699114,3.343322072252137
PP_0624,,,,,-2.2663436632550926,3.000526755699682,,,,,,,,,,,,,-2.2663436632550926,3.000526755699682,,,,,,,,,,
PP_0734,,,,,-1.9781697037456252,4.450413006350398,,,,,,,,,,,,,-1.9781697037456252,4.450413006350398,,,,,,,,,,
PP_0735,,,,,-2.0705922891273754,3.6781808006032772,,,,,,,,,,,,,-2.0705922891273754,3.6781808006032772,,,,,,,,,,
PP_0756,,,,,-1.6119418733991586,3.1475597846298387,,,,,,,,,,,,,-1.6119418733991586,3.1475597846298387,,,,,,,,,,
PP_0987,,,,,-3.559260222808547,4.8207730238437065,,,,,,,,,,,,,-3.559260222808547,4.8207730238437065,,,,,,,,,,
PP_1499,,,,,-2.4327475213120566,4.8271585383556515,,,,,,,,,,,,,-2.4327475213120566,4.8271585383556515,,,,,,,,,,
PP_1997,,,,,-2.2753636489760454,4.144313736207741,,,,,,,,,,,,,-2.2753636489760454,4.144313736207741,,,,,,,,,,
PP_2220,,,,,-2.08019017562265,3.994098332682637,,,,,,,,,-1.6817929856359342,3.9429440206762303,,,-2.08019017562265,3.994098332682637,,,,,,,,,-1.6817929856359342,3.9429440206762303
PP_2669,,,,,-3.803646640661285,4.721462173527656,,,-2.657907203618212,4.203641670290496,,,,,,,,,-3.803646640661285,4.721462173527656,,,-2.657907203618212,4.203641670290496,,,,,,
PP_3146,,,,,-6.161099240622036,5.5026607673445955,,,-6.708815037289161,5.511612598550995,,,,,,,,,-6.161099240622036,5.5026607673445955,,,-6.708815037289161,5.511612598550995,,,,,,
PP_3148,,,,,-4.253073173561582,9.15604126947493,,,-2.204642014249834,5.17032331894517,-3.066595822289747,5.8915871215271425,-2.9772545791772753,8.432663156190129,-5.168874016396251,9.262298639337155,,,-4.253073173561582,9.15604126947493,,,-2.204642014249834,5.17032331894517,-3.066595822289747,5.8915871215271425,-2.9772545791772753,8.432663156190129,-5.168874016396251,9.262298639337155
PP_3380,,,,,-1.9060457713717815,5.199280053598261,,,,,,,,,,,,,-1.9060457713717815,5.199280053598261,,,,,,,,,,
PP_3433,,,,,-1.6512674757981762,4.3141172585464735,,,,,,,,,,,,,-1.6512674757981762,4.3141172585464735,,,,,,,,,,
PP_4316,,,,,-1.9511922133216557,3.3611287380870256,,,,,,,,,,,,,-1.9511922133216557,3.3611287380870256,,,,,,,,,,
PP_4632,,,,,-2.015670934098953,3.127932323717643,,,-2.4095842827621796,5.601425863978283,,,,,,,,,-2.015670934098953,3.127932323717643,,,-2.4095842827621796,5.601425863978283,,,,,,
PP_4800,,,,,-1.8787585275588903,4.347224425855875,,,,,,,,,,,,,-1.8787585275588903,4.347224425855875,,,,,,,,,,
PP_4911,,,,,-2.7815271622478113,6.217933372372486,,,,,,,,,,,,,-2.7815271622478113,6.217933372372486,,,,,,,,,,
PP_4916,,,,,-1.9626479792552312,4.2179996215246724,,,,,,,,,,,,,-1.9626479792552312,4.2179996215246724,,,,,,,,,,
PP_5045,,,,,-1.8373358552874484,5.400107033514199,,,,,,,,,,,,,-1.8373358552874484,5.400107033514199,,,,,,,,,,
PP_5288,,,,,-2.0200026352838645,3.6439788799951045,,,,,,,,,,,,,-2.0200026352838645,3.6439788799951045,,,,,,,,,,
PP_0168,,,,,,,-3.418129736055237,4.550742675223314,,,,,,,,,,,,,-3.418129736055237,4.550742675223314,,,,,,,,
PP_0203,,,,,,,4.280866228675014,3.0555363733508845,,,,,,,,,,,,,4.280866228675014,3.0555363733508845,,,,,,,,
PP_0774,,,,,,,2.1851235596420793,3.837835944473365,,,,,,,,,,,,,2.1851235596420793,3.837835944473365,,,,,,,,
PP_1232,,,,,,,1.8749646357148315,3.6991693678534183,,,,,,,,,,,,,1.8749646357148315,3.6991693678534183,,,,,,,,
PP_1384,,,,,,,3.495647470250688,3.6609721152717394,,,,,,,,,,,,,3.495647470250688,3.6609721152717394,,,,,,,,
PP_1618,,,,,,,1.7813006675161933,9.23187166617119,,,,,,,,,,,,,1.7813006675161933,9.23187166617119,,,,,,,,
PP_1832,,,,,,,2.759034230090359,3.303572241176646,,,,,,,,,,,,,2.759034230090359,3.303572241176646,,,,,,,,
PP_2161,,,,,,,-1.6857400113096477,4.438511792502326,,,,,,,,,,,,,-1.6857400113096477,4.438511792502326,,,,,,,,
PP_2354,,,,,,,1.7428970702230213,10.577881816185219,,,,,,,,,,,,,1.7428970702230213,10.577881816185219,,,,,,,,
PP_3155,,,,,,,2.6216101363031448,3.647842459433381,,,,,,,,,,,,,2.6216101363031448,3.647842459433381,,,,,,,,
PP_3758,,,,,,,1.6810389085810977,3.9691695218507,,,,,,,,,,,,,1.6810389085810977,3.9691695218507,,,,,,,,
PP_4269,,,,,,,-2.0208392622897886,10.56797000801863,,,,,,,,,,,,,-2.0208392622897886,10.56797000801863,,,,,,,,
PP_4298,,,,,,,3.620855804076469,3.5634792543965434,,,,,,,,,,,,,3.620855804076469,3.5634792543965434,,,,,,,,
PP_4460,,,,,,,2.452230219302692,4.040780427070094,,,,,,,,,,,,,2.452230219302692,4.040780427070094,,,,,,,,
PP_5341,,,,,,,3.072513754135457,5.217719026108086,,,,,,,,,,,,,3.072513754135457,5.217719026108086,,,,,,,,
PP_0046,,,,,,,,,-4.667537753734384,3.9575114717992803,,,,,,,,,,,,,-4.667537753734384,3.9575114717992803,,,,,,
PP_0544,,,,,,,,,1.7184708701794522,3.1224759920960237,,,,,,,,,,,,,1.7184708701794522,3.1224759920960237,,,,,,
PP_1622,,,,,,,,,2.3018476345674137,3.066611338738361,,,,,,,,,,,,,2.3018476345674137,3.066611338738361,,,,,,
PP_3126,,,,,,,,,3.770042424591528,3.0379262280968673,,,,,,,,,,,,,3.770042424591528,3.0379262280968673,,,,,,
PP_3212,,,,,,,,,2.0094225333010116,3.2015163776731703,,,,,,,,,,,,,2.0094225333010116,3.2015163776731703,,,,,,
PP_4197,,,,,,,,,1.7354472502222704,7.281161592579062,,,,,,,,,,,,,1.7354472502222704,7.281161592579062,,,,,,
PP_4250,,,,,,,,,1.7143918899251955,4.133081249568905,,,,,,,,,,,,,1.7143918899251955,4.133081249568905,,,,,,
PP_4908,,,,,,,,,1.741595292369653,3.4897739863267883,,,,,,,,,,,,,1.741595292369653,3.4897739863267883,,,,,,
PP_5113,,,,,,,,,2.688936118355943,3.0081818676034393,,,,,,,,,,,,,2.688936118355943,3.0081818676034393,,,,,,
PP_5310,,,,,,,,,-1.7949540594556617,3.899645494741591,,,,,,,,,,,,,-1.7949540594556617,3.899645494741591,,,,,,
PP_0423,,,,,,,,,,,-2.261378114083653,3.213671434134039,,,-2.7051762289478627,3.209387497973417,,,,,,,,,-2.261378114083653,3.213671434134039,,,-2.7051762289478627,3.209387497973417
PP_0694,,,,,,,,,,,-3.3232443204257462,5.258656870148234,-2.4302551552358636,4.719806701870159,-3.933689007861303,5.450578314727246,,,,,,,,,-3.3232443204257462,5.258656870148234,-2.4302551552358636,4.719806701870159,-3.933689007861303,5.450578314727246
