Protein.Group,PP_0368_log2_FC,PP_0368_log10_pval,PP_0437_log2_FC,PP_0437_log10_pval,PP_0528_log2_FC,PP_0528_log10_pval,PP_0751_log2_FC,PP_0751_log10_pval,PP_0812_log2_FC,PP_0812_log10_pval,PP_0813_log2_FC,PP_0813_log10_pval,PP_0814_log2_FC,PP_0814_log10_pval,PP_0815_log2_FC,PP_0815_log10_pval,PP_1317_log2_FC,PP_1317_log10_pval,PP_1506_log2_FC,PP_1506_log10_pval,PP_2136_log2_FC,PP_2136_log10_pval,PP_4120_log2_FC,PP_4120_log10_pval,PP_4189_log2_FC,PP_4189_log10_pval,PP_4191_log2_FC,PP_4191_log10_pval,PP_4192_log2_FC,PP_4192_log10_pval
PP_0886,0.4317105025457381,1.7319626332761089,1.2312856593298749,2.0761206647559227,,,,,,,,,,,,,,,,,,,,,-1.7531226954204897,2.0827818097236204,0.8030617499376999,3.0239183202550524,,
PP_0891,1.6945604049654903,1.8416432629688109,2.1256017118068637,1.6002008682671933,0.6315630103635608,1.6552678210438432,1.8565110920089292,2.49604422882692,,,1.4773314899343448,2.196540545960052,1.3929151212339865,2.363142507435503,,,1.3237169791695906,2.661100654313255,,,,,,,,,,,,
PP_0938,0.9601959954409903,3.195828141722944,,,,,-2.357118847426698,2.9879447326988204,,,,,,,,,,,,,,,,,,,,,,
PP_0971,-1.6635203885459218,1.5612927659327105,1.1057115015761183,1.7115064461858953,0.7893108156723934,1.4372449816923771,,,,,-0.8227550427282785,1.7519748634000936,,,,,,,,,,,,,,,,,-1.3869604865457776,1.4493644833927828
PP_0973,-0.9543047649531955,3.5226878631768312,,,,,-1.158883517689764,1.3637256580131651,,,,,-0.4108998213392102,1.4356651287926376,,,,,,,-1.2990013536266558,1.4141366050879636,-1.5199235406721914,4.200125177125958,-0.7241130318955311,2.058745334009592,,,,
PP_1157 PP_3365,-0.5998921168673326,2.244719727277284,,,,,-0.6082133090380061,1.9634934800735055,,,,,-0.1973829488566776,2.431336282063874,,,-0.23035316227805377,2.3693703604782597,-0.7870900966787214,6.079875534933861,0.5326153754408419,1.5398749577980149,-0.17660077405662003,2.9933699669610214,2.597639018780626,3.0834517201566065,,,1.1909863582126785,4.8971206473497135
PP_1190,0.3986999118987742,2.253452858443301,,,0.5067999248476495,6.225068693799577,,,,,,,,,-0.6403823697304679,2.407519471646172,-1.9814110176516164,1.8476322326526766,-2.2002151565991412,1.8225929620087078,,,,,,,,,,
PP_1191,1.2384679073675802,1.7409978564999298,,,,,,,,,,,,,,,1.182070196836525,3.3917944338063486,,,,,,,,,,,,
PP_1202,-1.7096100500265252,2.940299801759665,,,,,-1.3827712631495641,1.579078839657818,,,,,,,,,0.914892582593,3.7817457190318398,,,,,,,,,,,,
PP_1207,0.3057376107908383,2.3989094774537625,,,,,,,,,,,,,0.5994708800472094,1.8606829366967752,0.6429881095275392,1.697524102712585,,,,,,,,,,,,
PP_1246,1.486676246453761,5.73497729107817,1.5264201667560908,1.9762812224846689,,,,,,,0.6459330443744524,2.5557624781171415,,,,,-0.7203894718983905,1.973720670567429,,,,,,,1.7128078637642075,2.923883946955169,0.695230497735268,3.3157792932515777,0.7187494755967262,1.3243366689487017
PP_1272,-0.4644380678809633,1.3513213526629835,,,-1.5975537572341334,5.502576880263389,-3.5443773851911433,6.878033824796385,-1.0615960841868568,3.3331637002924324,-1.9862449111162397,6.030500533537273,0.7283698358754733,2.1610298114458186,-0.6368829947470305,1.5120999809685827,,,-1.4807902466015905,3.4974266755722634,,,-3.722476986923994,6.401077727668129,-1.3567573405010263,1.351108967186408,-3.5134954822087243,6.877569979282603,-1.6547303230940433,4.423182622293598
PP_1309,0.2953694674883468,2.0019814559560816,0.597604882885156,6.762697789232056,0.2715526333430609,1.492562210615687,-0.3187831939661142,5.301243001837652,,,-0.2174487894947295,4.041773656751093,0.4683149097411565,3.468274684441208,0.42461248295276566,1.5947602190162267,,,0.8068143938059673,3.7180887102006674,0.1518231757304584,3.615379478234773,-0.30650365345477226,2.06872145207207,-0.2496650028518032,4.28550351402274,0.5869923109627139,3.239270892816818,,
PP_1322,0.24630496120878678,2.240219820273562,0.4917712922212074,2.0041387566195965,0.13121118337512752,2.6080000040176023,-0.7232366387350635,2.1917935901822885,-0.3114023129669053,3.348584549235648,-0.49027050856688337,6.240064934100838,-0.19490859442258218,2.018978571440923,,,-0.49025625012512153,1.6869785838772882,0.3195585884234749,2.692951852727002,,,-0.7334599597250301,2.473889195549656,-0.6725760442276004,2.454530494837575,,,-0.34656048796695044,3.0411286398713324
PP_1325,0.35694651686590745,5.55788086987238,0.4508275611710575,2.4249413672657103,0.19719134349780812,1.7446997616496047,-0.5417867384791073,2.2725859186186805,,,,,,,,,-0.23341686268551223,1.3567348699146717,,,,,-0.185951087601836,1.9866808865114054,,,0.1947769348078273,1.5633261536442324,-0.25368659335559834,2.84133960171898
PP_1399,-5.291622621339708,1.5345829812282652,,,-4.990935773034722,1.5219592708155147,-5.6064829263613225,1.5444612496880996,-5.140555081353175,1.5284953387549802,-5.059748541870317,1.525038440716313,-5.968914031534881,1.5548430553584494,-6.550621981053098,1.5664176459353694,-4.101380055386973,1.4615996852705402,-4.533162050683753,1.496538795554888,-5.951502108997113,1.5540721993780025,-5.649298781827554,1.5462360301027458,-5.132265165329161,1.5282034232620392,-5.174565417285834,1.5298804689190162,-5.809582893885369,1.5508130208895368
PP_1418,-1.1227937176961498,1.365604704861627,-2.2170098105939995,2.9635531795334176,,,-3.962180584572535,5.974395810833883,,,,,-1.4894520052460785,2.689835417369181,-4.159379003084957,6.1801324693559,,,-2.281116618103642,4.9879964089525295,,,,,-3.48796295994759,5.949667413754898,-2.7720622761327904,4.402053723340484,-2.879142891640324,5.370519802932152
PP_1430,-0.6651608996031961,2.322830879615142,,,-0.9912006661708649,3.395447099946513,-0.8908013187880464,3.1027870544600966,,,,,,,0.4253426835171856,1.8069916699629045,,,0.3372667780787948,1.4490416943082376,,,-0.6828669417691617,2.35567025432263,,,0.5068799436673824,2.7363929433706713,0.7321075988783029,3.653198090504695
PP_1478,-0.1780984829430394,1.4534178701057345,0.17973036181819868,2.1508433114547088,0.6275434005635538,8.556343398795015,0.2497786257373812,1.9621772470504006,,,,,,,,,0.4932759013234877,4.13756898268038,-1.5460366742952723,6.422710880646634,,,-1.1464490406832808,5.355521976026222,,,0.5016722396329494,2.8710660283550458,0.35466597001369954,3.0320328729410355
PP_1528,1.5834957272228625,2.1031497017087246,2.2125065080795823,3.9873785321758946,,,,,1.3601853237529573,5.125645232274406,,,2.0962881744806663,3.4971554731546513,,,,,,,1.8911713431977337,4.55230219672677,,,,,,,,
PP_1631,-2.669767767145456,3.988198676624709,,,,,,,,,,,-4.103540718396601,5.111783840964337,-4.685249293894491,5.2178923618273005,,,-2.6677893635251464,4.515065827783443,,,,,,,,,,
PP_1635,0.39699134715676426,1.522164936905486,0.5097414870936587,2.013636096497641,,,-0.6863084068296497,1.7228228860578485,,,-0.823913982010087,3.7060301555693944,-1.4298205689107022,5.645297807178346,,,1.1243822513525437,1.881331435501313,1.9914432533692792,2.8882092380977924,,,-1.215743750823556,1.4652942322404892,,,1.9494778602441734,4.717326983143743,0.5901515255919,2.224022448901139
PP_1658,-0.883057996617774,2.447709875298206,,,-0.8462127932593723,1.9379201892884341,-1.1353344850834426,3.0737062822340233,-1.1468729741678167,2.909169958542164,-1.155992971507834,3.152337853663913,,,-1.801393978830958,3.0643510304680848,,,,,,,-2.0275945387216616,4.5124150457887025,,,-1.3595782488554344,2.7969138142247374,-1.6123796088024,2.9795854781737656
PP_1663,-0.5487400051546139,2.0067100856005946,1.020397482787884,1.3344817558804913,0.3920179999177322,2.221971331813234,,,,,0.6645667669291028,2.964734287889093,,,,,0.7626059713907954,4.60776149013691,1.5401254132260278,3.5332323395625416,,,,,,,1.2676052089006922,2.059731393362969,,
PP_1686,0.7699688752954439,2.1401796864216784,1.4777767952019878,2.0640716776222185,,,,,-1.118054025790048,1.6170347541564651,,,,,,,,,,,,,-2.3243172966671404,1.8916938664604481,-3.9144469074025987,3.8018793106877498,2.418592245327588,2.1012425160537793,,
PP_1752,0.3984604508725928,1.660547074905853,0.893832981983539,1.710113258616434,0.47987986806636607,2.6313162408800093,,,,,,,,,0.6045116882823542,2.0987260387803555,,,,,,,,,,,1.1263611784762677,2.997544460204342,,
PP_1776,0.3765309986192505,2.940952218878382,0.152528594020165,2.5877150790138463,,,,,,,0.16211941255999077,2.9526440062638297,0.2577387442999985,2.1661537383360914,,,,,0.2816919712681417,2.1047920261602924,,,0.14729998045018525,2.143491265616893,,,,,,
PP_1786,0.599588116153599,1.5038664673408717,,,0.6636117206830279,2.655585522263822,,,,,0.17398141297955358,2.3390107677769603,-0.23054596812714903,2.024223695219883,,,,,,,0.47627438571257014,2.3555440415875912,0.6600118591894573,11.61887043237756,,,-0.46701001614883725,6.4597773451908385,0.10901920987674146,1.3143720417295053
PP_1789,1.081311540918356,3.3076205996852575,,,,,,,,,,,-0.9096820103212926,6.0352535674794,,,,,,,,,1.11562297692564,2.645885445316012,0.9558341335424794,2.3175583726018334,,,,
PP_1791,0.6955886366444178,2.483839525251754,0.3957664324792987,2.579101321250992,,,,,,,,,,,,,-0.43379595290610823,2.6896997059741343,,,0.3361169344502975,1.5008023495641276,,,,,-0.8186302761859906,4.265037406581982,-0.27270040377440735,2.191308301391399
PP_1821,0.3657474868995062,1.5909575224331043,0.3701654934869252,1.6810008211507959,0.31658854426644556,3.6964501498155027,,,,,,,0.3804121645388506,1.7150673826384826,,,,,,,,,,,,,,,-0.45923157673293646,3.192929546195469
PP_1867,-2.946757608087093,3.3723124344989746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_1908,0.3008163403500409,2.9180565987663063,,,,,,,,,,,0.4012949204420552,3.946279025456507,,,,,,,,,,,,,0.6814278262423714,3.7117329867823607,,
PP_2032,1.155220534631367,5.326948243072665,,,,,,,,,,,1.6228586409295616,8.841206178371323,,,,,1.521046390479564,1.9870353345094578,1.2004439804897153,1.9869353409333974,,,,,1.8380198710987983,1.4243221153854417,,
PP_2099,-0.47994233813925324,4.075691601349884,,,,,,,0.3912151072268972,1.3048544749267896,0.2884006098322706,2.819119943955813,0.762089353008666,1.7195265855507789,0.5819861600549517,2.0906507684637594,,,,,,,,,,,,,0.4979768872400948,3.204118148578051
PP_2125,-2.020474743765432,1.9301344365622903,,,-2.916587039639685,2.879998764254057,-3.5321333882421166,3.0010191479680586,,,,,-1.6606465923971614,1.3966005051028907,,,1.1558567606137053,3.9586620687027594,,,,,-3.574949229041122,3.060293257144185,,,,,2.023262571580121,10.13278702590933
PP_2129,0.6992118299574381,1.4501236103847717,0.5710382693881711,1.4323312359205072,0.7757211573192705,3.696415296340134,,,,,,,,,,,,,,,,,,,,,,,-0.6789581730476352,2.9444504851256945
PP_2140,0.6289226570295553,3.0881820626401213,,,,,,,,,,,0.827679095660361,6.096580555782417,-0.43579732786922304,1.4967681597611442,,,,,,,,,,,,,-0.5069320792796661,1.80417222273985
PP_2144,1.7772583112880713,1.9762827811107728,0.42582124357005713,2.0824451667372093,,,,,,,,,,,,,,,,,2.105587424179159,2.627324897756454,,,,,,,0.5392932994426514,6.588989822004797
PP_2213,-3.332745701305621,2.788916171267446,-3.7395508198853125,2.8681649724569778,,,,,,,-3.1008751876124165,2.7204176210880746,-4.010038051316658,2.924995247125106,-4.5917466268145475,3.0133214692290182,,,-2.574286696445204,2.5041940413651425,-3.9926681928604926,2.9023292965610796,,,-3.173389460577823,2.743573341612301,-3.2156907849317062,2.752943837659541,-3.850708100174364,2.8951537058135335
PP_2215,-0.8295231212019364,1.5721778163487867,-0.5994763803135112,2.9538923293396486,0.5106920412555832,4.783367714340472,,,,,,,0.2260565719236059,1.3998469592509017,-0.5875822192595029,2.95133048795782,,,-1.9141637937450735,2.7035729479506414,-1.0703776554619444,1.6612645897412233,,,-1.9595173167458,3.570449620396484,-0.9999446800335501,2.8529993263101745,-0.5459504163961305,1.5221171174732064
PP_2233,-0.9765348869475402,4.387136293715039,-0.6718058669786027,2.922825315695765,-0.8055818203817566,5.918178768855471,-0.1945341435275061,1.378133058538534,-0.5901114994022616,4.166874819881489,-0.5520147223852944,4.471123924030349,-0.5878234595152012,4.7309354310407015,0.7988266988418056,1.356054208568903,,,,,-0.5868334719500676,2.663194925857801,,,,,-0.41211899660587265,3.285083460048562,0.9732698316175233,2.4772370101533454
PP_2258,1.5431112374489626,7.108529428877656,,,,,-2.1361065242518102,2.224117842040051,,,,,,,-4.000266549343866,3.344805089720242,-1.311521066755652,1.4730889050045017,-1.9828066189745226,2.4603664097385733,,,,,-1.8638933140424405,2.1832476831831134,-2.6242107074610246,2.905796558013857,-3.2592280227036827,3.1241561136594678
PP_2277,-2.165715504489679,5.26010520224504,-1.554831148382556,2.6930588020917066,,,,,,,,,,,-1.6818228988013475,4.569128331268889,,,-3.967045400749642,6.312662654676054,-2.8606712691563465,4.362352889487826,,,-4.566148515395049,6.417316524754176,-3.3167590528864035,5.617735117611206,,
PP_2305,-0.6730945189551658,1.4668760641350818,0.6407609002153546,1.603815593297975,0.46416308880411394,1.682521802840047,,,,,0.337480501018309,1.792173452708955,0.5793499513970669,3.331489231514786,,,,,,,,,,,,,,,,
PP_2307,0.39989827505989767,2.0683015986273756,1.180401788198238,3.790704884261851,1.0442826119496988,5.205615661927948,,,,,,,,,0.8393187010073593,1.776906795550501,0.8068350187189641,1.779732782847696,,,,,-0.7052256943099303,2.9329233562957304,,,1.423778344117634,1.490555019305558,-1.2356801065162322,5.175986596387459
PP_2320,-0.6316045482626909,1.888546637110761,,,,,-1.1178305239420714,1.3980442802995479,,,,,0.24032687381623305,2.1836957719169514,,,-0.5367839680771863,3.8261419970480945,,,-0.3373711020230983,2.063296660291585,-1.3620634581118678,3.108579602123655,,,,,,
PP_2333,-2.4251505225826793,3.3010277838647815,-2.8319556411623696,3.315088463033368,0.9192382026564061,1.8037174629245634,-2.7400119064798254,2.8589949758887037,-2.2740845483916825,3.184092315590363,-2.1932800088894746,3.135261767407576,-1.7883396710430428,2.1927440068996686,-3.6841514480916056,3.8207514798362827,,,-1.0699556268170007,1.518847854333267,-3.08507301413755,3.216831735184543,-2.78282774727883,3.307026973193798,-2.2657942818548804,3.1935046971513397,-2.308095606208764,3.198141151946486,-1.7960629595868975,2.448327132492304
PP_2354,-1.5753816592378822,1.7326208559219518,,,1.3948949415160494,3.3239288050160574,-3.777564576906961,4.665913529133696,,,,,0.8509207344736133,2.2316181697907274,,,,,,,,,,,,,,,,
PP_2422,-2.1340848212879076,4.129476321398405,-1.0742611331532375,2.769713835290779,1.0618776607109353,1.3433085262741706,,,1.104702933937695,2.0734429553157563,1.7214803633379798,1.9336907468285698,1.1737875614942446,2.839214358026392,,,,,-1.1882571590661384,2.051712283521327,-4.6753951059755945,5.550455660899886,,,-2.437645742667015,4.669792032975957,-1.5418597018071174,3.6469349395412993,0.9529148402110249,4.605192924517386
PP_2424,1.0756538730202037,3.9639202641686677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_2442,-0.4115598497465197,2.927388872689308,,,,,,,,,,,0.4477129424758165,4.018831166445185,,,-0.44019452763343303,1.9732960635767347,,,,,-0.8205810402561522,1.494280017328331,,,0.8716119696131912,4.075436649462663,,
PP_2449,0.23122768295342064,1.5559758644199488,,,,,,,0.9431725779260434,1.9362756910318635,,,0.7064805467838546,2.682215642601815,,,,,,,,,,,,,1.3918112352470138,1.6760222741687387,,
PP_2474,0.8664527678779224,1.593508506301449,0.8733338298644981,1.5921867979556112,,,,,0.8073333562064622,1.9852539817244683,,,0.5049045690252599,2.0629122998639646,0.79980807942746,2.584854004684021,,,-2.9631090693360322,6.202176594652226,1.1607918304714464,1.7458330887864508,,,,,,,,
PP_2528,1.0257223890509737,5.893287223739148,1.259564800895878,3.456208711546243,0.6223526592006905,5.431487631877057,,,,,-0.2824300714617511,1.6028258560328323,,,,,-0.8117986508945997,1.6218592974419501,-1.681655781051166,2.131736233560574,,,,,,,,,-1.751658499685819,2.026662136423735
PP_2536,1.1346073255165037,4.577754187223448,1.7279241409928692,2.069177358133804,,,-1.4786372226899092,5.2800717410060996,,,-0.8961103004283344,1.5001388450997835,0.33680549262155135,1.470762108059744,,,,,,,,,-1.4494676136191342,3.5132809934421516,,,,,-1.5430133465354576,5.260041998097564
PP_2662,-5.676844887975603,3.601581550531064,-6.083649223657738,3.622434837301349,,,0.8119230610004994,2.3208023193997684,,,1.644375988837624,2.432425373068901,,,,,,,-3.7587927990229977,3.35859699736696,-6.33672454006087,3.6327231122407446,0.948147671616647,2.597851668601065,-5.780522831004546,3.6074757728578533,-5.822823305784113,3.6097580529020905,1.0820407068785265,3.3087068517163787
PP_2663,-5.4365131049859,5.784603781077585,-5.683377202080358,5.817650535180166,0.9538652442245794,3.911560061677402,0.6741390696914882,3.325859233205302,0.8563093633806994,4.782018277756896,1.114278505560896,6.489841714735588,1.796914462452642,7.425478371112316,,,,,0.8802691865664801,4.989167573428833,-5.936453655915287,5.841595351493044,1.026272790610716,5.755584185009613,-3.170198153404074,5.290901753735674,-2.379151470277529,4.778097615121742,0.6791177124101903,2.9775695700780913
PP_2664,-3.7576630983899055,4.336990224865017,-4.164465820835464,4.435008423110232,0.8235057396280479,1.4649322826866837,,,,,,,2.5660041777961164,3.7469706481631735,,,,,,,-4.417542957129508,4.474117724317437,1.450738455873348,7.923124051504189,-4.3352708860327756,4.462166800932058,-2.3388245512268053,3.4135540468719703,,
PP_2666,-3.49479563460239,6.104022138965882,-5.4674101843987035,7.672050308071169,1.0611381965391913,1.7710017063868166,0.8581911642392326,1.3121119239050054,0.8220561094928878,6.201633095449174,1.0052826605696683,3.076267262438065,1.1070806998793135,3.9558619523588234,-1.4151619081217868,4.349527605585336,,,,,-1.184324073824418,2.4479411983700334,,,-1.295663048436733,4.14186372416372,-4.943550149445097,7.56591547157794,-0.4700499617186736,1.8135653481052925
PP_2668,-5.363619856281596,5.563852088227823,-5.770424974861286,5.605558396043093,0.5486855477698359,2.0300258241417004,0.6863566336021075,2.927552532115669,0.6931724628487212,1.4145112979043344,0.9858986444371116,3.960839102016171,,,-2.416999727054653,2.184440053867592,,,-1.4430825526714948,3.0965957358882448,-2.393512520081026,1.8883781346957165,,,-4.664502515610297,5.486101965846489,-5.246564939907681,5.553951805033087,,
PP_2669,-3.145313571209205,4.483631494372207,-3.5521179068913393,4.592663694792143,,,1.5507854109587658,3.2712027296317094,,,,,1.360976458502805,5.402138194277976,,,,,,,-2.5000101537992974,3.2170634418701702,,,-2.013838697161368,2.268860068420533,-3.372433297832573,4.579056036829599,,
PP_2673,-3.5769101534474466,2.8640408650580524,-3.9837152720271374,2.934719190510638,-2.539259848819336,2.5174876691947565,,,-2.5727589466198175,2.5301854241994453,-2.070403997603098,2.2510028736452257,-2.991440424424589,2.6362191522743146,-3.755326345882569,2.884426519439881,-1.802323086143186,1.6660861070244966,-2.0814855544208233,2.225881158916858,-4.236832645002318,2.9668160511328794,-3.1976213827077316,2.7223959037890086,,,-2.722889354153513,2.5881297177164835,,
PP_2677,-2.7253247117916857,2.227901623650768,-3.1321298303713765,2.3166703354235505,3.1576927262293086,3.580665875664414,3.0982039308820335,1.6366880169304034,,,,,3.8256666091190565,3.71068271208305,,,,,3.230143826521791,1.8288352127274337,-3.385247203346557,2.349393750396828,3.553366483866156,2.193043049753091,-2.5659684710638873,2.167171737763113,-2.6082697954177707,2.1763300193865445,,
