Protein.Group,PP_0368_log2_FC,PP_0437_log2_FC,PP_0528_log2_FC,PP_0751_log2_FC,PP_0812_log2_FC,PP_0813_log2_FC,PP_0814_log2_FC,PP_0815_log2_FC,PP_1317_log2_FC,PP_1506_log2_FC,PP_2136_log2_FC,PP_4120_log2_FC,PP_4189_log2_FC,PP_4191_log2_FC,PP_4192_log2_FC
ubiD,-0.4749524150781428,,-1.2310573741690016,,,,,,,,-0.3962019950174862,,0.6963181049863747,,0.5420448363772318
ubiE,,0.19674936606178112,-0.8082896602091018,,0.3934499261631122,,0.44439326358308756,,0.37658895229478084,,,,,,
ubiG,,,-0.9540268406761948,,0.38725403433254635,,0.335257318182563,,-0.3657227633136476,,,,,-0.22116715508296406,
ubiH,,,-3.5572827301049537,-4.172829078707385,,,,,,,,-1.8005977647073212,-2.0538513368257387,,-4.375930093678981
visC,,,-1.9243183453183932,,,,,-2.5411004007070654,,-1.0191946537744272,,-2.452142233486264,-2.404941580624133,,-1.6710286055737458
