Protein.Group,Group_with_PP_0815_Mean,Group_without_PP_0815_Mean,T-Statistic,P-Value
PP_5141,0.00856781646031746,0.010295191596760444,-5.160299286560587,3.478254873174993e-07
PP_5139,0.006430804378306877,0.0034221484049445873,11.473851074097176,2.278105928895464e-27
PP_5133,0.0015358399607843137,0.0021870327860962564,-3.244681629749639,0.0018245710531333945
PP_5132,0.006846636959770113,0.004093685382235529,8.635952534938687,1.1146512643449422e-15
PP_5128,0.10389971845767196,0.1078865385882353,-3.285739322530561,0.001067758195195014
PP_5127,0.038250029148148144,0.029200289388746803,8.614084957941893,1.1863249189209376e-16
PP_5126,0.005094957933333333,0.00431889643153527,3.0727641889130743,0.002690673517257651
PP_5125,0.010858592050179212,0.006656997994462901,9.797924659919268,2.6484303452053943e-20
PP_5123,0.051724378817460316,0.05042758227791986,1.6273206549380155,0.10417566804521201
PP_5120,0.011577771386243385,0.006916877363171356,14.91450301766004,6.291549791112427e-44
PP_5118,0.0584752209973545,0.0509642432975277,9.369762097141468,1.369336010631562e-19
PP_5114,0.006737436303030305,0.007168066414215687,-1.0036326524435408,0.3165981324926734
PP_5113,0.006913693437308869,0.0037278359643545277,10.188675951702486,8.55716567539615e-22
PP_5112,0.019637490452380956,0.01349301965302643,14.56717337527533,1.6727991772060049e-40
PP_5111,0.049360656293650794,0.04285282775532822,5.570558798437875,3.491734391408219e-08
PP_5110,0.015180202513227516,0.011743683834612105,6.946495648226401,1.0505492347573826e-11
PP_5109,0.006725554323717948,0.00745590879297246,-2.0890572141908126,0.03729634785749232
PP_5104,0.03137024323015873,0.031507785277067345,-0.27686154590042883,0.7819818082771177
PP_5103,0.014590267907407408,0.015604502222506396,-3.0836928088834004,0.002140733950860853
PP_5101,0.0030944998717948717,0.002186831729809104,3.5845009503362513,0.00045406751792295984
PP_5099,0.013432626990740739,0.008799889439537328,6.883620721322969,3.721417403706652e-11
PP_5098,0.014427712971962617,0.012748896341549295,2.796056242609852,0.0053539491634683
PP_5097,0.014963292954954953,0.012738527625329815,4.174678108273138,3.916922150959628e-05
PP_5095,0.05854786153968254,0.04425001528900256,15.238158997378969,5.4179669821692975e-43
PP_5094,0.006788139678362574,0.004408315844311377,7.830269884711861,1.6130508890549433e-13
PP_5090,0.0123167279235474,0.006580203326589595,15.352160880951374,3.060257213779036e-43
PP_5089,0.08365041752380953,0.07070619531969309,13.508603815882449,6.283750156772073e-36
PP_5088,0.0018239960784313725,0.001072783813596491,2.5512456376768586,0.013336821107321496
PP_5085,0.3219252191851852,0.28577646112020455,9.300058664697819,3.7439877269182655e-19
PP_5084,0.013395016407407407,0.013610282064791132,-0.6060611970932686,0.5447116164009134
PP_5079,0.010050821590643277,0.006698568499001996,6.73073091054008,1.4115054257257397e-10
PP_5078,0.03479220634920635,0.03484032758908781,-0.09302646764043555,0.9259129733127964
PP_5077,0.03273039850793651,0.03915109506649617,-8.256949265961005,9.999194244068578e-16
PP_5076,0.1006333328148148,0.09638723491219096,2.4354655318661504,0.015169767677259001
PP_5075,0.041048698349206346,0.04757757047911338,-9.74565631287828,1.6322931360002811e-21
PP_5074,0.0344931873941799,0.03108415977067349,4.286190557070037,2.190776011420548e-05
PP_5070,0.003975693256410256,0.0017210487321428572,9.455815882109547,1.2138317896305864e-16
PP_5069,0.013894524774774776,0.010362967509234829,8.222363542231708,5.2719189728840195e-15
PP_5068,0.009129717688073394,0.0047453882177263965,7.391112095210557,8.978842171938601e-13
PP_5067,0.002547294284946236,0.0022039625562310034,2.101310777266015,0.03609333460659296
PP_5064,0.02030131466137566,0.02023135472804774,0.14088191259636054,0.8880010855620317
PP_5063,0.020284368711640213,0.016918208381074166,5.62050441966681,2.7061893318408092e-08
PP_5058,0.04360744299206349,0.03840738024893436,7.193572405996635,2.1268115168254756e-12
PP_5057,0.010370987729885059,0.008181738239520958,1.710874315230483,0.08858347342599807
PP_5056,0.057127650846560844,0.05276494671781757,6.292465136193553,5.201782100975472e-10
PP_5055,0.031038072359788362,0.034952738916453535,-7.382416662961298,3.870503878562155e-13
PP_5053,0.11810903546560846,0.1225262259147485,-3.38695901391793,0.0007437728457702869
PP_5048,0.0595234473941799,0.05552326610741688,4.790655689306183,2.104410492922926e-06
PP_5047,0.022160375624338625,0.02727925804688832,-7.5048980795922615,1.504900682915851e-13
PP_5046,0.37561737065343914,0.41162458389769824,-3.868440929578461,0.00011431954348666945
PP_5045,0.006747032396396397,0.007220111555848724,-1.543628671671451,0.12377559538618055
PP_5044,0.1431784202962963,0.1651279327877238,-10.091575002327586,2.9481590971424775e-22
PP_5041,0.06796754766666667,0.04547915789002557,13.320432602732796,1.1791554374662073e-34
PP_5040,0.052502775801587305,0.06341256271867007,-12.063415295343859,2.709746820945881e-30
PP_5039,0.010721984373015872,0.010576349132139812,0.5079289955898946,0.6116907325786222
PP_5035,0.012250870470948012,0.007218413342003853,11.065190827768168,4.332305740967402e-25
PP_5032,0.012880766588235292,0.004759820490322581,7.559558542437754,2.6785115268172344e-10
PP_5028,0.019641716806878307,0.019964841917306055,-0.594105502516346,0.5526284239012226
PP_5026,0.030947785976190478,0.03449845708354646,-5.996878525072907,3.0645756395694543e-09
PP_5025,0.010959230256613755,0.010325165865302643,1.720998100112711,0.08581692512065515
PP_5024,0.03664735355291005,0.03868434601193521,-1.855191619262201,0.06407462520779193
PP_5023,0.0060908848015873,0.006587261303495311,-2.494464887528985,0.012871979166294638
PP_5020,0.01684802774338624,0.011641840493606139,8.86786473919888,1.5914385435678118e-17
PP_5019,0.003175480333333333,0.002501789760191847,0.9203566197427338,0.45151585581488757
PP_5015,0.005157092991452991,0.004161203133928572,2.259949196096732,0.025369256645940023
PP_5014,0.020928885537037034,0.021238075334185844,-0.8115595722954528,0.41737996197000127
PP_5012,0.006073316544715448,0.003144887184149184,4.772516609568736,4.53275987812957e-06
PP_5011,0.04363822101851851,0.030331091182438194,10.581852748200397,1.6819639243286075e-23
PP_5008,0.004805722144927536,0.002994486366852887,1.3620545487433013,0.17731581104916588
PP_5007,0.05225249811375661,0.040884013382779194,13.215378657706342,6.301741458340296e-35
PP_5002,0.005449579666666667,0.004164425405275779,0.5146163573529844,0.657800637303416
PP_5001,0.192678034037037,0.1821810428354646,4.559437375808371,6.114918768740206e-06
PP_5000,0.07498217684391534,0.07898352803580562,-2.816549980004351,0.004989996837519663
PP_4999,0.049894320835978834,0.042315535079283886,9.976195732330341,1.2675654537379268e-21
PP_4998,0.043741342177248684,0.04481483870417732,-1.4285446499871266,0.15370487999659976
PP_4997,0.046454466576719575,0.040430376036658146,7.290821479504777,1.0111666370470076e-12
PP_4994,0.001037955,0.001208610143884892,-1.468656062962313,0.24114121471996475
PP_4993,0.02768711497354497,0.02927469020119352,-2.6691826774565075,0.007805482346770087
PP_4991,0.021468538756613757,0.018570123564364875,4.337177566536051,1.6740996689227135e-05
PP_4989,0.008568485203065135,0.007486891229847494,2.013317388717114,0.04481863528758048
PP_4988,0.005541011246031746,0.003849800970161978,5.400032618279821,1.0463955977743399e-07
PP_4987,0.006993811758409787,0.005157477619460501,5.165276284354854,3.518270115464612e-07
PP_4985,0.0017393836666666665,0.0018997166815920398,-0.2988889150278965,0.7724260781516943
PP_4984,0.01253319416931217,0.009101305461210572,7.610469596020868,1.3058952110334404e-13
PP_4983,0.006309112128654971,0.003946043307385229,6.43949357897561,7.92569644235809e-10
PP_4981,0.03538824701851852,0.03223472808269395,1.6336491722913087,0.10289518759477909
PP_4980,0.052452788052910045,0.057851760439045184,-4.726340395604753,2.833238118854886e-06
PP_4977,0.017902043015873014,0.014974817456947996,4.846353910284012,1.6651644032724063e-06
PP_4975,0.05475128138888889,0.06658686740750214,-4.2076879337548485,2.914388521989842e-05
PP_4969,0.021690787806878303,0.015247146435635123,6.41109664001462,2.8121850743235964e-10
PP_4967,0.09074764633068784,0.071550029485081,11.424325387337705,1.6811557350925867e-27
PP_4965,0.13642326432010585,0.12349868587127025,10.779812642501456,1.7128593188025466e-25
PP_4964,0.007890313086206897,0.006692189949227374,3.871042304826381,0.00013885838603794692
PP_4963,0.1252274291375661,0.11608209610912192,5.505155487315748,5.125976577311879e-08
PP_4960,0.15780172184126984,0.17148894478601875,-5.432586651910398,7.483659008443807e-08
PP_4959,0.008544890314814816,0.0038022469846547323,10.68467209685357,6.945002718149498e-24
PP_4954,0.006580696537634409,0.0038336787087486163,5.324141362351398,1.8789136570891173e-07
PP_4952,0.013047916211640214,0.012125894661551577,2.2271926048635415,0.02627442523546466
PP_4950,0.01628917824074074,0.012722394933503836,12.013059448391118,4.390089201171544e-30
PP_4949,0.008941353594594593,0.006091130879507476,6.22996347250282,1.7988894471717895e-09
PP_4947,0.03264753996296296,0.027182232687127023,5.38248515163074,1.1437547352964656e-07
PP_4946,,0.0007496015364583334,,
PP_4945,0.005919891119047619,0.005270072334185848,2.7976085245684748,0.005326306588343983
PP_4944,0.03581819348412698,0.036409005557544755,-0.4748859122967441,0.6350278079390095
PP_4943,0.006513037660550458,0.00489963982177264,5.846585576650849,9.745614278460737e-09
PP_4942,,0.003303835927083333,,
PP_4941,0.0011907983333333332,0.001431673096573209,-0.4273967099835738,0.7096358390329688
PP_4940,0.006166206274853801,0.007777428805389223,-4.985907201893086,1.2118443993081165e-06
PP_4939,0.011639364333333332,0.01300245073582296,-3.8627015684538097,0.0001545017096553706
PP_4938,0.005778975843915344,0.005279764249786871,1.2217707521898837,0.2222323790500482
PP_4937,0.01779937147089947,0.014638629647058822,7.218446146457528,1.8115261050743468e-12
PP_4935,0.009326876380952382,0.009165765908780904,0.5667796241367888,0.571073272856695
PP_4934,0.03497857897883598,0.03673111870929241,-2.6961986398832285,0.0071574906522414335
PP_4932,0.007252526773809524,0.004652286325611326,4.858188005628964,2.44408681772888e-06
PP_4931,0.029532557460317462,0.02099338038107417,8.483986071241251,2.2006613081154403e-16
PP_4928,0.005537851995495495,0.005314785363236587,1.0162685325757095,0.3102998108444023
PP_4923,0.018237149208994708,0.009503036864450129,10.307535993055952,8.782593638009441e-23
PP_4922,0.06294582813756615,0.05621992064791133,6.5186448472920935,1.452070337935307e-10
PP_4919,0.025875708066137565,0.022024821131287297,6.86545229018115,1.5834865038472144e-11
PP_4916,0.003166792789473684,0.002516746309381238,3.1430172211769447,0.001928289549134082
PP_4915,0.014116962873015875,0.013493958759590792,2.103479801588343,0.03587038243289438
PP_4912,0.022830131740740743,0.020546601834612106,4.050454878490507,5.817881515440516e-05
PP_4911,0.014692620775132276,0.015090526386189261,-0.5998676821172946,0.548860861012671
PP_4910,0.013195511137566134,0.01278821958908781,1.0839962800763907,0.278795268140433
PP_4909,0.05077199053439153,0.05933643927536233,-10.278742353382347,1.6907316202118147e-23
PP_4908,0.015349504711711712,0.012792522120492525,4.180128326286905,3.870612052634332e-05
PP_4907,0.03155389505555555,0.025546398396419437,8.531131604556816,1.7456252916129485e-16
PP_4906,0.004664346404761905,0.0034572448857630006,5.063650453409176,5.79638351153512e-07
PP_4905,0.01146893074404762,0.008729489846846846,4.338012340546399,2.2144609026443294e-05
PP_4904,0.00857303144973545,0.007644422968456947,3.9922178549932568,7.397462185574449e-05
PP_4903,0.014913189843915342,0.011494582056265986,7.450710959002481,3.906264417330811e-13
PP_4902,0.010020652407407408,0.00939649620630861,1.470693228677477,0.14187341666535128
PP_4899,,0.0013784550104166664,,
PP_4898,0.03189328779365079,0.02861928636146633,5.026419298197968,6.565145872075997e-07
PP_4897,0.0011297606078431372,0.0015608674385964914,-2.0441606292898347,0.044396062547290144
PP_4896,0.003740542267399267,0.002731625334745763,4.492246397184685,9.26488855489946e-06
PP_4895,0.01096928811111111,0.00679222358226769,11.92098680889643,4.370535458499862e-29
PP_4894,0.10677078268253969,0.1179721433265132,-4.220689662714932,2.7645294712862195e-05
PP_4893,0.02483755858730159,0.02694379251065644,-4.073203162564238,5.1792964100088454e-05
PP_4892,0.07101764231216931,0.06956279057971015,1.0307880860376295,0.30313554847817137
PP_4891,0.09967031345238095,0.08185728954049445,14.284497849049602,4.20268577750383e-39
PP_4890,0.080224427494709,0.07918065809462915,0.7402230822914947,0.45946420369341456
PP_4889,0.23254174440476189,0.21380191498465473,5.591022018000457,3.457668046414894e-08
PP_4888,0.03930849283068783,0.028466702277067345,4.694935330471001,3.292375237768519e-06
PP_4881,0.02978297028571428,0.029905735552429667,-0.1966116266137714,0.844196167249779
PP_4880,0.06672768801058201,0.05067982267860188,12.373185142540029,3.123296575529922e-31
PP_4879,0.027660386042328042,0.023733921338448427,6.629054134500069,8.602482603085668e-11
PP_4877,0.2848776723756613,0.3268729641466325,-7.567579092563412,1.360322926052996e-13
PP_4876,0.221878147473545,0.3087804976598465,-13.625475754867578,2.37366046626691e-38
PP_4874,0.33436395086772486,0.3868218870179028,-9.820308629697223,2.1843390485481293e-21
PP_4873,0.011769233571865443,0.00925591626300578,5.03394863204163,6.807067612696336e-07
PP_4871,0.010118157333333334,0.0031462121713395634,1.7613962773037888,0.2191670716019652
PP_4870,0.05033844152645503,0.04574124077834612,2.728200476561198,0.006556605826592318
PP_4869,0.11757757820105821,0.09850423820460358,8.860121303139051,1.296896598914268e-17
PP_4868,0.010098526065040652,0.006742161724336794,7.564146144611222,4.027453719005419e-12
PP_4867,0.14114646893650792,0.1376656267041773,1.2935844576538842,0.19622752920308614
PP_4864,0.008821600905198776,0.006178090481695568,5.071449369405726,6.103223171820839e-07
PP_4863,0.012189101896825394,0.009850316662404093,5.535243111425998,4.644291030561793e-08
PP_4862,0.033016853547619046,0.0292451581543052,6.905119418944515,1.1837277790584232e-11
PP_4860,0.003866640049382716,0.002899107341414142,2.9156123422135622,0.0038760670280117864
PP_4857,0.0030029243157894737,0.002236448462075848,3.7998533743891363,0.0001836568390238404
PP_4856,0.007102612848484849,0.009343973482993198,-5.740382471218083,1.320930656142945e-08
PP_4849,0.0003560382222222222,0.0014447158706467663,-11.405211894041187,1.4918563111951412e-13
PP_4848,0.031104850706349205,0.029193115872975274,2.835271017222909,0.004754209311674184
PP_4846,0.012194461284552845,0.007375609287878788,8.041198886640245,2.1960246606078318e-13
