gene_id
Q88JG3
Q88RJ9
Q88CB4
Q88PY7
Q88E52
Q88IQ5
Q88LN0
Q88HP1
Q88E49
Q88D45
Q88EE4
Q88DP4
Q88NM0
Q88M34
Q88DJ5
Q88PB6
Q88JJ7
Q88N53
Q88DC8
Q88C54
Q88DK4
Q88KS3
Q88QU5
Q88LC8
Q88M09
Q88CC9
Q88MZ0
Q88GT8
Q88RC9
Q88RN5
Q88IV6
Q88LW9
Q88NL6
Q88MQ2
Q88DZ6
Q88H61
Q88CW0
Q88F81
Q88M01
Q88KC9
Q88MB9
Q88E48
Q88CL6
Q88LC9
Q88HC7
Q88L41
Q88IC8
Q88QC4
Q88I56
Q88M19
Q88CK5
Q88DC1
Q88RI5
Q88K21
Q88EC4
Q88JY8
Q88CE9
Q88P27
Q88MQ0
Q88L37
Q88DB9
Q88EY6
Q88ME0
P0A167
Q88CW3
Q88PD1
Q88JX1
Q88DC4
Q88KW4
Q877U6
Q88KB0
O85207
Q88CU6
P61113
Q88D40
Q88NI7
P0A130
Q88FW0
Q88RS1
Q88MS6
Q88N16
Q88DK6
Q88KT1
Q88HW7
Q88MC3
Q88PV6
Q88C51
Q88DI0
Q88DW4
Q88E51
Q88EF7
Q88HQ9
Q88NS3
Q88KA9
Q88KQ8
Q88PS1
Q88EB2
Q88NF9
Q88NM1
Q88RN8
Q88M79
Q88FI4
Q88DW6
Q88KN3
Q88Q44
Q88D80
Q88K69
Q88EX1
Q88LF0
Q88KS4
Q88RB8
Q88C90
Q88QY0
Q88I67
Q88LM1
Q88DQ3
Q88HB9
Q88P96
Q88IA6
Q88CK6
Q88CI9
Q88R38
Q88PU9
Q88QB4
Q88KT0
Q88HR2
Q88HH4
Q88P97
Q88MR5
Q88KY4
Q88P86
Q88KS5
Q88JS9
Q88PS5
Q88EJ2
Q88PG3
Q88PQ1
Q88EZ4
Q88KY5
Q88MI2
Q88CC3
Q88CE7
Q88D37
Q88QD0
Q88EA3
Q88PF7
Q88DF5
Q88E25
Q88LM8
Q88I66
Q88BY7
Q88GG3
Q88KP1
Q88QB3
Q88HH5
Q88R35
Q88N18
Q88EY5
Q88H65
Q88LX2
Q88L40
Q88CH9
Q88RL3
Q88M18
Q88MG0
Q88M88
Q88RB9
Q88EI5
Q88E11
Q88HF7
Q88NX5
Q88KI3
Q88NF0
Q88QF1
Q88FT9
Q88NC0
Q88E84
Q88QI1
Q88LB1
Q88N76
Q88CY8
Q88CU3
Q88NK5
Q88RG4
Q88R71
Q88PV4
Q88F46
Q88NW8
Q88F41
Q88CN9
Q88KI5
Q88MS0
Q88RV9
