,line_name,pp_mean,pp_std,number_of_grna,in_expt,to_rec
0,PP_0368_PP_0751_PP_0812_PP_0815,604.5608262276116,57.238152218583636,4,0,1
1,PP_0368_PP_0812_PP_0815_PP_1769,603.7592342297526,57.06416754233702,4,0,1
2,PP_0368_PP_0812_PP_0813_PP_0815,603.1824408093768,57.152095101704944,4,0,1
3,PP_0751_PP_0812_PP_0813_PP_0815,603.0052910123292,57.17063879170396,4,0,1
4,PP_0368_PP_0812_PP_0815_PP_2136,602.5870953284838,57.22908758189384,4,0,1
5,PP_0751_PP_0812_PP_0815,602.154143409128,57.114360983496304,3,0,1
6,PP_0812_PP_0814_PP_0815,596.2145106703738,57.0999155446172,3,0,1
7,PP_0812_PP_0815_PP_4189,594.3514603581806,57.090725399832245,3,0,1
8,PP_0368_PP_0751_PP_0815,589.999060390592,57.13120032163007,3,0,1
9,PP_0751_PP_0813_PP_0815,589.68885130963,57.07362527770876,3,0,1
10,PP_0368_PP_0813_PP_0815,588.7158633430059,57.08263406455119,3,0,1
11,PP_0812_PP_0815_PP_2136,587.746715391559,57.146679100701206,3,0,1
12,PP_0751_PP_0814_PP_0815,587.1922147815447,57.110153331466286,3,0,1
13,PP_0368_PP_0814_PP_0815,586.4770570509575,57.06071969154711,3,0,1
14,PP_0814_PP_0815_PP_1769,585.0926333042044,57.028207835890015,3,0,1
15,PP_0751_PP_0815_PP_4189,583.9186534041535,57.1154965348725,3,0,1
16,PP_0814_PP_0815_PP_1506,583.6628543687692,57.24734277075478,3,0,1
17,PP_0813_PP_0814_PP_0815,583.2425243085895,57.072886571019296,3,0,1
18,PP_0814_PP_0815_PP_2136,582.981716609751,57.127705458037305,3,0,1
19,PP_0368_PP_0815_PP_4189,582.4721192750056,57.09967489932058,3,0,1
20,PP_0815_PP_2136,547.4103602722822,57.1531033739251,2,0,1
21,PP_0437_PP_0815,539.0989956460152,57.25090641554133,2,0,1
22,PP_0815_PP_4191,527.0212543766548,57.22151449442191,2,0,1
23,PP_0368_PP_0751_PP_0812,398.51361720396903,56.99251005154551,3,0,1
24,PP_0368_PP_0812_PP_4189,397.1629389999392,56.99332900540307,3,0,1
25,PP_0812_PP_0813_PP_4189,396.4703275980992,56.99781827857233,3,0,1
26,PP_0751_PP_0812_PP_0813,395.58661717907404,57.12518327330778,3,0,1
27,PP_0368_PP_0812_PP_2136,394.58100342859655,57.01830845348405,3,0,1
28,PP_0751_PP_0812_PP_4189,393.907344544836,57.03643686878,3,0,1
29,PP_0368_PP_0812_PP_0814,392.7334500327648,57.006098361492,3,0,1
30,PP_0368_PP_0812_PP_1317,391.9735146539987,57.063918192669355,3,0,1
31,PP_0812_PP_0813_PP_0814,391.82886773868563,57.00008801012957,3,0,1
32,PP_0368_PP_0528_PP_0812,391.02092968112294,57.0255499286889,3,0,1
33,PP_0812_PP_0813_PP_1317,390.20704420205254,57.1616665697522,3,0,1
34,PP_0368_PP_0813_PP_4189,368.49059449327734,56.9972632002603,3,0,1
35,PP_0368_PP_0751_PP_0813,367.97130159930754,56.9921583373277,3,0,1
36,PP_0368_PP_0751_PP_4189,367.83220741487247,57.004944689659034,3,0,1
37,PP_0751_PP_0814_PP_4189,365.70667208940506,56.99810833115437,3,0,1
38,PP_0368_PP_0437,323.23453049985386,56.983767695013505,2,0,1
39,PP_0751_PP_1317,315.8995665973698,57.10494077847941,2,0,1
40,PP_0812_PP_0813,310.0637870161557,57.08998411429196,2,0,1
41,PP_0751_PP_0812,308.83091969483974,57.03637825838909,2,0,1
42,PP_0813_PP_1317,303.29966553596455,57.079011817877245,2,0,1
43,PP_0437_PP_0812,298.91812508775996,57.042060623651665,2,0,1
44,PP_0528_PP_0812,298.38555796827166,57.0384823145019,2,0,1
45,PP_0812_PP_2136,297.95619522951387,57.04429691339482,2,0,1
46,PP_0528_PP_0751,296.36995755224046,57.08421953051793,2,0,1
47,PP_0751_PP_2136,296.20555229429243,57.08938740602832,2,0,1
48,PP_0437_PP_0751,295.97218387047224,57.11150560755524,2,0,1
49,PP_0751_PP_4191,295.3618044602551,57.12660493301709,2,0,1
50,PP_0528_PP_1317,295.0508607393845,57.08129971817101,2,0,1
51,PP_0751_PP_4192,294.68531235573477,57.077563850117784,2,0,1
52,PP_0813_PP_2136,294.63917290761106,57.060454417957146,2,0,1
53,PP_0812_PP_4191,294.05802356470747,57.05680691857905,2,0,1
54,PP_0751_PP_1506,294.0225586700032,57.113131972219065,2,0,1
55,PP_0751_PP_4120,292.94318667673394,57.15499549177821,2,0,1
56,PP_1317_PP_4191,292.62737182323775,57.12627528437167,2,0,1
57,PP_0528_PP_0813,291.3785873624386,57.061360900739686,2,0,1
58,PP_0437_PP_0813,291.06168898924494,57.05537234070798,2,0,1
59,PP_0751_PP_1769,290.5324792469686,57.15525449230446,2,0,1
