,line_name,pp_mean,pp_std,number_of_grna,in_expt,to_rec
0,PP_0751_PP_0814_PP_1506,419.29241836092,43.057640312127475,3,0,1
1,PP_0751_PP_0814_PP_4120,419.29241836092,43.057640312127475,3,0,1
2,PP_0751_PP_0814_PP_1506_PP_4120,418.36969166027814,43.09121982293503,4,0,1
3,PP_0751_PP_0814_PP_1506_PP_1769,418.36969166027814,43.09121982293503,4,0,1
4,PP_0751_PP_0814_PP_1769_PP_4120,418.36969166027814,43.09121982293503,4,0,1
5,PP_0751_PP_0814_PP_4192,416.95833510406345,43.83166082694385,3,0,1
6,PP_0751_PP_0814_PP_1769_PP_4192,416.9156688683586,43.8368281338892,4,0,1
7,PP_0751_PP_0814_PP_4120_PP_4192,416.9156688683586,43.8368281338892,4,0,1
8,PP_0751_PP_0814_PP_4189,412.7331120008452,43.344850143985944,3,0,1
9,PP_0368_PP_0751_PP_0814,412.6420524716107,44.219554911536434,3,0,1
10,PP_0528_PP_0751_PP_0814,412.44541623082847,43.35852604555474,3,0,1
11,PP_0751_PP_0814_PP_2136,411.9652120713125,43.403674617384,3,0,1
12,PP_0751_PP_0813_PP_0814,410.3567501752803,43.453418434162884,3,0,1
13,PP_0751_PP_0814_PP_4191,409.4403341080991,43.762915988643094,3,0,1
14,PP_0751_PP_0812_PP_0814,400.22573450227094,43.4715832591489,3,0,1
15,PP_0368_PP_0815_PP_1317,380.1305466714567,43.43574762729452,3,0,1
16,PP_0815_PP_1317_PP_1769,377.7458348064663,42.9225535786033,3,0,1
17,PP_0815_PP_1317_PP_1506,377.7458348064663,42.9225535786033,3,0,1
18,PP_0815_PP_1317_PP_4120,377.7458348064663,42.9225535786033,3,0,1
19,PP_0815_PP_1317_PP_4192,374.0192166620543,43.1870333934377,3,0,1
20,PP_0368_PP_0812_PP_0815,372.0395644386194,43.639968193126904,3,0,1
21,PP_0437_PP_0815_PP_1317,370.1839200536558,43.32513627449162,3,0,1
22,PP_0815_PP_1317_PP_2136,368.83940079114234,43.69896138519991,3,0,1
23,PP_0812_PP_0813_PP_0815,364.48225121057425,43.11313569501664,3,0,1
24,PP_0528_PP_0812_PP_0815,363.86587677991065,43.017629109324815,3,0,1
25,PP_0368_PP_0812_PP_4120,361.7679892384232,42.90222502337798,3,0,1
26,PP_0368_PP_0812_PP_1506,361.7679892384232,42.90222502337798,3,0,1
27,PP_0368_PP_0812_PP_1769,361.7679892384232,42.90222502337798,3,0,1
28,PP_0368_PP_0812_PP_4192,361.098306743217,43.11891233494964,3,0,1
29,PP_0368_PP_0812_PP_0813,360.68652426978934,43.02901127649806,3,0,1
30,PP_0368_PP_0437_PP_0812,359.43087757781745,43.04880845887815,3,0,1
31,PP_0528_PP_0815,353.9005237558523,42.92484374105226,2,0,1
32,PP_0813_PP_0815,347.5833874359523,42.92290715721429,2,0,1
33,PP_0368_PP_0815,345.35445146174305,43.35063254378049,2,0,1
34,PP_0751_PP_0815,343.66093783316796,42.94896021962915,2,0,1
35,PP_0814_PP_0815,340.7934199537993,42.89925267053146,2,0,1
36,PP_0368_PP_4189_PP_4192,340.29911662416134,43.385022976389244,3,0,1
37,PP_0815_PP_4120,338.1017295825808,42.921945660684024,2,0,1
38,PP_0815_PP_4189,337.4642427110553,43.20571017672006,2,0,1
39,PP_0368_PP_0814,335.3110558120407,43.82377925067342,2,0,1
40,PP_0368_PP_0751,333.4644235779641,43.23982057128588,2,0,1
41,PP_0368_PP_0528,328.7290155442374,43.27329331053407,2,0,1
42,PP_0368_PP_4191,328.0140680687363,42.987262902511446,2,0,1
43,PP_0814_PP_4192,322.62507409092194,43.31394600898732,2,0,1
44,PP_0528_PP_0814,321.1060892787346,43.32676309353647,2,0,1
45,PP_0814_PP_4189,319.85021403939226,43.543917598565415,2,0,1
46,PP_0813_PP_4189_PP_4192,316.8231750969727,42.92458296063673,3,0,1
47,PP_0814_PP_4191,316.67532499135007,43.15569494579611,2,0,1
48,PP_0814_PP_4120,314.0548077646886,43.4656701784748,2,0,1
49,PP_0814_PP_1769,314.0548077646886,43.4656701784748,2,0,1
50,PP_0814_PP_1506,314.0548077646886,43.4656701784748,2,0,1
51,PP_1506_PP_4189_PP_4192,314.00362170109247,42.91111717330109,3,0,1
52,PP_4120_PP_4189_PP_4192,314.00362170109247,42.91111717330109,3,0,1
53,PP_0813_PP_4189,293.9326293349736,43.018660499506716,2,0,1
54,PP_4189_PP_4191,287.9581712364889,43.11020119445148,2,0,1
55,PP_0528_PP_4189,286.38055938133834,43.454766180920444,2,0,1
56,PP_0814_PP_1317,283.24957271854294,43.237048429739424,2,0,1
57,PP_1506_PP_4189,283.03489566310907,43.2401395773074,2,0,1
58,PP_4120_PP_4189,283.03489566310907,43.2401395773074,2,0,1
59,PP_1317_PP_4189,249.09132230070358,44.55813251059415,2,0,1
