,line_name,pp_mean,pp_std,number_of_grna,in_expt,to_rec
15901,PP_0815_PP_1317_PP_4862,350.6714183729854,55.68141549507136,3,0,1
15903,PP_0815_PP_1317_PP_5288,349.65790731292395,55.58963760338449,3,0,1
15869,PP_0815_PP_1317_PP_1769,349.2705060302153,55.52747835818777,3,0,1
15899,PP_0815_PP_1317_PP_4678,348.4588024310892,55.492100597935206,3,0,1
228,PP_0528_PP_0813,348.45744621546953,55.224631577711776,2,0,1
264,PP_0528_PP_4191,347.6607457576333,55.441725859300625,2,0,1
6456,PP_0528_PP_0815_PP_1317,347.54841795433566,55.31200117289483,3,0,1
15893,PP_0815_PP_1317_PP_4192,346.30541107979116,55.41689680579398,3,0,1
241,PP_0528_PP_1769,345.37677524949567,55.06607746651447,2,0,1
15885,PP_0815_PP_1317_PP_4120,345.326270321284,55.36516529680894,3,0,1
15873,PP_0815_PP_1317_PP_2137,344.79556241354976,55.459840927743286,3,0,1
5078,PP_0437_PP_0815_PP_1317,344.21764765132195,55.2341173492904,3,0,1
15902,PP_0815_PP_1317_PP_5186,343.7336992973235,55.28672081879258,3,0,1
15863,PP_0815_PP_1317_PP_1319,343.273057249707,55.2922793042754,3,0,1
15898,PP_0815_PP_1317_PP_4667,343.0898985961673,55.318543684532145,3,0,1
7782,PP_0597_PP_0815_PP_1317,343.0719509028507,55.308081237006,3,0,1
15884,PP_0815_PP_1317_PP_4116,343.06185773437016,55.316648835161224,3,0,1
15821,PP_0815_PP_0999_PP_1317,342.9030835107096,55.32758191339151,3,0,1
257,PP_0528_PP_4120,342.7184079796012,54.94130184590604,2,0,1
263,PP_0528_PP_4189,342.37936350808127,55.530257665608,2,0,1
273,PP_0528_PP_4862,342.0377379214653,54.95052926748296,2,0,1
225,PP_0528_PP_0751,341.9698333172635,55.009237766256234,2,0,1
265,PP_0528_PP_4192,341.9044499713014,54.94422357946973,2,0,1
13667,PP_0813_PP_0815_PP_1317,341.86079498462055,55.41323563614118,3,0,1
118054,PP_0528_PP_0815_PP_1317_PP_1769,341.85033641135203,55.67586787514275,4,0,1
15872,PP_0815_PP_1317_PP_2136,341.1735499841541,55.2879557369442,3,0,1
3647,PP_0368_PP_0815_PP_1317,341.06060360382,55.2291915921088,3,0,1
118086,PP_0528_PP_0815_PP_1317_PP_4862,340.91292108050203,55.338166694846784,4,0,1
227,PP_0528_PP_0812,340.32521235761106,54.91245193166244,2,0,1
271,PP_0528_PP_4678,339.4207867434764,54.902742309567124,2,0,1
245,PP_0528_PP_2137,339.29135117973897,54.88813304696863,2,0,1
115,PP_0368_PP_0528,338.5314320057327,54.898956048387404,2,0,1
244,PP_0528_PP_2136,338.2199889679315,54.90350513612003,2,0,1
238,PP_0528_PP_1506,337.41109102746105,54.89292622109734,2,0,1
229,PP_0528_PP_0814,336.65365707674965,55.774041538861105,2,0,1
6394,PP_0528_PP_0813_PP_4189,336.046019747553,55.12975763547767,3,0,1
262,PP_0528_PP_4188,335.116576243151,54.89971094960738,2,0,1
607,PP_0814_PP_4191,318.07651159640665,55.871717039624365,2,0,1
13651,PP_0813_PP_0814_PP_4189,317.58173195228994,55.4993397286719,3,0,1
526,PP_0813_PP_0814,317.3400975595388,55.44616314517552,2,0,1
15665,PP_0814_PP_4189_PP_4862,316.33609300870967,55.28820045499963,3,0,1
232310,PP_0813_PP_0814_PP_4189_PP_4862,316.13701514428135,55.168557658509386,4,0,1
15676,PP_0814_PP_4191_PP_4862,315.7805939659613,55.31932830472683,3,0,1
606,PP_0814_PP_4189,315.7032789273723,55.4138269033844,2,0,1
14251,PP_0813_PP_2137_PP_4189,315.4684406915745,54.90250224322336,3,0,1
10220,PP_0751_PP_0813_PP_4189,315.37636966754127,54.92834387162485,3,0,1
13661,PP_0813_PP_0814_PP_4862,314.1430145477334,55.09907780234406,3,0,1
32557,PP_0226_PP_0437_PP_0751_PP_0813,313.87238865999575,54.80247076113093,4,0,1
32558,PP_0226_PP_0437_PP_0751_PP_0814,313.25986465013796,55.0797345061686,4,0,1
5016,PP_0437_PP_0813_PP_4189,313.01553763782766,54.81932611206919,3,0,1
14630,PP_0813_PP_4189_PP_4862,312.72053170738866,54.83359435186335,3,0,1
382,PP_0751_PP_0814,312.7102532921854,55.12864192494289,2,0,1
10276,PP_0751_PP_0814_PP_4862,312.6318738828237,54.95243442036961,3,0,1
88979,PP_0437_PP_0751_PP_0813_PP_4189,312.50035406381363,54.91302596544851,4,0,1
14622,PP_0813_PP_4189_PP_4192,312.20315024327755,54.83159305862183,3,0,1
89035,PP_0437_PP_0751_PP_0814_PP_4862,311.97790038942543,54.95436828260964,4,0,1
232312,PP_0813_PP_0814_PP_4189_PP_5288,311.6409491901178,55.02666335572857,4,0,1
32593,PP_0226_PP_0437_PP_0751_PP_4191,311.61417072536676,54.82713188004483,4,0,1
12524,PP_0812_PP_0813_PP_4189,311.2327071599521,54.804545617933094,3,0,1
262517,PP_0814_PP_4189_PP_4862_PP_5288,311.041110684095,54.98514389231121,4,0,1
