,true,pred,pred_cv,pred_cv_std
0,164.5141,184.75748390878562,313.46895188633374,75.80505313849731
1,144.896,184.75748390878562,313.46895188633374,75.80505313849731
2,141.962,184.75748390878562,313.46895188633374,75.80505313849731
3,147.3451,184.75748390878562,313.46895188633374,75.80505313849731
4,150.5033,184.75748390878562,313.46895188633374,75.80505313849731
5,162.2923,184.75748390878562,313.46895188633374,75.80505313849731
6,158.0239,184.75748390878562,313.46895188633374,75.80505313849731
7,155.3979,184.75748390878562,313.46895188633374,75.80505313849731
8,156.6703,184.75748390878562,313.46895188633374,75.80505313849731
9,141.6745,184.75748390878562,313.46895188633374,75.80505313849731
10,150.2075,184.75748390878562,313.46895188633374,75.80505313849731
11,164.3461,184.75748390878562,313.46895188633374,75.80505313849731
12,147.9302,184.75748390878562,313.46895188633374,75.80505313849731
13,163.1382,184.75748390878562,313.46895188633374,75.80505313849731
14,141.173,184.75748390878562,313.46895188633374,75.80505313849731
15,152.178,184.75748390878562,313.46895188633374,75.80505313849731
16,155.0741,184.75748390878562,313.46895188633374,75.80505313849731
17,153.6597,184.75748390878562,313.46895188633374,75.80505313849731
18,152.3662,184.75748390878562,313.46895188633374,75.80505313849731
19,157.6793,184.75748390878562,313.46895188633374,75.80505313849731
20,164.7045,184.75748390878562,313.46895188633374,75.80505313849731
21,174.2098,184.75748390878562,313.46895188633374,75.80505313849731
22,182.1113,184.75748390878562,313.46895188633374,75.80505313849731
23,158.9721,184.75748390878562,313.46895188633374,75.80505313849731
24,179.2152,184.75748390878562,313.46895188633374,75.80505313849731
25,158.8876,184.75748390878562,313.46895188633374,75.80505313849731
26,153.6483,184.75748390878562,313.46895188633374,75.80505313849731
27,169.5059,184.75748390878562,313.46895188633374,75.80505313849731
28,173.2518,184.75748390878562,313.46895188633374,75.80505313849731
29,160.1393,184.75748390878562,313.46895188633374,75.80505313849731
30,157.9641,184.75748390878562,313.46895188633374,75.80505313849731
31,151.6721,184.75748390878562,313.46895188633374,75.80505313849731
32,165.8016,184.75748390878562,313.46895188633374,75.80505313849731
33,166.3666,184.75748390878562,313.46895188633374,75.80505313849731
34,156.8139,184.75748390878562,313.46895188633374,75.80505313849731
35,160.7165,184.75748390878562,313.46895188633374,75.80505313849731
36,167.7428,184.75748390878562,313.46895188633374,75.80505313849731
37,152.3844,184.75748390878562,313.46895188633374,75.80505313849731
38,157.7208,184.75748390878562,313.46895188633374,75.80505313849731
39,132.5339,184.75748390878562,313.46895188633374,75.80505313849731
40,154.8127,184.75748390878562,313.46895188633374,75.80505313849731
41,152.7466,184.75748390878562,313.46895188633374,75.80505313849731
42,151.4252,184.75748390878562,313.46895188633374,75.80505313849731
43,173.3588,184.75748390878562,313.46895188633374,75.80505313849731
44,185.2032,184.75748390878562,313.46895188633374,75.80505313849731
45,182.0178,184.75748390878562,313.46895188633374,75.80505313849731
46,187.5493,184.75748390878562,313.46895188633374,75.80505313849731
47,186.3067,184.75748390878562,313.46895188633374,75.80505313849731
48,295.8036,281.1711672710725,304.492244147829,64.98537361537748
49,288.0453,281.1711672710725,304.492244147829,64.98537361537748
50,277.3986,281.1711672710725,304.492244147829,64.98537361537748
51,404.5795,365.7098991697124,313.1385012376046,77.4029375815793
52,376.8797,365.7098991697124,313.1385012376046,77.4029375815793
53,371.877,365.7098991697124,313.1385012376046,77.4029375815793
54,322.9961,402.504289823907,429.22759614275554,65.08306487343309
55,306.3925,402.504289823907,429.22759614275554,65.08306487343309
56,358.0415,402.504289823907,429.22759614275554,65.08306487343309
57,338.7219,367.5428836378591,348.0642469229395,76.21992417280869
58,328.277,367.5428836378591,348.0642469229395,76.21992417280869
59,345.8835,367.5428836378591,348.0642469229395,76.21992417280869
60,298.6419,367.1899722555773,418.38845241356023,64.87829002300631
61,312.2311,367.1899722555773,418.38845241356023,64.87829002300631
62,335.3986,367.1899722555773,418.38845241356023,64.87829002300631
63,576.6218,486.4994489405068,411.1846861106134,75.59804010479039
64,560.4283,486.4994489405068,411.1846861106134,75.59804010479039
65,561.7775,486.4994489405068,411.1846861106134,75.59804010479039
66,672.8971,670.3838135709492,686.9188837990093,65.23275634196658
67,657.2571,670.3838135709492,686.9188837990093,65.23275634196658
68,622.206,670.3838135709492,686.9188837990093,65.23275634196658
69,481.9028,475.3421188653305,412.1163847745303,70.18649968133543
70,505.658,475.3421188653305,412.1163847745303,70.18649968133543
71,523.1448,475.3421188653305,412.1163847745303,70.18649968133543
72,703.8658,682.1782739062498,684.0926142980281,65.35221482482031
73,691.0291,682.1782739062498,684.0926142980281,65.35221482482031
74,647.5868,682.1782739062498,684.0926142980281,65.35221482482031
75,584.5668,650.2148089453699,682.0098766076924,65.24323873188669
76,656.3714,650.2148089453699,682.0098766076924,65.24323873188669
77,704.5033,650.2148089453699,682.0098766076924,65.24323873188669
78,722.3746,613.5839943887975,565.2450309076776,69.95631793289469
79,673.4893,613.5839943887975,565.2450309076776,69.95631793289469
80,648.4851,613.5839943887975,565.2450309076776,69.95631793289469
81,411.4711,408.1131961051892,375.93149221344055,69.39321062635882
82,371.7357,408.1131961051892,375.93149221344055,69.39321062635882
83,396.2775,408.1131961051892,375.93149221344055,69.39321062635882
84,383.9056,361.29009818315757,362.6009882143147,77.36712252145145
85,352.0482,361.29009818315757,362.6009882143147,77.36712252145145
86,357.8817,361.29009818315757,362.6009882143147,77.36712252145145
87,458.8593,435.22084232807356,397.22401539803946,69.15633867902224
88,422.4387,435.22084232807356,397.22401539803946,69.15633867902224
89,419.347,435.22084232807356,397.22401539803946,69.15633867902224
90,628.5783,630.7860987076135,631.4731327483278,65.1764916749119
91,577.7701,630.7860987076135,631.4731327483278,65.1764916749119
92,560.0963,630.7860987076135,631.4731327483278,65.1764916749119
93,402.0284,405.3009595783749,378.53090977926126,64.990939521543
94,393.5354,405.3009595783749,378.53090977926126,64.990939521543
95,412.4297,405.3009595783749,378.53090977926126,64.990939521543
