Protein.Group,PP_0368_log2_FC,PP_0368_log10_pval,PP_0437_log2_FC,PP_0437_log10_pval,PP_0528_log2_FC,PP_0528_log10_pval,PP_0812_log2_FC,PP_0812_log10_pval,PP_0813_log2_FC,PP_0813_log10_pval,PP_0814_log2_FC,PP_0814_log10_pval,PP_0815_log2_FC,PP_0815_log10_pval,PP_1317_log2_FC,PP_1317_log10_pval,PP_1506_log2_FC,PP_1506_log10_pval,PP_2136_log2_FC,PP_2136_log10_pval,PP_4120_log2_FC,PP_4120_log10_pval,PP_4189_log2_FC,PP_4189_log10_pval,PP_4191_log2_FC,PP_4191_log10_pval,PP_4192_log2_FC,PP_4192_log10_pval
PP_2149,,,0.22325022700182845,2.917955351773948,,,0.5695884876193794,1.604164708082899,0.5914863579685893,1.3678542891229266,0.6944601577603031,12.554646231578351,0.5708778148521835,2.4298110509215336,0.3134310424772782,3.206300172714577,,,0.22054831357098836,2.9844052266734553,0.38693947944050755,2.23414132072437,0.31645606370621715,1.9204409102543816,0.8520510467534468,3.0724225710343136,0.4682314674770822,4.268659227329006
PP_3376,-0.23461326116215606,1.6796675616316208,-1.0963693163774986,7.983912632005593,-0.8368354834102661,7.202242373647301,-0.4545122667683381,5.204654646485235,-0.31108992365827254,1.9170279869922466,-1.2636616373323446,11.141411940390906,-0.9941181682195265,4.015924223393374,-0.5865476427581618,1.938003528283845,-2.1147452212567854,5.202476394536475,-1.206675471458971,5.750918599812505,,,,,-1.482890723922817,12.140725485753002,-0.2570842115631249,2.67651412632721
PP_3378,-0.7471930148649272,3.286864936243689,-1.5809894954828838,2.6124343904384713,-0.39002697740067854,1.4766100388408567,-0.8991451532679263,4.2668903148895065,-0.6975480357028254,7.413424871368309,-1.5009150640776485,7.0369082452929455,-1.3747178157556086,5.546883148439372,-0.7363036194407527,2.2501955422293847,,,,,0.2852469677272843,1.636597543328466,-0.6006616447572937,3.276664767341381,-2.5078455894965233,13.419371193880135,-0.21027259712434068,2.353737873820596
PP_3382,,,,,,,,,,,-0.9447072101271392,2.473274849755447,,,,,,,,,0.21532737122722276,2.7487957770116256,,,,,,
PP_3383,,,,,,,,,,,,,0.9843049158402997,2.8926820951401258,,,,,,,,,,,0.343319047604699,1.5390786821042568,,
PP_3384,,,,,-0.32315835200326176,2.2650205334274087,,,,,,,,,-0.3932600825446734,1.7289197467269306,-1.1007551896431493,1.567385949050805,,,,,,,,,,
PP_3416,,,-0.722960236329752,2.8421145726174064,0.19118959029659358,1.658540036803673,-0.2662368495313465,2.079136764077981,-0.3730889089134534,3.515195099593315,,,-1.2568177496932138,6.556196224181489,-0.4496592877690037,1.5609780364042694,-0.47643561855872546,2.0602537046153326,0.5855743546810476,4.228785911731866,,,0.46299261829398153,3.4326670182235537,-0.8016922541840159,5.525304899576587,-0.5523619643352602,4.53303770677171
PP_3443,,,,,0.5123555179979572,5.612968631898593,,,-0.29639965439192334,1.9251581666364086,,,,,,,,,,,,,,,0.534344372057523,2.3858966677528337,,
PP_4701,,,,,1.2168701708171168,4.574267843085737,,,,,,,,,,,,,,,,,,,,,,
PP_4715,,,,,-0.2308643957340239,3.1056366411138594,,,,,,,-0.1757042582102519,1.528904281944577,,,,,,,,,,,,,,
PP_4960,-0.15395970524012306,1.852432326018703,,,-0.15544122551881984,1.5878412226452996,0.32853353493291143,2.120679520371242,0.38708404252108736,2.6351449928901904,0.3765310495334043,3.1034750315783635,,,,,0.2590169254595931,2.3319021364423924,,,0.2818177492552428,3.4473030207046627,0.716476755070133,1.5005576117881938,0.7215595622790084,3.8988206465565427,0.7287763275848035,2.5411569703197325
PP_4963,,,0.2761282563883164,3.2992848206365126,-0.16109911164136756,1.8518639801121553,,,,,,,0.4283123269571113,2.1311072879140007,,,,,,,0.15459261194657406,1.4014720624468875,,,0.5809758504814494,1.3493720724982436,0.6590877018788978,1.6862208455063643
PP_4965,,,,,,,,,0.2655553426929285,3.0840128290544477,,,0.3984788240775326,1.9591372626688441,0.4788384786127149,2.352363119821847,,,,,0.17906517624354926,1.4286724274207894,,,,,,
PP_5040,,,-0.2143681236984084,2.0181498735921752,-0.2545288513367265,1.7174982938439614,-0.31368684947543557,3.49426089174936,-0.2777838342835461,7.622597562612038,-0.5126675855388799,5.545633545928014,,,-0.2309416588850121,1.5197197325019363,-0.3029094646233764,2.5181274806086247,-0.23676651977405994,2.1023990692625536,,,,,,,0.1384141480023175,1.6169114533141717
PP_5056,-0.22018572230398786,1.4858731207803546,-0.1490758913353101,1.965020851660533,,,,,0.22612383495035124,2.2260273559542707,,,0.3306967205322746,1.3695844685935987,,,,,,,,,0.6140494628239823,2.1099060375984307,0.4427600019666881,3.5034495959211776,0.31320859085405284,2.096456660289731
PP_5150,,,0.17472893964935976,1.7667395746600423,-0.305413297900429,5.9939647784281505,-0.5202867879924155,5.240435754330806,,,,,,,,,-0.4242170989521378,1.4245003029308316,,,,,,,,,,
