Line Name,cycle,is_control,number_of_grna,isoprenol,to_keep_improved,line_name_norep,global_median_isoprenol,global_max_isoprenol,color
PP_0368_PP_0812_PP_0813_PP_0815-R3,5,False,4,560.0963,True,PP_0368_PP_0812_PP_0813_PP_0815,384.6734,722.3746,normal
PP_0815_PP_2136-R3,5,False,2,558.6375,True,PP_0815_PP_2136,384.6734,722.3746,normal
PP_0368_PP_0813_PP_0815-R2,5,False,3,550.8589,False,PP_0368_PP_0813_PP_0815,384.6734,722.3746,normal
PP_0812_PP_0814_PP_0815-R3,5,False,3,549.6663,True,PP_0812_PP_0814_PP_0815,384.6734,722.3746,normal
PP_0812_PP_0814_PP_0815-R1,5,False,3,549.637,True,PP_0812_PP_0814_PP_0815,384.6734,722.3746,normal
PP_0368_PP_0812_PP_0815_PP_2136-R3,5,False,4,546.4259,True,PP_0368_PP_0812_PP_0815_PP_2136,384.6734,722.3746,normal
PP_0368_PP_0813_PP_0815-R3,5,False,3,544.7199,False,PP_0368_PP_0813_PP_0815,384.6734,722.3746,normal
PP_0751_PP_0814_PP_0815-R2,5,False,3,540.8326,False,PP_0751_PP_0814_PP_0815,384.6734,722.3746,normal
PP_0751_PP_0814_PP_0815-R1,5,False,3,535.7927,False,PP_0751_PP_0814_PP_0815,384.6734,722.3746,normal
PP_0368_PP_0813_PP_0815-R1,5,False,3,535.2842,False,PP_0368_PP_0813_PP_0815,384.6734,722.3746,normal
PP_0812_PP_0814_PP_0815-R2,5,False,3,527.7779,True,PP_0812_PP_0814_PP_0815,384.6734,722.3746,normal
PP_0812_PP_0815_PP_2136-R1,5,False,3,526.2498,True,PP_0812_PP_0815_PP_2136,384.6734,722.3746,normal
PP_0368_PP_0751_PP_0813-R3,5,False,3,523.1448,True,PP_0368_PP_0751_PP_0813,384.6734,722.3746,normal
PP_0751_PP_0814_PP_4189-R2,5,False,3,518.1036,True,PP_0751_PP_0814_PP_4189,384.6734,722.3746,normal
PP_0814_PP_0815_PP_2136-R1,5,False,3,517.8732,True,PP_0814_PP_0815_PP_2136,384.6734,722.3746,normal
PP_0812_PP_0815_PP_2136-R3,5,False,3,510.4002,True,PP_0812_PP_0815_PP_2136,384.6734,722.3746,normal
PP_0368_PP_0751_PP_0813-R2,5,False,3,505.658,True,PP_0368_PP_0751_PP_0813,384.6734,722.3746,normal
PP_0751_PP_0814_PP_4189-R1,5,False,3,503.2046,True,PP_0751_PP_0814_PP_4189,384.6734,722.3746,normal
PP_0751_PP_0815_PP_4189-R3,5,False,3,502.7903,False,PP_0751_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0812_PP_0815_PP_4189-R3,5,False,3,502.1074,True,PP_0812_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0528_PP_0751-R2,5,False,2,501.3062,True,PP_0528_PP_0751,384.6734,722.3746,normal
PP_0751_PP_0815_PP_4189-R1,5,False,3,498.7393,False,PP_0751_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0751_PP_0812-R1,5,False,2,498.2724,True,PP_0751_PP_0812,384.6734,722.3746,normal
PP_0528_PP_0751-R1,5,False,2,496.3058,True,PP_0528_PP_0751,384.6734,722.3746,normal
PP_0814_PP_0815_PP_2136-R3,5,False,3,494.6353,True,PP_0814_PP_0815_PP_2136,384.6734,722.3746,normal
PP_0751_PP_0814_PP_4189-R3,5,False,3,494.0295,True,PP_0751_PP_0814_PP_4189,384.6734,722.3746,normal
PP_0812_PP_0815_PP_4189-R1,5,False,3,491.8601,True,PP_0812_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0751_PP_0814_PP_0815-R3,5,False,3,491.2489,False,PP_0751_PP_0814_PP_0815,384.6734,722.3746,normal
PP_0751_PP_0812-R2,5,False,2,483.746,True,PP_0751_PP_0812,384.6734,722.3746,normal
PP_0368_PP_0751_PP_0813-R1,5,False,3,481.9028,True,PP_0368_PP_0751_PP_0813,384.6734,722.3746,normal
PP_0814_PP_0815_PP_2136-R2,5,False,3,478.4361,True,PP_0814_PP_0815_PP_2136,384.6734,722.3746,normal
PP_0751_PP_0815_PP_4189-R2,5,False,3,475.2997,False,PP_0751_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0528_PP_0751-R3,5,False,2,468.2586,True,PP_0528_PP_0751,384.6734,722.3746,normal
PP_0751_PP_0812_PP_4189-R1,5,False,3,466.4189,True,PP_0751_PP_0812_PP_4189,384.6734,722.3746,normal
PP_0751_PP_0812_PP_4189-R2,5,False,3,461.7845,True,PP_0751_PP_0812_PP_4189,384.6734,722.3746,normal
PP_0368_PP_0815_PP_4189-R3,5,False,3,457.0638,True,PP_0368_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0368_PP_0815_PP_4189-R2,5,False,3,446.4153,True,PP_0368_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0528_PP_0812-R3,5,False,2,444.1071,True,PP_0528_PP_0812,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0813_PP_0815-R2,5,False,4,438.4417,False,PP_0751_PP_0812_PP_0813_PP_0815,384.6734,722.3746,normal
PP_0368_PP_0815_PP_4189-R1,5,False,3,434.507,True,PP_0368_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0812_PP_0813_PP_0814-R1,5,False,3,433.8627,True,PP_0812_PP_0813_PP_0814,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0813_PP_0815-R3,5,False,4,432.6595,False,PP_0751_PP_0812_PP_0813_PP_0815,384.6734,722.3746,normal
PP_0528_PP_0812-R1,5,False,2,428.0768,True,PP_0528_PP_0812,384.6734,722.3746,normal
PP_0814_PP_0815_PP_1506-R3,5,False,3,425.2092,False,PP_0814_PP_0815_PP_1506,384.6734,722.3746,normal
PP_0812_PP_2136-R1,5,False,2,416.4477,True,PP_0812_PP_2136,384.6734,722.3746,normal
PP_0751_PP_0812_PP_4189-R3,5,False,3,415.7027,True,PP_0751_PP_0812_PP_4189,384.6734,722.3746,normal
PP_0812_PP_2136-R3,5,False,2,415.5184,True,PP_0812_PP_2136,384.6734,722.3746,normal
PP_0368_PP_0812_PP_0814-R3,5,False,3,412.4297,True,PP_0368_PP_0812_PP_0814,384.6734,722.3746,normal
PP_0528_PP_0812-R2,5,False,2,412.2365,True,PP_0528_PP_0812,384.6734,722.3746,normal
PP_0368_PP_0751_PP_4189-R1,5,False,3,411.4711,True,PP_0368_PP_0751_PP_4189,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0813_PP_0815-R1,5,False,4,409.2125,False,PP_0751_PP_0812_PP_0813_PP_0815,384.6734,722.3746,normal
PP_0528_PP_0813-R2,5,False,2,406.1983,True,PP_0528_PP_0813,384.6734,722.3746,normal
PP_0812_PP_0813_PP_0814-R2,5,False,3,405.1691,True,PP_0812_PP_0813_PP_0814,384.6734,722.3746,normal
PP_0812_PP_0813_PP_0814-R3,5,False,3,404.1313,True,PP_0812_PP_0813_PP_0814,384.6734,722.3746,normal
PP_0368_PP_0812_PP_0814-R1,5,False,3,402.0284,True,PP_0368_PP_0812_PP_0814,384.6734,722.3746,normal
PP_0814_PP_0815_PP_1506-R1,5,False,3,399.2801,False,PP_0814_PP_0815_PP_1506,384.6734,722.3746,normal
PP_0814_PP_0815_PP_1506-R2,5,False,3,397.3431,False,PP_0814_PP_0815_PP_1506,384.6734,722.3746,normal
PP_0812_PP_0813_PP_4189-R3,5,False,3,396.2964,True,PP_0812_PP_0813_PP_4189,384.6734,722.3746,normal
PP_0368_PP_0751_PP_4189-R3,5,False,3,396.2775,True,PP_0368_PP_0751_PP_4189,384.6734,722.3746,normal
PP_0368_PP_0812_PP_0814-R2,5,False,3,393.5354,True,PP_0368_PP_0812_PP_0814,384.6734,722.3746,normal
PP_0751_PP_0812-R3,5,False,2,392.9208,True,PP_0751_PP_0812,384.6734,722.3746,normal
PP_0812_PP_0813_PP_4189-R2,5,False,3,390.2052,True,PP_0812_PP_0813_PP_4189,384.6734,722.3746,normal
PP_0812_PP_0815_PP_4189-R2,5,False,3,387.3665,True,PP_0812_PP_0815_PP_4189,384.6734,722.3746,normal
PP_0751_PP_4192-R1,5,False,2,381.9803,True,PP_0751_PP_4192,384.6734,722.3746,normal
PP_0437_PP_0812-R1,5,False,2,381.4369,True,PP_0437_PP_0812,384.6734,722.3746,normal
PP_0528_PP_1317-R2,5,False,2,377.8972,True,PP_0528_PP_1317,384.6734,722.3746,normal
PP_0528_PP_0813-R1,5,False,2,373.6773,True,PP_0528_PP_0813,384.6734,722.3746,normal
PP_0528_PP_1317-R1,5,False,2,373.2845,True,PP_0528_PP_1317,384.6734,722.3746,normal
PP_0812_PP_0813_PP_4189-R1,5,False,3,372.8055,True,PP_0812_PP_0813_PP_4189,384.6734,722.3746,normal
PP_0751_PP_4192-R3,5,False,2,372.1361,True,PP_0751_PP_4192,384.6734,722.3746,normal
PP_0368_PP_0751_PP_4189-R2,5,False,3,371.7357,True,PP_0368_PP_0751_PP_4189,384.6734,722.3746,normal
PP_0368_PP_0812_PP_2136-R2,5,False,3,369.3804,True,PP_0368_PP_0812_PP_2136,384.6734,722.3746,normal
PP_0437_PP_0812-R2,5,False,2,367.4261,True,PP_0437_PP_0812,384.6734,722.3746,normal
PP_0437_PP_0815-R3,5,False,2,366.2382,True,PP_0437_PP_0815,384.6734,722.3746,normal
PP_0368_PP_0812_PP_2136-R1,5,False,3,361.4609,True,PP_0368_PP_0812_PP_2136,384.6734,722.3746,normal
PP_0528_PP_0813-R3,5,False,2,359.6431,True,PP_0528_PP_0813,384.6734,722.3746,normal
PP_0368_PP_0812_PP_4189-R1,5,False,3,359.4759,True,PP_0368_PP_0812_PP_4189,384.6734,722.3746,normal
PP_0437_PP_0815-R2,5,False,2,358.0865,True,PP_0437_PP_0815,384.6734,722.3746,normal
PP_0368_PP_0528_PP_0812-R3,5,False,3,358.0415,True,PP_0368_PP_0528_PP_0812,384.6734,722.3746,normal
PP_0812_PP_2136-R2,5,False,2,357.9739,True,PP_0812_PP_2136,384.6734,722.3746,normal
PP_0368_PP_0812_PP_2136-R3,5,False,3,356.4569,True,PP_0368_PP_0812_PP_2136,384.6734,722.3746,normal
PP_0437_PP_0812-R3,5,False,2,355.3817,True,PP_0437_PP_0812,384.6734,722.3746,normal
PP_0751_PP_4192-R2,5,False,2,354.569,True,PP_0751_PP_4192,384.6734,722.3746,normal
PP_0812_PP_0813_PP_1317-R3,5,False,3,354.4863,True,PP_0812_PP_0813_PP_1317,384.6734,722.3746,normal
PP_0437_PP_0815-R1,5,False,2,354.4465,True,PP_0437_PP_0815,384.6734,722.3746,normal
PP_0812_PP_0813_PP_1317-R2,5,False,3,352.0188,True,PP_0812_PP_0813_PP_1317,384.6734,722.3746,normal
PP_0368_PP_0812_PP_4189-R3,5,False,3,350.3038,True,PP_0368_PP_0812_PP_4189,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0813-R1,5,False,3,346.5902,False,PP_0751_PP_0812_PP_0813,384.6734,722.3746,normal
PP_0368_PP_0812_PP_4189-R2,5,False,3,343.4739,True,PP_0368_PP_0812_PP_4189,384.6734,722.3746,normal
PP_0528_PP_1317-R3,5,False,2,340.0984,True,PP_0528_PP_1317,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0813-R2,5,False,3,336.5257,False,PP_0751_PP_0812_PP_0813,384.6734,722.3746,normal
PP_0813_PP_2136-R3,5,False,2,334.0396,True,PP_0813_PP_2136,384.6734,722.3746,normal
PP_0368_PP_0813_PP_4189-R2,5,False,3,333.4547,False,PP_0368_PP_0813_PP_4189,384.6734,722.3746,normal
PP_0812_PP_0813-R2,5,False,2,329.6645,True,PP_0812_PP_0813,384.6734,722.3746,normal
PP_0812_PP_0815_PP_2136-R2,5,False,3,328.045,True,PP_0812_PP_0815_PP_2136,384.6734,722.3746,normal
PP_0368_PP_0813_PP_4189-R1,5,False,3,326.928,False,PP_0368_PP_0813_PP_4189,384.6734,722.3746,normal
PP_0813_PP_2136-R2,5,False,2,324.0881,True,PP_0813_PP_2136,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0813-R3,5,False,3,323.7834,False,PP_0751_PP_0812_PP_0813,384.6734,722.3746,normal
PP_0368_PP_0528_PP_0812-R1,5,False,3,322.9961,True,PP_0368_PP_0528_PP_0812,384.6734,722.3746,normal
PP_0812_PP_0813-R3,5,False,2,322.6389,True,PP_0812_PP_0813,384.6734,722.3746,normal
PP_0437_PP_0813-R1,5,False,2,321.7321,True,PP_0437_PP_0813,384.6734,722.3746,normal
PP_0812_PP_0813-R1,5,False,2,320.6444,True,PP_0812_PP_0813,384.6734,722.3746,normal
PP_0751_PP_4191-R2,5,False,2,320.5778,False,PP_0751_PP_4191,384.6734,722.3746,normal
PP_0437_PP_0813-R3,5,False,2,318.4528,True,PP_0437_PP_0813,384.6734,722.3746,normal
PP_0813_PP_2136-R1,5,False,2,316.374,True,PP_0813_PP_2136,384.6734,722.3746,normal
PP_0751_PP_4191-R1,5,False,2,315.6105,False,PP_0751_PP_4191,384.6734,722.3746,normal
PP_0437_PP_0813-R2,5,False,2,315.0045,True,PP_0437_PP_0813,384.6734,722.3746,normal
PP_0751_PP_4191-R3,5,False,2,312.0997,False,PP_0751_PP_4191,384.6734,722.3746,normal
PP_0368_PP_0813_PP_4189-R3,5,False,3,310.6837,False,PP_0368_PP_0813_PP_4189,384.6734,722.3746,normal
PP_0368_PP_0528_PP_0812-R2,5,False,3,306.3925,True,PP_0368_PP_0528_PP_0812,384.6734,722.3746,normal
PP_0812_PP_0813_PP_1317-R1,5,False,3,303.7683,True,PP_0812_PP_0813_PP_1317,384.6734,722.3746,normal
PP_0813_PP_1317-R3,5,False,2,298.2277,True,PP_0813_PP_1317,384.6734,722.3746,normal
PP_0813_PP_1317-R2,5,False,2,298.2216,True,PP_0813_PP_1317,384.6734,722.3746,normal
PP_0368_PP_0437-R1,5,False,2,295.8036,True,PP_0368_PP_0437,384.6734,722.3746,normal
PP_0368_PP_0437-R2,5,False,2,288.0453,True,PP_0368_PP_0437,384.6734,722.3746,normal
PP_1317_PP_4191-R3,5,False,2,282.3137,False,PP_1317_PP_4191,384.6734,722.3746,normal
PP_0368_PP_0437-R3,5,False,2,277.3986,True,PP_0368_PP_0437,384.6734,722.3746,normal
PP_0813_PP_1317-R1,5,False,2,269.9419,True,PP_0813_PP_1317,384.6734,722.3746,normal
PP_1317_PP_4191-R1,5,False,2,269.4684,False,PP_1317_PP_4191,384.6734,722.3746,normal
PP_1317_PP_4191-R2,5,False,2,267.2375,False,PP_1317_PP_4191,384.6734,722.3746,normal
PP_0812_PP_4191-R3,5,False,2,251.2206,False,PP_0812_PP_4191,384.6734,722.3746,normal
PP_0812_PP_4191-R2,5,False,2,250.4297,False,PP_0812_PP_4191,384.6734,722.3746,normal
PP_0812_PP_4191-R1,5,False,2,246.2904,False,PP_0812_PP_4191,384.6734,722.3746,normal
PP_0814_PP_0815_PP_1769-R2,5,False,3,245.7095,False,PP_0814_PP_0815_PP_1769,384.6734,722.3746,normal
PP_0368_PP_0812_PP_0815_PP_1769-R2,5,False,4,243.8465,False,PP_0368_PP_0812_PP_0815_PP_1769,384.6734,722.3746,normal
PP_0368_PP_0812_PP_0815_PP_1769-R3,5,False,4,232.7861,False,PP_0368_PP_0812_PP_0815_PP_1769,384.6734,722.3746,normal
PP_0751_PP_2136-R1,5,False,2,229.7295,True,PP_0751_PP_2136,384.6734,722.3746,normal
PP_0814_PP_0815_PP_1769-R1,5,False,3,229.261,False,PP_0814_PP_0815_PP_1769,384.6734,722.3746,normal
PP_0368_PP_0812_PP_0815_PP_1769-R1,5,False,4,226.6956,False,PP_0368_PP_0812_PP_0815_PP_1769,384.6734,722.3746,normal
PP_0814_PP_0815_PP_1769-R3,5,False,3,216.942,False,PP_0814_PP_0815_PP_1769,384.6734,722.3746,normal
PP_0751_PP_2136-R3,5,False,2,216.5884,True,PP_0751_PP_2136,384.6734,722.3746,normal
PP_0751_PP_2136-R2,5,False,2,213.8293,True,PP_0751_PP_2136,384.6734,722.3746,normal
PP_0751_PP_4120-R1,5,False,2,213.0452,False,PP_0751_PP_4120,384.6734,722.3746,normal
PP_0751_PP_1317-R2,5,False,2,208.302,True,PP_0751_PP_1317,384.6734,722.3746,normal
PP_0751_PP_4120-R2,5,False,2,208.0717,False,PP_0751_PP_4120,384.6734,722.3746,normal
PP_0815_PP_4191-R2,5,False,2,203.6021,False,PP_0815_PP_4191,384.6734,722.3746,normal
PP_0815_PP_4191-R1,5,False,2,192.2982,False,PP_0815_PP_4191,384.6734,722.3746,normal
PP_0815_PP_4191-R3,5,False,2,191.3776,False,PP_0815_PP_4191,384.6734,722.3746,normal
PP_0751_PP_1317-R1,5,False,2,182.8457,True,PP_0751_PP_1317,384.6734,722.3746,normal
PP_0751_PP_1769-R1,5,False,2,181.6632,False,PP_0751_PP_1769,384.6734,722.3746,normal
PP_0751_PP_4120-R3,5,False,2,180.0887,False,PP_0751_PP_4120,384.6734,722.3746,normal
Control_P3-R1,5,True,0,179.2152,True,Control,384.6734,722.3746,control
PP_0751_PP_1506-R2,5,False,2,176.9713,False,PP_0751_PP_1506,384.6734,722.3746,normal
PP_0751_PP_1506-R3,5,False,2,176.8382,False,PP_0751_PP_1506,384.6734,722.3746,normal
PP_0751_PP_1506-R1,5,False,2,175.3198,False,PP_0751_PP_1506,384.6734,722.3746,normal
Control_P2-R2,5,True,0,174.2098,True,Control,384.6734,722.3746,control
Control_P4-R2,5,True,0,173.2518,True,Control,384.6734,722.3746,control
PP_0751_PP_1769-R2,5,False,2,171.4175,False,PP_0751_PP_1769,384.6734,722.3746,normal
Control_P4-R1,5,True,0,169.5059,True,Control,384.6734,722.3746,control
Control_P2-R1,5,True,0,164.7045,True,Control,384.6734,722.3746,control
Control_P4-R3,5,True,0,160.1393,True,Control,384.6734,722.3746,control
Control_P2-R3,5,True,0,158.9721,True,Control,384.6734,722.3746,control
Control_P3-R2,5,True,0,158.8876,True,Control,384.6734,722.3746,control
PP_0751_PP_1769-R3,5,False,2,158.4824,False,PP_0751_PP_1769,384.6734,722.3746,normal
Control_P1-R3,5,True,0,157.6793,True,Control,384.6734,722.3746,control
Control_P1-R1,5,True,0,153.6597,True,Control,384.6734,722.3746,control
Control_P3-R3,5,True,0,153.6483,True,Control,384.6734,722.3746,control
Control_P1-R2,5,True,0,152.3662,True,Control,384.6734,722.3746,control
PP_0751_PP_1317-R3,5,False,2,139.9296,True,PP_0751_PP_1317,384.6734,722.3746,normal
PP_0437_PP_0751-R2,5,False,2,129.9221,True,PP_0437_PP_0751,384.6734,722.3746,normal
PP_0437_PP_0751-R3,5,False,2,120.9927,True,PP_0437_PP_0751,384.6734,722.3746,normal
PP_0437_PP_0751-R1,5,False,2,109.5002,True,PP_0437_PP_0751,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0815-R1,5,False,3,9.1857,True,PP_0751_PP_0812_PP_0815,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0815-R2,5,False,3,7.0835,True,PP_0751_PP_0812_PP_0815,384.6734,722.3746,normal
PP_0751_PP_0812_PP_0815-R3,5,False,3,5.5614,True,PP_0751_PP_0812_PP_0815,384.6734,722.3746,normal
PP_0368_PP_0812_PP_0815-R1,4,False,3,713.6108,True,PP_0368_PP_0812_PP_0815,374.4108,713.6108,max
PP_0368_PP_0812_PP_0815-R3,4,False,3,664.3135,True,PP_0368_PP_0812_PP_0815,374.4108,713.6108,max
PP_0368_PP_0812_PP_0815-R2,4,False,3,661.5642,True,PP_0368_PP_0812_PP_0815,374.4108,713.6108,max
PP_0812_PP_0813_PP_0815-R1,4,False,3,660.8518,True,PP_0812_PP_0813_PP_0815,374.4108,713.6108,normal
PP_0751_PP_0815-R2,4,False,2,658.5824,True,PP_0751_PP_0815,374.4108,713.6108,normal
PP_0814_PP_0815-R1,4,False,2,648.9361,True,PP_0814_PP_0815,374.4108,713.6108,normal
PP_0528_PP_0812_PP_0815-R2,4,False,3,645.0948,False,PP_0528_PP_0812_PP_0815,374.4108,713.6108,normal
PP_0812_PP_0813_PP_0815-R3,4,False,3,641.6425,True,PP_0812_PP_0813_PP_0815,374.4108,713.6108,normal
PP_0528_PP_0812_PP_0815-R3,4,False,3,637.3932,False,PP_0528_PP_0812_PP_0815,374.4108,713.6108,normal
PP_0812_PP_0813_PP_0815-R2,4,False,3,631.0712,True,PP_0812_PP_0813_PP_0815,374.4108,713.6108,normal
PP_0751_PP_0815-R3,4,False,2,630.8271,True,PP_0751_PP_0815,374.4108,713.6108,normal
PP_0814_PP_0815-R3,4,False,2,625.5433,True,PP_0814_PP_0815,374.4108,713.6108,normal
PP_0437_PP_0815_PP_1317-R3,4,False,3,618.2326,False,PP_0437_PP_0815_PP_1317,374.4108,713.6108,normal
PP_0751_PP_0815-R1,4,False,2,614.5642,True,PP_0751_PP_0815,374.4108,713.6108,normal
PP_0528_PP_0812_PP_0815-R1,4,False,3,613.9505,False,PP_0528_PP_0812_PP_0815,374.4108,713.6108,normal
PP_0368_PP_0815-R1,4,False,2,599.5551,True,PP_0368_PP_0815,374.4108,713.6108,normal
PP_0368_PP_0815-R2,4,False,2,596.7597,True,PP_0368_PP_0815,374.4108,713.6108,normal
PP_0528_PP_0815-R3,4,False,2,594.7115,False,PP_0528_PP_0815,374.4108,713.6108,normal
PP_0814_PP_0815-R2,4,False,2,590.8884,True,PP_0814_PP_0815,374.4108,713.6108,normal
PP_0368_PP_0815-R3,4,False,2,578.1195,True,PP_0368_PP_0815,374.4108,713.6108,normal
PP_0437_PP_0815_PP_1317-R2,4,False,3,575.3111,False,PP_0437_PP_0815_PP_1317,374.4108,713.6108,normal
PP_0437_PP_0815_PP_1317-R1,4,False,3,574.7462,False,PP_0437_PP_0815_PP_1317,374.4108,713.6108,normal
PP_0528_PP_0815-R1,4,False,2,573.7308,False,PP_0528_PP_0815,374.4108,713.6108,normal
PP_0528_PP_0815-R2,4,False,2,570.1604,False,PP_0528_PP_0815,374.4108,713.6108,normal
PP_0813_PP_0815-R1,4,False,2,562.1718,True,PP_0813_PP_0815,374.4108,713.6108,normal
PP_0815_PP_1317_PP_1506-R1,4,False,3,557.6157,False,PP_0815_PP_1317_PP_1506,374.4108,713.6108,normal
PP_0815_PP_4189-R3,4,False,2,552.4192,True,PP_0815_PP_4189,374.4108,713.6108,normal
PP_0815_PP_4189-R2,4,False,2,542.9282,True,PP_0815_PP_4189,374.4108,713.6108,normal
PP_0813_PP_0815-R2,4,False,2,542.7107,True,PP_0813_PP_0815,374.4108,713.6108,normal
PP_0815_PP_1317_PP_1506-R2,4,False,3,540.442,False,PP_0815_PP_1317_PP_1506,374.4108,713.6108,normal
PP_0815_PP_1317_PP_1506-R3,4,False,3,537.9617,False,PP_0815_PP_1317_PP_1506,374.4108,713.6108,normal
PP_0815_PP_4189-R1,4,False,2,529.1714,True,PP_0815_PP_4189,374.4108,713.6108,normal
PP_0813_PP_0815-R3,4,False,2,520.5602,True,PP_0813_PP_0815,374.4108,713.6108,normal
PP_0815_PP_1317_PP_2136-R1,4,False,3,502.9687,True,PP_0815_PP_1317_PP_2136,374.4108,713.6108,normal
PP_0528_PP_4189-R3,4,False,2,496.4672,False,PP_0528_PP_4189,374.4108,713.6108,normal
PP_0528_PP_4189-R1,4,False,2,495.3593,False,PP_0528_PP_4189,374.4108,713.6108,normal
PP_0815_PP_1317_PP_2136-R2,4,False,3,488.1259,True,PP_0815_PP_1317_PP_2136,374.4108,713.6108,normal
PP_0815_PP_1317_PP_2136-R3,4,False,3,481.8411,True,PP_0815_PP_1317_PP_2136,374.4108,713.6108,normal
PP_0528_PP_4189-R2,4,False,2,473.0231,False,PP_0528_PP_4189,374.4108,713.6108,normal
PP_0368_PP_0812_PP_0813-R1,4,False,3,458.8593,True,PP_0368_PP_0812_PP_0813,374.4108,713.6108,normal
PP_0368_PP_0812_PP_1506-R1,4,False,3,430.8919,False,PP_0368_PP_0812_PP_1506,374.4108,713.6108,normal
PP_0368_PP_0751_PP_0814-R1,4,False,3,423.5738,False,PP_0368_PP_0751_PP_0814,374.4108,713.6108,normal
PP_0528_PP_0751_PP_0814-R3,4,False,3,423.2471,False,PP_0528_PP_0751_PP_0814,374.4108,713.6108,normal
PP_0368_PP_0812_PP_0813-R2,4,False,3,422.4387,True,PP_0368_PP_0812_PP_0813,374.4108,713.6108,normal
PP_0814_PP_4189-R2,4,False,2,421.9632,True,PP_0814_PP_4189,374.4108,713.6108,normal
PP_0368_PP_0812_PP_0813-R3,4,False,3,419.347,True,PP_0368_PP_0812_PP_0813,374.4108,713.6108,normal
PP_0814_PP_4192-R3,4,False,2,416.4118,False,PP_0814_PP_4192,374.4108,713.6108,normal
PP_0814_PP_4192-R2,4,False,2,413.8531,False,PP_0814_PP_4192,374.4108,713.6108,normal
PP_0528_PP_0751_PP_0814-R1,4,False,3,411.9265,False,PP_0528_PP_0751_PP_0814,374.4108,713.6108,normal
PP_0751_PP_0812_PP_0814-R1,4,False,3,410.4078,True,PP_0751_PP_0812_PP_0814,374.4108,713.6108,normal
PP_0368_PP_0437_PP_0812-R1,4,False,3,404.5795,True,PP_0368_PP_0437_PP_0812,374.4108,713.6108,normal
PP_0814_PP_4192-R1,4,False,2,401.326,False,PP_0814_PP_4192,374.4108,713.6108,normal
PP_0368_PP_0812_PP_1506-R3,4,False,3,397.0856,False,PP_0368_PP_0812_PP_1506,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4192-R1,4,False,3,393.9461,True,PP_0751_PP_0814_PP_4192,374.4108,713.6108,normal
PP_0751_PP_0812_PP_0814-R2,4,False,3,391.4559,True,PP_0751_PP_0812_PP_0814,374.4108,713.6108,normal
PP_0368_PP_0751_PP_0814-R2,4,False,3,389.8564,False,PP_0368_PP_0751_PP_0814,374.4108,713.6108,normal
PP_0813_PP_4189-R2,4,False,2,386.5345,True,PP_0813_PP_4189,374.4108,713.6108,normal
PP_0528_PP_0751_PP_0814-R2,4,False,3,385.896,False,PP_0528_PP_0751_PP_0814,374.4108,713.6108,normal
PP_0814_PP_4189-R1,4,False,2,384.3272,True,PP_0814_PP_4189,374.4108,713.6108,normal
PP_0751_PP_0812_PP_0814-R3,4,False,3,384.2913,True,PP_0751_PP_0812_PP_0814,374.4108,713.6108,normal
PP_0751_PP_0813_PP_0814-R3,4,False,3,383.8329,True,PP_0751_PP_0813_PP_0814,374.4108,713.6108,normal
PP_0751_PP_0813_PP_0814-R2,4,False,3,382.2478,True,PP_0751_PP_0813_PP_0814,374.4108,713.6108,normal
PP_0368_PP_0437_PP_0812-R2,4,False,3,376.8797,True,PP_0368_PP_0437_PP_0812,374.4108,713.6108,normal
PP_0368_PP_0814-R3,4,False,2,376.8375,False,PP_0368_PP_0814,374.4108,713.6108,normal
PP_0814_PP_1317-R1,4,False,2,376.7549,True,PP_0814_PP_1317,374.4108,713.6108,normal
PP_0751_PP_0814_PP_4192-R2,4,False,3,372.0667,True,PP_0751_PP_0814_PP_4192,374.4108,713.6108,normal
PP_0368_PP_0437_PP_0812-R3,4,False,3,371.877,True,PP_0368_PP_0437_PP_0812,374.4108,713.6108,normal
PP_0368_PP_0812_PP_1506-R2,4,False,3,367.8311,False,PP_0368_PP_0812_PP_1506,374.4108,713.6108,normal
PP_0751_PP_0814_PP_2136-R1,4,False,3,366.9885,True,PP_0751_PP_0814_PP_2136,374.4108,713.6108,normal
PP_0751_PP_0814_PP_2136-R2,4,False,3,365.77,True,PP_0751_PP_0814_PP_2136,374.4108,713.6108,normal
PP_0528_PP_0814-R1,4,False,2,363.1836,False,PP_0528_PP_0814,374.4108,713.6108,normal
PP_0368_PP_0814-R1,4,False,2,361.543,False,PP_0368_PP_0814,374.4108,713.6108,normal
