,Line Name,cycle,is_control,line_name_norep,number_of_grna,isoprenol,dCas9,dCas9_normtocontrol,target_1,target_2,target_3,target_4,target_1_value,target_2_value,target_3_value,target_4_value,target_1_control,target_2_control,target_3_control,target_4_control,target_1_norm,target_2_norm,target_3_norm,target_4_norm,has_missing_control,above_dcas9_thresh,target_1_belowthresh,target_2_belowthresh,target_3_belowthresh,target_4_belowthresh,all_targets_belowthresh,all_reps_belowthresh,all_reps_above_dcas9_thresh,to_keep,to_keep_improved
1253,PP_0751_PP_0812-R1,5,FALSE,PP_0751_PP_0812,2,498.2724,10536450.5,0.886937117,PP_0751,PP_0812,,,533322.1,1062276.7,,,20411591.37,6837733.683,,,0.026128394,0.155355085,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1261,PP_0751_PP_0812-R2,5,FALSE,PP_0751_PP_0812,2,483.746,12578815.57,1.058859283,PP_0751,PP_0812,,,383092.12,1407172.32,,,20411591.37,6837733.683,,,0.018768361,0.205795134,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1269,PP_0751_PP_0812-R3,5,FALSE,PP_0751_PP_0812,2,392.9208,7616185.4,0.641115101,PP_0751,PP_0812,,,305265.6,1182086.6,,,20411591.37,6837733.683,,,0.014955502,0.172876958,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1156,PP_0812_PP_0813_PP_1317-R1,5,FALSE,PP_0812_PP_0813_PP_1317,3,303.7683,12033371.3,1.012944886,PP_0812,PP_0813,PP_1317,,870601.4,321084.9,161881,,6837733.683,4654177.084,3115493.01,,0.127323093,0.068988544,0.051959995,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1164,PP_0812_PP_0813_PP_1317-R2,5,FALSE,PP_0812_PP_0813_PP_1317,3,352.0188,13671673.34,1.150853842,PP_0812,PP_0813,PP_1317,,1033553.88,1862453.96,55523.16,,6837733.683,4654177.084,3115493.01,,0.151154451,0.400168263,0.017821629,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1172,PP_0812_PP_0813_PP_1317-R3,5,FALSE,PP_0812_PP_0813_PP_1317,3,354.4863,12300875.68,1.035462864,PP_0812,PP_0813,PP_1317,,971282.48,466730.68,46050.36,,6837733.683,4654177.084,3115493.01,,0.142047428,0.100282106,0.014781083,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
