Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,86.15586755348718,27.009373224969615,64.8686227914425,11630.771736752482,0.5526178837346514
Random Forest Regressor,90.45866691506508,32.51636284470775,66.9281904473463,12662.153096606944,0.5129454023299773
Support Vector Regressor,126.57216803904481,42.742675263495954,102.39906206947647,26506.08163481269,-0.01956664304682265
Kernel Ridge Regressor,96.07517115727447,29.326027422715526,70.37608897782657,14183.232412714546,0.45443650035425354
K-NN Regressor,103.34912015789473,33.74693237472659,73.54348221262147,16089.684413369136,0.38110408958085584
Gaussian Process Regressor,89.83527044787083,24.121300178235757,83.94926254097525,15117.854497615685,0.4184859017426301
Gradient Boosting Regressor,88.24231929863545,32.01965844276306,60.58430868704182,11457.165374289101,0.5592957193584535
TPOT Regressor,77.06977907827374,29.261653180160117,58.55022115087255,9367.879243990006,0.6396609153757934
Ensemble Model,76.48487833332297,28.36293749086932,57.087813103027685,9108.955018549435,0.6496205354725345
