orig,has_6letter_substring,extracted
sp|Q88D94|Q88D94_PSEPK Pp_4933,True,Q88D94
sp|Q88D95|Q88D95_PSEPK Pp_4932,True,Q88D95
sp|Q88D96|Q88D96_PSEPK Pp_4931,True,Q88D96
sp|Q88D99|Q88D99_PSEPK Kdta,True,Q88D99
sp|Q88DA4|Q88DA4_PSEPK Pp_4923,True,Q88DA4
sp|Q88DA5|THIC_PSEPK Thic,True,Q88DA5
sp|Q88DA6|Q88DA6_PSEPK Pp_4921,True,Q88DA6
sp|Q88DA7|Q88DA7_PSEPK Pp_4920,True,Q88DA7
sp|Q88DA8|Q88DA8_PSEPK Pp_4919,True,Q88DA8
sp|Q88DB0|Q88DB0_PSEPK Cpda,True,Q88DB0
sp|Q88DB1|Q88DB1_PSEPK Pp_4916,True,Q88DB1
sp|Q88DB2|Q88DB2_PSEPK Pare,True,Q88DB2
sp|Q88DB5|Q88DB5_PSEPK Parc,True,Q88DB5
sp|Q88DB6|Q88DB6_PSEPK Pp_4911,True,Q88DB6
sp|Q88DB7|Q88DB7_PSEPK Pp_4910,True,Q88DB7
sp|Q88DB8|Q88DB8_PSEPK Serb,True,Q88DB8
sp|Q88DB9|PSD_PSEPK Psd,True,Q88DB9
sp|Q88DC0|Q88DC0_PSEPK Rhda-2,True,Q88DC0
sp|Q88DC1|Q88DC1_PSEPK Pp_4906,True,Q88DC1
sp|Q88DC2|Q88DC2_PSEPK Pp_4905,True,Q88DC2
sp|Q88DC3|Q88DC3_PSEPK Pp_4904,True,Q88DC3
sp|Q88DC4|RSGA_PSEPK Rsga,True,Q88DC4
sp|Q88DC5|ORN_PSEPK Orn,True,Q88DC5
sp|Q88DC8|Q88DC8_PSEPK Nnrd,True,Q88DC8
sp|Q88DC9|Q88DC9_PSEPK Pp_4898,True,Q88DC9
sp|Q88DD0|Q88DD0_PSEPK Pp_4897,True,Q88DD0
sp|Q88DD1|MUTL_PSEPK Mutl,True,Q88DD1
sp|Q88DD2|MIAA_PSEPK Miaa,True,Q88DD2
sp|Q88DD3|HFQ_PSEPK Hfq,True,Q88DD3
sp|Q88DD4|Q88DD4_PSEPK Hflx,True,Q88DD4
sp|Q88DD5|Q88DD5_PSEPK Hflk,True,Q88DD5
sp|Q88DD6|Q88DD6_PSEPK Hflc,True,Q88DD6
sp|Q88DD7|HISZ_PSEPK Hisz,True,Q88DD7
sp|Q88DD8|PURA_PSEPK Pura,True,Q88DD8
sp|Q88DD9|Q88DD9_PSEPK Pp_4888,True,Q88DD9
sp|Q88DE0|Q88DE0_PSEPK Pp_4887,True,Q88DE0
sp|Q88DE4|Q88DE4_PSEPK Pp_4882,True,Q88DE4
sp|Q88DE5|Q88DE5_PSEPK Pp_4881,True,Q88DE5
sp|Q88DE6|Q88DE6_PSEPK Vacb,True,Q88DE6
sp|Q88DE7|RLMB_PSEPK Rlmb,True,Q88DE7
sp|Q88DE8|RS6_PSEPK Rpsf,True,Q88DE8
sp|Q88DE9|RS18_PSEPK Rpsr,True,Q88DE9
sp|Q88DF0,True,Q88DF0
sp|Q88DF1|RL9_PSEPK Rpli,True,Q88DF1
sp|Q88DF2|Q88DF2_PSEPK Dnab,True,Q88DF2
sp|Q88DF3|Y4872_PSEPK Pp_4872,True,Q88DF3
sp|Q88DF4|Q88DF4_PSEPK Pp_4871,True,Q88DF4
sp|Q88DF5|Q88DF5_PSEPK Pp_4870,True,Q88DF5
sp|Q88DF6|NADE_PSEPK Nade,True,Q88DF6
sp|Q88DF7|PNCB_PSEPK Pncb,True,Q88DF7
sp|Q88DF8|Q88DF8_PSEPK Pp_4867,True,Q88DF8
sp|Q88DF9|Q88DF9_PSEPK Pp_4866,True,Q88DF9
sp|Q88DG0|Q88DG0_PSEPK Pp_4865,True,Q88DG0
sp|Q88DG1|Q88DG1_PSEPK Pp_4864,True,Q88DG1
sp|Q88DG2|Q88DG2_PSEPK Pp_4863,True,Q88DG2
sp|Q88DG3|Q88DG3_PSEPK Pp_4862,True,Q88DG3
sp|Q88DG5|Q88DG5_PSEPK Pp_4860,True,Q88DG5
sp|Q88DG6|Q88DG6_PSEPK Pp_4859,True,Q88DG6
sp|Q88DG7|Q88DG7_PSEPK Pp_4858,True,Q88DG7
sp|Q88DG8|Q88DG8_PSEPK Pp_4857,True,Q88DG8
sp|Q88DG9|Q88DG9_PSEPK Pp_4856,True,Q88DG9
sp|Q88DH4|Q88DH4_PSEPK Pp_4851,True,Q88DH4
sp|Q88DH6|Q88DH6_PSEPK Pp_4849,True,Q88DH6
sp|Q88DH7|CBPA_PSEPK Cbpa,True,Q88DH7
sp|Q88DH8|CBPM_PSEPK Cbpm,True,Q88DH8
sp|Q88DH9|Q88DH9_PSEPK Pp_4846,True,Q88DH9
sp|Q88DI0|Q88DI0_PSEPK Pp_4845,True,Q88DI0
sp|Q88DI1|Q88DI1_PSEPK Pp_4844,True,Q88DI1
sp|Q88DI2|Q88DI2_PSEPK Pp_4843,True,Q88DI2
sp|Q88DI3|Q88DI3_PSEPK Pp_4842,True,Q88DI3
sp|Q88DI4|Q88DI4_PSEPK Pp_4841,True,Q88DI4
sp|Q88DI5|Q88DI5_PSEPK Cyca,True,Q88DI5
sp|Q88DI6|Q88DI6_PSEPK Pp_4839,True,Q88DI6
sp|Q88DI7|Q88DI7_PSEPK Oprc,True,Q88DI7
sp|Q88DI9|Q88DI9_PSEPK Pp_4836,True,Q88DI9
sp|Q88DJ1|Q88DJ1_PSEPK Pp_4834,True,Q88DJ1
sp|Q88DJ4|CBID_PSEPK Cbid,True,Q88DJ4
sp|Q88DJ5|Q88DJ5_PSEPK Cobl,True,Q88DJ5
sp|Q88DJ7|Q88DJ7_PSEPK Cobh,True,Q88DJ7
sp|Q88DJ8|Q88DJ8_PSEPK Cobi,True,Q88DJ8
sp|Q88DJ9|Q88DJ9_PSEPK Cobj,True,Q88DJ9
sp|Q88DK1|Q88DK1_PSEPK Pp_4824,True,Q88DK1
sp|Q88DK2|PUR2_PSEPK Purd,True,Q88DK2
sp|Q88DK3|PUR9_PSEPK Purh,True,Q88DK3
sp|Q88DK4|Q88DK4_PSEPK Fis,True,Q88DK4
sp|Q88DK6|Q88DK6_PSEPK Pp_4819,True,Q88DK6
sp|Q88DK7|PRMA_PSEPK Prma,True,Q88DK7
sp|Q88DK8|Q88DK8_PSEPK Pp_4817,True,Q88DK8
sp|Q88DL1|Q88DL1_PSEPK Pp_4814,True,Q88DL1
sp|Q88DL4|PROA_PSEPK Proa,True,Q88DL4
sp|Q88DL5|NADD_PSEPK Nadd,True,Q88DL5
sp|Q88DL6|Q88DL6_PSEPK Rsfs,True,Q88DL6
sp|Q88DL7|RLMH_PSEPK Rlmh,True,Q88DL7
sp|Q88DL8|Q88DL8_PSEPK Mrda-2,True,Q88DL8
sp|Q88DL9,True,Q88DL9
sp|Q88DM0|Q88DM0_PSEPK Mltb,True,Q88DM0
sp|Q88DM1|Q88DM1_PSEPK Pp_4804,True,Q88DM1
sp|Q88DM2|Q88DM2_PSEPK Daca,True,Q88DM2
sp|Q88DM3|Y4802_PSEPK Pp_4802,True,Q88DM3
sp|Q88DM4|LIPB_PSEPK Lipb,True,Q88DM4
sp|Q88DM5|LIPA_PSEPK Lipa,True,Q88DM5
sp|Q88DM6|Q88DM6_PSEPK Pp_4799,True,Q88DM6
sp|Q88DM7|Q88DM7_PSEPK Pp_4798,True,Q88DM7
sp|Q88DM9|Q88DM9_PSEPK Hola,True,Q88DM9
sp|Q88DN0|Q88DN0_PSEPK Lpte,True,Q88DN0
sp|Q88DN1|SYL_PSEPK Leus,True,Q88DN1
sp|Q88DN4|LNT_PSEPK Lnt,True,Q88DN4
sp|Q88DN5|Q88DN5_PSEPK Pp_4789,True,Q88DN5
sp|Q88DN6|YBEY_PSEPK Ybey,True,Q88DN6
sp|Q88DN7|Q88DN7_PSEPK Pp_4787,True,Q88DN7
sp|Q88DN8|Q88DN8_PSEPK Pp_4786,True,Q88DN8
sp|Q88DN9|Q88DN9_PSEPK Pp_4785,True,Q88DN9
sp|Q88DP0|GSA_PSEPK Heml,True,Q88DP0
sp|Q88DP1|THIE_PSEPK Thie,True,Q88DP1
sp|Q88DP2|Q88DP2_PSEPK Thid,True,Q88DP2
sp|Q88DP4|Q88DP4_PSEPK Pp_4780,True,Q88DP4
sp|Q88DP5|Q88DP5_PSEPK Amn,True,Q88DP5
sp|Q88DP7|Q88DP7_PSEPK Pp_4776,True,Q88DP7
sp|Q88DP8,True,Q88DP8
sp|Q88DQ1|Q88DQ1_PSEPK Hrpb,True,Q88DQ1
sp|Q88DQ3|Q88DQ3_PSEPK Pp_4770,True,Q88DQ3
sp|Q88DQ4|Q88DQ4_PSEPK Pp_4769,True,Q88DQ4
sp|Q88DQ5,True,Q88DQ5
sp|Q88DQ7|Q88DQ7_PSEPK Pp_4766,True,Q88DQ7
sp|Q88DQ8|Q88DQ8_PSEPK Pp_4765,True,Q88DQ8
sp|Q88DQ9|Q88DQ9_PSEPK Pp_4764,True,Q88DQ9
sp|Q88DR1|Q88DR1_PSEPK Tesb,True,Q88DR1
sp|Q88DR2|Q88DR2_PSEPK Pp_4761,True,Q88DR2
sp|Q88DR3|Q88DR3_PSEPK Pp_4760,True,Q88DR3
sp|Q88DR9|Q88DR9_PSEPK Pp_4754,True,Q88DR9
sp|Q88DS0|Q88DS0_PSEPK Pp_4753,True,Q88DS0
sp|Q88DS5|Q88DS5_PSEPK Pp_4748,True,Q88DS5
sp|Q88DS7|Q88DS7_PSEPK Hsds,True,Q88DS7
sp|Q88DS8|Q88DS8_PSEPK Hsdm,True,Q88DS8
sp|Q88DS9|Q88DS9_PSEPK Hsdr,True,Q88DS9
sp|Q88DT1|Q88DT1_PSEPK Pp_4738,True,Q88DT1
sp|Q88DT3|LLDD_PSEPK Lldd,True,Q88DT3
sp|Q88DT6|SSRP_PSEPK Smpb,True,Q88DT6
sp|Q88DT7|Q88DT7_PSEPK Pp_4732,True,Q88DT7
sp|Q88DT8|Q88DT8_PSEPK Omla,True,Q88DT8
sp|Q88DT9|Q88DT9_PSEPK Fur,True,Q88DT9
sp|Q88DU0|Q88DU0_PSEPK Recn,True,Q88DU0
sp|Q88DU1|GRPE_PSEPK,True,Q88DU1
sp|Q88DU2|DNAK_PSEPK Dnak,True,Q88DU2
sp|Q88DU3|DNAJ_PSEPK Dnaj,True,Q88DU3
sp|Q88DU4|DAPB_PSEPK Dapb,True,Q88DU4
sp|Q88DU5|CARA_PSEPK Cara,True,Q88DU5
sp|Q88DU6|CARB_PSEPK Carb,True,Q88DU6
sp|Q88DU7|GREA_PSEPK Grea,True,Q88DU7
sp|Q88DU9|Q88DU9_PSEPK Pp_4720,True,Q88DU9
sp|Q88DV0|RLME_PSEPK Rlme,True,Q88DV0
sp|Q88DV1|Q88DV1_PSEPK Ftsh,True,Q88DV1
sp|Q88DV2|Q88DV2_PSEPK Folp,True,Q88DV2
sp|Q88DV3|GLMM_PSEPK Glmm,True,Q88DV3
sp|Q88DV4|TPIS_PSEPK Tpia,True,Q88DV4
sp|Q88DV5|RIMP_PSEPK Rimp,True,Q88DV5
sp|Q88DV6|Q88DV6_PSEPK Nusa,True,Q88DV6
sp|Q88DV7|IF2_PSEPK Infb,True,Q88DV7
sp|Q88DV8|RBFA_PSEPK Rbfa,True,Q88DV8
sp|Q88DV9|RS15_PSEPK Rpso,True,Q88DV9
sp|Q88DW0|PNP_PSEPK Pnp,True,Q88DW0
sp|Q88DW1|Q88DW1_PSEPK Pp_4707,True,Q88DW1
sp|Q88DW4|Q88DW4_PSEPK Pp_4704,True,Q88DW4
sp|Q88DW6|ACSA2_PSEPK Acsa2,True,Q88DW6
sp|Q88DW7|G6PI2_PSEPK Pgi2,True,Q88DW7
sp|Q88DW8|PANC_PSEPK Panc,True,Q88DW8
sp|Q88DW9|PANB_PSEPK Panb,True,Q88DW9
sp|Q88DX0|Q88DX0_PSEPK Folk-2,True,Q88DX0
sp|Q88DX1|Q88DX1_PSEPK Pcnb,True,Q88DX1
sp|Q88DX2|Q88DX2_PSEPK Pp_4696,True,Q88DX2
sp|Q88DX3|Q88DX3_PSEPK Pp_4695,True,Q88DX3
sp|Q88DX4|GLUQ_PSEPK Gluq,True,Q88DX4
sp|Q88DX5|Q88DX5_PSEPK Dksa,True,Q88DX5
sp|Q88DX6|Q88DX6_PSEPK Pp_4692,True,Q88DX6
sp|Q88DX9|Q88DX9_PSEPK Pp_4689,True,Q88DX9
sp|Q88DY0,True,Q88DY0
sp|Q88DY3|Q88DY3_PSEPK Pp_4685,True,Q88DY3
sp|Q88DY4|Q88DY4_PSEPK Pp_4684,True,Q88DY4
sp|Q88DY5|Q88DY5_PSEPK Mrcb,True,Q88DY5
sp|Q88DY6|Q88DY6_PSEPK Pp_4682,True,Q88DY6
sp|Q88DY7|Q88DY7_PSEPK Pp_4681,True,Q88DY7
sp|Q88DY8|Q88DY8_PSEPK Ilvb,True,Q88DY8
sp|Q88DY9|Q88DY9_PSEPK Ilvn,True,Q88DY9
sp|Q88DZ0|ILVC_PSEPK Ilvc,True,Q88DZ0
sp|Q88DZ1|Q88DZ1_PSEPK Pssa-2,True,Q88DZ1
sp|Q88DZ2|YEDY_PSEPK Yedy,True,Q88DZ2
sp|Q88DZ4|Q88DZ4_PSEPK Recc,True,Q88DZ4
sp|Q88DZ5|Q88DZ5_PSEPK Recb,True,Q88DZ5
sp|Q88DZ6|Q88DZ6_PSEPK Recd,True,Q88DZ6
sp|Q88DZ7|Q88DZ7_PSEPK Pp_4671,True,Q88DZ7
sp|Q88DZ9|Q88DZ9_PSEPK Pp_4669,True,Q88DZ9
sp|Q88E00|Q88E00_PSEPK Pp_4668,True,Q88E00
sp|Q88E01|Q88E01_PSEPK Mmsa-2,True,Q88E01
sp|Q88E02|Q88E02_PSEPK Mmsb,True,Q88E02
sp|Q88E04,True,Q88E04
sp|Q88E06|Q88E06_PSEPK Pp_4662,True,Q88E06
sp|Q88E09|Q88E09_PSEPK Ggt-2,True,Q88E09
sp|Q88E10|MCPS_PSEPK Mcps,True,Q88E10
sp|Q88E11|Q88E11_PSEPK Pp_4657,True,Q88E11
sp|Q88E12|Q88E12_PSEPK Pcah,True,Q88E12
sp|Q88E13|Q88E13_PSEPK Pcag,True,Q88E13
sp|Q88E14|TRMA_PSEPK Trma,True,Q88E14
sp|Q88E16|Q88E16_PSEPK Pp_4652,True,Q88E16
sp|Q88E17|Q88E17_PSEPK Cioa,True,Q88E17
sp|Q88E18|Q88E18_PSEPK Ciob,True,Q88E18
sp|Q88E20|RLMG_PSEPK Rlmg,True,Q88E20
sp|Q88E22|Q88E22_PSEPK Pp_4646,True,Q88E22
sp|Q88E23|MSCL_PSEPK Mscl,True,Q88E23
sp|Q88E24|Q88E24_PSEPK Rada,True,Q88E24
sp|Q88E25|Q88E25_PSEPK Pp_4643,True,Q88E25
sp|Q88E26|Q88E26_PSEPK Pp_4642,True,Q88E26
sp|Q88E27|Q88E27_PSEPK Csta,True,Q88E27
sp|Q88E29|Q88E29_PSEPK Pp_4639,True,Q88E29
sp|Q88E32|Q88E32_PSEPK Pp_4636,True,Q88E32
sp|Q88E33|FABV_PSEPK Fabv,True,Q88E33
sp|Q88E35|Q88E35_PSEPK Pp_4633,True,Q88E35
sp|Q88E36|Q88E36_PSEPK Pp_4632,True,Q88E36
sp|Q88E37|Q88E37_PSEPK Pp_4631,True,Q88E37
sp|Q88E39|Q88E39_PSEPK Pp_4629,True,Q88E39
sp|Q88E40|Q88E40_PSEPK Mioc,True,Q88E40
sp|Q88E46|Q88E46_PSEPK Pp_4622,True,Q88E46
sp|Q88E47|HGD_PSEPK Hmga,True,Q88E47
sp|Q88E48|Q88E48_PSEPK Pp_4620,True,Q88E48
sp|Q88E49|Q88E49_PSEPK Pp_4619,True,Q88E49
sp|Q88E51|Q88E51_PSEPK Pp_4617,True,Q88E51
sp|Q88E52|Q88E52_PSEPK Pp_4616,True,Q88E52
sp|Q88E58,True,Q88E58
sp|Q88E61,True,Q88E61
sp|Q88E63|Q88E63_PSEPK Pp_4605,True,Q88E63
sp|Q88E64|Q88E64_PSEPK Pp_4604,True,Q88E64
sp|Q88E65|Q88E65_PSEPK Pp_4602,True,Q88E65
sp|Q88E66|Q88E66_PSEPK Pp_4601,True,Q88E66
sp|Q88E67|Q88E67_PSEPK Moab-2,True,Q88E67
sp|Q88E72|Q88E72_PSEPK Pp_4594,True,Q88E72
sp|Q88E73|Q88E73_PSEPK Pp_4593,True,Q88E73
sp|Q88E74,True,Q88E74
sp|Q88E75|Q88E75_PSEPK Rnd,True,Q88E75
sp|Q88E76,True,Q88E76
sp|Q88E77|Q88E77_PSEPK Pp_4589,True,Q88E77
sp|Q88E78|Q88E78_PSEPK Pp_4588,True,Q88E78
sp|Q88E80|Q88E80_PSEPK Pp_4586,True,Q88E80
sp|Q88E81|Q88E81_PSEPK Pp_4585,True,Q88E81
sp|Q88E83|Q88E83_PSEPK Pp_4583,True,Q88E83
sp|Q88E84|Q88E84_PSEPK Pp_4582,True,Q88E84
sp|Q88E85|Q88E85_PSEPK Pp_4581,True,Q88E85
sp|Q88E86|Q88E86_PSEPK Pp_4580,True,Q88E86
sp|Q88E87|Q88E87_PSEPK Pp_4579,True,Q88E87
sp|Q88E89|Y4577_PSEPK Pp_4577,True,Q88E89
sp|Q88E90|Q88E90_PSEPK Pp_4576,True,Q88E90
sp|Q88E91|Q88E91_PSEPK Pp_4575,True,Q88E91
sp|Q88E92|Q88E92_PSEPK Pp_4574,True,Q88E92
sp|Q88E93|Q88E93_PSEPK Pp_4573,True,Q88E93
sp|Q88E95|Q88E95_PSEPK Cysk,True,Q88E95
sp|Q88E96|Q88E96_PSEPK Pp_4570,True,Q88E96
sp|Q88EA1|ACEK_PSEPK Acek,True,Q88EA1
sp|Q88EA3|Q88EA3_PSEPK Pp_4563,True,Q88EA3
sp|Q88EA4|Q88EA4_PSEPK Pp_4562,True,Q88EA4
sp|Q88EA5|Y4561_PSEPK Pp_4561,True,Q88EA5
sp|Q88EA7,True,Q88EA7
sp|Q88EB0|Q88EB0_PSEPK Pp_4556,True,Q88EB0
sp|Q88EB1|Q88EB1_PSEPK Pp_4555,True,Q88EB1
sp|Q88EB2|Q88EB2_PSEPK Pp_4554,True,Q88EB2
sp|Q88EB3|Q88EB3_PSEPK Pp_4553,True,Q88EB3
sp|Q88EB4|Q88EB4_PSEPK Phaj1,True,Q88EB4
sp|Q88EB5|Q88EB5_PSEPK Pp_4551,True,Q88EB5
sp|Q88EB6|Q88EB6_PSEPK Fadd2,True,Q88EB6
sp|Q88EB7|Q88EB7_PSEPK Fadd,True,Q88EB7
sp|Q88EC0|Q88EC0_PSEPK Hrpa,True,Q88EC0
sp|Q88EC1|Q88EC1_PSEPK Pp_4545,True,Q88EC1
sp|Q88EC3|Q88EC3_PSEPK Pp_4543,True,Q88EC3
sp|Q88EC4|Q88EC4_PSEPK Pp_4542,True,Q88EC4
sp|Q88EC5|Q88EC5_PSEPK Ppia,True,Q88EC5
sp|Q88EC6|Q88EC6_PSEPK Pp_4540,True,Q88EC6
sp|Q88EC7|Q88EC7_PSEPK Pp_4539,True,Q88EC7
sp|Q88EC8|AZOR2_PSEPK Azor2,True,Q88EC8
sp|Q88ED2|Q88ED2_PSEPK Pp_4533,True,Q88ED2
sp|Q88ED3|Q88ED3_PSEPK Pp_4532,True,Q88ED3
sp|Q88ED7|Q88ED7_PSEPK Pp_4528,True,Q88ED7
sp|Q88EE2|Q88EE2_PSEPK Pp_4523,True,Q88EE2
sp|Q88EE4|Q88EE4_PSEPK Pp_4521,True,Q88EE4
sp|Q88EE5|Q88EE5_PSEPK Pp_4520,True,Q88EE5
sp|Q88EE6|Q88EE6_PSEPK Tolc,True,Q88EE6
sp|Q88EE8|Q88EE8_PSEPK Pp_4517,True,Q88EE8
sp|Q88EE9|Q88EE9_PSEPK Recq,True,Q88EE9
sp|Q88EF0|Q88EF0_PSEPK Pp_4515,True,Q88EF0
sp|Q88EF2|Q88EF2_PSEPK Pp_4513,True,Q88EF2
sp|Q88EF7|Q88EF7_PSEPK Pp_4508,True,Q88EF7
sp|Q88EF9|Q88EF9_PSEPK Pp_4506,True,Q88EF9
sp|Q88EG0|Q88EG0_PSEPK Pp_4505,True,Q88EG0
sp|Q88EG1|Q88EG1_PSEPK Pp_4504,True,Q88EG1
sp|Q88EG2|Q88EG2_PSEPK Pp_4503,True,Q88EG2
sp|Q88EG3|Q88EG3_PSEPK Pp_4502,True,Q88EG3
sp|Q88EG5|Q88EG5_PSEPK Pp_4499,True,Q88EG5
sp|Q88EG7|Q88EG7_PSEPK Pp_4497,True,Q88EG7
sp|Q88EG8|Q88EG8_PSEPK Pp_4495,True,Q88EG8
sp|Q88EH2|PHS_PSEPK Phhb,True,Q88EH2
sp|Q88EH5|Q88EH5_PSEPK Pp_4488,True,Q88EH5
sp|Q88EH6|ACSA1_PSEPK Acsa1,True,Q88EH6
sp|Q88EH7|Q88EH7_PSEPK Pp_4486,True,Q88EH7
sp|Q88EH8|Q88EH8_PSEPK Pp_4485,True,Q88EH8
sp|Q88EH9|Q88EH9_PSEPK Pp_4484,True,Q88EH9
sp|Q88EI0|Q88EI0_PSEPK Pp_4483,True,Q88EI0
sp|Q88EI1|Q88EI1_PSEPK Pp_4482,True,Q88EI1
sp|Q88EI2|Q88EI2_PSEPK Aruf,True,Q88EI2
sp|Q88EI3|Q88EI3_PSEPK Arug,True,Q88EI3
sp|Q88EI4|ASTD_PSEPK Astd,True,Q88EI4
sp|Q88EI5|ASTB_PSEPK Astb,True,Q88EI5
sp|Q88EI6|Q88EI6_PSEPK Pp_4476,True,Q88EI6
sp|Q88EI7|ASTE_PSEPK Aste,True,Q88EI7
sp|Q88EI8|SYA_PSEPK Alas,True,Q88EI8
sp|Q88EI9|AK_PSEPK Pp_4473,True,Q88EI9
sp|Q88EJ0|Q88EJ0_PSEPK Csra,True,Q88EJ0
sp|Q88EJ1|Q88EJ1_PSEPK Mgte,True,Q88EJ1
sp|Q88EJ2|Q88EJ2_PSEPK Algz,True,Q88EJ2
sp|Q88EK2|Q88EK2_PSEPK Pp_4460,True,Q88EK2
sp|Q88EK9|Q88EK9_PSEPK Pp_4453,True,Q88EK9
sp|Q88EL4|Q88EL4_PSEPK Pp_4448,True,Q88EL4
sp|Q88EL5|Q88EL5_PSEPK Pp_4447,True,Q88EL5
sp|Q88EL9|Q88EL9_PSEPK Pp_4435,True,Q88EL9
sp|Q88EM5|Q88EM5_PSEPK Pp_4429,True,Q88EM5
sp|Q88EM6|Q88EM6_PSEPK Pp_4428,True,Q88EM6
sp|Q88EN0|Q88EN0_PSEPK Pp_4424,True,Q88EN0
sp|Q88EP8|Q88EP8_PSEPK Pp_4405,True,Q88EP8
sp|Q88EP9|Q88EP9_PSEPK Lpdv,True,Q88EP9
sp|Q88EQ0|Q88EQ0_PSEPK Bkdb,True,Q88EQ0
sp|Q88EQ1|Q88EQ1_PSEPK Bkda2,True,Q88EQ1
sp|Q88EQ2|Q88EQ2_PSEPK Bkda1,True,Q88EQ2
sp|Q88EQ3|Q88EQ3_PSEPK Bkdr,True,Q88EQ3
sp|Q88EQ4|Q88EQ4_PSEPK Pp_4399,True,Q88EQ4
sp|Q88EQ5|Q88EQ5_PSEPK Pp_4398,True,Q88EQ5
sp|Q88EQ6|YCGR_PSEPK Ycgr,True,Q88EQ6
sp|Q88EQ8|Q88EQ8_PSEPK Flgm,True,Q88EQ8
sp|Q88ER0|Q88ER0_PSEPK Chev-3,True,Q88ER0
sp|Q88ER1|CHER2_PSEPK Cher2,True,Q88ER1
sp|Q88ER5|Q88ER5_PSEPK Flge,True,Q88ER5
sp|Q88ER7|Q88ER7_PSEPK Flgf,True,Q88ER7
sp|Q88ER8|Q88ER8_PSEPK Flgg,True,Q88ER8
sp|Q88ER9|FLGH_PSEPK Flgh,True,Q88ER9
sp|Q88ES0|FLGI_PSEPK Flgi,True,Q88ES0
sp|Q88ES2|Q88ES2_PSEPK Flgk,True,Q88ES2
sp|Q88ES3|Q88ES3_PSEPK Flgl,True,Q88ES3
sp|Q88ES4|Q88ES4_PSEPK Pp_4379,True,Q88ES4
sp|Q88ES5|Q88ES5_PSEPK Flic,True,Q88ES5
sp|Q88ES6|Q88ES6_PSEPK Pp_4377,True,Q88ES6
sp|Q88ES7|Q88ES7_PSEPK Flid,True,Q88ES7
sp|Q88ES8|Q88ES8_PSEPK Flis,True,Q88ES8
sp|Q88ET0|Q88ET0_PSEPK Fleq,True,Q88ET0
sp|Q88ET2|Q88ET2_PSEPK Fler,True,Q88ET2
sp|Q88ET4|Q88ET4_PSEPK Flif,True,Q88ET4
sp|Q88ET5|Q88ET5_PSEPK Flig,True,Q88ET5
sp|Q88ET7|Q88ET7_PSEPK Flii,True,Q88ET7
sp|Q88ET9|Q88ET9_PSEPK Pp_4364,True,Q88ET9
sp|Q88EU0|Q88EU0_PSEPK Pp_4363,True,Q88EU0
sp|Q88EU1|Q88EU1_PSEPK Pp_4362,True,Q88EU1
sp|Q88EU2|Q88EU2_PSEPK Flik,True,Q88EU2
sp|Q88EU4|Q88EU4_PSEPK Flil,True,Q88EU4
sp|Q88EU5|Q88EU5_PSEPK Flim,True,Q88EU5
sp|Q88EU6|Q88EU6_PSEPK Flin,True,Q88EU6
sp|Q88EV7|Q88EV7_PSEPK Pp_4345,True,Q88EV7
sp|Q88EV9|Q88EV9_PSEPK Flhf,True,Q88EV9
sp|Q88EW0|Q88EW0_PSEPK Flen,True,Q88EW0
sp|Q88EW1|Q88EW1_PSEPK Flia,True,Q88EW1
sp|Q88EW2|Q88EW2_PSEPK Chey,True,Q88EW2
sp|Q88EW3|CHEZ_PSEPK Chez,True,Q88EW3
sp|Q88EW4|Q88EW4_PSEPK Chea,True,Q88EW4
sp|Q88EW5|CHEB1_PSEPK Cheb1,True,Q88EW5
sp|Q88EW6|Q88EW6_PSEPK Mota,True,Q88EW6
sp|Q88EW7|Q88EW7_PSEPK Motb,True,Q88EW7
sp|Q88EW8|Q88EW8_PSEPK Pp_4334,True,Q88EW8
sp|Q88EW9|Q88EW9_PSEPK Pp_4333,True,Q88EW9
sp|Q88EX0|Q88EX0_PSEPK Chew,True,Q88EX0
sp|Q88EX1|Q88EX1_PSEPK Pp_4331,True,Q88EX1
sp|Q88EX2,True,Q88EX2
sp|Q88EX4|Q88EX4_PSEPK Pp_4328,True,Q88EX4
sp|Q88EX5|CCMA_PSEPK Ccma,True,Q88EX5
sp|Q88EX9|CCME_PSEPK Ccme,True,Q88EX9
sp|Q88EY0|Q88EY0_PSEPK Ccmf,True,Q88EY0
sp|Q88EY1|Q88EY1_PSEPK Dsbe,True,Q88EY1
sp|Q88EY2|Q88EY2_PSEPK Pp_4319,True,Q88EY2
sp|Q88EY4|Q88EY4_PSEPK Pp_4316,True,Q88EY4
sp|Q88EY5|Q88EY5_PSEPK Pp_4315,True,Q88EY5
sp|Q88EY6|Q88EY6_PSEPK Pp_4314,True,Q88EY6
sp|Q88EY7|Q88EY7_PSEPK Pp_4313,True,Q88EY7
sp|Q88EY9|Q88EY9_PSEPK Pp_4311,True,Q88EY9
sp|Q88EZ0|Q88EZ0_PSEPK Pp_4310,True,Q88EZ0
sp|Q88EZ2|Q88EZ2_PSEPK Pp_4308,True,Q88EZ2
sp|Q88EZ4|Q88EZ4_PSEPK Pp_4306,True,Q88EZ4
sp|Q88EZ5|Q88EZ5_PSEPK Pp_4305,True,Q88EZ5
sp|Q88EZ9|Q88EZ9_PSEPK Pykf,True,Q88EZ9
sp|Q88F01|Q88F01_PSEPK Glxr,True,Q88F01
sp|Q88F02|Q88F02_PSEPK Hyi,True,Q88F02
