orig,has_6letter_substring,extracted
sp|Q88F03|Q88F03_PSEPK Gcl,True,Q88F03
sp|Q88F05|Q88F05_PSEPK Pp_4295,True,Q88F05
sp|Q88F06|Q88F06_PSEPK Pp_4294,True,Q88F06
sp|Q88F07|Q88F07_PSEPK Pp_4293,True,Q88F07
sp|Q88F11|Q88F11_PSEPK Pp_4289,True,Q88F11
sp|Q88F12|Q88F12_PSEPK Pp_4287,True,Q88F12
sp|Q88F13|Q88F13_PSEPK Pp_4286,True,Q88F13
sp|Q88F14|Q88F14_PSEPK Pp_4285,True,Q88F14
sp|Q88F16|Q88F16_PSEPK Pp_4283,True,Q88F16
sp|Q88F18|Q88F18_PSEPK Gad,True,Q88F18
sp|Q88F20|Q88F20_PSEPK Xdhb,True,Q88F20
sp|Q88F21|Q88F21_PSEPK Xdha,True,Q88F21
sp|Q88F22|Q88F22_PSEPK Pp_4277,True,Q88F22
sp|Q88F23|Q88F23_PSEPK Smc,True,Q88F23
sp|Q88F24|ZIPA_PSEPK Zipa,True,Q88F24
sp|Q88F25|DNLJ_PSEPK Liga,True,Q88F25
sp|Q88F30|Q88F30_PSEPK Dnax,True,Q88F30
sp|Q88F31|Y4268_PSEPK Pp_4268,True,Q88F31
sp|Q88F32|RECR_PSEPK Recr,True,Q88F32
sp|Q88F33|APT_PSEPK Apt,True,Q88F33
sp|Q88F34|Q88F34_PSEPK Anr,True,Q88F34
sp|Q88F35|Q88F35_PSEPK Hemn,True,Q88F35
sp|Q88F38|Q88F38_PSEPK Pp_4261,True,Q88F38
sp|Q88F39|Q88F39_PSEPK Pp_4260,True,Q88F39
sp|Q88F40|Q88F40_PSEPK Pp_4259,True,Q88F40
sp|Q88F41|Q88F41_PSEPK Ccop-2,True,Q88F41
sp|Q88F43|Q88F43_PSEPK Ccoo-2,True,Q88F43
sp|Q88F44|Q88F44_PSEPK Ccon-2,True,Q88F44
sp|Q88F46|Q88F46_PSEPK Ccop-1,True,Q88F46
sp|Q88F48|Q88F48_PSEPK Ccoo-1,True,Q88F48
sp|Q88F49|Q88F49_PSEPK Ccon-1,True,Q88F49
sp|Q88F50|Q88F50_PSEPK Pp_4249,True,Q88F50
sp|Q88F51|Y4248_PSEPK Pp_4248,True,Q88F51
sp|Q88F54|Q88F54_PSEPK Pp_4245,True,Q88F54
sp|Q88F62|Q88F62_PSEPK Dsbg,True,Q88F62
sp|Q88F66|Q88F66_PSEPK Pp_4232,True,Q88F66
sp|Q88F67|Q88F67_PSEPK Pp_4231,True,Q88F67
sp|Q88F70,True,Q88F70
sp|Q88F73,True,Q88F73
sp|Q88F75|Q88F75_PSEPK Pp_4223,True,Q88F75
sp|Q88F76|Q88F76_PSEPK Pp_4222,True,Q88F76
sp|Q88F77|Q88F77_PSEPK Pp_4221,True,Q88F77
sp|Q88F78|Q88F78_PSEPK Pp_4220,True,Q88F78
sp|Q88F80|Q88F80_PSEPK Pp_4218,True,Q88F80
sp|Q88F81|Q88F81_PSEPK Fpva,True,Q88F81
sp|Q88F82|Q88F82_PSEPK Pvde,True,Q88F82
sp|Q88F83|Q88F83_PSEPK Pp_4215,True,Q88F83
sp|Q88F84|Q88F84_PSEPK Pp_4214,True,Q88F84
sp|Q88F85|Q88F85_PSEPK Pp_4213,True,Q88F85
sp|Q88F86|Q88F86_PSEPK Pp_4212,True,Q88F86
sp|Q88F94|Q88F94_PSEPK Pp_4204,True,Q88F94
sp|Q88F95|Q88F95_PSEPK Pp_4203,True,Q88F95
sp|Q88F96|Q88F96_PSEPK Pp_4202,True,Q88F96
sp|Q88F97|Q88F97_PSEPK Pp_4201,True,Q88F97
sp|Q88F98|Q88F98_PSEPK Pp_4200,True,Q88F98
sp|Q88F99|Q88F99_PSEPK Pp_4199,True,Q88F99
sp|Q88FA0|Q88FA0_PSEPK Pp_4198,True,Q88FA0
sp|Q88FA1|Q88FA1_PSEPK Pp_4197,True,Q88FA1
sp|Q88FA4|Q88FA4_PSEPK Glta,True,Q88FA4
sp|Q88FA5|Q88FA5_PSEPK Sdhc,True,Q88FA5
sp|Q88FA6|Q88FA6_PSEPK Sdhd,True,Q88FA6
sp|Q88FA7|Q88FA7_PSEPK Sdha,True,Q88FA7
sp|Q88FA8|Q88FA8_PSEPK Sdhb,True,Q88FA8
sp|Q88FA9|Q88FA9_PSEPK Kgda,True,Q88FA9
sp|Q88FB0|Q88FB0_PSEPK Kgdb,True,Q88FB0
sp|Q88FB1|Q88FB1_PSEPK Lpdg,True,Q88FB1
sp|Q88FB2|SUCC_PSEPK Succ,True,Q88FB2
sp|Q88FB3|Q88FB3_PSEPK Sucd,True,Q88FB3
sp|Q88FB5|Q88FB5_PSEPK Pp_4183,True,Q88FB5
sp|Q88FB8|Q88FB8_PSEPK PP_4180,True,Q88FB8
sp|Q88FB9|HTPG_PSEPK Htpg,True,Q88FB9
sp|Q88FC0|Q88FC0_PSEPK Pp_4178,True,Q88FC0
sp|Q88FC1|Q88FC1_PSEPK Pp_4177,True,Q88FC1
sp|Q88FC3|Q88FC3_PSEPK Fabb,True,Q88FC3
sp|Q88FC4|FABA_PSEPK Faba,True,Q88FC4
sp|Q88FC5|Q88FC5_PSEPK Pp_4173,True,Q88FC5
sp|Q88FC6|Q88FC6_PSEPK Pp_4172,True,Q88FC6
sp|Q88FC9|GPDA_PSEPK Gpsa,True,Q88FC9
sp|Q88FD0|Q88FD0_PSEPK Pp_4168,True,Q88FD0
sp|Q88FD1|Q88FD1_PSEPK Sixa,True,Q88FD1
sp|Q88FD4|Q88FD4_PSEPK Pp_4164,True,Q88FD4
sp|Q88FD5|Q88FD5_PSEPK Pp_4163,True,Q88FD5
sp|Q88FD9|Q88FD9_PSEPK Kdpd,True,Q88FD9
sp|Q88FE0|Q88FE0_PSEPK Kdpe,True,Q88FE0
sp|Q88FE6|Q88FE6_PSEPK Pp_4151,True,Q88FE6
sp|Q88FE7|Q88FE7_PSEPK Pp_4150,True,Q88FE7
sp|Q88FE9|Q88FE9_PSEPK Pp_4148,True,Q88FE9
sp|Q88FF0|Q88FF0_PSEPK Pp_4147,True,Q88FF0
sp|Q88FF1|Q88FF1_PSEPK Pp_4146,True,Q88FF1
sp|Q88FF3|GLO2_PSEPK Glob,True,Q88FF3
sp|Q88FF4|Q88FF4_PSEPK Pp_4143,True,Q88FF4
sp|Q88FF5|RNH_PSEPK Rnha,True,Q88FF5
sp|Q88FF6|Q88FF6_PSEPK Dnaq,True,Q88FF6
sp|Q88FF8|CHRR_PSEPK Pp_4138,True,Q88FF8
sp|Q88FF9|Q88FF9_PSEPK Pp_4137,True,Q88FF9
sp|Q88FG5|Q88FG5_PSEPK Nuon,True,Q88FG5
sp|Q88FG6|Q88FG6_PSEPK Nuom,True,Q88FG6
sp|Q88FG7|Q88FG7_PSEPK Nuol,True,Q88FG7
sp|Q88FG8|NUOK_PSEPK Nuok,True,Q88FG8
sp|Q88FH0|NUOI_PSEPK Nuoi,True,Q88FH0
sp|Q88FH1|NUOH_PSEPK Nuoh,True,Q88FH1
sp|Q88FH2|NUOG_PSEPK Nuog,True,Q88FH2
sp|Q88FH3|Q88FH3_PSEPK Nuof,True,Q88FH3
sp|Q88FH4|Q88FH4_PSEPK Nuoe,True,Q88FH4
sp|Q88FH5|NUOCD_PSEPK Nuoc,True,Q88FH5
sp|Q88FH6|NUOB_PSEPK Nuob,True,Q88FH6
sp|Q88FH7|NUOA_PSEPK Nuoa,True,Q88FH7
sp|Q88FI0|Q88FI0_PSEPK Acea,True,Q88FI0
sp|Q88FI1|Q88FI1_PSEPK Pp_4115,True,Q88FI1
sp|Q88FI2|Q88FI2_PSEPK Pp_4114,True,Q88FI2
sp|Q88FI4|EFG2_PSEPK Fusb,True,Q88FI4
sp|Q88FI6|Q88FI6_PSEPK Pp_4109,True,Q88FI6
sp|Q88FJ1|Q88FJ1_PSEPK Pp_4104,True,Q88FJ1
sp|Q88FJ4,True,Q88FJ4
sp|Q88FJ6|Q88FJ6_PSEPK Gaca,True,Q88FJ6
sp|Q88FJ7|UVRC_PSEPK Uvrc,True,Q88FJ7
sp|Q88FJ8|Q88FJ8_PSEPK Pgsa,True,Q88FJ8
sp|Q88FK3|Q88FK3_PSEPK Pp_4091,True,Q88FK3
sp|Q88FK6,True,Q88FK6
sp|Q88FL2|Q88FL2_PSEPK Pp_4078,True,Q88FL2
sp|Q88FN0|Q88FN0_PSEPK Pp_4059,True,Q88FN0
sp|Q88FP1,True,Q88FP1
sp|Q88FQ0|Q88FQ0_PSEPK Pp_4038,True,Q88FQ0
sp|Q88FQ7|Q88FQ7_PSEPK Pp_4030,True,Q88FQ7
sp|Q88FR2|Q88FR2_PSEPK Est,True,Q88FR2
sp|Q88FR5|Q88FR5_PSEPK Pp_4018,True,Q88FR5
sp|Q88FR6|Q88FR6_PSEPK Pp_4017,True,Q88FR6
sp|Q88FR7|Q88FR7_PSEPK Purb,True,Q88FR7
sp|Q88FR8|HFLD_PSEPK Hfld,True,Q88FR8
sp|Q88FR9|MNMA_PSEPK Mnma,True,Q88FR9
sp|Q88FS0|Q88FS0_PSEPK Pp_4013,True,Q88FS0
sp|Q88FS1|Q88FS1_PSEPK Pp_4012,True,Q88FS1
sp|Q88FS2|Q88FS2_PSEPK Icd,True,Q88FS2
sp|Q88FS3|Q88FS3_PSEPK Cspd,True,Q88FS3
sp|Q88FS4|CLPS_PSEPK Clps,True,Q88FS4
sp|Q88FS5|Q88FS5_PSEPK Clpa,True,Q88FS5
sp|Q88FS6|ATE_PSEPK Ate,True,Q88FS6
sp|Q88FS7|LFTR_PSEPK Aat,True,Q88FS7
sp|Q88FS8|FTSK_PSEPK Ftsk,True,Q88FS8
sp|Q88FS9|LOLA_PSEPK Lola,True,Q88FS9
sp|Q88FT0|Q88FT0_PSEPK Pp_4002,True,Q88FT0
sp|Q88FT2|SYS_PSEPK Sers,True,Q88FT2
sp|Q88FT3|CYSG_PSEPK Cysg,True,Q88FT3
sp|Q88FT4|Q88FT4_PSEPK Pp_3998,True,Q88FT4
sp|Q88FT5|Q88FT5_PSEPK Pp_3997,True,Q88FT5
sp|Q88FT6|Q88FT6_PSEPK Pp_3996,True,Q88FT6
sp|Q88FT7|Q88FT7_PSEPK Pp_3995,True,Q88FT7
sp|Q88FT8,True,Q88FT8
sp|Q88FT9|Q88FT9_PSEPK Dsre,True,Q88FT9
sp|Q88FU3|Q88FU3_PSEPK Pp_3989,True,Q88FU3
sp|Q88FU4|Q88FU4_PSEPK Pp_3988,True,Q88FU4
sp|Q88FU7;Q88I85,False,
sp|Q88FV1,True,Q88FV1
sp|Q88FW0|Q88FW0_PSEPK Pp_3968,True,Q88FW0
sp|Q88FW3,True,Q88FW3
sp|Q88FW6|Q88FW6_PSEPK Pp_3961,True,Q88FW6
sp|Q88FW7|Q88FW7_PSEPK Pp_3960,True,Q88FW7
sp|Q88FW9|NHAA2_PSEPK Nhaa2,True,Q88FW9
sp|Q88FX0|Q88FX0_PSEPK Pp_3957,True,Q88FX0
sp|Q88FX3|Q88FX3_PSEPK Pp_3954,True,Q88FX3
sp|Q88FX5|Q88FX5_PSEPK Pcai,True,Q88FX5
sp|Q88FX6|Q88FX6_PSEPK Pp_3950,True,Q88FX6
sp|Q88FX7,True,Q88FX7
sp|Q88FX8|NICB_PSEPK Nicb,True,Q88FX8
sp|Q88FX9,True,Q88FX9
sp|Q88FY0|NICR_PSEPK Nicr,True,Q88FY0
sp|Q88FZ5|Q88FZ5_PSEPK Pp_3931,True,Q88FZ5
sp|Q88FZ6,True,Q88FZ6
sp|Q88FZ9|Q88FZ9_PSEPK Pp_3927,True,Q88FZ9
sp|Q88G00|Q88G00_PSEPK Pp_3926,True,Q88G00
sp|Q88G01|Q88G01_PSEPK Pp_3925,True,Q88G01
sp|Q88G02|Q88G02_PSEPK Pp_3924,True,Q88G02
sp|Q88G03|Q88G03_PSEPK Pp_3923,True,Q88G03
sp|Q88G04|Q88G04_PSEPK Pp_3922,True,Q88G04
sp|Q88G17|Q88G17_PSEPK Pp_3909,True,Q88G17
sp|Q88G22|Q88G22_PSEPK Pp_3904,True,Q88G22
sp|Q88G25|Q88G25_PSEPK Pp_3901,True,Q88G25
sp|Q88G29|Q88G29_PSEPK Pp_3897,True,Q88G29
sp|Q88G30|Q88G30_PSEPK Pp_3896,True,Q88G30
sp|Q88G67,True,Q88G67
sp|Q88G86|Q88G86_PSEPK Pp_3839,True,Q88G86
sp|Q88G88|Q88G88_PSEPK Pp_3837,True,Q88G88
sp|Q88G90|Q88G90_PSEPK Pp_3835,True,Q88G90
sp|Q88G91|Q88G91_PSEPK Pp_3834,True,Q88G91
sp|Q88G93|CSRA_PSEPK Csra,True,Q88G93
sp|Q88G97|Q88G97_PSEPK Moda,True,Q88G97
sp|Q88G98|Q88G98_PSEPK Pp_3827,True,Q88G98
sp|Q88GA0|Q88GA0_PSEPK Pp_3825,True,Q88GA0
sp|Q88GA2|Q88GA2_PSEPK Pp_3823,True,Q88GA2
sp|Q88GA3|Q88GA3_PSEPK Pp_3822,True,Q88GA3
sp|Q88GA4|Q88GA4_PSEPK Galu,True,Q88GA4
sp|Q88GA5|Q88GA5_PSEPK Gor,True,Q88GA5
sp|Q88GA7|Q88GA7_PSEPK Pp_3817,True,Q88GA7
sp|Q88GB0|Q88GB0_PSEPK Pp_3814,True,Q88GB0
sp|Q88GB8|Q88GB8_PSEPK Pp_3806,True,Q88GB8
sp|Q88GC0|Q88GC0_PSEPK Pp_3804,True,Q88GC0
sp|Q88GC2|Q88GC2_PSEPK Pp_3802,True,Q88GC2
sp|Q88GC4|Q88GC4_PSEPK Pp_3800,True,Q88GC4
sp|Q88GC5|Q88GC5_PSEPK Pp_3799,True,Q88GC5
sp|Q88GC6|Q88GC6_PSEPK PP_3798,True,Q88GC6
sp|Q88GC7|Q88GC7_PSEPK Pp_3797,True,Q88GC7
sp|Q88GD0|Q88GD0_PSEPK Pbpg,True,Q88GD0
sp|Q88GD4|Q88GD4_PSEPK Dapf-1,True,Q88GD4
sp|Q88GD6|Q88GD6_PSEPK Pp_3788,True,Q88GD6
sp|Q88GD7|Q88GD7_PSEPK Pp_3787,True,Q88GD7
sp|Q88GD8|Q88GD8_PSEPK Pp_3786,True,Q88GD8
sp|Q88GD9|Q88GD9_PSEPK Pp_3785,True,Q88GD9
sp|Q88GE0|Q88GE0_PSEPK Pp_3784,True,Q88GE0
sp|Q88GE1|Q88GE1_PSEPK Pp_3783,True,Q88GE1
sp|Q88GE3|Q88GE3_PSEPK Pp_3781,True,Q88GE3
sp|Q88GE5|Q88GE5_PSEPK Pp_3779,True,Q88GE5
sp|Q88GE6|Q88GE6_PSEPK Proc-1,True,Q88GE6
sp|Q88GE7|Q88GE7_PSEPK Pp_3777,True,Q88GE7
sp|Q88GE9|Q88GE9_PSEPK Pp_3775,True,Q88GE9
sp|Q88GF0,True,Q88GF0
sp|Q88GF2|Q88GF2_PSEPK Pp_3772,True,Q88GF2
sp|Q88GF6|Q88GF6_PSEPK Pp_3768,True,Q88GF6
sp|Q88GF8|Q88GF8_PSEPK Gloa,True,Q88GF8
sp|Q88GF9|Q88GF9_PSEPK Pp_3765,True,Q88GF9
sp|Q88GG1|Q88GG1_PSEPK Pp_3763,True,Q88GG1
sp|Q88GG2|Q88GG2_PSEPK Pp_3762,True,Q88GG2
sp|Q88GG3|Q88GG3_PSEPK Pp_3761,True,Q88GG3
sp|Q88GG4|CHER3_PSEPK Cher3,True,Q88GG4
sp|Q88GG6|Q88GG6_PSEPK Pp_3758,True,Q88GG6
sp|Q88GG7|Q88GG7_PSEPK Pp_3757,True,Q88GG7
sp|Q88GG9|Q88GG9_PSEPK Paah,True,Q88GG9
sp|Q88GH0|Q88GH0_PSEPK Pp_3754,True,Q88GH0
sp|Q88GH1|Q88GH1_PSEPK Pp_3753,True,Q88GH1
sp|Q88GH5|Q88GH5_PSEPK Glcg,True,Q88GH5
sp|Q88GH7|Q88GH7_PSEPK glcE,True,Q88GH7
sp|Q88GI1|Q88GI1_PSEPK Pp_3742,True,Q88GI1
sp|Q88GI3|Q88GI3_PSEPK Pp_3740,True,Q88GI3
sp|Q88GI4|Q88GI4_PSEPK Pp_3738,True,Q88GI4
sp|Q88GJ0|Q88GJ0_PSEPK Pp_3732,True,Q88GJ0
sp|Q88GJ4|Q88GJ4_PSEPK Pp_3728,True,Q88GJ4
sp|Q88GK0|Q88GK0_PSEPK Aspc,True,Q88GK0
sp|Q88GK1|Q88GK1_PSEPK Pp_3720,True,Q88GK1
sp|Q88GK6|Q88GK6_PSEPK Catb,True,Q88GK6
sp|Q88GK8|Q88GK8_PSEPK Cata,True,Q88GK8
sp|Q88GL4|Q88GL4_PSEPK Pp_3707,True,Q88GL4
sp|Q88GL5|Q88GL5_PSEPK Pp_3706,True,Q88GL5
sp|Q88GL6|Q88GL6_PSEPK Pp_3705,True,Q88GL6
sp|Q88GL7|Q88GL7_PSEPK Pp_3704,True,Q88GL7
sp|Q88GM2|Q88GM2_PSEPK Pp_3699,True,Q88GM2
sp|Q88GM7|Q88GM7_PSEPK Pp_3694,True,Q88GM7
sp|Q88GM8|Q88GM8_PSEPK Pp_3693,True,Q88GM8
sp|Q88GM9|Q88GM9_PSEPK Pp_3692,True,Q88GM9
sp|Q88GN0|Q88GN0_PSEPK Pp_3691,True,Q88GN0
sp|Q88GN9|Q88GN9_PSEPK Pp_3681,True,Q88GN9
sp|Q88GP0|Q88GP0_PSEPK Pp_3680,True,Q88GP0
sp|Q88GP7|Q88GP7_PSEPK Pp_3671,True,Q88GP7
sp|Q88GP9|Q88GP9_PSEPK Pp_3669,True,Q88GP9
sp|Q88GQ0|KATG_PSEPK Katg,True,Q88GQ0
sp|Q88GQ3|Q88GQ3_PSEPK Pp_3665,True,Q88GQ3
sp|Q88GQ4|Q88GQ4_PSEPK Pssa-1,True,Q88GQ4
sp|Q88GQ5|Q88GQ5_PSEPK Pp_3663,True,Q88GQ5
sp|Q88GQ6|Q88GQ6_PSEPK Pp_3662,True,Q88GQ6
sp|Q88GR7|Q88GR7_PSEPK Pp_3651,True,Q88GR7
sp|Q88GR8|Q88GR8_PSEPK Pp_3650,True,Q88GR8
sp|Q88GR9|Q88GR9_PSEPK Pp_3649,True,Q88GR9
sp|Q88GS2|Q88GS2_PSEPK Pp_3646,True,Q88GS2
sp|Q88GS4|Q88GS4_PSEPK Pp_3644,True,Q88GS4
sp|Q88GT0|Q88GT0_PSEPK Pp_3638,True,Q88GT0
sp|Q88GT4|Q88GT4_PSEPK Pp_3634,True,Q88GT4
sp|Q88GT6|Q88GT6_PSEPK Pp_3631,True,Q88GT6
sp|Q88GT8|Q88GT8_PSEPK Pp_3629,True,Q88GT8
sp|Q88GT9,True,Q88GT9
sp|Q88GU0|Q88GU0_PSEPK Pp_3627,True,Q88GU0
sp|Q88GU4|Q88GU4_PSEPK Pp_3623,True,Q88GU4
sp|Q88GU5|Q88GU5_PSEPK Pp_3622,True,Q88GU5
sp|Q88GU7|Q88GU7_PSEPK Pp_3620,True,Q88GU7
sp|Q88GV4|Q88GV4_PSEPK Pp_3613,True,Q88GV4
sp|Q88GV5|Q88GV5_PSEPK Pp_3612,True,Q88GV5
sp|Q88GV6|Q88GV6_PSEPK Pp_3611,True,Q88GV6
sp|Q88GV7|Q88GV7_PSEPK Pp_3610,True,Q88GV7
sp|Q88GW4|Q88GW4_PSEPK Pp_3603,True,Q88GW4
sp|Q88GW5|Q88GW5_PSEPK Pp_3602,True,Q88GW5
sp|Q88GW8|KDGD_PSEPK Pp_3599,True,Q88GW8
sp|Q88GW9|Q88GW9_PSEPK Pp_3598,True,Q88GW9
sp|Q88GX4|Q88GX4_PSEPK Pp_3593,True,Q88GX4
sp|Q88GX6|Q88GX6_PSEPK Pp_3591,True,Q88GX6
sp|Q88GY0|Q88GY0_PSEPK Tpx,True,Q88GY0
sp|Q88GY1|Q88GY1_PSEPK Pp_3585,True,Q88GY1
sp|Q88GY3|Q88GY3_PSEPK Pp_3582,True,Q88GY3
sp|Q88GY7|Q88GY7_PSEPK Pp_3578,True,Q88GY7
sp|Q88GY9,True,Q88GY9
sp|Q88GZ5,True,Q88GZ5
sp|Q88GZ6|Q88GZ6_PSEPK Pp_3569,True,Q88GZ6
sp|Q88H02|Q88H02_PSEPK Pp_3563,True,Q88H02
sp|Q88H03|Q88H03_PSEPK Pp_3562,True,Q88H03
sp|Q88H07|Q88H07_PSEPK Pp_3558,True,Q88H07
sp|Q88H08|Q88H08_PSEPK Pp_3557,True,Q88H08
sp|Q88H15|Q88H15_PSEPK Pp_3550,True,Q88H15
sp|Q88H16|Q88H16_PSEPK Emra,True,Q88H16
sp|Q88H18|Q88H18_PSEPK Pp_3547,True,Q88H18
sp|Q88H19|Q88H19_PSEPK Pp_3546,True,Q88H19
sp|Q88H23|Q88H23_PSEPK Pp_3542,True,Q88H23
sp|Q88H30|Q88H30_PSEPK Ggt-1,True,Q88H30
sp|Q88H31|Q88H31_PSEPK Pp_3534,True,Q88H31
sp|Q88H35|Q88H35_PSEPK Pp_3530,True,Q88H35
sp|Q88H37|Q88H37_PSEPK Pp_3528,True,Q88H37
sp|Q88H38|Q88H38_PSEPK Pp_3527,True,Q88H38
sp|Q88H39|Q88H39_PSEPK Pp_3526,True,Q88H39
sp|Q88H40|Q88H40_PSEPK Pp_3525,True,Q88H40
sp|Q88H43|Q88H43_PSEPK Pp_3522,True,Q88H43
sp|Q88H44|Q88H44_PSEPK Pp_3521,True,Q88H44
sp|Q88H54|Q88H54_PSEPK Ilve,True,Q88H54
sp|Q88H55|Q88H55_PSEPK Pp_3510,True,Q88H55
sp|Q88H56|Q88H56_PSEPK Pp_3509,True,Q88H56
sp|Q88H57|Q88H57_PSEPK Cobw,True,Q88H57
sp|Q88H58|Q88H58_PSEPK Pp_3507,True,Q88H58
sp|Q88H59|Q88H59_PSEPK Pp_3506,True,Q88H59
sp|Q88H61|Q88H61_PSEPK Pp_3504,True,Q88H61
sp|Q88H63,True,Q88H63
sp|Q88H64|Q88H64_PSEPK Pp_3497,True,Q88H64
sp|Q88H65|Q88H65_PSEPK Pp_3496,True,Q88H65
sp|Q88H68|Q88H68_PSEPK Pp_3493,True,Q88H68
sp|Q88H69|Q88H69_PSEPK Acda,True,Q88H69
sp|Q88H70|Q88H70_PSEPK Pp_3491,True,Q88H70
sp|Q88H72|Q88H72_PSEPK Pp_3489,True,Q88H72
sp|Q88H77|Q88H77_PSEPK Pp_3484,True,Q88H77
sp|Q88H97|Q88H97_PSEPK Pp_3463,True,Q88H97
sp|Q88HA1|Q88HA1_PSEPK Pp_3459,True,Q88HA1
sp|Q88HA3|MOBA_PSEPK Moba,True,Q88HA3
sp|Q88HA4|Q88HA4_PSEPK Pp_3456,True,Q88HA4
sp|Q88HA5|Q88HA5_PSEPK Pp_3455,True,Q88HA5
sp|Q88HA6|Q88HA6_PSEPK Pp_3454,True,Q88HA6
sp|Q88HA7|Q88HA7_PSEPK PP_3453,True,Q88HA7
sp|Q88HB2|Q88HB2_PSEPK Pp_3448,True,Q88HB2
sp|Q88HB4|Q88HB4_PSEPK Ilva-1,True,Q88HB4
sp|Q88HB5|Q88HB5_PSEPK Pp_3445,True,Q88HB5
sp|Q88HB6|Q88HB6_PSEPK Pp_3444,True,Q88HB6
sp|Q88HB7|Q88HB7_PSEPK Pp_3443,True,Q88HB7
sp|Q88HB9|Q88HB9_PSEPK Pp_3441,True,Q88HB9
sp|Q88HC0|Q88HC0_PSEPK Pp_3440,True,Q88HC0
sp|Q88HC3|Q88HC3_PSEPK Pp_3437,True,Q88HC3
sp|Q88HC5|Q88HC5_PSEPK Pp_3435,True,Q88HC5
sp|Q88HC7|Q88HC7_PSEPK Hpd,True,Q88HC7
sp|Q88HC9|Q88HC9_PSEPK Pp_3431,True,Q88HC9
sp|Q88HD2|Q88HD2_PSEPK Pp_3428,True,Q88HD2
sp|Q88HD9|Q88HD9_PSEPK Pp_3421,True,Q88HD9
sp|Q88HE0|Q88HE0_PSEPK Pp_3420,True,Q88HE0
sp|Q88HE2|Q88HE2_PSEPK Pp_3418,True,Q88HE2
sp|Q88HE3|Q88HE3_PSEPK Gntp,True,Q88HE3
sp|Q88HE4|Q88HE4_PSEPK Gnuk,True,Q88HE4
sp|Q88HE5|Q88HE5_PSEPK Pp_3415,True,Q88HE5
sp|Q88HE9|Q88HE9_PSEPK Pp_3411,True,Q88HE9
sp|Q88HF0,True,Q88HF0
sp|Q88HF3|Q88HF3_PSEPK Pp_3406,True,Q88HF3
sp|Q88HF5|Q88HF5_PSEPK Pp_3404,True,Q88HF5
sp|Q88HF7|Q88HF7_PSEPK Pp_3402,True,Q88HF7
sp|Q88HF8|Q88HF8_PSEPK Pp_3401,True,Q88HF8
sp|Q88HG1|Q88HG1_PSEPK Pp_3397,True,Q88HG1
sp|Q88HH4|Q88HH4_PSEPK Pp_3384,True,Q88HH4
sp|Q88HH5|Q88HH5_PSEPK Pp_3383,True,Q88HH5
sp|Q88HH6|Q88HH6_PSEPK Pp_3382,True,Q88HH6
sp|Q88HH7|Q88HH7_PSEPK Ptxs,True,Q88HH7
sp|Q88HH8|Q88HH8_PSEPK Pp_3379,True,Q88HH8
sp|Q88HH9|Q88HH9_PSEPK Kguk,True,Q88HH9
sp|Q88HI0|Q88HI0_PSEPK Pp_3377,True,Q88HI0
sp|Q88HI1|Q88HI1_PSEPK Kgud,True,Q88HI1
sp|Q88HI5|Q88HI5_PSEPK Cpxr,True,Q88HI5
sp|Q88HI7|Q88HI7_PSEPK Pp_3370,True,Q88HI7
sp|Q88HJ0|Q88HJ0_PSEPK Pp_3367,True,Q88HJ0
sp|Q88HJ1|Q88HJ1_PSEPK Pp_3366,True,Q88HJ1
sp|Q88HJ2|Q88HJ2_PSEPK Pp_3364,True,Q88HJ2
sp|Q88HJ5|Q88HJ5_PSEPK Pp_3361,True,Q88HJ5
sp|Q88HJ7|Q88HJ7_PSEPK Pp_3359,True,Q88HJ7
sp|Q88HJ8|Q88HJ8_PSEPK Ech,True,Q88HJ8
sp|Q88HL4|Q88HL4_PSEPK Nika,True,Q88HL4
sp|Q88HM3,True,Q88HM3
sp|Q88HM8|Q88HM8_PSEPK Pp_3325,True,Q88HM8
sp|Q88HN7|Q88HN7_PSEPK Pp_3316,True,Q88HN7
sp|Q88HQ3|Q88HQ3_PSEPK Pp_3300,True,Q88HQ3
sp|Q88HQ6,True,Q88HQ6
sp|Q88HQ8|Q88HQ8_PSEPK Pp_3295,True,Q88HQ8
sp|Q88HQ9|Q88HQ9_PSEPK Pp_3294,True,Q88HQ9
sp|Q88HR1|Q88HR1_PSEPK Pp_3292,True,Q88HR1
sp|Q88HR2|Q88HR2_PSEPK Pp_3291,True,Q88HR2
sp|Q88HR3|Q88HR3_PSEPK Pp_3290,True,Q88HR3
sp|Q88HR4|Q88HR4_PSEPK Pp_3289,True,Q88HR4
sp|Q88HR5|Q88HR5_PSEPK Pp_3288,True,Q88HR5
sp|Q88HR7|Q88HR7_PSEPK Phan,True,Q88HR7
sp|Q88HU8|Q88HU8_PSEPK Ku,True,Q88HU8
sp|Q88HU9|Q88HU9_PSEPK PP_3254,True,Q88HU9
sp|Q88HV1,True,Q88HV1
sp|Q88HV4|Q88HV4_PSEPK Pp_3249,True,Q88HV4
sp|Q88HV5|Q88HV5_PSEPK Pp_3248,True,Q88HV5
sp|Q88HW0|Q88HW0_PSEPK Pp_3243,True,Q88HW0
sp|Q88HW1|Q88HW1_PSEPK Pp_3242,True,Q88HW1
sp|Q88HW2|Q88HW2_PSEPK Pp_3241,True,Q88HW2
sp|Q88HW3|Q88HW3_PSEPK Pp_3240,True,Q88HW3
sp|Q88HW4|Q88HW4_PSEPK Pp_3239,True,Q88HW4
