orig,has_6letter_substring,extracted,locus,primary_name,organism,is_putida
sp|Q88FX6|Q88FX6_PSEPK Pp_3950,True,Q88FX6,PP_3950,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88FX7,True,Q88FX7,PP_3949,nicS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88FX8|NICB_PSEPK Nicb,True,Q88FX8,PP_3948,nicB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88FX9,True,Q88FX9,PP_3947,nicA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88FY0|NICR_PSEPK Nicr,True,Q88FY0,PP_3946,nicR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88FZ5|Q88FZ5_PSEPK Pp_3931,True,Q88FZ5,PP_3931,yfbS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88FZ6,True,Q88FZ6,PP_3930,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88FZ9|Q88FZ9_PSEPK Pp_3927,True,Q88FZ9,PP_3927,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G00|Q88G00_PSEPK Pp_3926,True,Q88G00,PP_3926,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G01|Q88G01_PSEPK Pp_3925,True,Q88G01,PP_3925,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G02|Q88G02_PSEPK Pp_3924,True,Q88G02,PP_3924,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G03|Q88G03_PSEPK Pp_3923,True,Q88G03,PP_3923,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G04|Q88G04_PSEPK Pp_3922,True,Q88G04,PP_3922,sohB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G17|Q88G17_PSEPK Pp_3909,True,Q88G17,PP_3909,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G22|Q88G22_PSEPK Pp_3904,True,Q88G22,PP_3904,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G25|Q88G25_PSEPK Pp_3901,True,Q88G25,PP_3901,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G29|Q88G29_PSEPK Pp_3897,True,Q88G29,PP_3897,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G30|Q88G30_PSEPK Pp_3896,True,Q88G30,PP_3896,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G67,True,Q88G67,PP_3858,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G86|Q88G86_PSEPK Pp_3839,True,Q88G86,PP_3839,adhP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G88|Q88G88_PSEPK Pp_3837,True,Q88G88,PP_3837,yphA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G90|Q88G90_PSEPK Pp_3835,True,Q88G90,PP_3835,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G91|Q88G91_PSEPK Pp_3834,True,Q88G91,PP_3834,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G93|CSRA_PSEPK Csra,True,Q88G93,PP_3832,csrA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G97|Q88G97_PSEPK Moda,True,Q88G97,PP_3828,modA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88G98|Q88G98_PSEPK Pp_3827,True,Q88G98,PP_3827,yrpB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GA0|Q88GA0_PSEPK Pp_3825,True,Q88GA0,PP_3825,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GA2|Q88GA2_PSEPK Pp_3823,True,Q88GA2,PP_3823,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GA3|Q88GA3_PSEPK Pp_3822,True,Q88GA3,PP_3822,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GA4|Q88GA4_PSEPK Galu,True,Q88GA4,PP_3821,galU,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GA5|Q88GA5_PSEPK Gor,True,Q88GA5,PP_3819,gor,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GA7|Q88GA7_PSEPK Pp_3817,True,Q88GA7,PP_3817,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GB0|Q88GB0_PSEPK Pp_3814,True,Q88GB0,PP_3814,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GB8|Q88GB8_PSEPK Pp_3806,True,Q88GB8,PP_3806,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GC0|Q88GC0_PSEPK Pp_3804,True,Q88GC0,PP_3804,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GC2|Q88GC2_PSEPK Pp_3802,True,Q88GC2,PP_3802,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GC4|Q88GC4_PSEPK Pp_3800,True,Q88GC4,PP_3800,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GC5|Q88GC5_PSEPK Pp_3799,True,Q88GC5,PP_3799,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GC6|Q88GC6_PSEPK PP_3798,True,Q88GC6,PP_3798,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GC7|Q88GC7_PSEPK Pp_3797,True,Q88GC7,PP_3797,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GD0|Q88GD0_PSEPK Pbpg,True,Q88GD0,PP_3794,pbpG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GD4|Q88GD4_PSEPK Dapf-1,True,Q88GD4,PP_3790,dapF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GD6|Q88GD6_PSEPK Pp_3788,True,Q88GD6,PP_3788,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GD7|Q88GD7_PSEPK Pp_3787,True,Q88GD7,PP_3787,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GD8|Q88GD8_PSEPK Pp_3786,True,Q88GD8,PP_3786,aspC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GD9|Q88GD9_PSEPK Pp_3785,True,Q88GD9,PP_3785,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GE0|Q88GE0_PSEPK Pp_3784,True,Q88GE0,PP_3784,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GE1|Q88GE1_PSEPK Pp_3783,True,Q88GE1,PP_3783,syrB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GE3|Q88GE3_PSEPK Pp_3781,True,Q88GE3,PP_3781,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GE5|Q88GE5_PSEPK Pp_3779,True,Q88GE5,PP_3779,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GE6|Q88GE6_PSEPK Proc-1,True,Q88GE6,PP_3778,proC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GE7|Q88GE7_PSEPK Pp_3777,True,Q88GE7,PP_3777,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GE9|Q88GE9_PSEPK Pp_3775,True,Q88GE9,PP_3775,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GF0,True,Q88GF0,PP_3774,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GF2|Q88GF2_PSEPK Pp_3772,True,Q88GF2,PP_3772,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GF6|Q88GF6_PSEPK Pp_3768,True,Q88GF6,PP_3768,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GF8|Q88GF8_PSEPK Gloa,True,Q88GF8,PP_3766,gloA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GF9|Q88GF9_PSEPK Pp_3765,True,Q88GF9,PP_3765,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GG1|Q88GG1_PSEPK Pp_3763,True,Q88GG1,PP_3763,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GG2|Q88GG2_PSEPK Pp_3762,True,Q88GG2,PP_3762,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GG3|Q88GG3_PSEPK Pp_3761,True,Q88GG3,PP_3761,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GG4|CHER3_PSEPK Cher3,True,Q88GG4,PP_3760,cheR3,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GG6|Q88GG6_PSEPK Pp_3758,True,Q88GG6,PP_3758,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GG7|Q88GG7_PSEPK Pp_3757,True,Q88GG7,PP_3757,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GG9|Q88GG9_PSEPK Paah,True,Q88GG9,PP_3755,hbd,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GH0|Q88GH0_PSEPK Pp_3754,True,Q88GH0,PP_3754,bktB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GH1|Q88GH1_PSEPK Pp_3753,True,Q88GH1,PP_3753,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GH5|Q88GH5_PSEPK Glcg,True,Q88GH5,PP_3748,glcG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GH7|Q88GH7_PSEPK glcE,True,Q88GH7,PP_3746,glcE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GI1|Q88GI1_PSEPK Pp_3742,True,Q88GI1,PP_3742,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GI3|Q88GI3_PSEPK Pp_3740,True,Q88GI3,PP_3740,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GI4|Q88GI4_PSEPK Pp_3738,True,Q88GI4,PP_3738,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GJ0|Q88GJ0_PSEPK Pp_3732,True,Q88GJ0,PP_3732,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GJ4|Q88GJ4_PSEPK Pp_3728,True,Q88GJ4,PP_3728,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GK0|Q88GK0_PSEPK Aspc,True,Q88GK0,PP_3721,aruH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GK1|Q88GK1_PSEPK Pp_3720,True,Q88GK1,PP_3720,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GK6|Q88GK6_PSEPK Catb,True,Q88GK6,PP_3715,catB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GK8|Q88GK8_PSEPK Cata,True,Q88GK8,PP_3713,catA-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GL4|Q88GL4_PSEPK Pp_3707,True,Q88GL4,PP_3707,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GL5|Q88GL5_PSEPK Pp_3706,True,Q88GL5,PP_3706,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GL6|Q88GL6_PSEPK Pp_3705,True,Q88GL6,PP_3705,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GL7|Q88GL7_PSEPK Pp_3704,True,Q88GL7,PP_3704,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GM2|Q88GM2_PSEPK Pp_3699,True,Q88GM2,PP_3699,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GM7|Q88GM7_PSEPK Pp_3694,True,Q88GM7,PP_3694,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GM8|Q88GM8_PSEPK Pp_3693,True,Q88GM8,PP_3693,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GM9|Q88GM9_PSEPK Pp_3692,True,Q88GM9,PP_3692,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GN0|Q88GN0_PSEPK Pp_3691,True,Q88GN0,PP_3691,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GN9|Q88GN9_PSEPK Pp_3681,True,Q88GN9,PP_3681,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GP0|Q88GP0_PSEPK Pp_3680,True,Q88GP0,PP_3680,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GP7|Q88GP7_PSEPK Pp_3671,True,Q88GP7,PP_3671,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GP9|Q88GP9_PSEPK Pp_3669,True,Q88GP9,PP_3669,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GQ0|KATG_PSEPK Katg,True,Q88GQ0,PP_3668,katG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GQ3|Q88GQ3_PSEPK Pp_3665,True,Q88GQ3,PP_3665,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GQ4|Q88GQ4_PSEPK Pssa-1,True,Q88GQ4,PP_3664,pssA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GQ5|Q88GQ5_PSEPK Pp_3663,True,Q88GQ5,PP_3663,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GQ6|Q88GQ6_PSEPK Pp_3662,True,Q88GQ6,PP_3662,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GR7|Q88GR7_PSEPK Pp_3651,True,Q88GR7,PP_3651,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GR8|Q88GR8_PSEPK Pp_3650,True,Q88GR8,PP_3650,atnUDX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GR9|Q88GR9_PSEPK Pp_3649,True,Q88GR9,PP_3649,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GS2|Q88GS2_PSEPK Pp_3646,True,Q88GS2,PP_3646,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GS4|Q88GS4_PSEPK Pp_3644,True,Q88GS4,PP_3644,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GT0|Q88GT0_PSEPK Pp_3638,True,Q88GT0,PP_3638,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GT4|Q88GT4_PSEPK Pp_3634,True,Q88GT4,PP_3634,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GT6|Q88GT6_PSEPK Pp_3631,True,Q88GT6,PP_3631,htrG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GT8|Q88GT8_PSEPK Pp_3629,True,Q88GT8,PP_3629,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GT9,True,Q88GT9,PP_3628,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GU0|Q88GU0_PSEPK Pp_3627,True,Q88GU0,PP_3627,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GU4|Q88GU4_PSEPK Pp_3623,True,Q88GU4,PP_3623,adhB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GU5|Q88GU5_PSEPK Pp_3622,True,Q88GU5,PP_3622,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GU7|Q88GU7_PSEPK Pp_3620,True,Q88GU7,PP_3620,ycaO,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GV4|Q88GV4_PSEPK Pp_3613,True,Q88GV4,PP_3613,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GV5|Q88GV5_PSEPK Pp_3612,True,Q88GV5,PP_3612,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GV6|Q88GV6_PSEPK Pp_3611,True,Q88GV6,PP_3611,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GV7|Q88GV7_PSEPK Pp_3610,True,Q88GV7,PP_3610,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GW4|Q88GW4_PSEPK Pp_3603,True,Q88GW4,PP_3603,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GW5|Q88GW5_PSEPK Pp_3602,True,Q88GW5,PP_3602,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GW8|KDGD_PSEPK Pp_3599,True,Q88GW8,PP_3599,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GW9|Q88GW9_PSEPK Pp_3598,True,Q88GW9,PP_3598,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GX4|Q88GX4_PSEPK Pp_3593,True,Q88GX4,PP_3593,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GX6|Q88GX6_PSEPK Pp_3591,True,Q88GX6,PP_3591,dpkA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GY0|Q88GY0_PSEPK Tpx,True,Q88GY0,PP_3587,tpx,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GY1|Q88GY1_PSEPK Pp_3585,True,Q88GY1,PP_3585,mdtA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GY3|Q88GY3_PSEPK Pp_3582,True,Q88GY3,PP_3582,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GY7|Q88GY7_PSEPK Pp_3578,True,Q88GY7,PP_3578,pgm,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GY9,True,Q88GY9,PP_3576,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GZ5,True,Q88GZ5,PP_3570,oprB-III,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88GZ6|Q88GZ6_PSEPK Pp_3569,True,Q88GZ6,PP_3569,quiA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H02|Q88H02_PSEPK Pp_3563,True,Q88H02,PP_3563,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H03|Q88H03_PSEPK Pp_3562,True,Q88H03,PP_3562,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H07|Q88H07_PSEPK Pp_3558,True,Q88H07,PP_3558,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H08|Q88H08_PSEPK Pp_3557,True,Q88H08,PP_3557,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H15|Q88H15_PSEPK Pp_3550,True,Q88H15,PP_3550,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H16|Q88H16_PSEPK Emra,True,Q88H16,PP_3549,emrA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H18|Q88H18_PSEPK Pp_3547,True,Q88H18,PP_3547,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H19|Q88H19_PSEPK Pp_3546,True,Q88H19,PP_3546,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H23|Q88H23_PSEPK Pp_3542,True,Q88H23,PP_3542,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H30|Q88H30_PSEPK Ggt-1,True,Q88H30,PP_3535,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H31|Q88H31_PSEPK Pp_3534,True,Q88H31,PP_3534,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H35|Q88H35_PSEPK Pp_3530,True,Q88H35,PP_3530,allE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H37|Q88H37_PSEPK Pp_3528,True,Q88H37,PP_3528,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88H38|Q88H38_PSEPK Pp_3527,True,Q88H38,PP_3527,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
