Protein.Group,PP_5419_log2_FC,PP_5419_log10_pval,PP_1240_log2_FC,PP_1240_log10_pval,PP_1770_log2_FC,PP_1770_log10_pval
PP_0857,0.23194402125645164,2.759991049738927,,,0.4765763922132613,1.6451857562171486
PP_0858,1.1805858775386184,1.38662296025149,,,,
PP_0864,-0.680487303825314,1.7313960342771815,-0.6856866256739231,2.335872818690556,,
PP_0868,0.27878732777059995,1.7692232136559238,,,,
PP_0870,0.47586504391286893,1.4911170841564143,0.7738835465915546,1.7796240868593407,,
PP_0872,-0.2736125716438869,1.872468956132806,-0.5399133082094785,4.507884917085672,,
PP_0886,1.0171790484996015,3.5068991255411572,0.911415168110106,5.43621019722729,,
PP_0888,0.715049172821272,10.19903037973524,0.674079725524203,2.075271470228267,,
PP_0897,0.27800480948026995,1.7611994079393873,,,-0.23052387725784934,2.388078745454193
PP_0909,0.8504488355695586,2.302787509643422,0.7786344205450805,1.6998176789977266,,
PP_0913,1.3494615183711007,3.8919879194129545,1.2518786703074123,1.7044790992974732,,
PP_0914,0.745199482115442,2.7288060768145055,,,,
PP_0915,0.3970118333883827,1.759581790929984,,,-0.5176377124987706,2.1464124322508065
PP_0931,0.2632180070726627,5.0551511685162485,0.4383827588174855,2.7045198124343566,0.412179745099669,1.932725496234681
PP_0933,0.26616431118828676,2.050402558407141,0.20444222703507345,2.1007885606764165,,
PP_0940,0.3793562766694911,1.8133262323905364,0.8933311363656249,3.484841105228042,0.2962767097598262,1.5000177039402398
PP_0941,-0.3759598924116139,1.780417684623081,,,,
PP_0949,0.6841710996490913,1.5850614533949117,0.4764665539666314,2.261995271843204,0.39109120604714054,8.700387885973264
PP_0951,0.6714141861008189,3.7119782870369087,,,0.7667911710898649,9.04437418386344
PP_0957,-0.22583462438630914,2.0255633690740793,,,,
PP_0958,0.2573211408402094,2.3270335324417304,,,,
PP_0961,0.593680344780223,3.442590643050422,0.828229874165977,3.0470336120879984,0.6064258347398983,3.3478735741580894
PP_0966,-0.3983914928550797,5.790085197695986,,,,
PP_0971,1.0810948670097908,6.304470578755627,0.9488014884863915,1.7758007501934752,,
PP_0975,0.38483279317197616,3.7503459625275837,-0.624118039584084,5.283115638119688,,
PP_0980,0.6231206306270074,2.6850973903864626,0.8071369660890289,2.455172072705276,0.3115940038610337,1.6568802818625823
PP_0982,0.4204117193085943,1.578687027798993,,,,
PP_0998,0.7157601142680784,4.413940874070277,,,,
PP_0999,0.5777672074722525,7.004057945165225,1.1462152926383162,2.854835404128794,-1.0608361119472498,4.715836239342777
PP_1000,0.8490260130335431,1.4106194612734548,0.9706156767198939,1.5392347922187304,-1.0402296308777268,3.9829307352699326
PP_1001,0.6820863624682297,7.926970901860309,1.077027365786166,4.9083797074112505,-0.7530213264471961,5.338158630485285
PP_1009,-1.3697852746162904,9.662347328349906,-1.590465420147025,10.18698008065969,-0.8944260846044341,7.677389997899699
PP_1010,-0.235968464762386,4.252962135171859,-0.8210176812895611,3.2517851193921343,,
PP_1012,-0.9334302350929577,2.2082935381438986,,,,
PP_1014,0.2999728561977587,2.0356221262009146,1.058542664311478,14.536340873812366,,
PP_1015,-0.6365575349947691,6.0987125428522955,,,-0.8454086961868407,1.8946157581231797
PP_1016,-1.4719108361480084,1.726943604486263,,,-0.8549472250048574,1.5288119468031134
PP_1018,-0.8270366585490817,10.281348518733799,-0.6821566102312782,1.802503571744903,-0.7558689638320129,4.375005626594951
PP_1019,-1.3869389645919696,6.124185573024414,-0.3309685318803875,1.3047723849384043,-1.0006481755860634,1.739774891449214
PP_1021,1.237048292726232,6.9015976094742,1.4424231024225784,5.400446727442743,1.2393682697148927,1.9036327671403743
PP_1023,0.2314291070705067,2.038033523538177,,,0.29497291662013947,3.756035543420438
PP_1024,0.23114207069153,2.0251840394279306,0.27826128215805424,2.628347099604076,0.6097066271474801,1.6993782793020216
PP_1025,0.193672441161464,3.4677401484102544,-0.43559088372385896,3.7174906435101076,-0.6125131352367522,7.108902137383293
PP_1032,-0.1968918572335964,1.6437095752480024,-0.2830363604710016,3.9967543490258963,,
PP_1056,-0.47719658505626183,1.3597780219655111,,,-0.5480227121882031,1.7251400212973047
PP_1060,0.5609087620799756,4.779308826280139,0.5039431742793988,3.1646241711613037,,
PP_1063,0.30000010302811475,1.736915868495521,,,0.46776641287836995,1.3540398551102815
PP_1066,0.8317190492925557,3.205583118853923,,,0.7037696420396534,3.6963224051136288
PP_1075,-0.5975210891595092,8.475283884581831,,,,
PP_1081,0.45450358984608424,2.3744572210997625,0.6329369840234359,2.0938218893617457,,
PP_1082,1.1358897378567208,7.064301133522278,0.4870211287751547,4.7526629270780765,,
PP_1084,0.2863468308037447,3.5018067296431474,,,-0.28024372527278113,1.310266642702046
PP_1087,1.156411163907266,3.5760061318837946,,,,
PP_1098,0.4105855569939368,2.253617558015132,,,,
PP_1099,-1.163669641380986,8.669060901342567,-1.0015629936115096,3.3959969294150008,,
PP_1111,0.5906153660213499,4.3601368896784285,0.8532146766727235,5.904030665522619,,
PP_1121,1.022762543342813,4.355395301536889,0.8720049908062026,3.3139185167180227,,
PP_1131,1.0401133214829643,1.8957016481618685,1.4377060143812186,6.6071789712294455,0.8682073893354366,1.979099430345673
PP_1141,0.2564346648122031,2.1915799138090173,,,,
PP_1162,0.8173081896014007,3.5718138749328108,1.0954202360152903,2.0055218886829516,,
PP_1179,-0.2839343467270609,2.8811373247387233,-0.6191434045324502,6.3494765122199475,-0.27809956896936916,2.7445804244433
PP_1184,1.3955289586250577,2.1529112358790874,1.8076377723004329,2.158527147627691,,
PP_1186,-0.6912204736939245,4.08913846027578,-0.7158486893846231,4.511124107787797,-0.6151829960896646,6.582684115509173
PP_1190,0.31966331659350206,1.3759563643000754,,,,
PP_1205,0.46045641203853765,6.413811351047543,-0.4006658327003364,4.1170419592658485,,
PP_1206,-0.471032722942201,2.2654477132447766,,,,
PP_1210,0.7514850122643707,10.496395308616991,1.050159259858609,2.03227419769407,,
PP_1222,0.22283419633973994,2.155667167778249,0.6573709334164561,3.3038576086460116,0.2392730950046386,2.3257843729998418
PP_1230,0.7938382218826766,1.9929810798676277,0.6230126162618723,1.5214842743197419,,
PP_1232,1.118475827342853,2.1904721387531616,1.3916776714732013,3.2120312692104953,,
PP_1235,-0.2823761769311804,1.9181166594588632,-0.8492158441259661,2.0434763782801544,,
PP_1236,-1.1561995426589662,4.963330253909461,,,,
PP_1238,0.6399033255822743,3.2361314014437963,0.5986042464682015,6.471069866979363,0.4102196985023972,1.6204138053837491
PP_1251,1.3615996298074518,2.099119797939592,1.529747150894849,2.141948930362349,0.9434571234199388,8.65399007417136
PP_1261,0.31573336851698636,1.8436721556562683,-0.4214999078594298,3.9602878119752787,,
PP_1262,0.8239393010985427,1.5344479064760708,0.8799721346889406,3.1971484058388655,1.5362568748300143,3.5568934096695095
PP_1274,1.0451686956602921,1.9035008611096378,1.127607100892264,6.385088661249074,,
PP_1291,0.39868292705371894,2.435344720858412,0.18561132041311432,1.9382922365039246,-0.8540560712228482,1.994029664502447
PP_1297,0.432522188438043,6.378827597427965,0.6624399194569762,7.469340150915782,0.6234908147231096,4.495994636853351
PP_1298,0.4304757356642566,1.8331489195867618,0.5846112392380299,1.9404294691650819,0.5291221823391186,4.745270396537334
PP_1303,-0.2277074598798576,1.8678117619062833,-0.6063955640979972,1.6073541379712148,,
PP_1304,-0.35519028452870754,2.040015549451568,-0.25633373453070624,2.377863685595448,,
PP_1309,0.6820060658826385,7.020787208999988,0.5529094581037367,4.1903744625866945,0.686095248660269,1.417828640666216
PP_1315,-0.35686390504079174,7.794338543779866,-0.7567117139969255,4.315917422585169,,
PP_1316,-0.4711035309569733,3.9731975187268187,-0.8732589246705703,6.35613380844683,,
PP_1317,0.8783053155930581,2.2798509553264146,1.2870899529823594,2.3890503951836477,,
PP_1319,0.8148340924702522,1.4797872797373546,1.391383824419249,2.5828233038127713,,
PP_1322,0.5248305370288332,7.014597799547904,,,,
PP_1325,0.7071481024297669,2.568561417186216,,,,
PP_1335,0.6983523925020928,1.7892153829069941,,,,
PP_1337,0.4823619260413884,2.3423196322814914,,,0.4827068499240382,2.057341206899175
PP_1342,0.17943876718918592,1.6311910961063834,,,,
PP_1343,0.23916180778277646,4.170599454947921,-0.24309262649631702,1.729686045083781,,
PP_1346,0.6575137182900405,8.655695114506452,,,,
PP_1347,0.7369987081087872,5.6622803618202395,0.44019977148697226,4.111516391253636,0.24496904660592814,1.5349862508037928
PP_1353,0.526808054048639,2.554710917454786,0.6858268480734921,1.687839209925235,0.7682809201529659,1.648926913992036
PP_1360,0.7074227935596985,3.9794237765768514,0.6000321225006061,2.6418935245916706,,
PP_1366,-0.32711812253393646,1.8223954951798305,,,0.15417242550403248,1.4139599439251722
PP_1371,0.6269102339086992,1.7394509712844262,,,0.3144963645149222,4.40982553741489
PP_1384,2.1942206226524443,1.3991134634170141,2.72188899779438,2.0705698630914786,1.640414385929867,2.430205339045203
PP_1385,2.037658270451926,16.946225889954487,1.8420361817963455,1.9323524172428124,,
PP_1386,1.7861665670968279,4.206064264389565,1.906347237177028,2.205297648279222,0.8272300927561995,2.529356677535143
PP_1392,0.6802979914708496,3.06029576469671,0.6980716482978687,2.618206522256449,,
PP_1427,1.264814208843126,2.5645126898999533,1.1899182529949734,5.701881586226615,0.7649246448418449,1.4734416292237975
PP_1429,0.3134500234360636,4.340561373675339,0.7130929321930755,1.5237187833325763,,
PP_1432,0.30369742562940466,5.049992007449117,,,0.6539579030290815,3.273702243037237
PP_1436,0.36893885295586637,1.7972988963399197,,,,
PP_1443,0.21924962437582457,5.898876379378682,,,0.15956890549619684,1.6015336942383678
PP_1457,0.3985161622655581,3.6467586142242747,-0.7797806886894694,1.57689028697873,,
PP_1461,-0.22234595741058755,1.6507799315011715,-0.4820004728427159,1.327181886780493,,
PP_1462,-0.47269404275713794,2.5165183599115553,-0.6689928090653882,3.2688310047515423,,
PP_1465,-0.5502780752284534,7.29147935866815,-0.4735835650363737,3.1068816992709185,,
PP_1470,0.16931518979985513,2.71794059239031,,,,
PP_1471,0.2969522486677248,1.89518945465967,0.17415757455585562,1.834496482228658,,
PP_1475,1.1840316613309558,1.316588913717469,,,,
PP_1478,0.4915586657118475,1.3051832254957714,0.6049571921983572,2.16232657561237,-0.996969638532317,2.2279867624575633
PP_1481,0.7541016580629044,2.4823288766053313,,,-0.782604655595514,1.9013630147383986
PP_1486,1.1189012057779355,5.454915515070969,2.007348799000296,3.808773482094809,,
PP_1488,0.6975824273718482,2.224541884231486,0.7081618508090471,1.65020855179575,,
PP_1494,0.6513277237007853,2.1457532378678126,0.7478876589550869,2.146828294595894,,
PP_1502,-0.4472027675812861,2.0368444837552744,,,-0.5726577231873731,1.6340188634989405
PP_1506,-0.7879304365806703,6.968006660069574,,,,
PP_1518,0.8148247069761864,3.5339954144428463,1.3518285202455886,4.131818051428501,0.8767407556259437,1.8134982489092082
PP_1529,0.6706989501091709,1.601241996617212,,,,
PP_1591,-0.522774384120039,1.9617430820805148,-0.552902799402589,3.8794648406821106,,
PP_1592,-0.5003762394485727,3.92397595475876,,,-0.26242849596455764,3.3427804808190307
PP_1593,-0.45693608273532815,6.020964178652299,-0.9713832543036667,3.2948464360629557,-0.40186662986037663,1.945024383364428
PP_1597,0.8682048786951148,7.616633107449384,,,0.7134870879018738,1.3070145214681426
PP_1599,0.5304492642307813,2.485711592451751,-1.267854162923675,3.4060117144036393,,
PP_1600,0.3648588145601498,4.935084087342823,,,0.3095964988104174,1.3369162496632312
PP_1602,-0.24105431785263712,1.939692193784241,0.18713060330213482,2.9186058674424804,0.3218732509293083,1.3576116466643948
PP_1603,0.665165595133016,1.5520311165900025,,,0.6609090039061393,4.529434476759666
PP_1607,0.31402662107114265,4.461585359198669,,,0.333605480063225,3.7614421056571152
PP_1611,0.43613330664585115,2.4047926438529665,0.6381218098803356,2.027044297972307,0.3536050783292128,3.3991656777556005
PP_1616,0.6980641199250905,1.783874885495474,,,,
PP_1620,0.5697255788657644,1.5703435594091575,,,,
PP_1626,-1.205370660121613,2.2603387476293633,-1.2238992799341877,2.310584272556897,-0.8127863673010555,1.3648587913982952
PP_1629,-0.45736006222896547,6.183098840888897,-0.3614117717717391,5.365425464654924,-0.27061666276540725,1.6072175029368736
PP_1635,0.6780774079418043,3.7197643304199675,0.5838433153577528,4.398362873310272,1.1215797008911474,2.4068943262052813
PP_1638,-0.4486962855343888,3.8138195607167615,-0.5291367110210241,2.480217578008352,-0.5656710596788436,1.7847624802122433
PP_1644,1.0973122293121127,1.7240701559071916,,,,
PP_1646,1.0285343158779423,13.543458855861685,1.2661003726543827,2.3979590582499495,0.8566080659464075,6.200225076671738
PP_1656,0.6103437665898583,1.6775521184574487,0.34893111179876435,1.5033934467707712,0.4849979736596638,1.6219364377389944
PP_1657,1.1912752990381716,2.1772718703821985,,,,
PP_1663,1.1052718561818309,2.9414899078994914,1.2337816046234384,3.048466578857008,1.0173992291794987,10.439668344183884
PP_1665,0.14185813641572187,2.3462009589263952,-0.1404742436547307,2.128417316715891,,
PP_1666,1.157992185259406,6.178846875463154,,,0.4178336313743239,1.3446911835917765
PP_1686,2.3738882025978745,5.3583525371652,,,,
PP_1695,1.7772979773650164,8.391301101791498,,,1.508669774217865,3.7290437285339495
PP_1714,0.483653041049597,3.6936315568095734,,,,
PP_1719,0.6642293153723584,6.705685177382495,0.5902964702306049,1.539983219555116,,
PP_1720,0.5052428672679,2.797973924904131,0.30887313739805966,2.9496513549944186,0.2837416194348667,4.437043793718112
PP_1721,0.8982624262226,7.585465840519312,,,0.6633816406097515,1.3121272275397098
