,Line Name,rep,is_control,line_name_norep,number_of_grna,isoprenol,dCas9,dCas9_normtocontrol,target_1,target_2,target_3,target_4,target_1_value,target_2_value,target_3_value,target_4_value,target_1_control,target_2_control,target_3_control,target_4_control,target_1_norm,target_2_norm,target_3_norm,target_4_norm,has_missing_control,above_dcas9_thresh,target_1_belowthresh,target_2_belowthresh,target_3_belowthresh,target_4_belowthresh,all_targets_belowthresh,all_reps_belowthresh,all_reps_above_dcas9_thresh,to_keep,to_keep_improved
0,PP_0751_PP_0813_PP_0815-R1,1,False,PP_0751_PP_0813_PP_0815,3,818.6499,13872740.8,0.9259303470749698,PP_0751,PP_0813,PP_0815,,377848.0,3355569.6,,,17770618.258333333,8685842.9,,,0.02126251290231911,0.38632630576360066,,,True,True,True,True,True,False,True,True,True,True,True
1,PP_0751_PP_0813_PP_0815-R2,2,False,PP_0751_PP_0813_PP_0815,3,773.4597,17156121.0,1.1450782005521343,PP_0751,PP_0813,PP_0815,,495977.1,3220126.4,,,17770618.258333333,8685842.9,,,0.027909951853668177,0.3707327471925609,,,True,True,True,True,True,False,True,True,True,True,True
2,PP_0528_PP_0751_PP_0812_PP_0815-R1,1,False,PP_0528_PP_0751_PP_0812_PP_0815,4,762.3653,30954529.9,2.0660472957045033,PP_0528,PP_0751,PP_0812,PP_0815,32959.8,395357.4,98879.4,,3184623.625,17770618.258333333,12236302.725,,0.010349668871780729,0.02224781345548299,0.008080823286431072,,True,True,True,True,True,True,True,True,True,True,True
3,PP_0528_PP_0751_PP_0812_PP_0815-R3,3,False,PP_0528_PP_0751_PP_0812_PP_0815,4,748.9053,9242451.8,0.616883622809249,PP_0528,PP_0751,PP_0812,PP_0815,53118.3,621991.9,729960.8,,3184623.625,17770618.258333333,12236302.725,,0.01667961626077556,0.03500114013806604,0.059655340048805475,,True,True,True,True,True,True,True,True,True,True,True
4,PP_0528_PP_0751_PP_0815-R2,2,False,PP_0528_PP_0751_PP_0815,3,748.225,14687992.4,0.9803439779374036,PP_0528,PP_0751,PP_0815,,86273.4,575156.0,,,3184623.625,17770618.258333333,,,0.027090611060828263,0.03236555935414836,,,True,True,True,True,True,False,True,True,True,True,True
5,PP_0528_PP_0751_PP_0815-R3,3,False,PP_0528_PP_0751_PP_0815,3,746.4432,22920852.8,1.529842840310135,PP_0528,PP_0751,PP_0815,,83611.8,557412.0,,,3184623.625,17770618.258333333,,,0.02625484510748111,0.03136705723441039,,,True,True,True,True,True,False,True,True,True,True,True
6,PP_0528_PP_0751_PP_0815-R1,1,False,PP_0528_PP_0751_PP_0815,3,736.2201,17542184.0,1.1708458158155006,PP_0528,PP_0751,PP_0815,,70947.9,472986.0,,,3184623.625,17770618.258333333,,,0.022278268440591623,0.026616181447609372,,,True,True,True,True,True,False,True,True,True,True,True
7,PP_0528_PP_0751_PP_0813_PP_0815-R1,1,False,PP_0528_PP_0751_PP_0813_PP_0815,4,724.6307,20915064.0,1.3959672964274807,PP_0528,PP_0751,PP_0813,PP_0815,53644.8,621219.4,1259408.0,,3184623.625,17770618.258333333,8685842.9,,0.016844941919941955,0.03495766950644422,0.14499548454877073,,True,True,True,True,True,True,True,True,True,True,True
8,PP_0751_PP_0813_PP_0815-R3,3,False,PP_0751_PP_0813_PP_0815,3,721.3627,27358241.8,1.8260145338572855,PP_0751,PP_0813,PP_0815,,437396.0,3567479.2,,,17770618.258333333,8685842.9,,,0.024613437396579493,0.41072343134366385,,,True,True,True,True,True,False,True,True,True,True,True
9,PP_0528_PP_0751_PP_0813_PP_0815-R2,2,False,PP_0528_PP_0751_PP_0813_PP_0815,4,719.4565,19856595.8,1.3253202741898982,PP_0528,PP_0751,PP_0813,PP_0815,51189.3,1741447.7,1951675.4,,3184623.625,17770618.258333333,8685842.9,,0.01607389319043942,0.0979958983240984,0.22469614319181386,,True,True,True,True,True,True,True,True,True,True,True
10,PP_0528_PP_0751_PP_0813_PP_0815-R3,3,False,PP_0528_PP_0751_PP_0813_PP_0815,4,714.812,9932367.4,0.6629317541893462,PP_0528,PP_0751,PP_0813,PP_0815,49150.8,1818190.6,98301.6,,3184623.625,17770618.258333333,8685842.9,,0.015433786151102864,0.10231442561923133,0.011317450837154791,,True,True,True,True,True,True,True,True,True,True,True
11,PP_0528_PP_0751_PP_0812_PP_0815-R2,2,False,PP_0528_PP_0751_PP_0812_PP_0815,4,706.0525,24357135.9,1.6257069617879116,PP_0528,PP_0751,PP_0812,PP_0815,56463.3,812552.9,169389.9,,3184623.625,17770618.258333333,12236302.725,,0.01772997586174724,0.04572451493740025,0.01384322567093076,,True,True,True,True,True,True,True,True,True,True,True
