Protein.Group,PP_0812_log2_FC,PP_0812_log10_pval,PP_0813_log2_FC,PP_0813_log10_pval,PP_0814_log2_FC,PP_0814_log10_pval
EF_1364,-0.5630224463343484,4.808306216116617,-0.6348971908936663,8.961818280214652,0.1740172858491753,1.6857457538285705
MM_1762,0.25744894720381845,2.3928872417942735,0.24685154203919538,4.106043648326357,0.5985862030462954,1.3168284250570261
PP_0003,0.19300220908056576,1.4378648533886114,,,,
PP_0004,-1.4311195557736762,5.59074130252397,-1.44810252409723,5.249971792879892,-1.426881397703755,5.460143811444156
PP_0010,-1.5381402519138243,3.1129410100092576,-1.3055407235349143,3.486401305478792,-1.0472501854618346,6.972933066680607
PP_0011,-0.41012066089026855,7.944539344629604,-0.5784574881830108,1.7013147279912006,-0.47111382347128256,1.872491279280407
PP_0013,-0.4016424351384302,6.838716704096761,,,-0.44258617189948357,4.04325350143225
PP_0017,-0.40462849155984176,7.689532657008052,-0.6281783742332144,1.8064148872727324,,
PP_0018,0.5225027227982402,2.641657031703603,0.6297328817647119,1.4702420283375106,0.44529991672187774,2.543447875569399
PP_0059,0.971348095445422,2.479208845800389,,,,
PP_0061,0.310105040934103,4.884462971227891,,,0.2662436062674144,9.027781573444882
PP_0065,-0.39033596193564013,1.8313212124320095,,,-0.43843184429290216,2.0836965122265236
PP_0070,0.3800171076057369,1.7396560728052213,0.4781221968832921,1.59631513332994,,
PP_0072,-0.6949980452012285,1.4293123567437538,,,,
PP_0082,-0.2941206044091219,2.4570984398508995,-0.2675390778572513,5.0633543518642306,-0.3328641289354623,9.136618649100063
PP_0088,-0.28558958717805705,1.9155681868753476,-0.16307891811102174,1.3683373458257948,,
PP_0089,-1.3863200203850983,1.3416919077935772,-2.942176993721378,4.837961094713479,-1.9621224501934673,1.536980718671573
PP_0091,-1.9114545532081555,1.6820779235635768,,,,
PP_0096,-0.2553643756510009,1.3136985857768528,-0.29499590163906914,4.465442573339474,-0.15428748941589843,1.6387885000950964
PP_0114,0.6038605094207272,1.7617196346295692,0.5043658334482336,1.3841318587439468,0.3961557828131227,2.5087677550513443
PP_0126,1.6733832514468283,1.4489354836720032,1.4963511781735583,1.4537299377768051,1.6635407348172415,1.6597236045626071
PP_0127,0.5302836886510448,3.009836712452354,0.6931571103231187,1.592116668161162,0.2960721265042144,4.6568371410251705
PP_0139,-0.4043918734202407,1.4511258672516945,,,0.32453138062818826,4.488553164656025
PP_0154,-4.983850996272777,3.9516556551323765,-4.903046456770569,3.940428541360959,-5.81220932047481,4.038197459597586
PP_0155,3.163967922596421,2.180687865531867,3.1776970450852056,2.3291975106500775,2.7815351023008232,2.4150239166799956
PP_0167,0.5011360641509038,5.587975858975592,0.4573516777359493,3.4841568285217046,0.49410254297337536,2.857181078177439
PP_0173,-0.8168146626506378,1.3227062422109228,,,-2.870268186307317,2.6582212079471708
PP_0186,0.3687849568412796,5.966297924317281,0.3358618870101027,1.5451237819963997,0.5464709582957449,2.604153294409215
PP_0188,0.33201131099990144,8.498619109804538,0.28347377077285735,1.8186678369693225,0.40895444073172665,16.308839039562272
PP_0189,0.21246460474946044,1.9827066839381196,0.23721494660959602,1.5449131349863165,0.20096235973638432,4.5238617543035256
PP_0203,-2.892780123446159,3.0186856581395456,,,-2.7649236346334414,2.7177044238250767
PP_0213,0.14197402025409964,3.3562984708984547,0.16741756287582932,5.7547066419112145,-0.2472494430350097,2.3109903868421235
PP_0214,-0.4344110278677964,4.015026933010337,-0.4036784021412566,10.251271489334052,-0.6003532481609867,3.0327619537762542
PP_0215,-1.4935417314015504,1.5805562962171233,,,,
PP_0227,-0.5499759429413461,1.8489646104584025,-0.5626377933164164,3.00007376521179,,
PP_0234,0.5394079269920945,3.548517492804962,0.37116911695091115,4.089905945296582,,
PP_0245,-0.6859620140841219,2.765038017580407,-0.9670380693436402,1.5350954277289488,-1.468919265331787,3.967862287957224
PP_0247,0.2566710218231945,1.7507472163246152,,,,
PP_0258,-1.1879976013433349,1.8384526077474184,-1.1823017301887286,2.596311685988166,0.18996274104711933,2.0221467283514167
PP_0282,0.21868195935425097,1.399585357283915,,,0.3623231764789567,2.5437192194174054
PP_0287,-0.6924878050129842,1.5988788719536686,-1.6999509343843517,10.76010310945263,,
PP_0288,0.7947356508964519,1.3488225356125876,0.8932063598234496,1.4602698101251586,,
PP_0292,0.4174388009672298,1.4644604265073848,0.534408890352012,1.3457435640801685,0.4037255525228889,3.2125865923334604
PP_0293,0.781772609489889,3.483219353167884,0.7995794399487121,2.5295460119421964,0.6672280640965933,1.7073468770312292
PP_0296,0.24310593649405302,2.598593468272194,0.38735121723573995,2.372600908711931,1.0585048886963329,3.45802221774788
PP_0299,-2.226579866205045,2.618343095312241,-1.4497619418850376,1.6415110496885787,,
PP_0338,-0.4320099722247662,2.3717217323606685,-0.5142617684740498,2.3094614532156945,-0.5653627237374965,3.3607769609577822
PP_0343,-2.1231519452470895,2.5803711275194,-2.2042121017240284,2.5773193479065637,-2.4203138120547876,3.1897986839299564
PP_0344,-1.464209409673003,1.8680323539610706,,,-2.353349930596965,3.6871961084845304
PP_0347,-1.2225542131753377,2.2630793177239013,-0.7065902154399278,3.128833609163468,-0.7397933030893155,1.8181180042213632
PP_0354,-2.9833911893497502,4.4139853636249855,-4.464207389109187,15.662762917474353,-4.729626941437564,14.826720779131067
PP_0357,-1.309125837694623,1.8387648720513836,-1.274515754686477,1.7254488109723256,,
PP_0368,-0.178967956138991,1.9426550887757805,-0.1808169872927406,1.3345797923217346,-0.23566880678591715,2.7005137299763127
PP_0375,0.5420989994298488,1.3927653798112414,0.6939846070625405,5.275306315846286,0.619263785514091,7.091103780333971
PP_0377,0.6161882483908283,2.2368860183557278,0.9645768590027156,3.4024075070451207,0.9721147365166949,10.159950207483003
PP_0378,0.4310536275605816,1.6208224472956574,0.6446023682287431,2.6602545724847704,1.1041057461553099,2.5831215376751264
PP_0382,-0.17332304861972744,1.6303560969261752,,,0.5733499929384629,1.5339485274706701
PP_0387,-0.42288528645679574,4.738475761704032,-0.41440201865599463,6.302642375750661,-0.26870358528384136,3.04997045198195
PP_0389,-0.17393893887771006,2.1873998216421353,-0.20968066225609377,4.008891944098392,-0.5022157337276374,2.3716785811324614
PP_0390,-0.26041361221091414,1.5259032882257542,,,,
PP_0395,0.32353477810293896,1.8667632886371917,0.3506679909731999,8.961146809314704,1.2408071034952592,5.9434402595047375
PP_0397,0.34580512260883023,13.254317754529481,0.3457937647663384,3.6789146140942837,1.2530152469557303,6.088017814315704
PP_0398,-0.2385553175925178,1.6570225901579143,,,,
PP_0405,-0.4046768710498053,1.6468876201325497,,,,
PP_0408,-1.7139273649023725,1.3823826993298063,,,,
PP_0412,0.8194440316908042,7.653382611148497,0.914966281897401,1.901860797882928,1.1499794449675396,2.2370194346704304
PP_0415,0.4454979656170302,6.557182474815016,0.3569691039258662,6.2885636796105935,0.3139059872300228,4.840278583925573
PP_0423,-1.2285902553814936,2.7147063141151344,,,-2.056948579583527,2.4406478344600298
PP_0425,-0.9469200299414708,3.6915828790893315,,,-1.122970071689874,7.611451967499321
PP_0434,0.7464428938303688,1.9739126177821564,0.8456894333537762,2.0345515016032527,0.9340981120093999,3.135902742591108
PP_0442,-0.1771041621695798,3.899455528897896,-0.3455458571708742,1.8768652285928007,-0.18204463771099472,1.750932740722087
PP_0443,-0.27063095334931414,2.716296141295164,,,-1.0086725760071948,3.9455374566135863
PP_0444,0.23158208722872595,1.790463470934148,0.214992501935412,6.279322683703811,-0.40100622472676334,8.922969350805525
PP_0448,-0.6821762178981162,15.84608078077224,-0.7187063331934267,19.600737929466167,-0.823372173358771,21.90895741529034
PP_0450,-0.32606718586151057,3.7206467458914756,-0.31306384976076185,5.576081900574454,-0.5090607995370242,12.639943262927103
PP_0452,-0.2104657603348422,1.9483643918755393,-0.2645094063775073,2.8714190177829315,-0.43205668409183523,5.608615802493526
PP_0454,-0.6779766236511918,19.486314360582018,-0.5833635547821261,2.923349991900511,-1.1027694553482572,31.729961398116117
PP_0455,-0.3639860408823639,14.883437510964661,-0.33603287607586124,3.572610211683696,-0.8872271878192824,7.7620964745570395
PP_0456,-0.11663885734667942,2.705559452152101,,,-0.6285487297128276,6.930314104151101
PP_0459,-0.5551886174158275,6.106172865624694,-0.38747657527507245,4.7227209488620785,-1.0614249425065647,18.930005965269732
PP_0461,-0.3425478865990064,7.178556131865893,-0.2294587359834409,4.373343001909376,-0.8104481703942419,17.962515428790446
PP_0462,0.44408623582558865,14.770397184174882,0.620312349486307,4.511943108247244,,
PP_0463,0.32397655183109125,2.30707111252311,0.2592902768036553,1.4033364699991089,,
PP_0464,-0.7042368994798852,18.68960550790107,,,-0.8210692589565803,1.6733839864423206
PP_0465,-0.8937996622341382,2.8147775958490704,-0.848385965799996,6.544840572624343,-1.4046483734560722,45.167849296802785
PP_0467,-0.372415453204803,12.675965372889864,-0.3616361201425314,2.7285671843238593,-0.5191608576561201,24.405276824281838
PP_0469,-0.3490140747809006,5.2699807900780264,-0.2400842871217205,2.6825860427535355,-0.8347903236924397,19.626544225589857
PP_0470,-0.49529523872142256,2.3592022259039043,-0.5526149636066117,2.1109996820140786,-0.9774773460745168,10.391128554049082
PP_0471,-0.5186821699100372,2.9448163631332727,-0.5121563074608141,1.7763290512723917,-0.6796309782323704,10.747099917177467
PP_0473,-0.2779153438450176,2.0589204645347254,,,-0.6240329807135113,2.886533262849751
PP_0476,-0.22796756785492772,3.859363051433331,-0.17500733713111735,1.8120322492280088,-0.36518673424561754,9.304878642607546
PP_0477,-0.3725348158094958,15.5045980993651,-0.3056430582580656,2.425896814414494,-0.511332105595345,6.272693278538803
PP_0478,-0.6031221039781993,18.397176594584145,-0.6506196771524597,19.596537455244636,-0.8177423546843072,2.6915098511568774
PP_0482,-0.33966434349227814,2.4677659872881623,-0.4419338093230929,2.0212267557154604,0.30638937417628614,3.7874490305544986
PP_0483,0.1578902809500631,1.9281122429226378,,,0.19362316350345304,2.112822998916217
PP_0494,-1.2582188576990516,1.3204114449271445,,,,
PP_0500,-0.8606792796608106,1.8169216608221335,-1.3057590869056577,2.827011114099014,-0.9776521484612805,2.032256031497857
PP_0504,-0.7327387198506196,1.923311397100625,-0.988052564366259,5.7789905328207505,,
PP_0515,-2.060223978709667,2.2132100614656127,-0.561333045603552,1.8484424781528095,-2.204858053836918,2.6423880298915656
PP_0521,-2.099917449669623,3.245872957313262,-1.028310790793545,3.8887013913624036,-1.4232690764636582,5.236464855169228
PP_0522,-0.39344038944357207,2.050966373627108,,,-0.7594968802131719,1.7761450254904658
PP_0528,-0.5452295143429834,2.2196606998368615,,,,
PP_0529,0.855601456717952,2.557589170281728,0.37537822583547403,2.1846280401089597,1.1503966500003355,3.042608872919533
PP_0536,1.2077345481944926,1.5339818096292266,1.314267565141694,2.9530441482839636,2.85128471655387,2.2596843054481304
PP_0538,0.39933876575752336,1.4513252604046805,,,,
