Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,14.13223559942395,4.90547960529365,10.490310653046313,309.7667006350426,0.9580199906111795
Random Forest Regressor,14.219526593896664,4.949316398139067,10.5258343144797,312.98812457041277,0.957583418808029
Support Vector Regressor,63.98356454627641,28.297080520729462,53.398142619410926,6945.258167250468,0.05876905919443376
Kernel Ridge Regressor,27.58981348132754,8.968236680132497,18.31947678163533,1096.8010374873188,0.8513600146271596
K-NN Regressor,25.48467502777778,8.442624970900425,21.398730095197646,1107.3743109585578,0.8499271100616165
Gaussian Process Regressor,14.145592709229083,4.938826680869848,10.626418668660417,313.01856681704965,0.957579293232888
Gradient Boosting Regressor,14.00185504602488,4.904626639222282,11.057188660028125,318.313365793347,0.9568617347920317
TPOT Regressor,14.132847500000048,4.904745764722196,10.487502370068192,309.72508442044364,0.9580256304978296
Ensemble Model,14.190639577198377,5.000106726837282,10.939386048317896,321.0444187240812,0.9564916187419897
