Sample Group,Source Plate Type,Source Well,Source Plate Name,Destination Plate Name,Destination Well,Transfer Volume
AQ,384PP_AQ_SP2,A17,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A1,1900.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A1,5000.0
AQ,384PP_AQ_SP2,A6,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A1,5000.0
AQ,384PP_AQ_SP2,B10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A1,2100.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A10,5000.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A10,5000.0
AQ,384PP_AQ_SP2,B10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A10,2800.0
AQ,384PP_AQ_SP2,A18,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A10,1200.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A11,5000.0
AQ,384PP_AQ_SP2,B1,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A11,4000.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A11,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A12,2900.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A12,5000.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A12,5000.0
AQ,384PP_AQ_SP2,B10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A12,1100.0
AQ,384PP_AQ_SP2,A23,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A13,4000.0
AQ,384PP_AQ_SP2,A10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A13,5000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A13,5000.0
AQ,384PP_AQ_SP2,A10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A14,5000.0
AQ,384PP_AQ_SP2,B10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A14,1100.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A14,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A14,2900.0
AQ,384PP_AQ_SP2,A21,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A15,1900.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A15,5000.0
AQ,384PP_AQ_SP2,A10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A15,5000.0
AQ,384PP_AQ_SP2,B10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A15,2100.0
AQ,384PP_AQ_SP2,A10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A16,5000.0
AQ,384PP_AQ_SP2,A24,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A16,1100.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A16,5000.0
AQ,384PP_AQ_SP2,B10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A16,2900.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A17,5000.0
AQ,384PP_AQ_SP2,A10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A17,5000.0
AQ,384PP_AQ_SP2,B1,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A17,4000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A18,5000.0
AQ,384PP_AQ_SP2,A10,Parts_Library_DBTL4,Ligation_Digestion_DBTL4,A18,5000.0
