Locus,PP_0751_PP_0813_PP_0815_log2_change,PP_0751_PP_0813_PP_0815_log10_p_value,PP_0528_PP_0751_PP_0815_log2_change,PP_0528_PP_0751_PP_0815_log10_p_value,PP_0528_PP_0751_PP_0812_PP_0815_log2_change,PP_0528_PP_0751_PP_0812_PP_0815_log10_p_value,PP_0528_PP_0751_PP_0813_PP_0815_log2_change,PP_0528_PP_0751_PP_0813_PP_0815_log10_p_value,PP_0814_PP_0815_log2_change,PP_0814_PP_0815_log10_p_value,PP_0528_PP_0815_log2_change,PP_0528_PP_0815_log10_p_value,PP_0368_PP_0812_PP_0815_log2_change,PP_0368_PP_0812_PP_0815_log10_p_value,PP_0812_PP_0813_PP_0815_log2_change,PP_0812_PP_0813_PP_0815_log10_p_value,PP_0751_PP_0815_log2_change,PP_0751_PP_0815_log10_p_value
A0A140FWC7,-0.8559617960438453,0.26291504168400676,,,1.1986637760969514,1.6472563047356914,0.6912910738412131,0.8487065054688502,0.18228100702902067,0.10048564996286104,0.18380331604370032,0.19731291832523382,0.294215740617584,0.16415744189153386,-0.021427825180957333,0.013458697619778073,0.6231114205141314,0.4886150563170921
A0A140FWL3,-1.0622109683601,1.0921214804762518,,,-0.4130527325176838,1.0605784455693241,-0.8728157055619066,2.198509076170184,2.2194152327685184,1.5340619129174402,1.344503697348096,1.8542721848069108,0.8437255217423386,2.268759207627546,1.1042223207609676,2.71049397950955,1.1242625576166054,1.7223189119005482
A0A140FWM3,-4.522311753756748,3.0239690399322074,,,-1.8856918063140269,2.2141942702337065,-0.366964832315405,0.5198277517743188,-1.9264129800354601,1.9146484628249931,-2.033329571600793,2.990749306463625,-2.2112852591067917,3.2661950263758563,-1.8748000290816318,2.36428471411834,-1.6578428693900515,2.2605405573711552
A0A140FWP7,-3.271588200184948,5.038835945309782,,,-2.19515878473529,1.731953469807499,-2.3130217429774347,2.493441331966627,-1.6816617000676712,0.9244814054952433,-1.6053092135960993,1.51285666092053,-1.0981908771149667,2.564041413294992,-1.6799385881011486,3.215182946462061,-1.568832625154768,2.086778201451639
A0A140FWQ8,0.44187653834384544,0.08868559738356926,,,-3.3345698608437764,2.3359120272672826,0.3897156219015897,0.08886149740040312,1.3314054563135178,0.43219954591128706,-0.6641822709591245,0.5731987710365375,-0.377471751741072,0.2067944940948259,0.4270924153688632,0.1809638174028026,-1.0649652355306019,1.4393854631585705
A0A140FWS3,-0.1505862212431905,0.16333308089297663,,,0.3685663782202396,0.8976489045822366,-1.0515285127215133,1.5795016228002752,-0.7425487449947091,1.371274493628237,0.19124014539127165,0.39865898079047696,-1.2691252680294574,0.45175713846702414,-1.3521598740237073,1.0776821430536274,-0.12411268678109949,0.16510820825969952
A0A140FWS4,-1.9211184737876108,4.005180856819805,,,-0.2940491867670958,0.15664355105035052,-0.5730952973900953,0.6792827857404694,-1.2637600047183941,0.7003709815277869,-2.152782106240336,0.7541637160413688,-1.4200682004478755,0.6727231701640766,-0.4024671928761149,0.3219548962502808,-1.542944246221132,1.0022193440789677
A0A140FWS5,-2.0342668856221975,1.2707460250414386,,,-1.7570810433816872,2.5908209610697184,-0.8967867862672261,0.6600248657977119,-1.7067663442879855,1.832582031092221,-2.1341485245613177,1.9843760243685378,-0.6163439228046226,1.5592887192012783,-0.4655341560308589,0.7741507511242183,-0.8290154704415295,1.4873770134543485
A0A140FWT6,,,,,,,,,,,,,,,,,,
A0A140FWU0,-1.5148233664705288,4.0499311665843205,,,-0.38574334757092743,0.4752577579860795,-1.569551479956667,2.9956949900443512,-1.969563208787812,1.5246011816257554,-0.12134858510062702,0.24880066766318595,1.2371495198760867,2.6246615939641624,0.8035847566025368,1.4007469351921327,0.08531256609316802,0.1363691476902748
MM_1762,-0.6564636390562583,0.9310554180964484,,,-0.7379618747782701,3.306655691177261,-0.6584634040570327,3.991782109976843,-0.8324912871229364,2.027495622466968,-0.6954396681566497,1.5254982467722462,-0.06418142588921288,0.4819226879948836,-0.3002269064417964,3.1926309721663624,-0.18764034929346882,1.599929724209777
PP_0001,-0.36287651864715886,0.5764985685959498,,,-0.7480905645014978,2.422994774856412,-0.6580635511752567,1.0446746728043879,-1.6990953786996243,1.9729348529358564,-1.5318967664271648,1.7349503324543873,0.22835741209004795,0.2704740982749595,-0.1593373993499225,0.15911561748206526,-1.4046695119864931,1.5403570257706405
PP_0002,,,,,,,,,,,,,,,,,,
PP_0004,-2.106364879345371,1.367392407965953,,,-1.1399761139657971,2.1149645422964642,-1.3104412262912892,3.0759652761287883,1.5389094707151938,3.696264630552516,1.4044300340244769,2.1013755568721817,1.616289525436026,2.111196598588047,1.846841337926602,2.572784404064284,1.767544341552251,3.6027964674381243
PP_0005,,,,,,,,,-0.7940405298908063,0.49196269893416755,-1.1031129537951745,0.7504134048221175,-0.5189744370994349,0.41369341073818217,-1.644639428779282,1.7149874623099417,-0.03127352291567946,0.0175766421280192
PP_0006,0.8323878792409451,1.8973116107057282,,,0.9620340831890082,1.1984987681456667,1.1796879401998026,2.3007782058104436,-0.1534261320421363,0.07054506594752043,0.06810091849209472,0.0790339068320723,0.46545745438995995,1.365729036048004,0.6234166084960332,1.8030914426845208,0.31862104192318724,1.4994280388297503
PP_0010,-1.759909526236595,1.1017131045086335,,,-0.28206333992176286,0.48994919264868714,-1.5428978758014333,0.4418103595514602,-0.9239801326123982,0.4567135732725012,0.1149240269964234,0.05108242943870144,-0.06529906808901971,0.022793007840693092,-0.9601234613918639,0.5162909929162063,-0.366028216216114,0.12627695300884734
PP_0011,1.0689209493049778,1.6489643506268057,,,1.3060410332373678,1.6292622799245238,1.0581421138170855,1.1657149438094583,0.9001559671464104,1.0840582403590866,0.7014470193686683,0.7465719133212514,1.1086402109919467,1.2715184318963761,1.6969523214770714,1.5193152752960104,2.4393395366908655,2.601710498538289
PP_0013,-0.0960596528840398,0.11721804454303493,,,-0.18483081946309599,0.3604161331352091,-0.9111523824801734,1.3665941355490325,0.24733359541202135,0.30546661767320177,-0.3564573978930807,0.6303319702568481,-0.29648488727520583,0.4428875737071296,0.19330359841506994,0.22265764393743218,-1.1085559015640385,2.7705076847117662
PP_0018,-1.242202887867001,4.795233897804612,,,-1.040701098391633,2.71708835841552,-0.8317099223215975,1.5608371249943143,-3.2888847297448685,2.9281923341107183,-2.860078749646214,2.695130670678484,-0.5939122471578161,1.7285304258747665,-0.4914544274057091,3.0015599338293053,-1.7865277798869112,1.5100287039624842
PP_0030,,,,,,,,,,,,,,,,,,
PP_0052,-2.271826779381579,1.427455487648843,,,0.9106437275423609,1.175622584342391,1.838978696202319,1.9209531407140013,-2.135779600042672,1.2301433857616177,0.15194432182435857,0.034208264814541665,0.4618564290354774,0.21569607093227428,0.1744898464026948,0.08870254107426999,1.42917543126941,1.622128223578884
PP_0060,0.3386473239065074,1.2003237426358155,,,-0.01793477184510609,0.07720874370806353,-0.254882293745213,0.7983883683060914,-0.4248758876399558,0.5888895455844518,-0.4850353348034564,2.039690336071481,-0.42421538705647427,1.3720021452074371,-0.40292237528798963,1.9818660102338106,-0.35703228875898513,1.8656073955484198
PP_0061,-0.6608115990600627,1.7825401743843545,,,-1.0191684371304586,1.1100927589571157,-1.2746643417767718,1.3787949675349933,-2.0637907393551393,2.836726064198103,-2.1516335309796624,4.241429337457038,-1.2361083849269103,2.741536788034117,-0.859590986080627,1.552932793302037,-1.2277705403461385,2.386448138832258
PP_0063,,,,,,,,,-1.303699513435487,0.5799910825872943,-1.1383661610415918,0.4291615380297792,-0.2569248953769898,0.11349747181428704,-0.5114167484738515,0.47415411029770943,1.0342888116057292,0.41856446415105725
PP_0065,0.2417412855242436,0.18577707506966715,,,0.22346884833028552,0.15034843596734107,0.7978127853880549,0.49736275255274903,-1.268426139869466,0.6003005405537457,-2.3460189769046975,4.274520751685016,-0.8719391440028754,0.1911202934989545,-2.689381405828752,2.633581840373011,-2.0243441081413835,0.5260336010506527
PP_0066,,,,,,,,,-2.280033292811675,0.7671550963357903,-3.1658928884306814,1.4580793815133717,-0.509725291720453,0.3163034666254013,0.0742276672423242,0.05099095328925247,-3.343264054911251,1.108728012328622
PP_0067,-2.4441567618386246,4.480386802447708,,,-1.8985619589465426,2.3895077190600618,-1.9641306722432246,2.6873174488673075,-4.323880240988276,2.3840816451053874,-4.918612618158392,2.4468598866443103,-2.1608960562869934,1.465355743243028,-2.780806497424335,5.154751471404828,-1.0015930807889646,0.7187336884278489
PP_0070,,,,,,,,,,,,,,,,,,
PP_0072,-0.23912306750258566,0.844091514372109,,,-0.5361750755539534,1.444223403402133,0.04048002838667271,0.045725028121194077,-0.8706774805739766,1.4079989551686036,-0.8786043758483487,2.2440980448567434,-1.163550840769455,2.1362738735995914,-0.6942198895212935,1.0467305903952697,-0.21359344717664908,0.42505534841955134
PP_0073,-0.6610700703539975,0.9426801159101509,,,-0.8359872643505952,1.5912616732068203,-0.21402047880910585,0.41810020486514127,-0.5757017549766184,1.4175165765801803,-0.1982860379645633,0.30377626572756145,-0.0022704847281799353,0.006458367192086503,-0.11618233714192382,0.21482756108745207,0.11242049299990017,0.3029910647748948
PP_0074,-3.219580951498259,2.7164319633277993,,,-1.222438115407611,1.3052932417017789,-1.1910736901646317,2.4515882459513145,-2.6427400881427268,1.2899058629410964,-3.8754747244148287,4.259925996781228,-2.0091661338444426,2.797298586926308,-1.942074370008792,2.8099475924450217,-2.9939351643637226,2.263621615094334
PP_0082,-0.6018591622975067,1.2155100581377891,,,-0.2412495663923199,1.4731948450319374,-0.3867749957166048,1.3295938733354802,-1.1607655786920255,1.4370704795735743,-0.841556417125458,1.5007422375047248,-0.3631908893055741,1.073359323255036,-0.1358240033154519,1.5268304167715534,-0.46028350788652317,2.2008922365554016
PP_0083,0.055261795483825316,0.16134481064974632,,,0.09332621599421405,0.2112345420227542,0.1657921843056447,0.6239311701627849,-0.2817702293352976,0.41679374255065066,-0.16386313213280437,0.9750439420702419,0.2621842797174193,1.6502741591315888,0.3091652002264989,1.5282839606563006,0.12203071857551925,1.0802396736359188
PP_0086,,,,,,,,,,,,,,,,,,
PP_0088,-0.4300319835488794,2.2661846626127304,,,0.06773309151118392,0.21345523381838216,-0.5584659585393237,1.2548555639516668,-1.9596395741588784,1.8220527141263654,-1.4919473806191679,2.804778716523318,-1.503341176450221,2.7060714376241988,-1.6069056953368273,3.6060570755062358,-1.060966106615951,3.147292968578926
PP_0089,-4.939568002640679,0.9164242895394096,,,-4.65119091064681,0.7722781513981533,-4.663862315968071,0.6758681240600013,0.9784492854494,0.8524825850769412,-1.3754037742681169,0.8143686773986567,-0.5863832749478874,0.16311902088338526,2.0500531877494828,1.1887496149635537,-0.33277888744448764,0.16530960926247484
PP_0096,1.19607771324676,1.910329447961883,,,1.0290523986231974,2.8470386576497058,0.6983711233836856,1.0052013434478864,-0.7538294318881631,0.9489615873998813,-0.1602053087294624,0.24269888603734363,-0.029309599564547196,0.04782522042473471,0.07799107836421869,0.12809401344609178,0.14646452588292858,0.557256852386662
PP_0100,-0.21526020950690433,0.5452600468571716,,,-0.009242143734661399,0.026596612590869505,0.0661706464028338,0.21801175578323828,-1.3034583986451127,2.2662632574103783,-0.9356330076356523,1.2785284953871805,-0.3602271965614821,1.4896246376659439,-0.28160551393395516,1.5263054246095298,-0.6095207214326769,3.116010418811229
PP_0112,-0.9946942483854143,3.1657057909381456,,,-0.9183541480122939,1.561291737223375,-0.7116863149644955,1.577125606469504,-0.22633463669566448,0.10244341578403368,-0.6130312888887142,0.8813754131931139,-1.0025356173688507,1.6282887991050403,-0.9297263428543023,1.885205642999041,-0.5927556604674575,1.5482861152634282
PP_0114,-0.504596666643192,0.45292428610983726,,,0.04109009609432606,0.021703621847505183,-0.5252111459200848,0.5425038164199808,-0.4691538323624335,0.24365832837329593,-1.0982895479735553,0.5598807484136465,0.48061806911650323,0.27852213244807483,-0.12577957836551168,0.14820908554731757,-0.06437033506395942,0.12771812942137495
PP_0115,,,,,,,,,,,,,,,,,,
PP_0116,-1.0811152643325608,2.6562167166284913,,,0.06303046698499032,0.07246033793991287,-0.1948075375627878,0.20676900977425372,-0.02699177696400643,0.017160441516243363,0.31170612430427647,0.47805901342547363,0.7236554026136974,1.0138178356872465,0.21643485166041143,0.4048356822167218,0.6141964368309265,3.241924786854385
PP_0123,-0.13824697188767543,0.20165437170237607,,,0.5494315767519738,0.6900610308555329,0.5940195422563821,0.38609619177750304,0.9175663733232775,1.222578948229752,1.1536497911371475,2.0205274934928488,0.2484011109263681,0.33217478353867075,0.6314486471126347,0.8326525372231552,0.19346190076854888,0.29516273995341447
PP_0124,-0.28296790895857116,0.11449412854531515,,,-0.22771044820237576,0.25700658074421473,0.5832298307681052,0.2710804101036988,,,,,,,,,,
PP_0127,-1.0420965357604424,3.5777095920375777,,,-0.847914284887011,1.1231182637165786,-1.350462159067352,1.8078618718614,0.12045231321982416,0.09194105930575476,0.013130334361020533,0.013562182579278888,-0.5389558741140517,1.8445361817344916,-0.6348169660680529,1.8741937714150372,-0.4638501395073191,1.4173402256449041
PP_0133,-3.4979183441217367,1.8268390329645405,,,0.1122413666575844,0.4032423422302357,-0.6330812698407778,1.0018470536596684,-3.403440199285581,1.6559134029889782,-2.851456969850374,1.820994112090634,-2.1846942825625892,1.9130368224414438,-1.1742359581197253,1.7098539731523303,-2.015298319323819,0.7275618448513014
PP_0139,-1.0444015544654948,2.205288343808179,,,0.2869132162047517,0.42021384859689315,-0.26637390395624316,0.922571684508771,-0.7468310877843893,0.908966059375667,-1.1380100951356635,2.579755328476785,-1.100051831802265,1.4641839966557675,-0.8373111477382437,1.0772764162039445,-1.1409964580853158,2.2030186865642136
PP_0154,,,,,,,,,-3.0817911278505172,1.9180555772418884,-2.3498988592759913,0.3418679331754955,-1.762543321978774,0.6476312630741132,-0.9397512648433719,1.2363281129493644,-0.6780873437871303,0.8088529470757222
PP_0165,-0.964604319904637,0.7475707560986118,,,0.9689420638616246,1.0050854936823184,-0.17471528631799652,0.11627554762542251,-2.9475875737097046,0.9807029782234966,-3.649046497478392,1.2713347402265844,-4.671905310454399,2.83616879527076,-4.212803615632578,1.7837508688712944,-2.254290349026298,2.1495012611712325
PP_0166,-0.6778666428759834,0.6403614623368211,,,0.0038553582014852956,0.012145493389726795,-0.2791945525262849,1.3261222342225656,-0.612490810620485,0.4912393492893437,-1.3186417232256586,3.232151993834128,-1.0314304619625567,1.1632728493444104,-1.1912835481534074,2.299919496232108,-0.5251845876320499,1.0680698925704462
PP_0167,-1.3071308854533261,1.6034922477028053,,,-0.10904117909927558,0.17608779026028645,-0.24332036515521296,0.48120662820183513,-0.5303042241989567,0.9322886376845078,-0.25339532232191864,0.953275871939269,-0.7454783061769747,3.097798275047073,-0.22912538147450207,0.4347367602461255,0.07787451094587054,0.14384740427058884
PP_0168,2.1603390656296955,3.6170625508918124,,,1.615026655846834,1.2740665452401847,1.4236872198234363,1.4906716121814496,2.2813291964575635,3.3435654855776793,2.594511767908587,1.6061733464704229,0.3980465085020737,0.36693335599368665,1.0225885259381513,2.379466672573613,2.477430970763894,2.4312869573135174
PP_0173,-1.5336184341555024,0.7603228677175656,,,0.44606725812456177,0.519918312969267,-0.27043539307559644,0.6908902797456806,,,,,,,,,,
PP_0181,,,,,,,,,-0.542431294234666,0.43790431176352723,0.11699768202016822,0.10633948086564027,-0.21273658710268897,0.3135430276667052,-0.2294603873928655,0.3928963075130978,-1.1296825882908121,1.3232685326953215
PP_0183,-0.2720869641621186,0.31055176946092283,,,0.3613356193924616,0.6950332284113627,0.3064473802977521,1.2087140794110394,-3.8610733325787496,2.706958386915094,-2.648685080453923,1.8156096403070339,-0.9223533190883962,1.3153352573140509,-0.8634584734582679,1.6533122223421974,-0.2672665791947419,0.3859311583593958
PP_0184,0.11616061430293684,0.7708346962653776,,,0.15686684468828851,0.5197088105645403,-0.0028679666805535263,0.009653043725042802,-0.2305588906079053,0.28882583556468067,-0.18948872901119046,0.40877175628326856,-0.48614043988410094,1.7313585161204237,-0.13046898108596178,0.3196727938712861,-0.3456057636333706,1.4007229812912658
PP_0185,-2.093119497421082,1.8576059339338276,,,-0.590714932476895,0.41483054191206375,-0.9371623841269877,0.9111421162117014,-1.1456490708949374,1.4989527201360238,-0.7408719193981088,0.962983429418465,-0.7478074060472829,0.6037813617298068,-0.4120752611021497,0.8069320136188213,-0.18813720932225522,0.39852039671654654
PP_0186,-0.27520842768878606,0.2566151754640747,,,-1.0005509570260591,1.2832203890218232,-0.7312220671461743,0.9011420692636993,-0.08263894407310884,0.09728004675885689,0.06373595811465507,0.07501521000992971,0.245807125052213,0.6029253926923966,0.23239865116717234,0.5303072650320105,-0.2951067919492015,0.3842471948346686
PP_0188,-0.22432985722972518,1.4358224744701087,,,0.20767795574393189,0.7100999939638413,-0.010510948335102766,0.043726759843872955,-1.7977788749565118,2.201356563705044,-1.4249864774153398,1.3627045397105826,-1.3200175549936994,2.285740693629111,-1.077570510166515,3.007380269784665,-0.9796972690778898,1.6304321974005727
PP_0189,0.29383653390485215,2.2515412855819625,,,0.35184500265511925,0.8541983467456499,0.21706148838279937,1.3787565138287567,-2.02759339026887,1.9919035744257545,-1.9307105597863967,2.4379675115888895,-1.0133311283333757,2.0988392092553094,-1.0113686275782705,2.470420474543846,-0.9789825159845452,2.4761524563146655
PP_0191,,,,,,,,,,,,,,,,,,
PP_0194,0.6724141287112183,0.7392775589649493,,,0.32654887689145484,0.16431834025612818,0.25754829505348353,0.13101413236577908,,,,,,,,,,
PP_0202,-1.0683979584245327,2.4512123552120078,,,-0.8719897825475204,1.0934344812945513,-0.6300853392467124,0.9538289858447527,-2.156984691495971,4.62787592027746,-1.8528212554856254,1.9282798778869552,-2.8177409586687383,2.311062042177786,-1.6125738010413395,2.177442377943708,-1.872331022726677,1.1205030410687435
PP_0203,,,,,,,,,,,,,,,,,,
PP_0213,-0.32370512207632685,1.145912036286285,,,-0.28429412420690797,0.6221602507221271,-0.7023090213798567,1.1823703718699055,-0.2662757610564179,0.42350244931127384,-0.3342866342282459,0.7875418755285774,-0.6876051968054973,2.8260170449202717,-0.3835687130382358,0.9933076892433026,-0.4896095014801934,1.1251032252893858
PP_0214,-0.0788123042272487,0.3566067868925137,,,-0.14680161396671262,0.5289476329188674,-0.37280569181416995,0.6136693261330067,-0.18453484155904132,0.2568261088517417,-0.01731914980308786,0.04854842779512876,-0.1795114769144877,0.5232235472626189,-0.35849344808730765,1.1496746513539404,-0.6130014221540274,2.421964168626073
PP_0215,-1.7706497983599914,1.5684463629398668,,,-0.6022191526142222,0.3122615183817961,1.3393282206293313,1.5413887614650732,-2.7539394018189807,1.1469791983477817,-2.031982729575834,1.5985843793564425,-2.76578722104671,1.045786889386879,-1.2301511758771222,0.8585988241809195,-2.36087044938603,1.124768509850094
PP_0227,-0.40587910358469637,1.3276871368086451,,,-0.2525862046955458,0.3681141144500309,0.27598053261769045,0.39562297556080095,-0.7462076287606643,0.6552844200843363,-0.8222387461442329,2.0664095012250447,-0.6610371875759466,3.096006329660635,-0.6969019699882202,1.3242940194803583,-0.36531779499011663,1.3157380260329279
PP_0228,-0.6345405714060264,0.6974649754796757,,,0.0583629017373304,0.1005943518669512,-0.37351094322092065,1.0040645165804178,-0.10819347705391022,0.1196797618489219,-0.4772412925314911,0.8931699920375374,-0.11996514668039264,0.16505961675584796,-0.15814998508801756,0.23096144591192508,-0.17596338847484436,0.6903945110893897
PP_0234,-0.10091362219267686,0.3402274930091801,,,0.002061075530714011,0.005581662996026806,-0.14894379745468544,0.5353063352766746,-0.2848551762148188,0.5992769788653555,0.41360672588713737,0.49198167261340436,0.2832941738398206,0.6225776285824897,0.45453818935340246,0.705813109992362,0.27928242667959885,0.6225173896863624
PP_0238,,,,,,,,,,,,,,,,,,
PP_0243,-0.06895688147599341,0.060202861972586535,,,0.48770618739151156,1.005418384368148,0.8204291881066523,1.496582439304803,-0.3399498081138262,0.38827434581213177,0.21262068442270876,0.26789337627354426,0.7792119515676764,1.2606808948329726,0.5227618539598453,1.8905893141899122,0.45582078901008144,1.3297903307976673
PP_0245,-0.8164649573449896,0.9439238436224399,,,-0.653326450324597,0.9138276452919458,-2.207649172250561,0.367515743644905,-1.1399484797553792,0.25949100700911343,-2.022611031031899,0.7377593310557811,-1.9600235994191881,2.3579434135426522,-1.5065540145101823,0.6196702998523235,-3.14177368843782,0.6180624254231789
PP_0246,0.3879065678949824,1.7489867466057059,,,0.14416180303536066,0.20750991011984168,0.21987480751265706,0.4199291586064955,-0.23495439870449392,0.1990051962411255,-0.5642046497338021,0.834069970269032,0.22832042182962356,1.04244153343606,0.4499977702501245,1.0459875643974965,0.5727838264281528,2.300496569874805
PP_0252,-0.5569381769294547,3.450037099374624,,,-0.11107482126041582,0.28566683288802114,-0.37225042972417005,2.1714313428069776,-1.0244375529944292,4.1260615444158715,-0.9374405348809451,2.5516294634745043,-0.4589605561464285,1.4968177663151845,-0.4939479066285489,2.9681697961520332,-0.6137687327788822,2.12723683751756
PP_0258,0.23960648409164478,0.476559363331046,,,0.02671808625548456,0.037903622737409146,-0.3975013345152263,0.6867565931758994,0.2637158549297993,0.832415118950638,0.14586866375798938,0.19875478922436657,-1.8638107864759983,1.9153292976671101,-1.2332362659451819,2.761397410532455,-0.20637459571756187,0.7433850896116176
PP_0260,-0.7932526911710037,1.1177095596252096,,,-0.2951341752038807,0.5528399636105928,0.11137807164859552,0.09150294263565961,-0.646783546546264,1.82120186291195,-0.5384017058889798,0.8712579090153315,0.016289992491809558,0.029710912980290757,0.06790682101854172,0.14369548480805994,-0.2069537365099569,0.33843494818817327
PP_0261,-0.14502689915613282,0.13801123706246063,,,-0.4171148280193204,0.19517371012946827,-0.4682175728674978,0.3280778695921154,-3.1207300212206,2.4430344971566127,-3.315535801917429,2.380712207086599,-0.9566916007046999,1.1235099852342394,-0.9755267057280054,1.7511605918023765,-1.1877662785883703,1.1200296474551534
PP_0263,,,,,,,,,,,,,,,,,,
PP_0268,0.0396706442062629,0.05784460999458192,,,-0.28166580705133615,0.9923476161314488,-0.29995551104464974,1.2800611325130073,-1.629950851464468,2.267423966722134,-1.5268150592459329,2.31226015904626,-1.4921956331479609,2.919996597261714,-1.056243409651811,1.6377215859624326,-1.1755569851799925,2.081483766929733
PP_0282,-0.7493816396828328,0.9554389062812545,,,0.15142177648549546,0.2792500373939127,0.13550517031857565,0.19957967959367526,-0.9111038906433268,1.1563132702306425,-0.3882049040874101,0.6781733024301166,-0.06844609816611388,0.14309783244042026,-0.0709628091552752,0.1340061195018393,0.1833079802412977,0.7539491087115046
PP_0285,-2.822836086113819,0.5033633412890023,,,-1.0083980170838887,0.6684260799711428,-1.1407570234095445,1.0116709045482837,3.6837100201221045,0.6911215730738209,1.723685252797602,0.5342931261512319,3.3622225045290275,1.1447948780587585,2.079169186968437,0.8101865379956505,2.189393254497917,0.6491536434101174
PP_0287,0.8629112210226109,0.8017641657078356,,,1.2867198912430193,0.9719733929943342,1.5462306318925776,2.550480738333148,0.012613134517577878,0.008666834651249563,-0.032547441885591916,0.018837890590908294,-0.9156197967023704,1.225324309299277,-0.5079754266953397,0.9786009238502474,-1.2557432644641997,1.4797459712068752
PP_0290,1.543487960175678,3.3935275477945313,,,1.6705259763052107,2.1824746981217737,1.527119759686488,2.662532072851582,-1.8576107950010563,2.1782283050442968,-1.0629999398964027,1.505284313281006,0.23092538452240421,0.1220955237907621,-0.476799735437259,1.642321500074375,0.5980550714396022,0.25538994329767944
PP_0292,-0.19000634441115724,0.7767681590065307,,,-0.06684167547286117,0.23973188357825642,-0.37167305263019257,1.0114908000703704,-0.32790215232085845,0.9402418311617198,-0.622183038790615,1.6254666072224624,-0.1928986902722011,1.475924378430999,-0.13885810961880324,0.5336824997242864,-0.4901914979438108,1.8806375040656547
PP_0293,-2.165129896059098,1.1482998733065928,,,0.25208703830722207,0.6242966961816538,0.03521617020566313,0.04638361636118619,1.0794583119654042,1.8635897647517616,0.28817348721852787,0.248716179773682,0.3889108857634613,0.7439549652469616,0.5940222494129351,1.2793680763112132,-0.036023654374761294,0.11376507722847105
PP_0294,,,,,,,,,,,,,,,,,,
PP_0296,-2.106483502072799,4.088865337984131,,,0.27816158786987316,1.3672587252469548,-0.0349659945268366,0.08806656832286251,-2.1640374083690883,2.3734532062426363,-2.0890601411121907,4.465130102977258,-2.0752585842852356,1.9418830408049021,-1.3696709384152106,3.8856289159436894,-1.8349169984023268,2.769913288487658
PP_0299,,,,,,,,,,,,,,,,,,
