Sample Group,Source Plate Type,Source Well,Source Plate Name,Destination Plate Name,Destination Well,Transfer Volume
AQ,384PP_AQ_SP2,A24,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A1,3300.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A1,5000.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A1,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A1,700.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A10,5000.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A10,5000.0
AQ,384PP_AQ_SP2,B1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A10,
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A10,
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A11,5000.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A11,5000.0
AQ,384PP_AQ_SP2,B8,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A11,2700.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A11,1300.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A12,5000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A12,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A12,700.0
AQ,384PP_AQ_SP2,B5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A12,3300.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A13,1000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A13,3000.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A13,5000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A13,5000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A14,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A14,1100.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A14,5000.0
AQ,384PP_AQ_SP2,B17,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A14,2900.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A15,5000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A15,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A15,1100.0
AQ,384PP_AQ_SP2,B4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A15,2900.0
AQ,384PP_AQ_SP2,A23,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A16,1100.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A16,5000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A16,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A16,2900.0
AQ,384PP_AQ_SP2,B18,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A17,1800.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A17,2200.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A17,5000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A17,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A18,1600.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A18,5000.0
AQ,384PP_AQ_SP2,B2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A18,2400.0
AQ,384PP_AQ_SP2,A12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A18,5000.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A19,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A19,5000.0
AQ,384PP_AQ_SP2,B13,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A19,
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A19,
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A2,3000.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A2,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A2,1000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A2,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A20,2900.0
AQ,384PP_AQ_SP2,B12,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A20,1100.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A20,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A20,5000.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A21,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A21,5000.0
AQ,384PP_AQ_SP2,B21,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A21,
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A21,
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A22,5000.0
AQ,384PP_AQ_SP2,B19,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A22,2500.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A22,1500.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A22,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A23,
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A23,5000.0
AQ,384PP_AQ_SP2,B16,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A23,
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A23,5000.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A24,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A24,5000.0
AQ,384PP_AQ_SP2,B15,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A24,2100.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A24,1900.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A3,5000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A3,5000.0
AQ,384PP_AQ_SP2,B4,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A3,2900.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A3,1100.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A4,700.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A4,5000.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A4,5000.0
AQ,384PP_AQ_SP2,B5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A4,3300.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A5,2900.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A5,5000.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A5,5000.0
AQ,384PP_AQ_SP2,A23,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A5,1100.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A6,5000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A6,5000.0
AQ,384PP_AQ_SP2,A21,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A6,
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A6,
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A7,5000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A7,5000.0
AQ,384PP_AQ_SP2,B2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A7,2400.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A7,1600.0
AQ,384PP_AQ_SP2,A7,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A8,5000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A8,5000.0
AQ,384PP_AQ_SP2,A22,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A8,1500.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A8,2500.0
AQ,384PP_AQ_SP2,A2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A9,5000.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A9,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A9,2700.0
AQ,384PP_AQ_SP2,B3,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,A9,1300.0
AQ,384PP_AQ_SP2,A13,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,B1,5000.0
AQ,384PP_AQ_SP2,B11,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,B1,1000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,B1,5000.0
AQ,384PP_AQ_SP2,C2,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,B1,3000.0
AQ,384PP_AQ_SP2,A16,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,B10,5000.0
AQ,384PP_AQ_SP2,A9,Parts_Library_DBTL2,Ligation_Digestion_DBTL2,B10,5000.0
