Protein.Group,PP_0368_log2_FC,PP_0437_log2_FC,PP_0528_log2_FC,PP_0751_log2_FC,PP_0812_log2_FC,PP_0813_log2_FC,PP_0814_log2_FC,PP_0815_log2_FC,PP_1317_log2_FC,PP_1506_log2_FC,PP_2136_log2_FC,PP_4120_log2_FC,PP_4189_log2_FC,PP_4191_log2_FC,PP_4192_log2_FC
aceE,0.18625665222545162,0.358541253146039,,,-0.3014128056554161,-0.2810339653862165,-0.4042496148586038,,0.13468542511354703,,,,,,
lpdG,-0.2134768512413625,,,0.1523306933038396,-0.7203529147466408,-0.5260996317540272,-0.7882792626819177,-0.637924617775454,-0.47930152846267443,-0.7873393831856228,-0.2531014588338541,-0.5678963399714363,-2.5166047129587916,-0.38711295881336977,-0.7346878079816686
aceF,,0.41788123955557405,,,,,-0.21263761097991235,,0.3257736183703557,,,,,,0.3354032893483104
lpd,,,,-1.9018000960107218,,-0.9935727872108855,,0.3751308062701127,,-1.08918048444998,,-1.306753973710669,,1.2028632203035654,
